1	1	0.766666666604579	4	3	1	7	7	7	4	5	4.5	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	.	.	.
1	2	3.08333333348855	1	1	1	7	7	7	4	5	4.5	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	4.5	1
1	3	4.53333333320916	1	1	1	7	7	7	4	4	4	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	4.5	1
1	4	5.26666666660458	1	1	1	7	7	7	1	4	2.5	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	4	1
1	5	7.18333333311603	1	1	2	7	7	7	4	4	4	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	2.5	1
1	6	9.63333333330229	2	1	1	7	7	7	4	4	4	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	4	1
1	7	10.7000000001863	1	1	1	7	1	4	4	4	4	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	4	1
1	8	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	4	4	1
1	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	10	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	11	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	13	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	14	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	15	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	16	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	17	27.9500000001863	2	1	2	7	7	7	1	4	2.5	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	.	.	.
1	18	30.7000000001863	3	2	1	6	7	6.5	3	4	3.5	5	3	4	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	2.5	1
1	19	31.2166666667908	4	1	1	6	7	6.5	3	4	3.5	2	2	2	2.16666666666667	2.72222222222222	2.88888888888889	1	30	6.5	3.5	4
1	20	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6.5	3.5	2
1	21	34.683333333116	3	3	1	7	7	7	3	5	4	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	.	.	.
1	22	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7	4	1
1	23	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	24	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	25	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	26	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	27	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	28	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	29	49.066666666884	3	2	1	6	6	6	3	1	2	3	2	2.5	2.16666666666667	2.72222222222222	2.88888888888889	1	30	.	.	.
1	30	49.75	3	3	2	6	6	6	2	3	2.5	3	2	2.5	2.16666666666667	2.72222222222222	2.88888888888889	1	30	6	2	2.5
1	31	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	6	2.5	2.5
1	32	54.433333333116	3	2	3	7	7	7	2	2	2	3	2	2.5	2.16666666666667	2.72222222222222	2.88888888888889	1	30	.	.	.
1	33	55.7333333333954	3	2	1	6	7	6.5	2	2	2	3	3	3	2.16666666666667	2.72222222222222	2.88888888888889	1	30	7	2	2.5
1	34	57.2000000001863	2	1	1	6	6	6	2	5	3.5	2	2	2	2.16666666666667	2.72222222222222	2.88888888888889	1	30	6.5	2	3
1	35	59.1000000000931	3	2	1	7	7	7	2	5	3.5	1	1	1	2.16666666666667	2.72222222222222	2.88888888888889	1	30	6	3.5	2
1	36	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	7	3.5	1
1	37	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	38	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	39	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	40	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	41	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
