ID,DIARYDAY,M_Anx.,M_Sad.,M_Vig.,M_Con.,W_Anx.,W_Sad.,W_Vig.,W_Con.
709,3,0.666666667,0.333333333,2.666666667,3,0,0,2.333333333,3
709,4,1.333333333,0,2,2.666666667,0,0,1.666666667,3
709,5,1,0,2.333333333,2.666666667,0,0,1.333333333,2.333333333
709,6,0.666666667,1.666666667,2,2.333333333,0.333333333,0,2.333333333,3
709,7,1.333333333,0,2.666666667,3.333333333,0.333333333,0,1.333333333,2.666666667
709,8,0.333333333,0.333333333,2.333333333,2.333333333,0,1,0.333333333,1.666666667
709,9,0.333333333,2,0.666666667,2,0.333333333,0,1,2.333333333
709,10,0.666666667,0,2.666666667,3,0,0,0.666666667,3
709,11,1.666666667,0.333333333,2,2,0,0,1.666666667,3
709,12,2.333333333,0.333333333,3.333333333,3,0,0,1,3
709,13,0.666666667,0.666666667,1,2.333333333,0.333333333,0,2.333333333,3
709,14,1.666666667,0,3,3.333333333,0,0,0.666666667,2
709,15,1,0,2.333333333,2.666666667,0,0,0.333333333,3
709,16,0.666666667,0,2.666666667,2.666666667,0,0,1,3
709,17,1.333333333,0,2,3,0,0,1.333333333,3
709,19,0,0,4,4,0,0,3,3
709,20,0,0,2.666666667,3.333333333,0,0,2,3
710,0,0.333333333,0,1.666666667,2.666666667,0.333333333,0,2,2.333333333
710,1,0,0,1.333333333,2.666666667,0,0,1.666666667,2.666666667
710,2,0,0,1.333333333,2.333333333,0,0,0.333333333,3
710,3,0.333333333,0,2,1.666666667,0.666666667,0,1.666666667,2.666666667
710,4,0,0,2,3.333333333,0.333333333,0,1,2.666666667
710,5,0.333333333,0,1.333333333,2.666666667,0,0,1,2.666666667
710,6,0.333333333,1.333333333,1,1.666666667,0.333333333,0,1,2.666666667
710,7,0.333333333,0,1.333333333,2.333333333,0,0,2,3.666666667
710,8,0,0,1.333333333,2,0,0,1,3
710,9,0,0,2,2.666666667,0,0,1.666666667,2.666666667
710,10,0,0.333333333,1.333333333,3,0,0,1.333333333,2.333333333
710,11,0,0.333333333,2,2.666666667,0,0,1,2.666666667
710,12,0.333333333,0.333333333,1.666666667,2.333333333,0,0,1.333333333,2.333333333
710,13,0,0,1,2.333333333,0,0,1,2.333333333
710,14,0,0,1.666666667,2.666666667,0,0,1.333333333,2
710,15,0,0,2.333333333,3,0,0,1,2
710,16,0.333333333,0,2.333333333,2.666666667,0,0,2,2.666666667
710,17,0,0,2.666666667,3,0,0,1,2.666666667
710,18,0.333333333,0,2.333333333,2.666666667,0,0,1.666666667,2.666666667
710,19,0.333333333,0.333333333,1.333333333,2.666666667,0,0,2,2.333333333
710,20,0.333333333,0,1.333333333,3,0,0,1.333333333,2.666666667
712,0,2.333333333,2,1.333333333,0.666666667,2.333333333,2,1.333333333,1.333333333
712,1,1.333333333,0.666666667,1,2,1.333333333,1,2.333333333,3
712,2,1.333333333,0.666666667,1.333333333,2,1.666666667,1,2,2.666666667
712,3,1.666666667,0.666666667,2,2.333333333,1.666666667,1,1.333333333,2.666666667
712,4,2,0.666666667,1.333333333,2,1,0.333333333,2,3
712,5,2.666666667,2,1,1.333333333,0.666666667,0.666666667,2.333333333,3
712,6,1.666666667,1.333333333,1.333333333,1,1,0.333333333,2.666666667,3
712,7,1,0.666666667,1.666666667,2.666666667,0.666666667,0.333333333,2.333333333,3
712,8,1.333333333,0.333333333,1.333333333,1.666666667,0,0,1.666666667,2.666666667
712,9,2.333333333,0.333333333,1.666666667,2,1,0.333333333,1.666666667,2.333333333
712,10,1.333333333,0,0.666666667,1,0.666666667,0.333333333,1.666666667,2.666666667
712,11,2,0,1.333333333,1.333333333,0.666666667,0.666666667,2,2.333333333
712,12,1.333333333,0,1.333333333,1.333333333,0.666666667,0,1.666666667,2.333333333
712,13,1.333333333,0.333333333,2,1,0.666666667,0.666666667,2,2.666666667
712,14,1,0,1.333333333,2.333333333,1,1,2.333333333,2.666666667
712,15,1,0,1.333333333,2.666666667,1,0.333333333,2.333333333,3
712,16,1.333333333,0,1.666666667,1.666666667,1.333333333,0.666666667,2,3
712,17,1.666666667,0.666666667,1.333333333,0.666666667,0.666666667,0.666666667,1.333333333,2
712,18,1.333333333,0,2.333333333,2,1.666666667,0.333333333,1.666666667,2.333333333
712,19,1,0,2,2.333333333,0.333333333,0,2,3
712,20,1,0,2,2.333333333,0.666666667,0.333333333,1.666666667,2.333333333
713,0,1,0.666666667,1.333333333,2.666666667,2.666666667,2,1,1
713,1,0.333333333,1.666666667,1.333333333,1.666666667,2,2,0.333333333,1
713,2,0,0,1,2.333333333,1,0.666666667,0,2
713,3,0,0,1.333333333,2,0.333333333,1.666666667,1,2
713,4,0,0,1,2.333333333,2,0.666666667,1,2.333333333
713,5,0,0.333333333,0.666666667,2.666666667,1,1,1,1.333333333
713,6,0.333333333,0,2,2.666666667,0,0.333333333,2,3
713,7,0,0,2,3,1.666666667,1,1,1.666666667
713,8,0,0,2,3,0.666666667,1,0,1.333333333
713,9,0,0,2,3,0.666666667,0.333333333,2,3
713,10,0,0,1,2.333333333,1,0.666666667,1,2
713,11,0,0,2,3,0.666666667,0.666666667,1.333333333,3
713,12,0,0,1.666666667,2.666666667,0.666666667,0.666666667,1.333333333,3
713,13,0,0,1.666666667,3,2.666666667,0.666666667,1.333333333,2.666666667
713,14,0,0,2,3,2,1.333333333,1,3
713,15,0,0,2,2.333333333,1.666666667,0.666666667,0.666666667,2.333333333
713,16,0.333333333,0,2,3,1.333333333,0.666666667,1,2.666666667
713,17,0,0,1.333333333,2.666666667,1.666666667,1.333333333,0,2
713,18,0,0,1,2,0.666666667,0.666666667,0.666666667,3
713,19,0,0,2,2.666666667,0,0.666666667,0,2.666666667
713,20,0,0,2.333333333,3,0,0,2,3
714,0,0.333333333,0,2.333333333,3,0.333333333,0,1,2.333333333
714,1,0.333333333,0,2.333333333,3,0,0,1.333333333,3
714,2,0,0,2.333333333,3,0,0,2,3.666666667
714,3,0,0,2.333333333,2.666666667,0,0,0.333333333,2.333333333
714,4,0,0,2,3,0,0,2,3
714,5,0,0,1.333333333,3.333333333,0.333333333,0.666666667,1,2
714,6,0,0,1.333333333,3,0.666666667,0.333333333,1,3
714,7,0,0,1.333333333,3,0.333333333,0,2,3
714,8,0.333333333,0.333333333,1.666666667,2,0.333333333,0.333333333,1,2
714,9,0,0,1.333333333,2.333333333,0,0.333333333,0.666666667,2.666666667
714,10,0.333333333,0,2.666666667,4,0.333333333,0,1,2
714,11,0,0,2,2.666666667,0,0,2,3
714,12,0,0,2.333333333,3.333333333,0,0,1.666666667,3
714,13,0,0,1.666666667,3,0,0,2,3
714,14,0,0,2,3.333333333,0,0,1.666666667,3.333333333
714,15,0,0.333333333,1,2,0,0,1.333333333,3
714,16,0,0,1.333333333,2.666666667,0.333333333,0,0.666666667,2.333333333
714,17,0.333333333,0.333333333,1.333333333,2.333333333,0.333333333,0,1,2.333333333
714,18,1.666666667,0.333333333,1.666666667,1.333333333,0,0,1.333333333,3
714,19,0,0,1,2.333333333,0.333333333,0.666666667,2,2
714,20,0.666666667,0.333333333,1.666666667,1.666666667,0,0,2,3
715,0,0,0,2.333333333,3.333333333,0.333333333,0.333333333,2,2.666666667
715,1,0,0.666666667,2.333333333,2,1,1,0.666666667,1.333333333
715,2,0,0,3,3,0.333333333,0,1.333333333,2.333333333
715,3,0,0,2.333333333,3,0,0,1,2.666666667
715,4,0,0,3.333333333,3.666666667,0,1,2,3
715,5,0,0,1.666666667,3,0,0,1,2
715,6,0,0,3,3,1,0.333333333,1.333333333,2
715,7,0,0,3.333333333,4,0.666666667,0.666666667,0,1.666666667
715,8,0,0,2.333333333,3,0,0,1,2.333333333
715,9,0,0,3,3,0,0,1,3
715,10,0,0,2.333333333,3,0,0,1,3
715,11,0,0,1.666666667,3,0,0.333333333,1,2.333333333
715,12,0,0,1.666666667,3,0,0,1,3
715,14,0,0,3,3,0,0,1,3
715,15,0,0,3,3,0,0,1,2.333333333
715,16,0,0,1.666666667,3,0,0,1,3
715,17,0,0,3,3,0,0,1,2.666666667
715,18,0,0.666666667,2.333333333,3,0,0,1.666666667,3
715,19,0,0,1.666666667,3,0,0,2,3
715,21,0,0,3,3,,,,
716,0,2.333333333,2,2,1.333333333,0,0.666666667,1,2.333333333
716,1,1.333333333,2,1.333333333,1.333333333,0.333333333,0,0.333333333,2.666666667
716,2,2,1.333333333,1,1,1,2.666666667,0.333333333,1
716,3,1.333333333,0.666666667,1.333333333,1,0,0,1,2.666666667
716,4,1.666666667,1.333333333,1,1,0,1,0,1.666666667
716,5,0.333333333,0.333333333,1,1.333333333,0.666666667,0,1.333333333,2
716,6,0.666666667,0.666666667,0,0.666666667,0,1.333333333,0,1.333333333
716,7,0.333333333,1,1,0.666666667,0,0,2,2.666666667
716,8,1,0.666666667,0.666666667,1,0,0,0.666666667,2
716,9,0,0.333333333,0.666666667,0.333333333,1,0,1,2
716,10,0.666666667,0,0,0.666666667,0.333333333,1.333333333,0.333333333,1.666666667
716,11,0.333333333,0.333333333,1,1,0,0,0.333333333,1.666666667
716,12,0.333333333,0,1,0.666666667,0,0.333333333,1.666666667,2.666666667
716,13,0,1,0,1.666666667,0,0.666666667,1,2
716,14,0.333333333,0,0,0.333333333,0,0,2.333333333,3
716,15,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,2.333333333
716,16,1,1.666666667,0,0.333333333,0.333333333,0,2,2.333333333
716,17,1.333333333,1,0,0.333333333,0.333333333,2,0.333333333,1
716,18,1.333333333,2,0,0.333333333,0.333333333,0.666666667,1.333333333,2
716,19,0.333333333,1,0,0,1,1.333333333,0.666666667,2
716,20,0.333333333,1,0.666666667,0.666666667,0,0.666666667,0.333333333,2
717,0,1,0,2.333333333,2.333333333,0,0,1,1.333333333
717,1,0.333333333,0.666666667,1.333333333,2,0,0,2,2.333333333
717,2,0.333333333,1,1.333333333,2,0,0,2.333333333,2.666666667
717,3,0.333333333,0,1.333333333,2.666666667,0,0,1,3
717,4,0.333333333,0,1.666666667,3,0.333333333,0,1.333333333,2.333333333
717,5,0,0,1,2.333333333,0.666666667,1,0.666666667,1.666666667
717,6,0.333333333,0,1.666666667,3,0.666666667,0,1.666666667,2.333333333
717,7,0,0,0.333333333,2.333333333,0.666666667,0.333333333,1.666666667,2
717,8,0,0,1,2,0.333333333,0.666666667,0.666666667,1.666666667
717,9,0.666666667,0,0.666666667,2.333333333,0.333333333,0,0.333333333,2
717,10,0,0,1.333333333,3,0.333333333,0,1.333333333,2.333333333
717,11,0.333333333,0,0.666666667,2.333333333,0,0,2,2.333333333
717,12,0,0,0.666666667,3,0,0.333333333,0.333333333,2
717,13,0,0,0.666666667,3,0.333333333,0,0,2
717,14,0.333333333,0,1,3,0,0,0.333333333,1.666666667
717,15,0,0,1.666666667,2.333333333,0,0,1,2.333333333
717,16,0,0,0.666666667,2.333333333,0,1,0,1.333333333
717,17,1.666666667,1.333333333,0.333333333,1,0,0,0,1.666666667
717,18,0,0,0.666666667,2,0,0,0,2
717,19,0,0,1,2.666666667,0,0,0.666666667,2
717,20,0,0,1.666666667,3,0,0,0,2
718,0,2,2.333333333,1.333333333,1.666666667,1,2.666666667,1.333333333,1
718,1,1,0.666666667,2,2.666666667,0.333333333,0.333333333,2.666666667,2.333333333
718,2,1.666666667,2.333333333,1,1,0.666666667,2.666666667,1.333333333,1
718,3,2,2.333333333,1,1.333333333,1.333333333,3.333333333,1,0.666666667
718,4,1.333333333,1,3,3,0,1.333333333,1.666666667,2
718,5,3,3,1,1,1,3,1,0.666666667
718,6,3,3,0.333333333,0,1.666666667,3,1,1
718,7,1,1,3,3,1,1,2,2
718,8,1,1,2,2.333333333,0.333333333,1,1.666666667,2.333333333
718,9,1.666666667,1,2.666666667,3,0.666666667,1,2.333333333,3
718,10,1.333333333,1.666666667,1.333333333,2,0.333333333,1.333333333,1.666666667,1.333333333
718,11,1,1.666666667,1,1.666666667,0,0.333333333,1.333333333,2
718,12,2,1,2,2,1,2.666666667,1.666666667,1
718,13,3,2,1.333333333,2,1,1.333333333,1,1.333333333
718,14,1,1.333333333,2,2.333333333,0.333333333,1,2,2.666666667
718,15,3,2.333333333,1,1,0.666666667,1,2,2
718,16,2.333333333,1.333333333,2,2,1,1.333333333,1.666666667,2
718,17,1,1.333333333,1.666666667,2,0.333333333,0.666666667,1.666666667,2.666666667
718,18,1.666666667,1.333333333,1.666666667,2,0.333333333,0.333333333,2.333333333,3
718,19,3,2.666666667,1,1,0.333333333,2,1,2
719,0,2,0.666666667,2,2,2,1,2,2.666666667
719,1,1,0.333333333,2.333333333,3.333333333,1.666666667,0.666666667,2,2.666666667
719,2,1.666666667,0,2.333333333,2.333333333,1,1,2,2
719,3,0.666666667,0,2.666666667,3,1,0.666666667,3,3
719,4,1,0,1,2,1,0.333333333,2,3
719,5,1,0,3.333333333,3,1.333333333,0.666666667,2.333333333,3
719,7,0.333333333,0,2.666666667,4,2.333333333,1,2,2
719,8,1,0.333333333,2,3,1.333333333,0.666666667,2,3
719,9,1.333333333,0,2,2.333333333,1.666666667,0.666666667,2,2.666666667
719,10,1.333333333,1.333333333,1,2,0.666666667,0.333333333,2.666666667,3
719,11,1.666666667,0.666666667,1,1,1.333333333,0.666666667,2.333333333,2.666666667
719,12,1.666666667,0.666666667,2.333333333,2.333333333,1,0.666666667,2.666666667,3
719,13,0.666666667,0.666666667,2,2,0.333333333,0,3,3
719,14,1,0.333333333,1.666666667,2,0.666666667,0,2,3
719,15,0,0,2,2.333333333,1.333333333,0,2,3
719,16,1.333333333,1,1,1,1.666666667,1,2,2
719,17,2.333333333,1.666666667,1,1,2.666666667,2,2.666666667,2
719,18,2,2,1,1,2,1.666666667,2,2
719,19,1.333333333,0.666666667,2,2,,,,
719,20,1.333333333,0.666666667,2.666666667,2,1,0.333333333,2.333333333,3
720,0,2.666666667,1.333333333,1.666666667,2,0.666666667,0,1,2.333333333
720,1,0.666666667,1,0.666666667,1,2.333333333,4,0,0
720,2,0.333333333,0.333333333,2,1.333333333,3.333333333,2.666666667,0,0
720,3,0.333333333,0,1.666666667,2.666666667,1.333333333,1.333333333,1,2.333333333
720,4,0,0,0,1.666666667,1,1.333333333,0.666666667,1.666666667
720,5,2.666666667,0.333333333,1.333333333,2,0.333333333,0,0.333333333,2
720,6,0.666666667,0,1.333333333,2.666666667,0,0,1.333333333,2
720,7,1,0,2,3.666666667,0,0,1.333333333,4
720,8,2.333333333,0,2,2,0,0.333333333,2,3.333333333
720,9,1,1.333333333,1.666666667,1.333333333,0.333333333,0,1,2.666666667
720,10,0.333333333,0.666666667,2.666666667,2.666666667,0,0,0.333333333,2.333333333
720,11,0.666666667,0,2.333333333,3,1.333333333,0.333333333,1.333333333,2.666666667
720,12,1.333333333,0.666666667,1.333333333,1.666666667,1,1,0,1.333333333
720,13,1.666666667,0,2.333333333,3,0,0,2.333333333,3.666666667
720,14,2.666666667,0,2,2.333333333,0,0.666666667,1.666666667,2.666666667
720,15,1.333333333,0,2,3,0,0,2.333333333,3.333333333
720,16,3,2.333333333,0.666666667,0,3,3,1,0.666666667
720,17,0.666666667,0.666666667,2,2.333333333,0,0,1,2
720,18,1.333333333,0,2.666666667,3,0,0,2,2.666666667
720,19,0.666666667,0,3,3,0,0,1.333333333,2.333333333
720,20,0,0,3.333333333,3.333333333,0.666666667,0,1,2.333333333
721,0,0,0,0.333333333,2.333333333,0.666666667,0.333333333,0.666666667,2
721,1,0,1.333333333,0,0.333333333,1.333333333,1.333333333,0.333333333,1
721,2,0,0.333333333,0,1.333333333,,,,
721,3,0.333333333,1,0.333333333,1.333333333,1.666666667,0.666666667,1,1
721,4,0,0,0.333333333,1.333333333,1.333333333,0.666666667,1,2.333333333
721,6,0,0,0.333333333,1,1,0,1.333333333,2.666666667
721,7,0.333333333,0.333333333,0,1,1.666666667,0,0,2
721,8,0,0,0,1,1,0,0.333333333,3
721,9,0,0,0.666666667,1.666666667,0.666666667,0,0.666666667,3
721,10,0,0,0.333333333,1,1.333333333,0.333333333,0.333333333,2
721,13,0,0.333333333,0,0.333333333,0.666666667,0.666666667,0.333333333,2
721,14,0.333333333,0.333333333,0.333333333,1,1.333333333,0.333333333,0.333333333,2
721,15,0,0,0.333333333,1,1,0.333333333,0.333333333,2
721,16,0,0.333333333,0,0.666666667,1.666666667,0,0,2
721,17,0,0,0.333333333,2,1,0,0.333333333,2.333333333
721,18,0,0.333333333,0.666666667,1.666666667,1.333333333,0.666666667,0,1
721,20,0.333333333,0.333333333,0.333333333,2.333333333,0.666666667,0.333333333,0,2
723,0,0,0,2,3,0.666666667,0,1.333333333,2.666666667
723,1,0,0,2.333333333,3,1,0.333333333,1.666666667,3
723,2,2,1,1.333333333,2,1,1,0,0.666666667
723,3,2,1.666666667,1,1.333333333,0,0,2.333333333,3
723,4,1.666666667,0.666666667,1.333333333,1,2.333333333,2.666666667,0.333333333,0
723,5,1,0.666666667,1.333333333,1.666666667,0,0,2.666666667,3.666666667
723,6,0.666666667,0.333333333,0.666666667,1.333333333,0,0,2.333333333,2.666666667
723,7,1.333333333,2,1.666666667,1.666666667,2.333333333,1,0.666666667,1.333333333
723,8,1.333333333,1.333333333,1.666666667,1.333333333,0.333333333,0,1.333333333,2
723,9,1,0.333333333,1,2,1,0,1.333333333,3
723,10,0,0,3.333333333,3.333333333,0,0,2.333333333,3
723,11,0,0,3,3,0.333333333,0,2,3
723,12,1,0,1.333333333,2,0,0,1.666666667,3
723,13,0,0,3,3.666666667,0,0,2,3
723,14,1,0.333333333,1.333333333,2,0,0,2.333333333,3
723,15,1,0.333333333,1.666666667,2,0,0,3,3
723,16,0.666666667,0,2,2,2,1.333333333,1,1.333333333
723,17,0,0,3,3.333333333,1.333333333,1.333333333,0.666666667,1
723,18,1,0.333333333,2,2,0.666666667,0.666666667,1,1.666666667
723,19,1.666666667,0.333333333,2.333333333,2,0,0,2,3
723,20,0.333333333,0,1.666666667,2.333333333,0,0.333333333,2.333333333,2.333333333
724,0,0,0,2,3,0,0,2,3
724,1,0,0,2,3,0,0,1.333333333,3
724,2,0,0,1.666666667,3,0,0,1.666666667,3
724,3,0,0,2.333333333,3,0,0,1.666666667,3
724,4,0,0,2,3,0,0,1.333333333,3
724,5,0,0,2,3,0,0,1.333333333,3
724,6,0,0,1.333333333,3,0,0,1,3
724,7,0,0,0.666666667,3,0,0,1,2.666666667
724,8,0,0,1.333333333,3,0,0,1,3
724,9,0,0,1.666666667,3,0,0,1,3
724,10,0,0,2,3,0,0,2,3
724,11,0,0,1.333333333,3,0,0,2.333333333,3
724,12,0,0,2.666666667,3,0,0,1.333333333,3
724,13,0,0,1.666666667,3,0,0,1.333333333,3
724,14,0,0,0.666666667,3,0,0,1,3
724,15,0,0,2,3,0,0,1,3
724,16,0,0,1,3,0,0,1.333333333,3
724,17,0,0,2.333333333,3,0,0,1.666666667,3
724,18,0,0,1.333333333,3,0,0,2.333333333,3
724,19,0,0,2,3,0,0,2.333333333,3
724,20,0,0,1.333333333,3,0,0,1.333333333,3
725,0,0.333333333,0,2,3.333333333,0,0,1.666666667,3
725,1,0.333333333,0,2,2,0,0,2,2.333333333
725,2,0.666666667,0,1.333333333,2.333333333,0,0.666666667,1.333333333,2
725,3,0,0,2,2.333333333,0,0,1.666666667,3
725,4,0,0,2,2.333333333,0,0,1.333333333,2.666666667
725,5,0,0,2.333333333,3,0,0,1,2.333333333
725,6,0,0,2.333333333,3,0,0,1.333333333,2.333333333
725,7,0,0,2,3,0,0,1,3
725,8,0,0,2.333333333,3,0,0,0.333333333,3
725,9,0.333333333,0,2,2.666666667,0,0,1.666666667,3
725,10,0,0,2.333333333,3,0,0,1.333333333,3
725,11,0,0,0.666666667,2.666666667,0.333333333,0,0.666666667,2.333333333
725,12,0,0,1.666666667,3,0.333333333,0,1,3
725,13,0,0,2.333333333,3,0,0.333333333,1.333333333,3
725,14,0,0,1.666666667,3,0.333333333,0.666666667,0,2.666666667
725,16,0,0,1.666666667,3,1,0.333333333,1,2.666666667
725,17,0,0,1.333333333,3,0,0,1.666666667,3.333333333
725,18,0,0,1.666666667,3,0,0,1,3.333333333
725,19,0,0,1.666666667,3,0,0,2,3.666666667
725,20,0,0,2,2.333333333,0,0,1.333333333,3.666666667
726,0,0,0,1.666666667,3,0,0,2,3.333333333
726,1,0,0,2,2.666666667,0.333333333,0,2.333333333,3
726,2,0,0,2,3,0,0.333333333,1.666666667,2.666666667
726,3,0,0,2.333333333,3,0,0,2.666666667,4
726,4,0,0,2.333333333,3,0,0,2.333333333,4
726,6,0,0,2.333333333,3,0,0,1.666666667,3.666666667
726,7,0,0,2,3,0.333333333,0,2.333333333,4
726,8,0,0,2,3,0,0,0.333333333,2.666666667
726,9,0,0,2,3.666666667,0,0,2.333333333,4
726,10,0,0,2,3,0,0,2.666666667,4
726,11,0,0,2,3,0,0,1.666666667,3
726,12,0,0,2,3,0.333333333,0.666666667,1.666666667,3
726,13,0,0,2.333333333,3,0,0,2,4
726,14,0,0,2,3,0,0,2,3.333333333
726,15,0,0,2,3,0,0,2.333333333,3
726,16,0,0,2,3,0.333333333,0.333333333,2,2.666666667
726,17,0,0,3,3,0,0,2.666666667,4
726,18,0,0,2,3,0,0,2.666666667,4
726,19,0,0,2,2.333333333,0,0,3,3.666666667
726,20,0,0,1.333333333,3,0,0,2.666666667,3.666666667
728,0,0,0,1.333333333,2.666666667,0,0,2.333333333,3.666666667
728,1,0,0,1.333333333,2.666666667,0,0,3.666666667,4
728,2,0,0,1.333333333,2,1,1.666666667,1.333333333,1.666666667
728,3,0,0,1.333333333,2.333333333,0,0.333333333,2.666666667,3.666666667
728,4,0,0,1.333333333,2.666666667,0,0,2.666666667,3.666666667
728,5,0,0,1.333333333,2.666666667,0,0,1.333333333,3.666666667
728,6,0,0,1.333333333,2.666666667,0,0.333333333,2,3.333333333
728,7,0,0,1.333333333,3,0,0.666666667,2.666666667,4
728,8,0,0,1.333333333,2.333333333,0.333333333,1,2,3.333333333
728,9,0,0,2,3,0,0.666666667,2.666666667,3
728,10,0,0,1.666666667,3,0.333333333,0,2,3.666666667
728,11,0,0,1.666666667,3,0.666666667,1,2,3
728,12,0,0,1.666666667,3,0,0,2.666666667,4
728,13,0,0,1.666666667,3,0,1.333333333,2.666666667,3.666666667
728,14,0,0.333333333,0.333333333,1,0,0.666666667,3.333333333,3.333333333
728,15,0,0,1.333333333,2.666666667,0.666666667,0,2,3.333333333
728,16,0,0,1.666666667,2.666666667,0.666666667,0,2,3.666666667
728,17,0,0,1.666666667,3,1,0.666666667,2.666666667,3.333333333
728,18,0,0,1.666666667,2.333333333,0,0,2,4
728,19,0,0,1.666666667,3,0,0,2,4
728,20,0,0,1.666666667,3,0,0,2,4
730,0,0.333333333,0.666666667,1,1.333333333,2.666666667,2.333333333,0,0.666666667
730,1,0.333333333,2.666666667,1.333333333,1,2.666666667,2,0.333333333,1.333333333
730,3,0,0,2,2.333333333,1,0,1.333333333,3.333333333
730,4,0,0.666666667,2,2,1,0.333333333,0,2
730,5,0,1,2,3,0.333333333,0,1,2.666666667
730,6,0,0.333333333,1,2,1,1.333333333,0.333333333,0.666666667
730,7,0,0.333333333,1,2,0.666666667,0.666666667,0.333333333,2.666666667
730,8,0,0,3,3,,,,
730,10,0,0,1.333333333,3,0.333333333,0.666666667,0.333333333,1.333333333
730,11,0,0.333333333,2.333333333,1.333333333,1.666666667,3,0,0
730,12,0.666666667,1.666666667,1.333333333,0.666666667,2,2,0,0.333333333
730,13,0,0.333333333,1,1.333333333,0.666666667,1.333333333,0,1
730,14,0,0.666666667,1,1,2,2.333333333,0,0
730,15,0,0,1.333333333,2.333333333,1,1.666666667,0,0.666666667
730,17,0,0.333333333,1.666666667,1.666666667,1,0.666666667,0.666666667,2
730,18,0,0,1.333333333,2.666666667,0,0.333333333,0.666666667,2
730,19,0,0,1,3,,,,
730,20,0,0,1,2.666666667,1.333333333,1.666666667,0.666666667,1
731,0,0.333333333,0.333333333,1,3,0,1.666666667,1.333333333,2
731,1,0.666666667,0,2.333333333,3,0.666666667,0.666666667,2.666666667,3
731,3,0.666666667,0,1.666666667,3,1.333333333,1.333333333,0.666666667,2
731,4,0.333333333,0.666666667,1,2.666666667,2.666666667,2.666666667,1.666666667,2
731,5,0.666666667,0,2,3.333333333,1,1,2,1.666666667
731,6,0.333333333,0,2,3.333333333,0,0,3.666666667,3.666666667
731,7,0.333333333,0,1.333333333,3,1.333333333,1,2,2.666666667
731,8,0.333333333,0,2,2.666666667,0.333333333,0.333333333,2,3
731,9,0.333333333,0,1.666666667,3,2,1.333333333,1.333333333,2
731,10,0,0.666666667,0.666666667,2.333333333,2,1,1.666666667,2.666666667
731,11,0.666666667,0,1.333333333,2.666666667,2.333333333,1,1.666666667,2.333333333
731,12,0.333333333,0,1.666666667,3,2.666666667,2.666666667,3.333333333,1.666666667
731,13,0,0,0.666666667,2.666666667,2.333333333,0.666666667,2.666666667,2.666666667
731,14,0,0,0,3.666666667,2.333333333,1.666666667,1.333333333,2
731,15,0,0,1,2.333333333,0.666666667,0,1.666666667,3
731,16,0,0,0.666666667,3,2,0.333333333,3,3
731,17,0,0.333333333,0,2.333333333,2.333333333,0.666666667,1,2.333333333
731,18,0,0,1,3,2,1,2.666666667,3
731,19,0.333333333,0,1.333333333,3,2.666666667,1,2.333333333,3
731,20,0,0,1.333333333,3,2,1.333333333,2.333333333,3
731,21,0,0,1,3,4,3.666666667,1,2
732,0,0.666666667,0,2,3,0.666666667,0,1.333333333,3.666666667
732,1,0.666666667,0.333333333,1.666666667,3,0.666666667,1,0.333333333,1.666666667
732,2,0,0,3,4,0,0,3.333333333,4
732,3,0.333333333,0,2.666666667,3.333333333,0,0.333333333,2.333333333,3.666666667
732,4,0.333333333,0,1.666666667,3,0.666666667,0.333333333,1.333333333,3.666666667
732,5,0.333333333,0,3,3,0.333333333,0,1.333333333,4
732,6,0.666666667,0.333333333,1.666666667,3,0.666666667,0.333333333,1,2
732,7,0.666666667,0.333333333,2.333333333,3,0.333333333,0.666666667,1,2.666666667
732,8,0.333333333,0.333333333,1.333333333,3,0.333333333,0.666666667,0.333333333,2.333333333
732,9,0.333333333,0.333333333,1.666666667,2.666666667,0,0.333333333,2,3
732,10,0,0,1.333333333,3,0.666666667,0.333333333,1.333333333,3
732,11,0.333333333,0.333333333,2,3,0.666666667,0,1.333333333,3.333333333
732,12,0,0,2,3.333333333,0,0,2,4
732,13,0,0.333333333,1.666666667,3,0.666666667,0.333333333,1.333333333,3
732,14,0,0,4,4,0,0.333333333,0.333333333,3.666666667
732,15,0,0,2.666666667,3.333333333,0,0,0.333333333,3
732,16,0,0,1,3,0,1,0,2
732,17,0,0,0.666666667,3,0,0.333333333,0.333333333,4
732,18,0,0,1.666666667,3,0,0,0.333333333,4
732,19,0,0,2,3,0,0,0.333333333,4
732,20,0.333333333,0,1,3,0,0,1.333333333,4
733,0,2.333333333,2,0.333333333,1,1.333333333,1.333333333,0.666666667,0.666666667
733,1,2.333333333,1.333333333,1,1,0.666666667,0,0.666666667,1.666666667
733,2,2,1.333333333,1.666666667,1.666666667,1.333333333,1,1,2
733,3,1.666666667,1.333333333,1,1.333333333,0.666666667,0,1.333333333,2
733,4,1,1.333333333,0.333333333,2,0.666666667,0.333333333,1,2.333333333
733,5,1.333333333,1,1,2,0.666666667,0.333333333,1,2
733,6,1.333333333,1,0.666666667,2,0.666666667,0,1,2
733,7,2,0.666666667,0.666666667,2.333333333,0.666666667,0.333333333,0.666666667,2
733,8,1.333333333,1.666666667,0.666666667,2,0.666666667,0,0.333333333,2
733,9,1.333333333,1.333333333,0.333333333,1.666666667,0.666666667,0,0.333333333,2
