id	day	men_anxiety	men_sadness	men_vigor	men_contentment	women_anxiety	women_sadness	women_vigor	women_contentment	beep
201	28	0	0	0.333333333	0.666666667	0.333333333	0.666666667	1.333333333	1.333333333	1
201	29	0	0	1.666666667	2.666666667	0.666666667	0	1.666666667	2.666666667	1
201	30	0	0	2	3	1	0	1.333333333	3	1
201	31	0.333333333	0	0.666666667	2.666666667	1.666666667	0	2	2	1
201	32	0	0	3.666666667	4	1.333333333	0	2.666666667	2.666666667	1
201	33	0	0	2.333333333	3	0.333333333	0.333333333	1.333333333	3	1
201	34	0	0	1.666666667	3.333333333	1.333333333	0.333333333	1	2	1
202	0	0.333333333	0	1	2	0	0	1.666666667	3.333333333	1
202	1	0	0	2	2.333333333	1.333333333	0	3.333333333	2.333333333	1
202	2	0.333333333	0	1	2	0.333333333	1.333333333	1	1.666666667	1
202	3	0	0	1.666666667	2.666666667	0	0	2	2.333333333	1
202	4	1.666666667	0.333333333	2.333333333	2	2	0.666666667	1	2	1
202	5	2.666666667	2	0	1.333333333	1.666666667	1.333333333	0	0.666666667	1
202	6	0.666666667	0	0	2	1.333333333	1.666666667	0.666666667	1	1
202	7	0.666666667	0	1	2.666666667	0	0	1.333333333	2	1
202	8	1.333333333	0	1.666666667	1.666666667	0.666666667	0.666666667	1	1.666666667	1
202	9	0.666666667	0	1	2.666666667	0.333333333	1.333333333	0	0.666666667	1
202	10	1	0	1.666666667	2.666666667	1	0.666666667	1	2.333333333	1
202	11	0	0	1.333333333	3	0.333333333	0.333333333	2	3	1
202	12	1	0	1.333333333	2.333333333	1	0	1.666666667	2	1
202	13	0.666666667	0	0.333333333	2	0.666666667	0	1	2	1
202	14	0.666666667	0	0	2.666666667	0.666666667	0	1.333333333	3	1
202	15	0.333333333	0	0	1.666666667	0.666666667	0	0.333333333	3.333333333	1
202	16	0	1	0	3	2	0.666666667	0	0.666666667	1
202	17	0	0	0	3	1	0.333333333	0.666666667	2	1
202	18	0	1	1	2.666666667	1	0	1.333333333	2	1
202	19	0	0	0.333333333	3	0.666666667	0	0.333333333	2.666666667	1
202	20	0	0	0.333333333	3	0.333333333	0	0	2.333333333	1
202	21	0.333333333	0	0.333333333	3	0.333333333	0	0	2.666666667	1
202	22	0	0	0.666666667	3	1.666666667	0.333333333	0.333333333	2	1
202	23	1	0	0	2	0	0	0	3	1
202	24	0	1	0	2.666666667	0	0	0	1.333333333	1
202	25	0.333333333	0	0	2.666666667	0	0	0	2	1
202	26	0	0	0	2.666666667	0.333333333	0	0	2	1
202	27	0.333333333	0	0	2	0	2	0	0.333333333	1
202	28	0.333333333	0	0.333333333	2.666666667	2.333333333	1.666666667	0	1	1
202	29	0.333333333	0	0	2.666666667	0	0	2.333333333	3	1
202	30	0.666666667	0	0	3	0	0	0.666666667	2.333333333	1
202	31	0	0	0	2	0	0	1.666666667	2.333333333	1
202	32	0	0	1	3	0	0	0	3	1
202	33	0	0	0	2.666666667	0	0	1	3	1
202	34	0	0	0	2.666666667	0	0	0.333333333	2.666666667	1
203	0	0.666666667	0	1.333333333	3.333333333	0.333333333	0.333333333	0.333333333	3	1
203	1	0	0	3	3.666666667	0.666666667	0.333333333	1.333333333	3	1
203	2	0.333333333	0	3.333333333	4	0	0.333333333	1.333333333	3.333333333	1
203	3	0.333333333	0	1.666666667	2	0.333333333	1	2	4	1
203	4	0	0	3	3.333333333	0.333333333	0	2	4	1
203	5	0	0	2.666666667	3.333333333	0.333333333	0	1.333333333	3.666666667	1
203	6	0	0	2	3	0	0	2	4	1
203	7	0	0.333333333	2	3.333333333	0.333333333	0	2	4	1
203	8	0	0	2.333333333	3	0.333333333	0.666666667	2	4	1
203	9	0	0	3	4	1	0.666666667	2.666666667	3.333333333	1
203	10	1.333333333	1	1.333333333	2.333333333	0.333333333	0	2.333333333	4	1
203	11	0	0	3	4	0.333333333	0	2	4	1
203	12	0.333333333	0	2.333333333	3	1.666666667	1.333333333	1	1.666666667	1
203	13	0.333333333	0	2	3.333333333	0.666666667	0.666666667	2	3	1
203	15	1.333333333	1	2.333333333	3	1	1.333333333	2	2.666666667	1
203	16	1	0	1.333333333	4	0.666666667	0	2	3.666666667	1
203	17	1	1	2	2.333333333	0.666666667	0	2	3.666666667	1
203	18	1	1	3	3	1	0	2	3.666666667	1
203	19	2.333333333	2	2.333333333	2	0.333333333	0	2	4	1
203	20	2.666666667	2	2.333333333	2	0.333333333	0	2	4	1
203	21	2	1.333333333	2	2.333333333	0	0	1.666666667	4	1
203	22	1.666666667	1.666666667	2.666666667	1.666666667	0.333333333	0	1.333333333	4	1
203	23	2	2	2	2.666666667	2.333333333	1.666666667	2	2.333333333	1
203	24	1.666666667	1.666666667	1.666666667	2.333333333	1.666666667	1.666666667	1.666666667	2.333333333	1
203	25	1.333333333	1.666666667	1.333333333	2	0.333333333	0	1.666666667	4	1
203	26	0.666666667	0	1.333333333	4	0	0	1.333333333	4	1
203	27	0.333333333	0	1	3.666666667	0	0	2	4	1
203	28	1.333333333	1	1.333333333	2.333333333	0.333333333	0.333333333	1	3.666666667	1
203	29	1	1	1.333333333	2.333333333	0	0	2.333333333	4	1
203	30	1	1.333333333	2	2.333333333	0	0	2	4	1
203	31	2	2	3	3	0	0	3	4	1
203	32	2	2	2	3	0.333333333	0	2	4	1
203	33	2	2	2.333333333	3	0	0	3	4	1
203	34	2.666666667	3	2.333333333	2.333333333	0.333333333	0	2.333333333	4	1
204	0	1	1	1	2.666666667	0.333333333	0.666666667	2	3	1
204	1	1	2	1.666666667	2	0	0	1.666666667	4	1
204	2	0.666666667	1	2	2.333333333	0	0	1.333333333	4	1
204	3	0.333333333	0.666666667	2	2.666666667	0	0	2.333333333	4	1
204	4	0.333333333	1	2.333333333	3.333333333	0	0	2.666666667	4	1
204	5	2.333333333	3.666666667	1	1.333333333	0	0	3.333333333	4	1
204	6	1.666666667	2.666666667	1	1.333333333	1	1	0	0.666666667	1
204	7	0.333333333	1.333333333	1	2.333333333	0	0	0.666666667	2.333333333	1
204	8	1	0.333333333	3.333333333	3.333333333	0	0	4	4	1
204	9	1	0.333333333	2.333333333	3.666666667	0	0	1.666666667	3.333333333	1
204	10	0.666666667	1.666666667	2.333333333	3	0	1.333333333	3.666666667	3.666666667	1
204	11	0.666666667	0	3	3.333333333	0	1.333333333	2	4	1
204	12	1	0	2	3.333333333	0	0	3	3.666666667	1
204	13	1	0.333333333	2	2.666666667	0	0	1	2	1
204	14	1	1.333333333	1.333333333	2.666666667	0	0.666666667	0	1.333333333	1
204	15	1	1	2	2.666666667	0	0	1.666666667	2.333333333	1
204	16	0	0.333333333	1.333333333	3	0	0	1.333333333	3	1
204	17	1.333333333	1	0.666666667	1.666666667	0.666666667	1.333333333	0	0.333333333	1
204	18	0	1	2	2.333333333	0	0	3	3.333333333	1
204	19	1	2.333333333	1	1	1.666666667	1	0	0	1
204	20	0	0.666666667	1.666666667	2	0	0	1.333333333	3	1
204	21	0	1	1.333333333	2.666666667	0	0	1.333333333	2.666666667	1
204	22	0.666666667	0	1.333333333	3.333333333	0	0	2.333333333	4	1
204	23	0	0	1.333333333	2.666666667	0	0	1	3.666666667	1
204	24	0.666666667	0.666666667	1.666666667	3	0	0	1	2.666666667	1
204	25	0.333333333	0	1.666666667	3	0	0	2	3	1
204	26	0	0.666666667	1.333333333	3	0	0	0.666666667	2	1
204	27	0.666666667	0	3	3	0	0	1.666666667	3	1
204	28	0.666666667	0	1.333333333	2.333333333	0	0	1	2.333333333	1
204	29	0.666666667	0	1.666666667	2.666666667	0	0	2.333333333	3	1
204	30	0.333333333	0	1.666666667	3	0	1.333333333	3.333333333	4	1
204	31	0	0.333333333	1.333333333	3	0	0	4	4	1
204	32	0.333333333	0.333333333	2.666666667	3	0	0	2.333333333	3.666666667	1
204	33	0.666666667	0.333333333	1.333333333	3	0	0.333333333	1.666666667	4	1
204	34	1.333333333	0	2	3	0	0	1.333333333	3	1
205	0	2.333333333	2	1	1	3.666666667	2.666666667	1	0	1
205	1	0.666666667	1.333333333	0.666666667	2	1.666666667	0.666666667	2	2	1
205	2	2	3	0.333333333	1.666666667	1.666666667	0.666666667	2.333333333	1.333333333	1
205	3	3	3.666666667	0.666666667	0	3	0.666666667	0	0	1
205	4	1	0.666666667	1.333333333	2.333333333	1.666666667	1	1	1	1
205	5	2.333333333	3.666666667	0.333333333	0	3	1.333333333	1.333333333	0.333333333	1
205	6	2	3.333333333	0	0	1.666666667	0.333333333	1.666666667	1	1
205	7	1.333333333	2	0.666666667	1	4	2.333333333	0	0	1
205	8	2	0	2.333333333	3	1	0	3	3	1
205	9	1.333333333	0.333333333	1.666666667	2.333333333	2.333333333	0.333333333	3.333333333	3	1
205	10	2	0.333333333	2.333333333	3.333333333	1.666666667	0	3.666666667	3	1
205	11	2.666666667	1.666666667	1.666666667	0.666666667	1.666666667	0.666666667	2	1.666666667	1
205	12	2.666666667	2.666666667	0.666666667	0	2.666666667	2	0.333333333	0.666666667	1
205	13	2	1.666666667	0.333333333	1.333333333	2.333333333	1.666666667	0.333333333	0	1
205	14	1	2.333333333	0	0.666666667	2	0.666666667	2	1.333333333	1
205	15	3	3.333333333	0	0	3	2	1	0	1
205	17	2.333333333	1.333333333	1.333333333	1.666666667	1.333333333	0	2.666666667	2.666666667	1
205	18	1.333333333	2	0.666666667	0.333333333	2.666666667	1.666666667	0.666666667	1	1
205	19	2.333333333	1	0.333333333	1	0.666666667	0.333333333	1.666666667	2.333333333	1
205	20	3.333333333	0.333333333	1.666666667	2	2	1.333333333	1	1	1
205	21	4	1.333333333	2.333333333	1	0.333333333	0	2.333333333	2.333333333	1
205	22	2.333333333	2	0	0.666666667	3	2.666666667	0.333333333	0	1
205	23	3.333333333	3.666666667	0	0.333333333	4	3.333333333	0	0	1
205	24	2.666666667	3.333333333	0	0	3.333333333	1.333333333	0.333333333	0.333333333	1
205	25	2.666666667	3.333333333	0	0.666666667	2	1	1.666666667	1.333333333	1
205	26	2.666666667	3.333333333	0.666666667	0.333333333	2.333333333	2	0	0	1
205	27	3.333333333	4	0.333333333	0	2.666666667	2	0	0	1
205	28	3.333333333	4	0	0	2.333333333	1.333333333	0.333333333	0	1
205	29	3	1	1.666666667	1	1	0.666666667	1.666666667	1	1
205	31	2.333333333	0.333333333	1.666666667	2.666666667	3	1.666666667	1	1.333333333	1
205	32	2.333333333	2	1	1	2	0.666666667	1.333333333	1	1
205	33	2.333333333	2	1.666666667	2.333333333	2.666666667	2.666666667	0.333333333	0	1
205	34	4	4	0.666666667	0	4	4	0	0	1
206	0	1	0	2	2.666666667	3	0.666666667	3	3.333333333	1
206	1	1	0.333333333	2	2.666666667	2	2.333333333	0	1	1
206	2	0.333333333	0	2.666666667	3	2	0.333333333	1.333333333	2.333333333	1
206	3	0.666666667	0	2.666666667	3	2.333333333	0.333333333	1	2.333333333	1
206	4	1	0	2	2.333333333	2	0.333333333	0	2	1
206	5	2	0	1.333333333	2.333333333	1	0	3.666666667	3	1
206	6	0.333333333	0	2	2.333333333	1	0	2.333333333	3	1
206	7	0.666666667	0	2	2.666666667	1.333333333	0	1.333333333	2.666666667	1
206	8	1	0	2.333333333	2.333333333	2	0.666666667	1	2	1
206	9	0.666666667	0	2	2.333333333	2.333333333	0.666666667	3	2.666666667	1
206	10	0.666666667	0	2	2.666666667	1.333333333	0.666666667	1	2.666666667	1
206	11	0.666666667	0	2.333333333	2.666666667	0.333333333	0	4	4	1
206	12	0.333333333	0	2	2.333333333	1.666666667	0	1.666666667	3	1
206	13	0.333333333	0	2.333333333	2.333333333	2	0	1	3	1
206	14	1	0	2	2.666666667	3	0.333333333	1.666666667	2.333333333	1
206	15	0.333333333	0	2	2.666666667	2	0	1	3	1
206	16	0.666666667	0.333333333	2.333333333	2.333333333	3	0	3.666666667	3.333333333	1
206	17	1.333333333	0	2	2	2.666666667	1.333333333	1	1.666666667	1
206	18	0.333333333	0	2.333333333	3	0.666666667	0	3	3	1
206	19	0	0	2	3	1	0	3.333333333	4	1
206	20	0.666666667	0	2	2.666666667	2.666666667	0.333333333	1.333333333	2.333333333	1
206	21	0.333333333	0	2	2.333333333	2.333333333	0.666666667	1	2.333333333	1
206	22	0.666666667	0	2.666666667	3	0.666666667	0	2	3	1
206	23	0.666666667	0	1.333333333	3	1	0	2	3.333333333	1
206	24	1.333333333	0	1.666666667	2	1.666666667	0	1.666666667	3	1
206	25	0.666666667	0.666666667	1.333333333	1.666666667	1.666666667	1	1	2	1
206	26	0.666666667	0	2	2.666666667	2	0.333333333	1	2.666666667	1
206	27	0.333333333	0.333333333	2.333333333	2.333333333	1.333333333	0	1.333333333	3	1
206	28	0.666666667	0	2	2.666666667	1.333333333	0	3	3	1
206	29	0.333333333	0	2.333333333	2.666666667	1.333333333	0	2	3	1
206	30	0.666666667	0	2.333333333	2	2.333333333	0	1	2.666666667	1
206	31	0.666666667	0	2	2.333333333	2.666666667	0.333333333	2	2.333333333	1
206	32	0.333333333	0	2.666666667	3	2	0.666666667	1	2	1
206	33	1	0	2.666666667	3	2.333333333	0.333333333	1.666666667	2.666666667	1
206	34	0.666666667	0	2.333333333	2.333333333	2.666666667	0.333333333	1.666666667	2.666666667	1
207	0	0	0	2.666666667	3	1	1	1	2.333333333	1
207	1	0	0	1	3	0.666666667	1.333333333	1.333333333	2.333333333	1
207	2	0	0	1.666666667	3	1.666666667	1.666666667	0	1	1
207	3	0.333333333	0	0.666666667	2.333333333	1	1.333333333	1	1.333333333	1
207	4	0	0	0.333333333	2	1.666666667	1.333333333	0	1	1
207	5	0.666666667	0	1	3	1.666666667	2.666666667	1	0.666666667	1
207	6	0	0	2.333333333	3	1	1.333333333	1.333333333	2	1
207	7	0	0	1.666666667	3.333333333	1	1	1	2.666666667	1
207	8	0	0	2	2.666666667	1	1	1	1	1
207	9	0	0	2.333333333	3	1.666666667	2	0.666666667	1	1
207	10	1	0	0.666666667	2.333333333	1.333333333	1	0	1	1
207	11	0	0	2	2.666666667	1.666666667	1.666666667	1.333333333	1	1
207	12	0	0	2	3	2	3	0.666666667	1.333333333	1
207	13	0	0.333333333	1.666666667	1.666666667	1.333333333	2.333333333	1	1.333333333	1
207	14	0	0	2.333333333	3	1.333333333	1	1	2	1
207	15	0	0	2	3	0.666666667	1	1.666666667	2.333333333	1
207	16	0	0	2.333333333	3	1.333333333	2	0.666666667	1.666666667	1
207	17	0	0	1.666666667	2.666666667	2	2	0.666666667	1	1
207	18	0	0.333333333	1.333333333	2	1.333333333	1.666666667	0.666666667	2	1
207	19	0	0	1	1.666666667	1	2	1	2.666666667	1
207	20	0	0	1.333333333	2.666666667	2	1.666666667	1	1.333333333	1
207	21	0	0	3.333333333	3	1	1	1	2	1
207	22	0	0	1	2	1	1	1	2.666666667	1
207	23	0	0	1.666666667	2.666666667	2.666666667	3.666666667	0.666666667	0.666666667	1
207	24	0	0	2	3	1.333333333	2	1	1.666666667	1
207	25	0	1	1.333333333	1.666666667	2	3	1	1	1
207	26	0	0	2	2.666666667	1	1.666666667	1	2	1
207	27	0	0	1.666666667	3	1.333333333	1.666666667	1.333333333	3	1
207	28	0	0	3.333333333	3.333333333	1	1.333333333	1.333333333	2.666666667	1
207	29	0	0	2	3	1	1.333333333	1.666666667	2.333333333	1
207	30	0	0.333333333	2	2.333333333	1	1	1	2.666666667	1
207	31	0	0	1.333333333	2	0.666666667	1.666666667	0	1	1
207	32	0	0.333333333	1.333333333	1.333333333	1.666666667	1.333333333	1	2.666666667	1
207	33	0	0.333333333	0.333333333	1.333333333	2	1.666666667	1	1	1
207	34	0	0	0	1.666666667	1.666666667	1.666666667	1	1.333333333	1
208	0	0.333333333	0	1	2	1.333333333	0.333333333	1.333333333	2	1
208	1	0.666666667	1.333333333	0	2	0.666666667	0	2	2	1
208	2	1.666666667	0.666666667	0.666666667	2	1	1.666666667	0.666666667	1.333333333	1
208	3	0.333333333	0.333333333	2	2.666666667	1.666666667	1.333333333	2	1.333333333	1
208	4	0	0	1.333333333	1.666666667	0.333333333	0.666666667	1	2.333333333	1
208	5	0.333333333	0	1	1.666666667	0.333333333	0.333333333	1.666666667	2	1
208	6	0.333333333	0	1	1.666666667	0.333333333	0	1.666666667	2	1
208	7	0.666666667	0.666666667	1.666666667	1.666666667	1.333333333	0	1	1.666666667	1
208	8	0.333333333	0.666666667	0	1.333333333	0.666666667	0	1.333333333	2	1
208	9	0.666666667	0.333333333	0	1	1	0.333333333	1	1	1
208	10	0.333333333	0.333333333	1	2	0	0	0	2	1
208	11	0	0	1	2	0	0.333333333	1	2	1
208	12	0	0	1	1.333333333	1	0	0.666666667	2.333333333	1
208	13	0.333333333	0.333333333	1.333333333	2.333333333	0	0	3	2.333333333	1
208	14	0.666666667	0.333333333	0	1.333333333	1	0.333333333	2	2	1
208	15	1	0.333333333	0	2	0.666666667	0.666666667	0.666666667	2	1
208	16	0	0	2	2.333333333	1.333333333	0.333333333	2	2	1
208	17	0.333333333	1	1	1.666666667	1	2	0.333333333	1.666666667	1
208	18	0	0	1	2	1	2.333333333	1.333333333	1.666666667	1
208	19	0	0	1	1.666666667	0	1	2.333333333	2.666666667	1
208	20	0	0.333333333	0	1.333333333	0.666666667	0	2	2	1
208	21	0	0	1.666666667	2.333333333	0.333333333	0.333333333	1	1.666666667	1
208	22	0.333333333	0	1	1.333333333	1.666666667	1	2	0.666666667	1
208	23	0	0	0.666666667	1.333333333	1.333333333	0.666666667	1.666666667	1.666666667	1
208	24	0	0.666666667	0.666666667	1	1	0	1	2	1
208	25	1	0.666666667	0	1	0.666666667	0	1	2	1
208	26	0	0	0.666666667	1.666666667	0.666666667	0	2.333333333	2	1
208	27	0	0	0.666666667	1.666666667	0.333333333	0	0	2	1
208	28	1	0.333333333	0	1	1	1.333333333	0.666666667	1	1
208	29	0	0.333333333	1	2.666666667	0.666666667	0	2.333333333	3	1
208	30	0	0.666666667	1	2	0.333333333	0	1.666666667	2.666666667	1
208	31	0.666666667	0.666666667	0.666666667	2	1.333333333	0.666666667	2	2.333333333	1
208	32	0.333333333	0	1	2.666666667	0.666666667	0.333333333	0	2.333333333	1
208	33	0.333333333	0.333333333	2	2	0.666666667	0.666666667	1	2	1
208	34	0	0	1	2	0.333333333	0.333333333	3	2.333333333	1
209	0	1	0	0.666666667	1.666666667	0	0	0.333333333	2	1
209	1	0.333333333	0.666666667	2	2	0	0	2.333333333	3.666666667	1
209	2	0	0	2	3	0	0	2	2	1
209	4	0	0.333333333	0.333333333	2	1.333333333	0.666666667	0	0.666666667	1
209	5	0	0	1	3	0	0	0	1	1
209	6	0	0	1	4	0	0	2	3	1
209	7	0	0	0.333333333	2.666666667	0	0	1.333333333	1.666666667	1
209	8	0	0	1	2	0	0	1	2	1
209	9	0	0	1	3	0	0	2.333333333	3.333333333	1
209	10	0	0	1	3	0	0	1	1	1
209	11	0	0	1	3	0	0	1.666666667	3	1
209	12	0	0	4	4	0	0	4	3.333333333	1
209	13	0	0	1	3.666666667	0	0	4	3	1
209	14	0	0	1	3	0	0	2.333333333	3.333333333	1
209	15	0	0	1.333333333	3	0	0	2	3.333333333	1
209	16	0	0	1	3	0	0	4	4	1
209	17	0	0	1	3	0	0	2	3	1
209	18	0	0	1	3	0	0	3	4	1
209	19	0	0	1	3	0	0	1.333333333	4	1
209	20	0	0	1	3	0	0	1.666666667	4	1
209	21	0	0	0.333333333	3	0	0	1.666666667	4	1
209	22	0	0	1	2.666666667	1.333333333	1	2.333333333	3	1
209	23	0	0	0.666666667	3	0	0	2	3.666666667	1
209	24	0	0	1	3	0	0	1.666666667	4	1
209	25	0	0	1	3	0	0	3.666666667	4	1
209	26	0	0	1	3	0	0	3	3.333333333	1
209	27	0	0	1	3	0	0	2.333333333	4	1
209	28	0	0	1	2	0	0	1.333333333	1.666666667	1
209	29	0	0	1	3	0	0	2	4	1
209	30	0	0	1	3	0	0	2.333333333	4	1
209	31	0	0	1	2.666666667	0	0	3	4	1
209	32	0	0	1	2.333333333	0	0	1	2	1
209	33	0	0	1	3	0	0	1.666666667	4	1
209	34	0	0	1	3	0	0	3.333333333	4	1
210	0	0	0	0.666666667	3.333333333	1	0	1.333333333	3	1
210	1	0.333333333	0	0	2	0.333333333	0	1	2.333333333	1
210	2	0.666666667	0.333333333	1	1	2	2.333333333	1	1.333333333	1
210	4	2	2	0.666666667	1.333333333	0.333333333	0	1	3.333333333	1
210	5	1.333333333	0.666666667	1	2	0	0	1	3	1
210	6	1	0.666666667	0.666666667	1	1	0.666666667	1	1.333333333	1
210	7	1.333333333	0.666666667	1	1.666666667	0.333333333	0	0.333333333	3	1
210	8	1	0.666666667	0.333333333	1.333333333	0	0	1.333333333	2.333333333	1
210	9	1	1.333333333	1	1	2.333333333	3	3	0.333333333	1
210	10	1	0.666666667	2	2	0	0	3	3.666666667	1
210	11	1.333333333	0.666666667	1	2.333333333	0	0	2.333333333	3.333333333	1
210	12	1.666666667	0.333333333	1	2.666666667	1.333333333	0.666666667	0.666666667	2	1
210	13	0.333333333	0	1.333333333	3.666666667	1	0	1.333333333	2.333333333	1
210	14	0.666666667	1	1.333333333	1.666666667	1.666666667	0	0.333333333	3	1
210	15	0.333333333	0.333333333	1	2	0	0	1	3	1
210	16	0	0.333333333	1	2	0	0	0.333333333	3	1
210	17	0	0	3	4	0	0	2.666666667	3.666666667	1
210	18	0	0	1.333333333	3	0	0	0.333333333	3	1
210	19	0.333333333	0.333333333	1	2	0	0	0	3	1
210	20	0	0	0.666666667	1.333333333	1.333333333	0	0	1.666666667	1
210	21	0	0	1	2	0	0	1	3	1
210	22	0.333333333	0	1	3	1.333333333	0.666666667	0.333333333	2	1
210	23	0	0	1.333333333	2.333333333	0	0	0.333333333	3	1
210	24	0	0	0.666666667	1.666666667	1.333333333	0	1	2.666666667	1
210	25	0.333333333	1	0.333333333	2	0.333333333	0	0.666666667	2.333333333	1
210	26	0.333333333	0.666666667	1.333333333	1.666666667	1.333333333	0	0.666666667	2.333333333	1
210	27	0.666666667	0.666666667	0.333333333	1.666666667	0	0.666666667	1	2.666666667	1
210	28	0.666666667	0.666666667	0.666666667	2	0	0	1.333333333	3	1
210	29	1.333333333	0.666666667	0.666666667	2	0	0	1	2.666666667	1
210	30	1	1	0.333333333	2	0	1.333333333	0	0.666666667	1
210	31	0	0	1	2.666666667	0	0	1	2.666666667	1
210	32	0	0	1	2	0	1	0.333333333	2	1
210	33	0	0	1.333333333	2.333333333	0	0	1	2.666666667	1
210	34	0	0	0.666666667	3	0	0	0.666666667	3	1
210	35	0	0	0.666666667	2.666666667	0	0.333333333	0.333333333	2.666666667	1
211	0	0.333333333	0	2.666666667	2.333333333	1	0.666666667	1.333333333	1.333333333	1
211	1	0	0	2.666666667	3	0	0.666666667	0.666666667	2	1
211	2	0	0	3	3.333333333	0	0.666666667	1.333333333	2	1
211	3	0	0	2.666666667	2.666666667	0	0.333333333	2.333333333	3	1
211	4	0	0	2.333333333	2.333333333	0	1	1.333333333	2	1
211	5	0	0.333333333	2	2	0.333333333	0.333333333	1.333333333	2	1
211	6	0	0	2.666666667	2.666666667	0.333333333	0	1.666666667	2.666666667	1
211	7	0.333333333	0	2	2.666666667	0.666666667	0	0.666666667	2.333333333	1
211	8	0	0.666666667	1.666666667	2	0.333333333	0	1.666666667	2.666666667	1
211	9	0.666666667	0.333333333	2.333333333	2.333333333	1	0.666666667	1.666666667	2.333333333	1
211	10	0.333333333	0	2.333333333	2.333333333	0.333333333	0	2	3	1
211	11	0.666666667	0	2	2	0	0	2	3	1
211	12	1	0.333333333	1.666666667	1.333333333	0	0	2.333333333	3	1
211	13	0.666666667	0	1.666666667	2	0	0	2.333333333	3	1
211	14	0.666666667	0	2.666666667	2.333333333	0	0	2.333333333	3	1
211	15	1	0	2	2	0	1	1.333333333	2.333333333	1
211	16	0.333333333	0	2	2.333333333	0	0	2.333333333	3	1
211	17	1	0.333333333	1	1.333333333	0	0	2.333333333	2.666666667	1
211	18	1	0.666666667	2.333333333	2	0.333333333	0.666666667	1.333333333	1.666666667	1
211	19	0.666666667	0.333333333	2	1	0	0	2.333333333	3	1
211	20	0	0	2.666666667	2	1.666666667	0	2.333333333	2.333333333	1
211	21	0.333333333	0	2.666666667	2	0.333333333	0.333333333	1.666666667	3	1
211	22	0.333333333	0	3	2.666666667	1	0	2.666666667	3	1
211	23	0	0	2.333333333	2.666666667	1	0	2	3	1
211	24	0.666666667	0	2.333333333	2.333333333	0.333333333	0	1.666666667	3	1
211	25	0.333333333	0	3	3	0.666666667	0	1.666666667	3	1
211	26	0.333333333	0	2.333333333	2	0.333333333	0	1.666666667	3	1
211	27	0.666666667	0	2.333333333	1.666666667	0.333333333	0	1.333333333	3	1
211	28	0	0	2.333333333	2.333333333	2	0	1.666666667	2.333333333	1
211	29	0.666666667	0.333333333	2	2	0.666666667	0	1.666666667	2.666666667	1
211	30	0.333333333	0	3	3	0	0	2.333333333	3	1
211	31	0	0	3	3	0.333333333	0	2.333333333	3	1
211	32	0	0	3.333333333	3	0	0	2.333333333	3	1
211	33	0.333333333	0	3.333333333	3.333333333	0	0	1.666666667	3	1
211	34	0	0	3.333333333	3.333333333	0.333333333	0.333333333	1.666666667	3	1
212	0	0.333333333	0	1.333333333	2.333333333	1.666666667	2.333333333	0	0.666666667	1
212	1	0.333333333	0	2	2	0.666666667	1	0	2.333333333	1
212	2	0	0	0	2	0.333333333	0.333333333	2.666666667	2.333333333	1
212	3	0	0	0	2	0	1	0.333333333	1	1
212	4	0.333333333	0	1	2	0	1	0	0.666666667	1
212	5	1.333333333	0.333333333	0	2	0.666666667	0.333333333	0	1.333333333	1
