id	date	day	beep	positive_affect	negative_affect	urgency	er_no_try	er_accept	er_advice	er_reappraisal	er_problem_solving	er_introspection	er_exp_suppress	er_emo_suppress	er_distraction	effectiveness	social_context	er_number_strategies	alone
3020	2016-10-14T18:19:49.728399	5	NA	100	1	1	1	0	0	0	0	1	0	0	0	53	Romantic partner/close friend 	1	0
3020	2016-10-16T12:17:17.507884	7	NA	34	69	100	1	0	0	0	1	0	0	0	0	65	I am alone	1	1
3020	2016-10-18T10:32:48.437930	9	NA	70	18	100	0	0	0	0	0	1	0	0	0	35	Classmate/coworker	1	0
3020	2016-10-19T10:32:36.144284	10	NA	78	25	100	0	0	0	1	0	1	0	0	0	74	I am alone	2	1
3020	2016-10-20T09:07:33.462340	11	NA	18	33	78	0	0	0	0	1	0	0	0	0	60	I am alone	1	1
3020	2016-10-20T15:20:37.461697	11	NA	29	55	100	0	1	0	0	0	1	0	0	0	45	I am alone	2	1
3020	2016-10-23T17:15:51.709285	14	NA	71	26	64	0	0	1	0	0	0	0	0	0	92	Romantic partner/close friend 	1	0
3020	2016-10-24T09:42:21.205518	15	NA	84	17	58	0	0	0	0	1	1	0	0	0	61	I am alone	2	1
3023	2016-10-13T13:25:00.771109	2	NA	62	29	17	0	1	0	0	0	0	0	0	0	61	Romantic partner/close friend 	1	0
3023	2016-10-14T10:34:53.420468	3	NA	59	28	57	0	0	0	0	0	0	0	0	1	54	I am alone	1	1
3023	2016-10-15T18:18:37.019896	4	NA	64	26	23	0	0	0	0	1	0	0	0	0	68	Romantic partner/close friend 	1	0
3023	2016-10-17T11:12:11.755502	6	NA	70	28	29	0	0	0	0	1	0	0	0	0	64	Romantic partner/close friend 	1	0
3023	2016-10-18T14:07:36.803395	7	NA	59	41	45	0	0	0	0	1	0	0	0	0	63	I am alone	1	1
3023	2016-10-23T16:22:13.563635	12	NA	64	33	39	0	0	0	0	0	1	0	0	0	59	I am alone	1	1
3023	2016-10-25T11:10:00.838275	14	NA	57	42	63	0	0	0	0	0	0	0	1	0	52	Classmate/coworker	1	0
3024	2016-10-11T17:07:55.711689	1	NA	54	39	47	0	1	0	0	0	0	0	0	0	42	I am alone	1	1
3024	2016-10-11T19:33:28.553633	1	NA	65	35	39	0	0	0	0	1	0	0	0	0	57	Classmate/coworker	1	0
3024	2016-10-12T11:32:14.042431	2	NA	38	61	62	0	0	0	0	0	1	0	1	0	45	I am alone	2	1
3024	2016-10-13T15:59:20.747431	3	NA	41	55	62	0	0	0	0	0	1	0	0	0	40	I am alone	1	1
3024	2016-10-16T15:12:41.325314	6	NA	41	66	63	0	0	0	0	1	0	0	0	0	41	I am alone	1	1
3026	2016-10-12T12:18:13.482042	1	NA	100	1	1	1	0	0	0	0	0	0	1	0	NA	Romantic partner/close friend 	1	0
3026	2016-10-12T14:02:43.712694	1	NA	64	57	65	0	0	0	1	0	0	0	0	0	67	Other	1	0
3026	2016-10-13T17:47:27.956592	2	NA	38	72	68	1	0	0	0	0	1	0	0	0	56	I am alone	1	1
3026	2016-10-16T19:55:37.797945	5	NA	41	29	74	0	1	0	1	1	0	0	0	0	60	I am alone	3	1
3026	2016-10-18T09:42:39.841111	7	NA	71	37	66	0	0	0	0	1	0	0	0	0	65	I am alone	1	1
3026	2016-10-25T12:11:34.476919	14	NA	72	19	63	0	0	0	0	0	0	0	0	1	59	Classmate/coworker	1	0
3027	2016-10-13T09:23:25.892509	2	NA	21	52	55	0	0	0	0	1	0	0	0	0	78	I am alone	1	1
3027	2016-10-13T11:27:11.207681	2	NA	50	49	56	0	0	0	0	1	0	0	1	0	48	I am alone	2	1
3027	2016-10-14T12:36:13.571273	3	NA	80	5	58	0	0	0	0	0	0	0	1	0	49	I am alone	1	1
3027	2016-10-15T11:16:38.668991	4	NA	38	51	62	1	0	0	0	0	1	0	1	0	48	Romantic partner/close friend 	2	0
3027	2016-10-15T15:03:30.516599	4	NA	48	60	68	0	0	0	0	0	1	0	0	1	49	Romantic partner/close friend 	2	0
3027	2016-10-18T14:16:09.142900	7	NA	31	75	100	0	0	0	1	0	0	0	0	0	60	I am alone	1	1
3027	2016-10-19T12:26:25.303299	8	NA	47	59	74	0	0	0	0	0	0	0	0	1	50	I am alone	1	1
3027	2016-10-19T19:28:27.905920	8	NA	79	1	50	1	0	0	0	0	0	0	0	1	51	Romantic partner/close friend 	1	0
3028	2016-10-13T09:29:20.873908	2	NA	40	46	64	0	1	0	1	1	1	0	0	0	48	Classmate/coworker	4	0
3028	2016-10-14T20:19:14.459156	3	NA	85	1	1	0	0	0	0	1	1	0	0	0	44	I am alone	2	1
3028	2016-10-17T12:33:21.530081	6	NA	40	61	80	0	0	0	0	0	0	0	1	0	43	I am alone	1	1
3028	2016-10-21T15:25:36.672061	10	NA	74	15	28	0	0	0	0	0	0	0	1	0	46	I am alone	1	1
3029	2016-10-15T13:54:19.433617	4	NA	60	37	61	0	0	0	0	1	0	0	1	1	59	Acquaintance/stranger 	3	0
3029	2016-10-15T19:00:28.900140	4	NA	51	62	35	0	0	0	0	0	0	0	1	1	62	Classmate/coworker	2	0
3029	2016-10-17T13:11:14.448754	6	NA	63	33	62	0	0	0	1	0	1	0	0	0	64	Classmate/coworker	2	0
3029	2016-10-20T15:34:47.159468	9	NA	68	38	64	0	0	0	1	0	0	0	1	0	58	Romantic partner/close friend 	2	0
3029	2016-10-20T19:56:37.689255	9	NA	64	31	68	0	0	0	0	0	1	0	0	1	65	Romantic partner/close friend 	2	0
3029	2016-10-21T18:05:23.971695	10	NA	69	38	65	0	0	0	0	0	0	0	1	0	67	Classmate/coworker	1	0
3029	2016-10-22T11:13:08.929670	11	NA	73	66	68	0	0	0	0	0	0	0	1	1	69	Classmate/coworker	2	0
3029	2016-10-22T16:27:34.400489	11	NA	63	34	69	0	0	0	1	0	0	0	0	0	64	Classmate/coworker	1	0
3029	2016-10-23T12:31:09.245481	12	NA	67	31	69	0	0	0	0	1	0	0	0	1	61	Classmate/coworker	2	0
3029	2016-10-24T16:06:29.898838	13	NA	67	31	67	0	0	0	0	1	0	0	1	0	60	I am alone	2	1
3029	2016-10-24T20:13:40.235258	13	NA	24	61	66	0	0	0	0	1	0	0	0	0	67	Classmate/coworker	1	0
3029	2016-10-25T17:31:43.895524	14	NA	40	57	58	0	0	0	0	1	0	0	0	0	59	Classmate/coworker	1	0
3029	2016-10-27T09:10:22.239203	16	NA	65	35	69	0	0	0	0	0	0	0	1	0	74	Classmate/coworker	1	0
3029	2016-10-27T14:10:11.246568	16	NA	35	59	57	0	0	0	0	0	0	0	1	0	68	I am alone	1	1
3029	2016-10-28T10:17:33.443021	17	NA	74	17	68	0	0	0	0	1	0	0	1	0	71	I am alone	2	1
3030	2016-10-14T09:22:38.380651	3	NA	44	55	57	0	0	0	1	0	0	0	0	0	56	I am alone	1	1
3030	2016-10-14T17:12:14.197699	3	NA	62	32	27	0	0	1	0	0	0	0	0	0	67	Family member	1	0
3030	2016-10-14T20:42:47.837733	3	NA	38	65	70	0	0	0	0	0	0	0	0	1	60	Family member	1	0
3030	2016-10-16T15:28:55.910696	5	NA	42	58	63	0	0	0	0	0	0	0	0	1	60	Family member	1	0
3030	2016-10-20T13:29:14.428577	9	NA	31	68	78	0	0	0	0	1	0	0	0	0	68	Classmate/coworker	1	0
3030	2016-10-25T20:33:32.749692	14	NA	31	62	72	0	0	0	0	0	0	0	0	1	58	I am alone	1	1
3033	2016-10-18T15:23:53.896169	5	NA	84	28	27	0	1	1	0	0	1	0	0	0	21	I am alone	3	1
3033	2016-10-15T20:22:57.422321	2	NA	68	6	9	1	0	1	0	0	0	0	0	0	66	Romantic partner/close friend 	1	0
3033	2016-10-16T10:01:17.859347	3	NA	66	1	19	1	0	1	0	0	0	0	0	0	74	I am alone	1	1
3033	2016-10-16T12:43:15.957922	3	NA	87	15	28	0	0	0	0	1	0	0	0	0	26	I am alone	1	1
3033	2016-10-17T18:17:31.081973	4	NA	71	1	12	0	1	1	0	0	1	0	0	0	31	Romantic partner/close friend 	3	0
3033	2016-10-17T20:36:58.431444	4	NA	89	1	19	1	1	0	0	0	0	0	0	0	18	Romantic partner/close friend 	1	0
3033	2016-10-21T13:33:30.218157	8	NA	67	28	82	0	0	0	1	0	0	0	0	0	65	I am alone	1	1
3033	2016-10-21T20:05:03.824198	8	NA	93	5	75	0	1	0	0	0	0	0	0	0	28	Romantic partner/close friend 	1	0
3033	2016-10-19T10:05:23.465862	6	NA	78	1	35	0	0	0	0	0	1	0	0	0	69	Classmate/coworker	1	0
3033	2016-10-20T11:46:44.594650	7	NA	70	1	31	1	0	0	0	0	0	0	1	0	19	I am alone	1	1
3033	2016-10-28T09:18:04.790409	15	NA	99	6	82	0	0	0	0	0	1	0	0	0	31	I am alone	1	1
3033	2016-10-24T17:45:38.827493	11	NA	98	1	1	0	1	0	1	0	1	0	0	0	100	Other	3	0
3033	2016-10-27T18:43:10.462449	14	NA	96	3	25	0	0	0	0	0	1	0	0	0	17	Classmate/coworker	1	0
3034	2016-10-13T20:37:21.351346	1	NA	86	12	17	0	1	0	0	0	0	0	0	0	67	Classmate/coworker	1	0
3034	2016-10-17T12:43:04.319086	5	NA	65	28	37	0	0	0	0	1	0	0	0	0	57	Classmate/coworker	1	0
3035	2016-10-14T19:23:15.006067	2	NA	91	4	8	0	0	0	0	0	1	0	0	0	83	Romantic partner/close friend 	1	0
3035	2016-10-15T12:22:40.315146	3	NA	36	61	60	0	0	0	0	0	0	0	1	0	55	Romantic partner/close friend 	1	0
3035	2016-10-14T10:20:18.685879	2	NA	73	30	NA	0	0	0	0	0	1	0	0	0	61	Classmate/coworker	1	0
3035	2016-10-14T11:18:30.270416	2	NA	63	20	14	0	0	0	1	0	0	0	0	0	40	Classmate/coworker	1	0
3035	2016-10-14T13:34:06.146131	2	NA	77	1	13	0	0	0	0	0	1	0	0	0	70	Acquaintance/stranger 	1	0
3035	2016-10-16T15:59:35.492074	4	NA	64	25	74	0	0	0	0	1	0	0	0	0	58	I am alone	1	1
3035	2016-10-15T14:00:43.912888	3	NA	57	44	59	0	0	0	0	0	1	0	0	0	37	I am alone	1	1
3035	2016-10-15T15:12:34.271492	3	NA	63	66	65	0	0	0	0	0	1	0	0	1	70	I am alone	2	1
3035	2016-10-16T13:30:44.270422	4	NA	62	58	26	0	0	0	0	0	0	0	0	1	79	I am alone	1	1
3035	2016-10-20T11:33:03.057688	8	NA	66	66	86	0	0	0	0	0	0	0	1	0	80	I am alone	1	1
3035	2016-10-16T18:22:03.253370	4	NA	59	39	57	0	0	0	0	1	0	0	0	1	61	Classmate/coworker	2	0
3035	2016-10-17T09:24:05.213185	5	NA	33	56	78	0	0	0	0	1	0	0	0	0	57	I am alone	1	1
3035	2016-10-18T10:44:44.624695	6	NA	34	63	85	0	0	0	0	1	0	0	0	0	66	Classmate/coworker	1	0
3035	2016-10-22T14:25:56.916488	10	NA	12	79	91	0	1	0	0	0	0	0	0	0	66	I am alone	1	1
3036	2016-10-19T10:48:28.326106	6	NA	36	52	59	0	0	0	0	0	1	0	0	0	59	I am alone	1	1
3036	2016-10-14T13:07:40.154211	1	NA	75	30	16	0	1	0	0	0	0	0	0	0	67	I am alone	1	1
3036	2016-10-14T19:36:25.758234	1	NA	77	1	36	0	0	0	1	0	0	0	1	0	66	Romantic partner/close friend 	2	0
3036	2016-10-18T19:13:46.730040	5	NA	64	29	43	0	0	1	0	0	0	0	0	0	60	Romantic partner/close friend 	1	0
3036	2016-10-27T10:34:25.271898	14	NA	26	62	34	0	0	0	0	0	0	0	0	1	42	I am alone	1	1
3036	2016-10-21T10:04:43.730911	8	NA	48	44	24	0	0	0	0	0	0	0	0	1	57	I am alone	1	1
3036	2016-10-25T09:31:35.524756	12	NA	38	61	53	0	0	0	0	1	0	0	0	0	58	I am alone	1	1
3036	2016-10-26T19:52:17.538017	13	NA	5	72	66	0	0	0	0	1	0	0	0	0	64	I am alone	1	1
3036	2016-10-28T15:51:26.820409	15	NA	64	23	18	1	1	0	1	0	0	0	0	1	65	Romantic partner/close friend 	3	0
3037	2016-10-16T13:47:04.907008	3	NA	34	62	69	0	0	0	0	1	0	0	0	0	NA	I am alone	1	1
3037	2016-10-16T16:30:49.775912	3	NA	32	65	72	0	0	0	0	1	0	0	0	0	37	Classmate/coworker	1	0
3038	2016-10-19T10:25:09.416126	3	NA	64	26	35	0	0	1	1	1	1	0	0	0	62	Family member	4	0
3038	2016-10-17T18:01:51.442303	1	NA	54	57	60	0	1	1	1	1	1	0	0	1	56	Family member	6	0
3038	2016-10-17T19:25:43.356414	1	NA	60	63	70	0	1	1	0	1	1	0	0	0	59	Family member	4	0
3038	2016-10-18T10:11:49.039304	2	NA	62	34	36	0	0	1	1	0	0	0	0	0	59	Romantic partner/close friend	2	0
3038	2016-10-18T12:30:45.006752	2	NA	65	30	33	0	0	1	1	0	0	0	0	0	63	Family member	2	0
3038	2016-10-18T15:28:20.832328	2	NA	64	30	55	0	1	1	0	1	0	0	0	0	57	Family member	3	0
3038	2016-10-19T11:23:51.792259	3	NA	56	32	33	0	1	1	1	1	0	0	0	0	62	Family member	4	0
3038	2016-10-19T14:01:41.451416	3	NA	71	28	28	0	0	1	1	1	0	0	0	0	59	Classmate/coworker	3	0
3038	2016-10-26T15:17:35.013829	10	NA	56	42	60	0	0	1	0	0	0	0	0	0	57	Family member	1	0
3038	2016-10-28T10:08:53.436196	12	NA	19	80	84	0	0	1	0	0	1	0	0	0	57	I am alone	2	1
3038	2016-11-03T09:54:31.350136	18	NA	31	67	63	0	1	0	0	0	0	0	0	0	52	I am alone	1	1
3039	2016-10-19T17:47:35.969921	3	NA	57	44	35	0	0	0	0	1	0	0	0	1	68	I am alone	2	1
3039	2016-10-19T19:49:17.002293	3	NA	61	42	37	0	0	0	1	1	0	0	0	0	58	I am alone	2	1
3039	2016-10-20T13:54:30.638472	4	NA	61	41	42	0	0	0	1	0	0	0	0	1	59	I am alone	2	1
3039	2016-10-19T09:22:24.335865	3	NA	57	37	57	0	0	0	0	1	0	0	0	1	56	Family member	2	0
3039	2016-10-31T14:23:49.898704	15	NA	72	35	30	0	0	0	1	1	0	0	0	0	67	I am alone	2	1
3039	2016-10-31T17:38:19.062196	15	NA	67	32	40	0	0	0	1	0	0	0	0	0	63	I am alone	1	1
3039	2016-11-02T14:00:29.123400	17	NA	25	73	74	0	1	0	0	0	0	0	0	0	64	I am alone	1	1
3039	2016-11-02T15:15:43.212549	17	NA	27	66	83	0	0	0	0	0	1	0	0	1	65	I am alone	2	1
3039	2016-10-18T09:18:05.651581	2	NA	24	65	63	0	1	0	0	0	0	1	0	0	61	I am alone	2	1
3039	2016-10-18T16:41:51.661174	2	NA	58	36	54	0	0	0	0	0	0	0	0	1	60	I am alone	1	1
3039	2016-10-18T20:44:14.309679	2	NA	68	29	30	0	0	0	1	1	0	0	0	0	59	Classmate/coworker	2	0
3039	2016-10-29T17:36:22.405781	13	NA	72	25	32	0	0	1	0	0	1	0	0	0	63	I am alone	2	1
3039	2016-10-20T20:23:31.735403	4	NA	62	34	61	0	0	0	0	1	0	0	0	0	68	I am alone	1	1
3039	2016-10-22T10:50:40.602005	6	NA	29	64	68	0	0	0	0	0	0	1	0	0	56	I am alone	1	1
3039	2016-10-27T16:17:35.411310	11	NA	34	65	67	0	0	0	0	0	0	0	0	1	57	Classmate/coworker	1	0
3039	2016-10-17T18:13:10.755461	1	NA	20	75	65	0	1	0	0	1	0	0	0	0	60	I am alone	2	1
3039	2016-10-31T12:26:25.796066	15	NA	70	28	39	0	1	0	0	0	0	0	0	0	72	I am alone	1	1
3039	2016-10-17T13:25:20.537838	1	NA	70	31	40	0	0	0	1	1	1	0	0	0	61	I am alone	3	1
3039	2016-10-17T15:12:58.753107	1	NA	43	55	72	0	0	0	0	1	0	0	1	1	62	I am alone	3	1
3039	2016-10-17T20:25:52.523287	1	NA	64	35	33	0	1	0	0	0	0	0	0	0	65	I am alone	1	1
3040	2016-10-24T20:00:28.004311	6	NA	70	27	31	0	0	0	0	0	0	0	0	1	52	I am alone	1	1
3040	2016-10-19T12:21:02.306951	1	NA	69	38	67	0	0	0	0	1	0	0	0	0	53	I am alone	1	1
3040	2016-10-19T20:13:56.568639	1	NA	52	47	32	0	1	0	0	0	0	0	0	0	49	Other	1	0
3040	2016-10-22T19:15:19.597995	4	NA	58	38	57	0	0	0	0	1	0	0	0	0	48	Acquaintance/Stranger	1	0
3040	2016-10-25T17:13:46.949604	7	NA	54	46	54	0	0	0	0	1	0	0	0	1	55	I am alone	2	1
3040	2016-10-25T11:09:25.142442	7	NA	65	37	57	0	0	0	0	1	0	0	0	0	45	I am alone	1	1
3040	2016-10-25T14:41:18.444072	7	NA	55	41	54	0	0	0	0	1	0	0	0	0	58	I am alone	1	1
3040	2016-10-25T15:20:18.030769	7	NA	58	41	59	0	0	0	0	1	0	0	0	0	54	I am alone	1	1
3040	2016-11-01T13:28:04.185266	14	NA	57	45	59	0	0	0	0	1	0	0	0	0	54	I am alone	1	1
3040	2016-10-25T20:29:04.229422	7	NA	60	34	34	0	0	0	0	1	0	0	0	0	54	I am alone	1	1
3040	2016-10-31T17:27:58.391789	13	NA	66	29	28	0	0	0	0	0	0	0	0	1	52	I am alone	1	1
3040	2016-10-31T19:55:51.605113	13	NA	67	23	33	0	0	0	0	1	0	0	0	0	65	I am alone	1	1
3040	2016-11-04T13:34:33.411366	17	NA	63	41	58	0	0	0	0	0	0	0	0	1	62	I am alone	1	1
3040	2016-11-01T20:11:54.192944	14	NA	66	35	57	0	0	0	0	0	0	0	0	1	52	I am alone	1	1
3040	2016-11-03T11:30:58.884529	16	NA	66	36	55	0	0	0	0	1	0	0	0	0	60	Classmate/coworker	1	0
3040	2016-11-03T20:38:36.009107	16	NA	72	34	49	0	0	0	0	0	0	0	0	1	56	I am alone	1	1
3042	2016-10-23T15:54:25.923909	5	NA	59	33	61	0	0	0	0	1	0	0	0	0	40	Romantic partner/close friend	1	0
3042	2016-10-25T15:30:56.623426	7	NA	32	73	68	0	0	1	0	0	1	0	0	0	56	I am alone	2	1
3042	2016-10-26T15:11:50.020262	8	NA	91	21	17	0	0	0	0	0	1	0	0	0	67	Classmate/coworker	1	0
3042	2016-10-24T13:55:32.185678	6	NA	37	66	65	0	0	1	0	1	0	0	0	1	39	I am alone	3	1
3042	2016-10-25T13:58:17.026390	7	NA	20	95	94	0	1	1	0	0	1	0	0	0	61	I am alone	3	1
3042	2016-10-27T11:05:24.949711	9	NA	39	61	82	0	0	0	0	0	0	0	0	1	35	I am alone	1	1
3045	2016-10-20T17:23:43.856390	1	NA	62	30	60	0	0	0	0	0	0	0	0	1	60	I am alone	1	1
3045	2016-10-21T10:44:47.906337	2	NA	37	66	60	0	0	0	0	0	0	0	0	1	47	I am alone	1	1
3045	2016-10-20T14:02:46.863418	1	NA	69	24	64	0	0	0	0	0	1	0	0	0	61	Classmate/coworker	1	0
3045	2016-10-21T12:17:30.257365	2	NA	30	73	60	0	0	0	0	0	0	0	0	1	47	I am alone	1	1
3045	2016-10-21T13:03:21.336134	2	NA	48	46	63	0	0	0	0	1	0	0	0	0	50	I am alone	1	1
3046	2016-10-21T20:16:53.571816	2	NA	80	17	9	0	0	0	0	0	1	0	0	0	NA	Romantic partner/close friend	1	0
3046	2016-10-22T11:45:49.882622	3	NA	30	72	75	0	0	0	1	0	0	0	1	0	NA	Romantic partner/close friend	2	0
3046	2016-10-28T18:20:52.295563	9	NA	14	86	73	0	1	0	0	0	0	0	0	0	14	I am alone	1	1
3046	2016-10-28T19:19:53.012340	9	NA	64	74	68	0	0	0	0	1	0	0	0	0	12	Romantic partner/close friend	1	0
3046	2016-10-30T12:36:44.541418	11	NA	31	71	80	0	0	0	1	0	1	0	0	1	81	I am alone	3	1
3046	2016-10-22T15:04:53.447112	3	NA	24	77	76	0	0	0	1	1	0	0	0	0	NA	I am alone	2	1
3046	2016-10-22T19:30:21.478171	3	NA	77	20	23	1	0	0	0	0	0	0	0	1	47	Romantic partner/close friend	1	0
3046	2016-10-23T16:09:13.712723	4	NA	28	81	76	0	0	0	1	0	0	0	0	0	23	Romantic partner/close friend	1	0
3046	2016-10-24T11:18:49.445588	5	NA	16	91	95	0	0	0	0	0	1	0	0	1	NA	Romantic partner/close friend	2	0
3046	2016-10-24T14:00:08.287408	5	NA	67	64	70	0	0	1	0	1	1	0	0	0	NA	I am alone	3	1
3046	2016-10-24T17:43:11.288909	5	NA	31	80	77	0	0	0	0	0	0	0	1	0	NA	Romantic partner/close friend	1	0
3046	2016-10-25T11:25:00.555061	6	NA	70	66	NA	0	0	0	1	0	1	0	0	0	68	Romantic partner/close friend	2	0
3046	2016-10-25T19:49:02.930963	6	NA	25	73	70	0	0	1	0	0	1	0	0	0	NA	I am alone	2	1
3046	2016-10-27T19:22:27.295597	8	NA	60	93	90	0	0	0	0	0	0	0	1	0	11	I am alone	1	1
3046	2016-10-28T15:39:45.408428	9	NA	17	76	82	0	0	0	1	0	0	0	1	0	74	Romantic partner/close friend	2	0
3046	2016-10-20T20:29:35.897469	1	NA	75	27	14	0	0	1	1	0	0	0	0	0	71	Romantic partner/close friend	2	0
3046	2016-10-21T12:42:30.907661	2	NA	91	59	62	0	0	0	1	1	0	0	0	0	66	Romantic partner/close friend	2	0
3046	2016-11-02T17:30:53.747438	14	NA	64	69	62	0	0	1	0	0	0	0	0	0	12	I am alone	1	1
3046	2016-10-30T15:51:29.641747	11	NA	91	23	20	0	0	0	0	0	1	0	0	0	76	Acquaintance/Stranger	1	0
3046	2016-10-30T20:30:39.158319	11	NA	27	97	82	0	0	0	0	1	0	0	0	0	22	Romantic partner/close friend	1	0
3046	2016-11-01T09:05:06.635828	13	NA	43	70	70	0	0	0	1	0	0	0	0	1	68	I am alone	2	1
3046	2016-11-03T16:16:20.282855	15	NA	11	95	77	0	1	0	0	0	0	1	0	0	77	Romantic partner/close friend	2	0
3046	2016-11-04T12:10:15.927495	16	NA	23	91	90	0	1	0	0	0	0	0	0	0	27	Classmate/coworker	1	0
3047	2016-10-25T15:51:30.100593	6	NA	14	73	19	0	0	0	0	0	0	0	0	1	43	I am alone	1	1
3047	2016-10-20T17:28:33.623107	1	NA	99	13	1	0	0	0	0	0	0	0	1	0	47	Romantic partner/close friend	1	0
3047	2016-10-21T09:14:53.477647	2	NA	59	10	59	0	0	0	0	0	1	0	0	0	62	I am alone	1	1
3047	2016-10-21T13:09:30.536766	2	NA	56	62	61	0	0	0	0	0	1	0	0	0	31	Acquaintance/Stranger	1	0
3047	2016-10-22T12:03:32.358424	3	NA	69	23	26	0	0	0	0	1	0	0	0	0	65	Classmate/coworker	1	0
3047	2016-10-22T14:29:13.476335	3	NA	24	62	57	0	0	0	0	0	1	0	0	0	49	Romantic partner/close friend	1	0
3047	2016-10-25T12:39:03.966801	6	NA	31	57	71	0	0	0	0	0	0	0	1	1	58	Romantic partner/close friend	2	0
3047	2016-11-02T19:13:04.038695	14	NA	27	59	32	0	0	0	0	0	0	0	0	1	36	I am alone	1	1
3047	2016-11-03T16:26:43.884870	15	NA	66	28	11	0	0	1	0	0	0	0	0	0	57	Classmate/coworker	1	0
3047	2016-10-26T11:36:35.285764	7	NA	1	100	100	1	0	0	0	0	0	1	0	1	13	I am alone	2	1
3047	2016-11-02T17:18:05.980499	14	NA	72	30	80	0	0	0	0	0	1	0	0	0	62	I am alone	1	1
3048	2016-10-21T17:28:06.110204	2	NA	31	84	74	0	0	0	0	0	0	0	1	1	NA	Romantic partner/close friend	2	0
3048	2016-10-24T10:47:22.013644	5	NA	30	73	92	0	0	0	0	0	0	0	1	1	54	Acquaintance/Stranger	2	0
3048	2016-10-20T19:54:34.119071	1	NA	7	99	NA	0	0	0	0	1	0	0	0	0	36	I am alone	1	1
3048	2016-10-21T11:51:15.399616	2	NA	63	58	59	0	0	0	1	1	0	0	0	1	60	I am alone	3	1
3048	2016-10-29T11:31:41.340781	10	NA	27	68	74	0	0	0	0	0	0	0	0	1	56	Romantic partner/close friend	1	0
3048	2016-11-01T18:22:43.998295	13	NA	66	18	34	0	0	0	0	0	0	0	0	1	44	I am alone	1	1
3050	2016-10-24T15:33:42.871109	1	NA	61	18	28	0	0	0	0	0	0	0	1	0	58	Other	1	0
3050	2016-10-26T09:59:21.200860	3	NA	42	57	77	0	1	0	0	0	0	0	0	0	73	I am alone	1	1
3050	2016-10-31T19:12:15.348315	8	NA	63	42	66	0	1	0	0	0	0	0	0	0	62	Other	1	0
3050	2016-11-01T10:20:02.952267	9	NA	55	43	74	0	1	0	0	0	0	0	0	0	70	Other	1	0
3050	2016-11-01T17:54:56.353394	9	NA	59	47	66	0	1	0	0	0	0	0	0	0	71	I am alone	1	1
3050	2016-10-26T11:45:56.709371	3	NA	56	38	9	0	0	0	0	0	1	0	0	0	78	I am alone	1	1
3050	2016-10-26T16:32:36.906086	3	NA	47	58	68	0	1	0	0	0	0	0	1	0	81	Other	2	0
3050	2016-10-26T20:48:46.074088	3	NA	17	83	100	0	1	0	0	0	0	0	0	0	69	Romantic partner/close friend	1	0
3050	2016-10-27T09:23:19.620196	4	NA	32	68	83	0	1	0	0	0	0	0	0	0	59	I am alone	1	1
3050	2016-10-27T16:14:18.511750	4	NA	37	60	78	0	0	0	0	0	0	0	0	1	70	I am alone	1	1
3050	2016-10-29T10:19:23.618474	6	NA	37	59	79	0	1	0	0	0	1	0	0	0	68	Other	2	0
3050	2016-10-29T11:41:36.950402	6	NA	60	39	57	0	0	0	0	0	0	0	1	0	63	Other	1	0
3050	2016-10-29T17:07:29.620207	6	NA	47	59	76	0	1	0	0	0	1	0	0	0	65	Other	2	0
3050	2016-10-30T19:39:01.158268	7	NA	64	38	67	0	0	0	0	0	1	1	0	0	57	Classmate/coworker	2	0
3050	2016-10-31T17:37:06.466787	8	NA	55	45	45	0	1	0	0	0	0	0	0	0	61	Classmate/coworker	1	0
3050	2016-10-24T11:51:47.379880	1	NA	67	18	7	0	1	0	0	0	0	0	0	0	78	I am alone	1	1
3050	2016-10-24T14:09:11.801003	1	NA	94	3	2	0	1	0	0	0	0	0	0	0	95	I am alone	1	1
3050	2016-11-02T14:01:53.862127	10	NA	61	41	34	0	1	0	0	0	0	0	0	0	68	I am alone	1	1
3050	2016-11-01T20:09:52.905059	9	NA	43	59	77	0	1	0	0	0	0	0	1	0	66	I am alone	2	1
3050	2016-11-02T09:49:20.518125	10	NA	43	59	72	0	1	0	0	0	0	0	0	1	68	Other	2	0
3050	2016-11-02T11:26:46.137954	10	NA	45	59	78	0	1	0	0	0	0	0	0	0	64	I am alone	1	1
3050	2016-11-03T19:10:55.294442	11	NA	37	60	66	0	1	0	0	0	0	0	0	0	60	I am alone	1	1
3050	2016-11-02T17:46:44.564265	10	NA	60	38	78	0	1	0	0	0	0	0	0	0	66	I am alone	1	1
3050	2016-11-03T09:07:56.853189	11	NA	37	64	70	0	1	0	0	0	0	0	0	0	62	I am alone	1	1
3050	2016-11-03T17:57:30.302612	11	NA	8	84	91	0	0	0	0	0	1	0	0	0	58	Other	1	0
3050	2016-11-04T10:20:05.207423	12	NA	65	38	60	0	0	0	0	0	1	0	0	0	56	I am alone	1	1
3051	2016-10-26T18:34:50.653134	2	NA	1	64	100	0	0	1	0	0	0	0	0	1	29	I am alone	2	1
3051	2016-10-25T19:01:55.667082	1	NA	35	52	81	0	0	0	0	0	0	0	1	1	23	Romantic partner/close friend	2	0
3051	2016-10-26T12:00:39.708627	2	NA	53	1	16	0	1	0	0	0	0	0	0	0	69	I am alone	1	1
3051	2016-10-26T13:37:03.428911	2	NA	34	74	100	0	0	0	0	1	0	0	0	1	23	I am alone	2	1
3051	2016-10-27T19:33:53.283224	3	NA	2	100	98	0	0	0	0	0	0	0	1	0	62	I am alone	1	1
