id	discrete_time	time_elapsed	reappraisal	rumination	suppression	feel_loved	rely_on	need_love	share_feelings	keep_distance	closeness_nervous	day	beep
1	1	0.766666666604579	4	3	1	7	7	4	5	1	1	NA	NA
1	2	3.08333333348855	1	1	1	7	7	4	5	1	1	NA	NA
1	3	4.53333333320916	1	1	1	7	7	4	4	1	1	NA	NA
1	4	5.26666666660458	1	1	1	7	7	1	4	1	1	NA	NA
1	5	7.18333333311603	1	1	2	7	7	4	4	1	1	NA	NA
1	6	9.63333333330229	2	1	1	7	7	4	4	1	1	NA	NA
1	7	10.7000000001863	1	1	1	7	1	4	4	1	1	NA	NA
1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	17	27.9500000001863	2	1	2	7	7	1	4	1	1	NA	NA
1	18	30.7000000001863	3	2	1	6	7	3	4	5	3	NA	NA
1	19	31.2166666667908	4	1	1	6	7	3	4	2	2	NA	NA
1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	21	34.683333333116	3	3	1	7	7	3	5	1	1	NA	NA
1	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	29	49.066666666884	3	2	1	6	6	3	1	3	2	NA	NA
1	30	49.75	3	3	2	6	6	2	3	3	2	NA	NA
1	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	32	54.433333333116	3	2	3	7	7	2	2	3	2	NA	NA
1	33	55.7333333333954	3	2	1	6	7	2	2	3	3	NA	NA
1	34	57.2000000001863	2	1	1	6	6	2	5	2	2	NA	NA
1	35	59.1000000000931	3	2	1	7	7	2	5	1	1	NA	NA
1	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	43	72.9666666667908	3	1	4	6	7	2	5	2	2	NA	NA
1	44	75.2166666667909	3	2	1	6	6	3	3	2	2	NA	NA
1	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	46	78.683333333116	4	1	1	6	6	3	6	3	2	NA	NA
1	47	79.3999999999069	4	2	1	6	5	2	6	3	3	NA	NA
1	48	82.1666666665115	3	3	3	7	7	4	4	1	1	NA	NA
1	49	82.9166666665114	1	1	1	7	7	4	6	1	1	NA	NA
1	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	57	96.1666666665115	3	2	2	5	6	5	5	3	3	NA	NA
1	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	59	100.25	3	2	3	5	6	3	1	2	2	NA	NA
1	60	101.633333333302	2	1	4	6	5	2	2	3	2	NA	NA
1	61	103.850000000093	2	1	2	6	3	3	5	3	2	NA	NA
1	62	105.933333333116	1	1	1	7	7	3	6	1	1	NA	NA
1	63	106.733333333395	2	1	1	6	7	3	5	1	2	NA	NA
1	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	72	121.733333333395	3	1	2	5	6	3	3	2	3	NA	NA
1	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	75	127.216666666791	3	3	4	7	7	3	5	2	3	NA	NA
1	76	129.783333333209	1	1	1	7	7	3	2	2	1	NA	NA
1	77	131.133333333302	3	2	1	7	6	3	5	1	1	NA	NA
1	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	85	144.466666666791	2	3	3	6	6	3	2	3	2	NA	NA
1	86	146.5	3	2	3	6	7	3	3	2	2	NA	NA
1	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	88	150.649999999907	3	1	3	5	6	3	5	3	1	NA	NA
1	89	151.833333333489	3	2	3	5	6	2	2	2	2	NA	NA
1	90	153.666666666511	2	1	2	7	7	2	3	2	2	NA	NA
1	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	1	1.28333333320916	4	5	3	7	7	7	4	4	4	NA	NA
2	2	3.28333333320916	4	5	5	7	7	4	4	4	4	NA	NA
2	3	3.98333333339542	5	4	4	7	7	7	4	4	4	NA	NA
2	4	6.29999999981374	1	1	3	7	7	4	4	4	4	NA	NA
2	5	7.93333333311603	1	1	3	7	7	4	4	4	4	NA	NA
2	6	9.68333333311602	1	1	5	7	7	4	7	4	4	NA	NA
2	7	10.3333333334886	1	1	5	7	7	7	1	4	1	NA	NA
2	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	15	25.6666666665114	4	2	4	7	7	4	6	4	4	NA	NA
2	16	26.933333333116	2	2	5	7	7	7	7	4	4	NA	NA
2	17	28.7000000001863	1	1	5	7	7	4	1	4	4	NA	NA
2	18	30.2000000001863	1	1	1	7	7	4	1	4	4	NA	NA
2	19	31.0499999998137	5	3	5	7	7	4	1	4	4	NA	NA
2	20	33.4666666667908	4	1	1	7	7	4	4	4	4	NA	NA
2	21	34.4500000001863	2	2	3	7	7	4	4	4	4	NA	NA
2	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	29	49.6333333333023	5	2	2	7	7	4	1	4	4	NA	NA
2	30	50.6333333333023	2	3	1	7	4	4	7	4	4	NA	NA
2	31	51.8500000000931	1	3	1	7	7	7	7	4	4	NA	NA
2	32	53.4833333333954	5	1	1	7	7	7	7	4	4	NA	NA
2	33	56.0333333332092	3	2	1	7	7	7	7	4	4	NA	NA
2	34	58.1333333333023	5	1	3	7	7	4	7	4	4	NA	NA
2	35	59.7833333332092	3	1	5	7	7	7	4	1	1	NA	NA
2	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	43	72.9666666667908	1	1	1	7	7	7	7	4	4	NA	NA
2	44	75.0333333332092	5	1	2	7	7	7	7	4	4	NA	NA
2	45	75.6000000000931	3	1	1	7	7	7	7	4	4	NA	NA
2	46	78.1499999999069	1	1	1	7	7	7	4	4	4	NA	NA
2	47	78.933333333116	1	1	1	7	7	4	4	4	4	NA	NA
2	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	49	83.8999999999069	1	1	1	7	7	4	7	1	1	NA	NA
2	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	57	96.6000000000931	1	1	1	7	7	4	4	4	4	NA	NA
2	58	98.0166666666046	3	3	5	7	7	7	1	7	7	NA	NA
2	59	100.399999999907	5	1	1	7	7	7	1	4	4	NA	NA
2	60	102.266666666605	1	1	1	7	7	7	1	7	7	NA	NA
2	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	62	105.566666666884	1	1	1	7	7	7	1	7	4	NA	NA
2	63	107.466666666791	1	1	1	7	7	4	7	7	7	NA	NA
2	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	71	120.766666666605	5	2	1	7	5	1	1	7	7	NA	NA
2	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	73	124.25	3	1	1	7	7	4	1	7	7	NA	NA
2	74	126.216666666791	1	2	1	7	7	7	1	4	4	NA	NA
2	75	128.283333333209	1	1	1	7	7	4	1	4	7	NA	NA
2	76	129.299999999814	2	1	1	7	7	1	1	7	7	NA	NA
2	77	130.833333333489	1	1	1	7	7	1	1	7	7	NA	NA
2	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	85	144.149999999907	1	1	5	7	7	4	4	7	7	NA	NA
2	86	145.799999999814	2	1	2	7	7	4	1	4	4	NA	NA
2	87	148.733333333395	2	1	1	7	7	4	1	4	4	NA	NA
2	88	150.433333333116	3	1	2	7	7	4	4	1	1	NA	NA
2	89	151.416666666511	1	1	5	7	7	4	1	4	4	NA	NA
2	90	154.049999999814	2	1	1	7	7	4	1	4	4	NA	NA
2	91	154.899999999907	3	1	1	7	7	4	1	4	4	NA	NA
2	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	1	0.766666666604579	2	1	3	6	6	4	5	3	2	NA	NA
3	2	2.98333333339542	3	2	4	5	5	2	5	3	2	NA	NA
3	3	4.81666666688398	4	3	4	6	6	3	4	2	2	NA	NA
3	4	5.60000000009313	3	1	1	6	6	2	5	2	2	NA	NA
3	5	7.54999999981374	2	1	2	6	6	2	6	2	2	NA	NA
3	6	9.31666666688398	2	1	1	6	6	2	3	2	2	NA	NA
3	7	10.9166666665114	2	1	1	6	6	4	5	2	2	NA	NA
3	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	15	25.5166666666046	1	1	1	6	6	2	5	3	2	NA	NA
3	16	27.25	2	1	1	6	6	2	3	2	2	NA	NA
3	17	28.9166666665115	1	1	1	6	6	2	5	2	2	NA	NA
3	18	30.2833333332092	2	1	1	6	6	2	5	2	2	NA	NA
3	19	32.5333333332092	1	1	1	6	6	2	5	2	2	NA	NA
3	20	34	3	1	1	6	6	2	5	2	2	NA	NA
3	21	35.9666666667908	2	1	1	6	6	2	5	2	2	NA	NA
3	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	29	49.683333333116	1	1	1	6	6	2	4	2	2	NA	NA
3	30	50.6333333333023	2	1	1	6	6	2	4	2	2	NA	NA
3	31	52.2000000001863	2	1	1	6	6	2	4	2	2	NA	NA
3	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	33	55.7333333333954	1	1	1	6	6	2	2	3	3	NA	NA
3	34	57.5	2	1	1	6	6	2	3	3	2	NA	NA
3	35	58.5166666666046	2	1	1	6	6	2	3	2	2	NA	NA
3	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	43	73.6000000000931	1	1	1	6	6	2	5	2	2	NA	NA
3	44	74.9166666665115	3	1	1	6	6	2	4	2	2	NA	NA
3	45	76.5333333332092	3	1	2	6	7	2	5	2	2	NA	NA
3	46	78.6666666665115	2	1	2	6	6	2	5	2	2	NA	NA
3	47	80.2166666667909	3	1	2	6	6	2	6	2	2	NA	NA
3	48	81.75	2	1	2	6	6	2	5	2	2	NA	NA
3	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	57	97.4833333333954	2	3	3	6	6	2	4	2	2	NA	NA
3	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	59	100.583333333489	3	2	2	6	6	2	4	2	2	NA	NA
3	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	63	106.966666666791	2	2	3	6	6	2	5	2	2	NA	NA
3	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	71	120.350000000093	2	2	1	6	6	2	4	3	2	NA	NA
3	72	123.149999999907	3	2	1	6	6	2	4	2	2	NA	NA
3	73	124.649999999907	2	2	2	6	6	2	4	2	2	NA	NA
3	74	125.450000000186	4	2	2	6	6	2	4	2	2	NA	NA
3	75	128.383333333302	3	2	2	6	6	2	5	2	2	NA	NA
3	76	129.633333333302	4	2	2	6	6	2	5	2	2	NA	NA
3	77	131.799999999814	3	2	2	6	6	5	4	2	2	NA	NA
3	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	85	145.266666666605	3	2	1	6	6	2	4	2	2	NA	NA
3	86	146.350000000093	4	2	2	6	6	3	4	2	2	NA	NA
3	87	147.716666666791	2	1	1	6	6	2	4	2	2	NA	NA
3	88	150.600000000093	2	1	2	6	6	2	5	2	2	NA	NA
3	89	151.933333333116	2	2	2	6	6	2	4	2	2	NA	NA
3	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	2	3.01666666660458	3	1	4	6	7	5	6	2	1	NA	NA
4	3	4.18333333311602	2	1	5	4	5	3	4	5	1	NA	NA
4	4	6.04999999981374	1	1	1	4	4	4	4	1	1	NA	NA
4	5	7.11666666669771	1	1	1	6	7	5	5	1	1	NA	NA
4	6	9	4	1	1	5	5	4	5	2	1	NA	NA
4	7	11.1000000000931	4	1	1	5	5	4	5	1	1	NA	NA
4	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	15	25.7000000001863	2	2	4	5	6	4	4	1	1	NA	NA
4	16	27.1499999999069	3	2	1	5	5	1	3	4	1	NA	NA
4	17	29.0833333334886	2	2	2	5	5	2	7	4	1	NA	NA
4	18	29.933333333116	2	1	1	7	7	1	5	1	1	NA	NA
4	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	20	33.4500000001863	3	1	1	5	6	4	5	1	1	NA	NA
4	21	35.0166666666046	3	1	1	5	5	3	4	3	1	NA	NA
4	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	29	48.7333333333954	1	2	1	4	4	2	2	5	4	NA	NA
4	30	51.3500000000931	1	1	2	4	4	3	4	4	2	NA	NA
4	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	32	54.7666666666046	3	2	3	4	3	1	1	6	5	NA	NA
4	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	34	57.7000000001863	1	2	3	4	4	6	7	5	5	NA	NA
4	35	59.5333333332092	2	1	1	6	7	2	4	1	2	NA	NA
4	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	43	73.183333333116	1	1	1	4	6	4	4	4	4	NA	NA
4	44	74.816666666884	2	1	1	4	4	6	4	1	1	NA	NA
4	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	46	77.9666666667908	1	1	1	7	7	4	7	1	1	NA	NA
4	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	48	81.183333333116	2	1	2	6	7	4	4	1	1	NA	NA
4	49	82.6499999999069	1	1	2	5	5	4	5	1	1	NA	NA
4	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	57	96.3500000000931	2	1	1	7	7	3	6	1	1	NA	NA
4	58	98.8500000000931	3	2	1	6	6	3	4	2	3	NA	NA
4	59	100.25	3	1	1	5	6	4	4	3	4	NA	NA
4	60	101.766666666605	1	1	1	4	6	4	4	4	4	NA	NA
4	61	103.033333333209	2	1	1	3	5	4	4	3	2	NA	NA
4	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	63	107.916666666511	3	1	5	4	6	6	7	1	1	NA	NA
4	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	71	121.616666666698	3	4	5	3	4	7	7	1	1	NA	NA
4	72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	73	124.333333333489	2	4	5	1	3	7	7	1	1	NA	NA
4	74	126.716666666791	2	4	5	1	5	7	7	1	1	NA	NA
4	75	127.399999999907	3	3	5	1	3	7	7	1	1	NA	NA
4	76	129.916666666511	4	2	5	3	6	6	6	1	1	NA	NA
4	77	130.533333333209	3	1	2	4	6	4	6	1	1	NA	NA
4	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	85	144.233333333395	4	2	1	5	6	5	6	1	1	NA	NA
4	86	146.450000000186	3	1	3	5	5	5	6	1	1	NA	NA
4	87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	88	149.283333333209	3	1	3	4	4	6	4	1	1	NA	NA
4	89	150.966666666791	3	1	5	4	4	6	5	1	1	NA	NA
4	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4	91	154.983333333395	2	2	5	1	3	7	7	1	1	NA	NA
