id	os	day	day_of_week	beep	survey_type	run_timestamp	submission_timestamp	well	discontent	state	tense	calm	placid	awake	energyless	rested	what	how	whom	n_people	too_much	work_fast	multitasking	hard_work	change_task	decide_task	schedule_task
S098	Android	3	Monday	3	work	2019-01-21T12:06:45Z	2019-01-21T12:18:31Z	6	4	4	4	6	4	7	1	6	ANALYSIS	PC	ALONE	0	7	7	7	7	4	6	7
S098	Android	3	Monday	5	work	2019-01-21T15:11:40Z	2019-01-21T15:25:08Z	5	3	6	2	7	7	7	1	6	OTHER	FACE2FACE	OVER,EXTERNAL	2	7	4	1	4	1	1	1
S098	Android	3	Monday	6	work	2019-01-21T16:35:49Z	2019-01-21T16:49:09Z	6	2	7	1	7	7	7	1	7	OTHER	PC	ALONE	0	6	6	5	5	3	7	7
S098	Android	3	Monday	7	work	2019-01-21T18:01:39Z	2019-01-21T18:16:45Z	6	4	5	4	7	7	7	1	6	DISSEMINATION	PC	ALONE	0	6	6	1	5	3	7	3
S099	Android	1	Wednesday	1	baseline	2019-01-16T09:17:24Z	2019-01-16T09:51:25Z	6	2	5	6	6	6	7	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S099	Android	1	Wednesday	5	work	2019-01-16T14:56:53Z	2019-01-16T15:00:24Z	6	3	5	4	5	5	4	3	5	ADMINISTRATIVE	PC	OVER	1	5	5	NA	NA	NA	NA	NA
S099	Android	2	Friday	1	baseline	2019-01-18T09:16:53Z	2019-01-18T10:13:36Z	5	2	5	3	5	6	5	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S099	Android	3	Monday	3	work	2019-01-21T11:50:05Z	2019-01-21T11:52:00Z	6	3	6	2	6	6	5	3	5	ADMINISTRATIVE	PC	OVER	1	6	5	5	5	3	3	5
S099	Android	3	Monday	4	work	2019-01-21T13:20:47Z	2019-01-21T13:31:58Z	5	3	5	3	5	4	3	3	4	ADMINISTRATIVE	PC	OVER	3	5	5	5	5	NA	NA	NA
S099	Android	3	Monday	7	work	2019-01-21T17:58:21Z	2019-01-21T18:00:20Z	6	3	6	4	5	5	3	3	3	ADMINISTRATIVE	OTHER	OVER	1	5	3	NA	NA	NA	NA	NA
S100	iOS	1	Monday	1	baseline	2019-06-24T09:15:12Z	2019-06-24T09:16:43Z	2	5	3	6	5	3	3	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100	iOS	1	Monday	2	work	2019-06-24T10:38:20Z	2019-06-24T10:40:02Z	4	5	3	5	4	4	5	6	4	ACQUISITION	PC	COLL	0	4	2	3	3	2	4	4
S100	iOS	1	Monday	3	work	2019-06-24T12:09:27Z	2019-06-24T12:10:28Z	5	4	4	4	4	5	4	4	3	ACQUISITION	PC	COLL	0	4	4	4	2	3	3	3
S100	iOS	1	Monday	5	work	2019-06-24T14:57:29Z	2019-06-24T14:58:20Z	6	6	2	3	5	3	3	6	3	ACQUISITION	PC	COLL	0	3	3	4	4	4	3	3
S100	iOS	1	Monday	6	work	2019-06-24T16:30:14Z	2019-06-24T16:31:02Z	6	3	5	3	6	5	5	5	3	ACQUISITION	PC	COLL,OVER	0	2	2	1	2	4	6	5
S100	iOS	2	Wednesday	1	baseline	2019-06-26T09:15:08Z	2019-06-26T09:16:00Z	2	5	2	6	3	3	6	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100	iOS	2	Wednesday	2	work	2019-06-26T10:33:45Z	2019-06-26T10:34:50Z	4	6	3	4	4	3	3	6	4	ACQUISITION	PC	COLL	5	4	4	4	3	3	4	3
S100	iOS	2	Wednesday	3	work	2019-06-26T12:08:38Z	2019-06-26T12:09:21Z	4	6	2	6	3	3	2	5	3	OTHER	PAPER	ALONE	0	4	3	5	3	3	4	4
S100	iOS	2	Wednesday	4	work	2019-06-26T13:37:34Z	2019-06-26T13:38:07Z	4	4	4	5	3	3	4	4	4	OTHER	PC	OVER	2	4	3	4	3	3	3	3
S100	iOS	3	Friday	2	work	2019-06-28T10:26:33Z	2019-06-28T10:27:38Z	5	3	5	2	6	5	6	3	6	ACQUISITION	PC	COLL	5	4	5	4	5	5	4	4
S100	iOS	3	Friday	3	work	2019-06-28T12:04:51Z	2019-06-28T12:05:30Z	4	6	3	6	2	3	2	2	4	ACQUISITION	PC	COLL	5	5	3	3	3	6	3	3
S100	iOS	3	Friday	5	work	2019-06-28T15:03:33Z	2019-06-28T15:04:14Z	2	7	1	7	1	1	1	7	1	OTHER	OTHER	ALONE	0	2	2	1	2	2	2	2
S100	iOS	3	Friday	6	work	2019-06-28T16:36:15Z	2019-06-28T16:37:01Z	1	7	2	7	1	2	1	7	1	BREAK	OTHER	ALONE	0	1	2	2	2	2	1	2
S101	iOS	1	Monday	1	baseline	2019-06-24T09:15:10Z	2019-06-24T09:16:45Z	6	3	3	2	5	3	5	6	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S101	iOS	1	Monday	2	work	2019-06-24T10:32:49Z	2019-06-24T10:34:44Z	4	5	4	5	4	5	3	5	5	ACQUISITION	PC	COLL	1	4	2	5	3	3	6	5
S101	iOS	1	Monday	3	work	2019-06-24T12:01:18Z	2019-06-24T12:02:51Z	5	6	5	4	4	4	5	5	4	ACQUISITION	FACE2FACE	ALONE	1	5	5	5	5	5	NA	NA
S101	iOS	1	Monday	5	work	2019-06-24T15:14:30Z	2019-06-24T15:16:48Z	4	5	4	5	4	4	5	3	4	ADMINISTRATIVE	PC	ALONE	0	5	5	NA	NA	NA	NA	NA
S101	iOS	2	Wednesday	1	baseline	2019-06-26T09:15:08Z	2019-06-26T09:16:01Z	6	5	3	5	3	3	5	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S101	iOS	2	Wednesday	2	work	2019-06-26T10:32:24Z	2019-06-26T10:33:40Z	5	3	4	5	3	3	5	3	3	ACQUISITION	FACE2FACE	ALONE	1	4	4	7	6	NA	NA	NA
S101	iOS	2	Wednesday	4	work	2019-06-26T13:30:50Z	2019-06-26T13:31:41Z	4	4	4	4	5	2	4	7	3	ACQUISITION	FACE2FACE,PC	ALONE	1	4	4	3	4	NA	NA	NA
S101	iOS	2	Wednesday	6	work	2019-06-26T16:39:40Z	2019-06-26T16:41:03Z	3	5	4	5	3	2	3	6	2	OTHER	PAPER	ALONE	1	5	4	7	5	3	5	5
S101	iOS	2	Wednesday	7	work	2019-06-26T17:50:48Z	2019-06-26T17:51:56Z	4	4	4	5	4	4	5	4	4	ADMINISTRATIVE	PC	ALONE	0	5	5	5	5	3	5	5
S101	iOS	3	Friday	2	work	2019-06-28T10:21:30Z	2019-06-28T10:22:53Z	4	4	6	4	4	4	4	4	4	ADMINISTRATIVE	PC	ALONE	0	4	4	5	4	NA	NA	NA
S101	iOS	3	Friday	4	work	2019-06-28T13:39:40Z	2019-06-28T13:40:52Z	5	4	7	4	4	6	5	4	5	ACQUISITION	FACE2FACE	OTHER	1	5	5	5	4	4	5	6
S101	iOS	3	Friday	5	work	2019-06-28T15:06:52Z	2019-06-28T15:07:39Z	5	4	4	5	4	4	4	4	4	ACQUISITION	FACE2FACE	OTHER	1	4	4	4	4	4	4	NA
S102	Android	1	Friday	1	baseline	2019-01-18T09:20:55Z	2019-01-18T09:22:57Z	6	2	6	2	6	6	6	2	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S102	Android	1	Friday	3	work	2019-01-18T12:05:14Z	2019-01-18T12:17:52Z	6	2	6	2	6	6	6	2	6	OTHER	FACE2FACE	COLL	3	4	5	4	5	1	6	6
S102	Android	1	Friday	6	work	2019-01-18T16:35:52Z	2019-01-18T16:37:32Z	6	2	6	2	6	6	6	3	5	OTHER	FACE2FACE	COLL	3	4	4	4	4	1	4	5
S102	Android	1	Friday	7	work	2019-01-18T18:26:46Z	2019-01-18T18:28:33Z	6	2	6	2	6	6	6	2	5	OTHER	FACE2FACE	COLL	2	5	4	3	4	2	6	6
S102	Android	2	Monday	2	work	2019-01-21T10:48:47Z	2019-01-21T10:50:25Z	6	2	5	2	6	5	6	2	6	OTHER	FACE2FACE	COLL	3	6	6	4	4	2	4	3
S102	Android	2	Monday	4	work	2019-01-21T13:38:29Z	2019-01-21T13:39:39Z	6	2	6	2	6	6	6	2	5	OTHER	FACE2FACE	COLL	3	6	6	NA	NA	NA	NA	NA
S102	Android	2	Monday	7	work	2019-01-21T18:02:45Z	2019-01-21T18:04:21Z	5	4	5	5	5	5	5	5	5	OTHER	FACE2FACE	COLL	2	6	7	5	6	4	5	5
S103	Android	1	Friday	2	work	2019-06-14T10:38:04Z	2019-06-14T11:01:04Z	7	2	7	1	7	7	5	3	4	ADMINISTRATIVE	PC	ALONE	5	3	1	1	2	7	7	4
S103	Android	1	Friday	4	work	2019-06-14T13:35:02Z	2019-06-14T13:39:54Z	7	2	7	5	7	6	6	3	6	ADMINISTRATIVE	PAPER	ALONE	5	5	4	7	4	7	6	7
S103	Android	1	Friday	5	work	2019-06-14T15:07:38Z	2019-06-14T15:10:14Z	6	2	6	6	7	6	3	4	3	OTHER	PC	ALONE	4	3	1	1	1	7	7	7
S103	Android	1	Friday	6	work	2019-06-14T16:27:45Z	2019-06-14T16:31:59Z	5	2	6	2	6	6	4	4	4	NETWORKING	PC,SMARTPHONE	CUSTOMER	5	2	2	2	2	2	3	2
S103	Android	2	Monday	2	work	2019-06-17T10:33:05Z	2019-06-17T10:42:14Z	7	2	6	3	6	6	6	2	6	ADMINISTRATIVE	PC,PAPER	ALONE	8	5	6	6	5	1	4	4
S103	Android	2	Monday	3	work	2019-06-17T11:52:16Z	2019-06-17T12:06:25Z	6	2	6	2	6	7	6	3	6	ADMINISTRATIVE	PC	ALONE	8	4	6	2	4	2	2	4
S103	Android	2	Monday	5	work	2019-06-17T14:55:43Z	2019-06-17T15:07:39Z	6	3	6	1	6	7	4	4	5	OTHER	PC	ALONE	5	3	5	5	2	1	1	3
S103	Android	2	Monday	6	work	2019-06-17T16:36:31Z	2019-06-17T17:14:04Z	4	3	7	3	6	6	4	4	3	OTHER	PC	ALONE	8	3	3	4	2	5	2	2
S103	Android	3	Wednesday	1	baseline	2019-06-19T09:15:00Z	2019-06-19T09:28:56Z	5	3	6	4	6	6	5	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S103	Android	3	Wednesday	2	work	2019-06-19T10:38:54Z	2019-06-19T10:47:53Z	6	3	6	2	6	6	6	3	5	OTHER	PC	ALONE	10	4	4	4	4	2	2	2
S103	Android	3	Wednesday	3	work	2019-06-19T12:02:33Z	2019-06-19T12:04:41Z	6	2	6	2	6	6	6	4	5	ACQUISITION	PAPER,PC	ALONE	10	4	2	3	3	6	6	6
S103	Android	3	Wednesday	4	work	2019-06-19T13:26:43Z	2019-06-19T13:36:41Z	6	3	5	3	6	6	6	4	4	BREAK,ACQUISITION	PC	OVER	8	4	2	3	2	6	3	6
S103	Android	3	Wednesday	5	work	2019-06-19T15:08:27Z	2019-06-19T15:16:13Z	5	3	4	4	6	7	4	5	5	OTHER	PC,PHONE	ALONE	8	2	2	4	2	7	6	4
S103	Android	3	Wednesday	7	work	2019-06-19T17:55:04Z	2019-06-19T18:07:26Z	5	4	6	2	6	6	4	4	3	NETWORKING,OTHER	PC	OVER	10	5	7	3	3	1	1	1
S104	iOS	1	Friday	1	baseline	2019-03-15T09:15:03Z	2019-03-15T09:16:54Z	7	1	6	2	7	7	6	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S104	iOS	1	Friday	3	work	2019-03-15T12:08:22Z	2019-03-15T12:10:27Z	7	5	6	6	6	6	7	2	6	ADMINISTRATIVE	PC	ALONE	2	6	5	4	4	3	2	2
S104	iOS	1	Friday	4	work	2019-03-15T13:45:59Z	2019-03-15T13:47:20Z	6	2	7	2	6	7	5	3	5	ADMINISTRATIVE	PC	ALONE	0	5	3	4	4	6	5	6
S104	iOS	1	Friday	6	work	2019-03-15T16:38:41Z	2019-03-15T16:40:02Z	6	2	7	2	5	6	4	4	4	ADMINISTRATIVE	PC	OVER	3	5	5	5	5	2	2	3
S104	iOS	2	Monday	1	baseline	2019-03-18T09:15:27Z	2019-03-18T09:17:06Z	7	1	7	1	7	7	7	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S104	iOS	2	Monday	3	work	2019-03-18T11:59:16Z	2019-03-18T12:00:28Z	7	1	7	1	7	7	7	1	7	ADMINISTRATIVE	PC	ALONE	3	5	6	3	6	4	3	4
S104	iOS	2	Monday	5	work	2019-03-18T14:53:14Z	2019-03-18T14:54:48Z	6	2	7	2	7	6	6	1	5	ADMINISTRATIVE	PC	ALONE	0	5	6	4	4	6	4	4
S104	iOS	2	Monday	7	work	2019-03-18T17:52:45Z	2019-03-18T17:54:10Z	7	1	7	1	7	7	7	6	5	ADMINISTRATIVE	PC	OVER	3	5	6	3	6	2	2	2
S104	iOS	3	Wednesday	1	baseline	2019-03-20T09:15:43Z	2019-03-20T09:17:25Z	7	1	7	1	7	7	7	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S104	iOS	3	Wednesday	2	work	2019-03-20T10:39:37Z	2019-03-20T10:40:44Z	7	1	7	1	6	6	7	1	7	ADMINISTRATIVE	PC	OVER	3	5	5	4	5	3	4	4
S104	iOS	3	Wednesday	3	work	2019-03-20T11:55:27Z	2019-03-20T11:56:47Z	7	1	7	1	7	7	7	1	7	ADMINISTRATIVE	PC	ALONE	3	5	5	3	5	2	4	4
S104	iOS	3	Wednesday	4	work	2019-03-20T13:27:11Z	2019-03-20T13:29:09Z	7	1	7	1	7	7	7	1	7	ADMINISTRATIVE	PC	ALONE	0	5	5	2	5	4	6	6
S104	iOS	3	Wednesday	5	work	2019-03-20T15:04:05Z	2019-03-20T15:05:07Z	7	1	7	1	7	7	7	1	6	ADMINISTRATIVE	PC	ALONE	2	4	4	2	4	3	3	3
S104	iOS	3	Wednesday	6	work	2019-03-20T16:41:47Z	2019-03-20T16:44:19Z	7	1	7	1	7	7	7	1	7	ADMINISTRATIVE	PC	OVER	1	4	5	2	5	2	2	3
S104	iOS	3	Wednesday	7	work	2019-03-20T18:03:09Z	2019-03-20T18:04:11Z	7	1	7	1	7	7	7	1	7	ADMINISTRATIVE	PC	ALONE	2	3	3	3	3	4	4	3
S105	Android	1	Monday	3	work	2019-02-11T12:01:44Z	2019-02-11T12:15:54Z	4	5	4	4	4	3	4	4	4	NETWORKING	FACE2FACE	COLL,OVER,UNDER	15	2	1	1	2	1	4	1
S105	Android	1	Monday	4	work	2019-02-11T13:37:21Z	2019-02-11T13:40:18Z	5	5	5	5	4	5	5	5	5	ANALYSIS	PC	ALONE	0	5	2	2	5	6	7	7
S105	Android	1	Monday	5	work	2019-02-11T15:03:57Z	2019-02-11T15:05:50Z	5	4	4	5	4	4	4	4	3	ANALYSIS	PC	ALONE	0	4	3	2	6	6	7	7
S105	Android	1	Monday	7	work	2019-02-11T18:03:57Z	2019-02-11T18:06:53Z	4	4	4	5	3	4	3	7	1	ANALYSIS	PC	ALONE	0	4	4	2	5	7	7	7
S105	Android	2	Wednesday	4	work	2019-02-13T13:23:55Z	2019-02-13T13:38:42Z	6	2	6	3	3	5	4	3	4	ADMINISTRATIVE	PC	ALONE	0	5	5	5	3	7	7	7
S105	Android	2	Wednesday	5	work	2019-02-13T15:03:55Z	2019-02-13T15:06:26Z	6	3	6	5	4	5	4	3	4	ADMINISTRATIVE	PC	ALONE	0	6	4	4	6	7	2	6
S105	Android	2	Wednesday	6	work	2019-02-13T16:34:56Z	2019-02-13T16:38:48Z	5	4	5	3	4	5	4	5	4	ADMINISTRATIVE	PC	ALONE	0	6	4	2	7	7	2	7
S105	Android	2	Wednesday	7	work	2019-02-13T18:03:50Z	2019-02-13T18:06:18Z	6	3	5	6	4	4	5	4	3	ADMINISTRATIVE	PC	ALONE	0	6	5	5	5	3	5	7
S105	Android	3	Friday	3	work	2019-02-22T12:08:42Z	2019-02-22T12:19:02Z	5	3	5	6	3	4	6	3	4	NETWORKING,ADMINISTRATIVE	FACE2FACE,PC	COLL,ALONE	5	7	6	6	5	3	4	5
S105	Android	3	Friday	4	work	2019-02-22T13:26:08Z	2019-02-22T13:34:11Z	6	3	5	4	3	5	4	4	3	ANALYSIS,NETWORKING,ADMINISTRATIVE	FACE2FACE,PC	ALONE,COLL	3	4	4	5	4	6	6	5
S105	Android	3	Friday	5	work	2019-02-22T15:02:32Z	2019-02-22T15:11:07Z	6	3	5	3	5	5	3	4	5	ANALYSIS,ADMINISTRATIVE	PC	ALONE	5	5	3	4	3	6	6	6
S105	Android	3	Friday	6	work	2019-02-22T16:36:10Z	2019-02-22T16:38:11Z	4	3	5	5	4	4	2	6	2	ANALYSIS	PC	ALONE	0	5	2	2	6	7	6	6
S106	iOS	1	Wednesday	4	work	2019-04-10T13:55:29Z	2019-04-10T13:58:39Z	5	3	4	7	2	1	7	2	4	ANALYSIS,ACQUISITION,DISSEMINATION	FACE2FACE,PAPER	COLL,UNDER	6	7	7	7	7	6	5	3
S106	iOS	1	Wednesday	5	work	2019-04-10T15:09:23Z	2019-04-10T15:11:32Z	6	4	6	5	6	6	6	4	4	ANALYSIS	FACE2FACE,PAPER,PC	ALONE	4	5	5	5	7	6	6	6
S106	iOS	1	Wednesday	6	work	2019-04-10T16:35:00Z	2019-04-10T16:36:37Z	6	4	4	6	4	3	4	4	3	ANALYSIS,AUTHORING,DISSEMINATION,OTHER	PC,FACE2FACE,PHONE,PAPER	COLL,OVER,FAMILY	3	7	7	6	7	6	4	3
S106	iOS	1	Wednesday	7	work	2019-04-10T17:55:07Z	2019-04-10T17:55:55Z	5	5	5	5	6	6	5	4	4	ACQUISITION,DISSEMINATION,ADMINISTRATIVE	FACE2FACE,PC,PAPER	COLL,OVER,UNDER	3	5	4	6	3	6	4	6
S106	iOS	2	Friday	3	work	2019-04-12T12:03:32Z	2019-04-12T12:04:51Z	5	5	5	4	3	4	5	6	5	ACQUISITION,ANALYSIS,ADMINISTRATIVE	PHONE,FACE2FACE,PC	OVER,UNDER,EXTERNAL	2	6	4	5	4	5	5	4
S106	iOS	2	Friday	6	work	2019-04-12T16:35:29Z	2019-04-12T16:36:08Z	5	5	5	5	6	3	5	6	4	ACQUISITION,ANALYSIS,DISSEMINATION,ADMINISTRATIVE	PC,FACE2FACE,PHONE	COLL,OVER	6	4	4	5	3	5	6	5
S106	iOS	3	Monday	4	work	2019-04-15T13:21:06Z	2019-04-15T13:22:12Z	6	5	3	5	4	6	4	6	6	ACQUISITION,ANALYSIS,DISSEMINATION	FACE2FACE,PC,PHONE	COLL,OVER	5	5	5	4	6	3	6	4
S107	iOS	1	Monday	1	baseline	2019-10-21T09:18:55Z	2019-10-21T09:20:11Z	5	4	4	4	5	5	5	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S108	iOS	1	Friday	2	work	2019-01-25T10:21:30Z	2019-01-25T10:39:11Z	7	2	4	5	5	6	6	2	7	ADMINISTRATIVE	FACE2FACE	COLL	2	7	7	7	6	1	4	1
S108	iOS	1	Friday	3	work	2019-01-25T12:07:13Z	2019-01-25T12:09:19Z	5	5	6	5	3	4	6	4	5	DISSEMINATION	FACE2FACE	OVER	20	4	2	2	2	1	6	6
S108	iOS	1	Friday	6	work	2019-01-25T16:32:26Z	2019-01-25T16:34:35Z	7	3	5	1	5	4	4	3	4	BREAK,ANALYSIS	FACE2FACE	OVER	30	2	2	2	2	1	6	7
S108	iOS	1	Friday	7	work	2019-01-25T18:05:48Z	2019-01-25T18:08:11Z	7	1	6	1	7	6	7	2	6	OTHER	OTHER	FAMILY	2	1	1	1	1	7	7	7
S108	iOS	2	Monday	4	work	2019-01-28T13:20:17Z	2019-01-28T13:21:46Z	7	4	5	7	1	1	7	1	2	ACQUISITION	PC	ALONE	0	7	7	6	7	1	4	6
S108	iOS	2	Monday	6	work	2019-01-28T16:23:00Z	2019-01-28T16:24:54Z	6	3	5	2	7	5	3	6	3	NETWORKING	PHONE	COLL	1	5	3	2	2	6	6	6
S108	iOS	2	Monday	7	work	2019-01-28T18:04:43Z	2019-01-28T18:06:46Z	7	3	4	2	6	6	2	7	2	OTHER	FACE2FACE	COLL	1	1	2	2	2	4	4	4
S108	iOS	3	Wednesday	4	work	2019-01-30T13:33:22Z	2019-01-30T13:35:28Z	7	2	7	2	7	7	7	2	7	NETWORKING	FACE2FACE	OVER	2	4	4	4	4	4	4	4
S108	iOS	3	Wednesday	5	work	2019-01-30T15:08:36Z	2019-01-30T15:28:27Z	7	3	7	2	6	6	3	5	2	OTHER	OTHER	ALONE	0	3	2	2	2	6	6	6
S108	iOS	3	Wednesday	7	work	2019-01-30T17:58:13Z	2019-01-30T17:59:33Z	7	2	5	2	7	6	2	6	2	ADMINISTRATIVE	PC,PHONE	COLL	1	5	5	6	5	5	6	5
S109	Android	1	Monday	1	baseline	2019-11-04T09:15:00Z	2019-11-04T09:16:45Z	6	3	6	5	2	7	3	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S109	Android	1	Monday	2	work	2019-11-04T10:21:06Z	2019-11-04T10:41:05Z	6	5	5	2	1	7	6	2	6	ADMINISTRATIVE	PC	ALONE	1	4	2	1	2	6	6	6
S109	Android	1	Monday	3	work	2019-11-04T11:51:52Z	2019-11-04T12:05:34Z	6	3	6	2	7	6	6	2	6	ADMINISTRATIVE	PC,PAPER	ALONE	1	2	2	2	2	6	6	6
S109	Android	1	Monday	4	work	2019-11-04T13:21:18Z	2019-11-04T13:31:42Z	7	3	6	1	6	6	6	4	6	BREAK,ADMINISTRATIVE	PAPER	ALONE	1	2	2	2	2	6	5	6
S109	Android	1	Monday	5	work	2019-11-04T14:53:29Z	2019-11-04T15:13:33Z	7	2	6	2	6	6	6	2	6	ANALYSIS	PC	ALONE	1	5	5	3	2	6	7	6
S109	Android	1	Monday	6	work	2019-11-04T16:25:06Z	2019-11-04T16:28:01Z	6	2	6	2	6	6	6	4	4	ACQUISITION	PC,PAPER	ALONE	2	5	5	5	6	6	7	6
S109	Android	1	Monday	7	work	2019-11-04T17:50:53Z	2019-11-04T17:52:53Z	6	2	6	2	6	6	5	2	5	NETWORKING	PC	ALONE	3	6	6	7	6	4	6	4
S109	Android	2	Wednesday	1	baseline	2019-11-06T09:15:00Z	2019-11-06T09:25:03Z	6	2	5	2	6	6	6	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S109	Android	2	Wednesday	6	work	2019-11-06T16:31:20Z	2019-11-06T16:33:15Z	4	6	2	6	6	3	2	6	1	OTHER	OTHER	UNDER	1	7	6	6	6	1	1	2
S109	Android	2	Wednesday	7	work	2019-11-06T17:51:21Z	2019-11-06T17:52:37Z	1	6	1	7	4	3	1	7	1	OTHER	OTHER	UNDER	1	7	7	7	7	1	2	7
S109	Android	3	Friday	1	baseline	2019-11-08T09:15:00Z	2019-11-08T09:31:05Z	5	1	5	3	6	6	7	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S109	Android	3	Friday	5	work	2019-11-08T15:02:26Z	2019-11-08T15:19:52Z	5	1	6	2	6	6	6	3	6	DISSEMINATION	FACE2FACE	UNDER	1	7	7	7	7	1	6	2
S109	Android	3	Friday	6	work	2019-11-08T16:23:50Z	2019-11-08T16:25:52Z	6	1	7	1	7	7	7	1	7	ACQUISITION	FACE2FACE	COLL,OVER	20	2	2	2	2	2	2	1
S110	Android	1	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:40:17Z	5	4	3	4	5	3	6	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S110	Android	1	Friday	3	work	2019-01-18T11:54:25Z	2019-01-18T12:01:11Z	3	3	4	4	5	3	2	4	2	ACQUISITION	FACE2FACE	COLL,OVER	3	4	2	6	4	1	2	2
S110	Android	1	Friday	5	work	2019-01-18T15:02:55Z	2019-01-18T15:10:26Z	5	3	3	3	4	5	3	4	2	OTHER	FACE2FACE	OTHER	2	3	5	5	3	2	2	2
S110	Android	2	Monday	1	baseline	2019-01-28T09:15:01Z	2019-01-28T09:26:10Z	4	3	4	4	6	4	4	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S110	Android	2	Monday	3	work	2019-01-28T11:58:12Z	2019-01-28T12:49:32Z	3	3	3	3	3	3	4	3	4	ADMINISTRATIVE,OTHER	FACE2FACE,PAPER,OTHER	ALONE	1	3	5	6	3	6	6	1
S111	iOS	1	Wednesday	1	baseline	2019-03-27T09:59:55Z	2019-03-27T10:03:25Z	6	1	7	5	7	7	5	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S111	iOS	1	Wednesday	2	work	2019-03-27T10:28:59Z	2019-03-27T10:31:26Z	5	5	7	5	7	5	5	5	5	ADMINISTRATIVE	PAPER	ALONE	0	7	3	7	4	3	1	7
S111	iOS	1	Wednesday	4	work	2019-03-27T13:41:02Z	2019-03-27T13:42:31Z	3	5	2	5	3	4	5	4	5	ADMINISTRATIVE	PAPER	ALONE	0	7	5	7	4	5	5	6
S111	iOS	1	Wednesday	5	work	2019-03-27T15:14:20Z	2019-03-27T15:17:36Z	4	4	1	6	4	4	5	4	5	ADMINISTRATIVE	PAPER	ALONE	0	5	4	6	4	3	5	5
S111	iOS	1	Wednesday	7	work	2019-03-27T18:06:07Z	2019-03-27T18:07:47Z	4	4	4	4	4	4	1	7	1	ADMINISTRATIVE	PC	ALONE	0	7	7	7	6	1	1	4
S111	iOS	2	Monday	1	baseline	2019-04-01T09:54:27Z	2019-04-01T09:55:52Z	3	4	1	7	1	1	7	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S111	iOS	2	Monday	6	work	2019-04-01T16:29:51Z	2019-04-01T16:31:17Z	5	5	4	5	7	7	1	7	1	DISSEMINATION	PC	ALONE	0	7	4	4	4	1	1	4
S111	iOS	2	Monday	7	work	2019-04-01T18:06:44Z	2019-04-01T18:08:35Z	4	4	4	4	4	4	1	7	1	ADMINISTRATIVE	PC	ALONE	0	7	3	7	6	1	1	1
S111	iOS	3	Friday	1	baseline	2019-04-12T09:26:29Z	2019-04-12T09:27:33Z	5	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S111	iOS	3	Friday	2	work	2019-04-12T10:31:46Z	2019-04-12T10:34:24Z	5	4	4	4	5	4	4	4	4	ADMINISTRATIVE	PC	ALONE	0	3	3	7	4	3	2	2
S111	iOS	3	Friday	5	work	2019-04-12T15:09:51Z	2019-04-12T15:11:04Z	4	4	4	5	4	4	5	5	2	OTHER	FACE2FACE	COLL	1	6	3	5	3	1	1	6
S111	iOS	3	Friday	7	work	2019-04-12T17:51:04Z	2019-04-12T17:52:26Z	7	3	4	7	7	7	1	7	1	DISSEMINATION	PC	ALONE	0	7	6	6	6	1	4	4
S112	Android	1	Friday	1	baseline	2019-07-05T09:15:00Z	2019-07-05T09:23:54Z	3	5	3	5	2	2	1	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S112	Android	1	Friday	5	work	2019-07-05T15:03:34Z	2019-07-08T09:18:22Z	4	4	5	5	6	6	4	3	6	ACQUISITION	PAPER,PC	ALONE	1	3	2	3	1	NA	NA	NA
S112	Android	2	Monday	1	baseline	2019-07-08T09:15:00Z	2019-07-08T10:16:15Z	5	4	6	3	5	5	5	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S112	Android	3	Wednesday	7	work	2019-07-17T18:05:57Z	2019-07-17T18:16:30Z	6	1	7	2	7	6	6	1	7	ACQUISITION	FACE2FACE,PC	ALONE	0	4	4	4	4	4	4	4
