id	os	day	day_of_week	beep	survey_type	run_timestamp	submission_timestamp	well	discontent	state	tense	calm	placid	awake	energyless	rested	what	how	whom	n_people	too_much	work_fast	multitasking	hard_work	change_task	decide_task	schedule_task
S037	Android	3	Friday	6	work	2018-11-16T16:31:12Z	2018-11-16T16:32:56Z	6	4	5	2	5	5	3	5	3	ADMINISTRATIVE	PC,SMARTPHONE	ALONE	0	5	6	4	5	2	2	2
S037	Android	3	Friday	7	work	2018-11-16T18:01:15Z	2018-11-16T18:03:03Z	5	5	5	5	3	3	3	4	3	ACQUISITION	SMARTPHONE	ALONE	1	2	2	5	2	5	5	5
S038	Android	1	Friday	1	baseline	2019-07-05T09:19:28Z	2019-07-05T09:37:47Z	5	3	5	3	5	5	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S038	Android	1	Friday	2	work	2019-07-05T10:38:44Z	2019-07-05T10:43:59Z	4	3	5	3	5	5	4	4	4	ANALYSIS,NETWORKING	PC	COLL,OVER,CUSTOMER,EXTERNAL	5	4	3	5	3	3	4	5
S038	Android	1	Friday	3	work	2019-07-05T11:54:55Z	2019-07-05T11:57:00Z	4	5	4	4	4	4	5	4	5	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	4	5	5	4	4	5
S038	Android	1	Friday	4	work	2019-07-05T13:32:29Z	2019-07-05T13:34:08Z	4	4	4	4	4	4	4	4	5	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,EXTERNAL,CUSTOMER	7	5	4	5	5	4	5	5
S038	Android	1	Friday	5	work	2019-07-05T14:58:24Z	2019-07-05T15:05:56Z	5	5	5	5	5	5	5	4	4	BREAK	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	6	5	6	5	4	5	5
S038	Android	1	Friday	6	work	2019-07-05T16:39:31Z	2019-07-05T16:51:30Z	5	2	5	2	5	5	4	4	3	BREAK	PC	COLL,OVER,EXTERNAL,CUSTOMER	4	5	4	5	5	4	5	5
S038	Android	1	Friday	7	work	2019-07-05T17:52:40Z	2019-07-05T17:54:20Z	5	4	4	5	4	4	4	4	4	BREAK	PHONE,PC	COLL,OVER,CUSTOMER,EXTERNAL	5	5	5	5	4	4	5	5
S038	Android	2	Monday	1	baseline	2019-07-08T09:23:42Z	2019-07-08T10:04:08Z	3	4	3	3	4	4	3	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S038	Android	2	Monday	2	work	2019-07-08T10:38:39Z	2019-07-08T10:47:12Z	4	4	4	4	4	4	4	4	4	NETWORKING,ADMINISTRATIVE,ANALYSIS	PC	COLL,OVER,CUSTOMER,EXTERNAL	4	5	4	5	4	4	5	5
S038	Android	2	Monday	3	work	2019-07-08T12:07:09Z	2019-07-08T12:10:57Z	5	3	4	4	5	5	4	4	4	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	5	5	5	4	5	5
S038	Android	2	Monday	4	work	2019-07-08T13:35:19Z	2019-07-08T13:41:42Z	4	4	5	4	5	4	4	4	4	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	5	5	5	5	5	5
S038	Android	2	Monday	5	work	2019-07-08T14:58:17Z	2019-07-08T14:59:39Z	5	3	4	3	5	5	5	4	4	BREAK	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	5	5	5	4	5	5
S038	Android	2	Monday	6	work	2019-07-08T16:27:19Z	2019-07-08T16:28:09Z	5	4	4	3	4	4	4	4	4	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,EXTERNAL,CUSTOMER	6	6	6	6	6	4	5	5
S038	Android	2	Monday	7	work	2019-07-08T18:03:47Z	2019-07-08T18:17:33Z	5	3	5	3	5	5	4	4	4	ACQUISITION,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	4	5	5	4	5	5
S038	Android	3	Wednesday	1	baseline	2019-07-10T09:20:57Z	2019-07-10T10:06:45Z	5	3	4	3	5	5	3	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S038	Android	3	Wednesday	2	work	2019-07-10T10:50:33Z	2019-07-10T10:52:30Z	4	3	4	4	4	5	4	4	4	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,CUSTOMER,EXTERNAL	6	5	5	5	5	4	5	5
S038	Android	3	Wednesday	3	work	2019-07-10T12:12:21Z	2019-07-10T12:14:31Z	4	4	4	4	5	5	4	4	4	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,EXTERNAL,CUSTOMER	6	5	5	5	5	4	5	5
S038	Android	3	Wednesday	4	work	2019-07-10T13:42:05Z	2019-07-10T13:47:08Z	4	4	4	4	4	4	4	5	4	NETWORKING,ADMINISTRATIVE,ANALYSIS	PC	COLL,OVER,CUSTOMER	6	5	5	5	6	4	5	5
S038	Android	3	Wednesday	5	work	2019-07-10T14:56:31Z	2019-07-10T14:57:45Z	4	4	4	4	5	5	4	5	4	BREAK,ADMINISTRATIVE,ANALYSIS,NETWORKING	PC	COLL,OVER,EXTERNAL,CUSTOMER	9	5	5	5	5	4	5	5
S038	Android	3	Wednesday	6	work	2019-07-10T16:20:03Z	2019-07-10T16:21:42Z	4	4	4	4	4	4	4	4	3	ANALYSIS,NETWORKING,ADMINISTRATIVE	PC	COLL,OVER,EXTERNAL,CUSTOMER	5	5	5	5	5	4	4	5
S038	Android	3	Wednesday	7	work	2019-07-10T18:06:17Z	2019-07-10T18:09:46Z	6	3	6	6	7	6	5	2	5	NETWORKING,ADMINISTRATIVE,DISSEMINATION,AUTHORING,ANALYSIS,ACQUISITION,BREAK,OTHER	PC,FACE2FACE	COLL,OVER,CUSTOMER,EXTERNAL	18	3	2	6	2	7	7	7
S039	Android	1	Wednesday	1	baseline	2019-06-26T09:15:01Z	2019-06-26T09:23:10Z	4	4	4	6	4	4	4	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S039	Android	1	Wednesday	3	work	2019-06-26T11:54:24Z	2019-06-26T11:58:34Z	4	5	4	4	4	4	6	4	3	OTHER	PC,PAPER	COLL	100	7	7	7	7	1	1	1
S039	Android	1	Wednesday	4	work	2019-06-26T13:33:52Z	2019-06-26T13:44:08Z	5	3	4	5	4	5	3	5	2	OTHER	PC,PAPER	COLL	100	6	6	6	7	1	2	2
S039	Android	1	Wednesday	5	work	2019-06-26T14:56:46Z	2019-06-26T15:04:06Z	5	5	4	3	5	5	4	4	4	OTHER	PC	COLL	100	6	6	6	6	1	1	1
S039	Android	1	Wednesday	6	work	2019-06-26T16:36:28Z	2019-06-26T16:40:13Z	6	4	4	2	5	5	5	3	5	BREAK	PC,OTHER	ALONE	0	2	2	4	3	6	5	5
S039	Android	1	Wednesday	7	work	2019-06-26T18:09:06Z	2019-06-26T18:21:51Z	5	4	4	3	5	4	5	3	4	OTHER	OTHER	FAMILY	1	4	2	2	2	7	7	7
S039	Android	2	Friday	1	baseline	2019-06-28T09:15:00Z	2019-06-28T09:17:13Z	6	3	5	4	4	5	5	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S039	Android	2	Friday	2	work	2019-06-28T10:25:24Z	2019-06-28T10:28:28Z	5	3	5	3	5	5	4	4	5	ACQUISITION	PC,PAPER	COLL	100	6	6	5	6	2	2	2
S039	Android	2	Friday	3	work	2019-06-28T12:04:28Z	2019-06-28T12:21:41Z	6	5	5	3	5	5	5	3	3	OTHER	PC	COLL	100	6	6	6	6	2	2	2
S039	Android	2	Friday	4	work	2019-06-28T13:35:30Z	2019-06-28T13:40:22Z	5	5	4	5	4	5	2	5	3	OTHER	PC	COLL	100	6	6	6	6	2	2	2
S039	Android	3	Monday	1	baseline	2019-07-01T09:19:06Z	2019-07-01T09:21:40Z	5	4	4	4	4	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S039	Android	3	Monday	2	work	2019-07-01T10:39:06Z	2019-07-01T10:51:00Z	3	4	4	5	4	3	3	5	3	OTHER	PC,PAPER	COLL	70	6	6	5	6	1	1	1
S039	Android	3	Monday	4	work	2019-07-01T13:39:06Z	2019-07-01T13:41:26Z	4	4	4	4	4	4	3	5	2	OTHER	PC,PAPER	COLL	70	7	6	6	6	1	1	1
S040	iOS	1	Wednesday	2	work	2019-02-27T10:28:40Z	2019-02-27T10:35:48Z	5	4	7	5	3	5	7	5	6	NETWORKING,ANALYSIS	PAPER,PC	ALONE	4	5	5	5	6	5	5	5
S040	iOS	1	Wednesday	3	work	2019-02-27T12:11:52Z	2019-02-27T12:14:27Z	6	4	5	5	5	5	6	5	4	ANALYSIS,DISSEMINATION	PC	ALONE	3	5	6	5	5	6	7	5
S040	iOS	1	Wednesday	5	work	2019-02-27T14:54:45Z	2019-02-27T14:56:20Z	5	4	5	4	4	5	6	4	5	ANALYSIS	PC	ALONE	3	5	4	6	4	6	7	6
S040	iOS	1	Wednesday	6	work	2019-02-27T16:35:19Z	2019-02-27T16:42:02Z	5	4	5	4	5	4	5	4	3	ANALYSIS,ACQUISITION	PC	ALONE	3	5	3	6	5	6	6	6
S041	iOS	1	Friday	1	baseline	2019-03-15T10:15:11Z	2019-03-15T10:17:25Z	5	3	3	6	6	6	1	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S041	iOS	1	Friday	3	work	2019-03-15T11:29:44Z	2019-03-15T11:31:21Z	5	5	5	3	5	5	5	6	5	DISSEMINATION	PC	ALONE	8	4	4	6	4	3	7	4
S041	iOS	1	Friday	4	work	2019-03-15T12:58:55Z	2019-03-15T13:00:17Z	5	5	4	3	5	5	5	4	5	AUTHORING	PC	ALONE	8	4	4	1	5	4	7	6
S041	iOS	1	Friday	5	work	2019-03-15T14:35:10Z	2019-03-15T14:37:14Z	6	4	5	3	5	5	4	4	4	BREAK,AUTHORING	PC	ALONE	9	5	4	5	5	5	5	5
S041	iOS	2	Monday	1	baseline	2019-03-18T10:16:12Z	2019-03-18T10:17:10Z	6	4	6	2	6	5	5	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S041	iOS	2	Monday	7	work	2019-03-18T18:51:28Z	2019-03-18T18:52:43Z	3	5	4	5	2	5	3	5	4	AUTHORING	PC	ALONE	3	7	7	6	6	2	5	2
S041	iOS	3	Wednesday	1	baseline	2019-03-20T10:15:20Z	2019-03-20T10:16:23Z	1	7	2	7	3	4	1	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S041	iOS	3	Wednesday	5	work	2019-03-20T14:28:33Z	2019-03-20T14:29:26Z	5	6	3	5	3	4	3	5	2	AUTHORING	PC	ALONE	5	7	7	7	7	1	2	2
S042	Android	1	Wednesday	1	baseline	2019-01-16T09:15:00Z	2019-01-16T09:18:36Z	7	2	6	1	6	6	6	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S042	Android	1	Wednesday	2	work	2019-01-16T10:27:32Z	2019-01-16T10:33:37Z	1	2	5	2	6	7	6	2	6	OTHER	FACE2FACE	COLL	1	6	2	1	1	1	6	1
S042	Android	1	Wednesday	3	work	2019-01-16T11:53:33Z	2019-01-16T12:06:11Z	6	2	5	2	6	5	6	2	6	OTHER	FACE2FACE	COLL	1	4	2	1	4	1	5	1
S042	Android	1	Wednesday	4	work	2019-01-16T13:25:07Z	2019-01-16T13:43:57Z	6	5	5	2	6	5	6	3	6	OTHER	FACE2FACE	COLL	1	4	2	2	3	1	6	1
S042	Android	1	Wednesday	5	work	2019-01-16T14:55:48Z	2019-01-16T14:59:13Z	6	3	6	3	5	6	6	3	5	OTHER	FACE2FACE	ALONE	1	2	2	2	2	1	6	4
S042	Android	1	Wednesday	6	work	2019-01-16T16:25:48Z	2019-01-16T16:30:16Z	6	3	5	3	6	6	5	3	5	OTHER	FACE2FACE	ALONE	1	3	2	2	4	1	4	3
S042	Android	1	Wednesday	7	work	2019-01-16T18:10:49Z	2019-01-16T18:13:20Z	6	3	5	3	6	5	6	4	5	OTHER	FACE2FACE	ALONE	1	3	3	2	2	2	5	4
S042	Android	2	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:35:02Z	6	3	5	2	6	5	6	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S042	Android	2	Friday	2	work	2019-01-18T10:34:08Z	2019-01-18T10:37:29Z	6	2	5	2	5	5	6	2	6	OTHER	FACE2FACE	COLL	1	5	2	1	3	1	5	1
S042	Android	2	Friday	3	work	2019-01-18T11:50:09Z	2019-01-18T11:52:57Z	6	3	5	3	6	5	6	3	5	OTHER	FACE2FACE	COLL	1	2	2	1	2	1	4	1
S042	Android	2	Friday	4	work	2019-01-18T13:36:57Z	2019-01-18T13:38:54Z	6	3	5	3	5	5	5	4	5	OTHER	FACE2FACE	COLL	1	3	3	2	2	2	1	4
S042	Android	2	Friday	5	work	2019-01-18T15:01:03Z	2019-01-18T15:02:38Z	6	3	5	3	5	6	5	3	5	OTHER	FACE2FACE	ALONE	1	2	2	2	2	2	4	4
S042	Android	2	Friday	7	work	2019-01-18T18:06:04Z	2019-01-18T18:09:37Z	5	4	5	3	5	5	4	4	5	OTHER	FACE2FACE	ALONE	1	3	3	2	3	2	2	3
S042	Android	3	Monday	1	baseline	2019-01-21T09:15:00Z	2019-01-21T09:16:11Z	1	2	5	2	6	6	7	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S042	Android	3	Monday	2	work	2019-01-21T10:31:04Z	2019-01-21T10:33:07Z	6	2	6	2	6	6	6	2	6	OTHER	FACE2FACE	COLL	1	2	1	2	1	1	4	1
S042	Android	3	Monday	3	work	2019-01-21T12:06:04Z	2019-01-21T12:07:47Z	6	2	5	3	5	5	5	2	5	OTHER	FACE2FACE	COLL	1	2	2	2	2	2	4	2
S042	Android	3	Monday	4	work	2019-01-21T13:37:41Z	2019-01-21T13:39:20Z	6	3	5	2	5	5	5	3	5	OTHER	FACE2FACE	COLL	1	2	2	2	2	2	3	3
S042	Android	3	Monday	5	work	2019-01-21T15:06:45Z	2019-01-21T15:13:40Z	6	3	5	2	5	5	6	3	5	OTHER	FACE2FACE	ALONE	1	2	2	2	2	2	3	3
S042	Android	3	Monday	6	work	2019-01-21T16:36:16Z	2019-01-21T16:37:37Z	5	4	4	3	5	4	5	4	4	OTHER	FACE2FACE	ALONE	1	2	2	2	2	3	4	2
S042	Android	3	Monday	7	work	2019-01-21T18:01:18Z	2019-01-21T18:02:50Z	5	4	4	5	4	4	4	4	5	OTHER	FACE2FACE	ALONE	1	2	2	2	2	2	4	4
S043	Android	1	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:45:10Z	6	2	5	2	6	5	5	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S043	Android	1	Friday	2	work	2019-01-18T10:35:12Z	2019-01-18T10:46:40Z	5	2	5	2	6	5	4	4	4	OTHER	OTHER	ALONE	0	3	4	4	2	5	6	6
S043	Android	1	Friday	3	work	2019-01-18T11:59:41Z	2019-01-18T12:01:31Z	6	2	5	1	5	6	5	2	5	OTHER	OTHER	ALONE	0	2	5	4	4	6	6	6
S043	Android	1	Friday	4	work	2019-01-18T13:34:12Z	2019-01-18T13:35:47Z	7	1	5	1	6	5	5	3	5	OTHER	OTHER	ALONE	0	2	4	6	4	4	6	5
S043	Android	1	Friday	5	work	2019-01-18T14:53:48Z	2019-01-18T14:55:24Z	5	2	5	3	5	6	5	3	4	ADMINISTRATIVE	PC,PAPER	ALONE	0	4	4	6	4	6	6	5
S043	Android	1	Friday	6	work	2019-01-18T16:27:33Z	2019-01-18T16:30:17Z	5	2	6	2	5	5	4	4	4	ADMINISTRATIVE	PC	ALONE	1	5	4	6	6	4	5	6
S043	Android	2	Monday	1	baseline	2019-01-21T09:15:00Z	2019-01-21T09:16:50Z	5	2	6	2	6	6	4	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S043	Android	2	Monday	2	work	2019-01-21T10:28:09Z	2019-01-21T10:31:59Z	6	2	6	2	6	6	6	2	5	ANALYSIS,ADMINISTRATIVE	PC,FACE2FACE	COLL,OVER	2	5	5	6	5	2	3	3
S043	Android	2	Monday	3	work	2019-01-21T12:01:54Z	2019-01-21T12:03:42Z	5	3	5	3	5	6	5	3	5	ANALYSIS,ADMINISTRATIVE	FACE2FACE,PC	OVER	3	6	5	5	5	3	4	4
S043	Android	2	Monday	4	work	2019-01-21T13:20:39Z	2019-01-21T13:22:06Z	6	1	7	2	5	6	4	2	5	BREAK	FACE2FACE,PC	COLL,OVER	2	6	5	5	6	4	7	7
S043	Android	2	Monday	5	work	2019-01-21T15:09:37Z	2019-01-21T15:11:20Z	6	1	5	2	6	6	4	2	6	OTHER	OTHER	ALONE	0	2	2	2	2	6	6	6
S043	Android	2	Monday	6	work	2019-01-21T16:32:44Z	2019-01-21T16:37:43Z	6	1	7	2	5	7	5	4	4	OTHER	OTHER	ALONE	0	6	2	6	5	5	5	5
S043	Android	2	Monday	7	work	2019-01-21T17:56:02Z	2019-01-21T17:57:43Z	4	3	5	4	6	6	3	2	3	ANALYSIS	OTHER	ALONE	0	5	5	5	5	4	4	4
S043	Android	3	Wednesday	1	baseline	2019-01-23T09:15:00Z	2019-01-23T09:41:40Z	5	2	6	2	5	6	5	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S043	Android	3	Wednesday	2	work	2019-01-23T10:37:41Z	2019-01-23T10:39:53Z	5	2	4	2	6	6	4	3	5	OTHER	OTHER	ALONE	0	4	4	4	4	4	4	4
S043	Android	3	Wednesday	3	work	2019-01-23T12:00:47Z	2019-01-23T12:01:58Z	5	2	5	2	5	5	5	3	5	OTHER	OTHER	ALONE	0	5	4	4	4	4	4	4
S043	Android	3	Wednesday	4	work	2019-01-23T13:29:18Z	2019-01-23T13:30:09Z	5	2	6	2	5	5	5	2	5	OTHER	OTHER	ALONE	0	4	4	4	4	4	4	4
S043	Android	3	Wednesday	5	work	2019-01-23T15:04:00Z	2019-01-23T15:05:33Z	6	2	5	2	5	5	5	3	5	OTHER	OTHER	ALONE	0	3	4	4	4	4	3	4
S043	Android	3	Wednesday	7	work	2019-01-23T17:54:16Z	2019-01-23T17:57:30Z	5	3	5	2	5	5	6	3	5	OTHER	OTHER	ALONE	0	4	4	4	4	4	4	4
S044	iOS	1	Monday	1	baseline	2019-06-24T09:15:04Z	2019-06-24T09:17:06Z	5	4	5	4	5	5	3	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S044	iOS	1	Monday	2	work	2019-06-24T10:39:40Z	2019-06-24T10:42:09Z	6	4	6	3	5	6	5	7	6	AUTHORING	PC	ALONE	5	5	2	3	3	4	7	4
S044	iOS	1	Monday	3	work	2019-06-24T12:10:47Z	2019-06-24T12:12:33Z	5	5	6	5	5	6	5	4	5	ACQUISITION,AUTHORING,BREAK	PC,PAPER	ALONE	4	5	3	5	4	6	7	7
S044	iOS	1	Monday	5	work	2019-06-24T14:59:59Z	2019-06-24T15:01:17Z	7	4	6	3	6	5	3	5	4	NETWORKING,BREAK	PC,PHONE	COLL	5	4	5	5	5	2	6	6
S044	iOS	2	Wednesday	3	work	2019-06-26T11:59:29Z	2019-06-26T12:00:50Z	6	3	6	3	5	6	5	3	4	NETWORKING,ACQUISITION	FACE2FACE,PC,SKYPE	COLL,EXTERNAL	4	6	3	1	4	1	1	7
S044	iOS	2	Wednesday	4	work	2019-06-26T13:34:02Z	2019-06-26T13:35:08Z	3	3	5	5	5	5	4	3	4	ACQUISITION,ANALYSIS,NETWORKING	SKYPE,FACE2FACE,PC	COLL,EXTERNAL	5	3	1	2	3	1	2	2
S044	iOS	2	Wednesday	7	work	2019-06-26T18:01:00Z	2019-06-26T18:02:05Z	3	3	3	5	4	3	1	6	1	ANALYSIS,AUTHORING	PC	ALONE	0	6	3	5	6	2	5	3
S044	iOS	3	Friday	2	work	2019-06-28T10:25:16Z	2019-06-28T10:26:28Z	7	1	7	7	1	7	4	7	1	BREAK	PHONE,PAPER,PC,SKYPE	COLL	0	1	7	7	1	5	2	6
S044	iOS	3	Friday	3	work	2019-06-28T12:05:10Z	2019-06-28T12:05:52Z	5	4	3	5	4	4	5	4	4	ANALYSIS,AUTHORING	PAPER,PHONE	COLL	2	5	3	5	3	6	5	4
S044	iOS	3	Friday	5	work	2019-06-28T14:50:57Z	2019-06-28T14:51:31Z	6	5	3	4	3	4	4	5	5	AUTHORING,BREAK	FACE2FACE,PC	ALONE	0	6	3	5	4	3	4	4
S044	iOS	3	Friday	7	work	2019-06-28T17:56:42Z	2019-06-28T17:57:10Z	5	5	5	5	5	4	4	5	7	ADMINISTRATIVE	PAPER	COLL	0	4	4	4	4	5	4	5
S045	iOS	1	Monday	2	work	2019-05-13T10:32:18Z	2019-05-13T10:34:03Z	7	7	7	2	7	7	5	1	7	ACQUISITION	PC,FACE2FACE	COLL	5	4	4	4	4	3	5	5
S045	iOS	1	Monday	3	work	2019-05-13T11:52:41Z	2019-05-13T11:53:41Z	7	1	7	4	7	7	7	1	7	ACQUISITION,NETWORKING	FACE2FACE,PC,PHONE,SMARTPHONE	COLL,CUSTOMER	10	4	4	4	4	3	4	5
S045	iOS	1	Monday	5	work	2019-05-13T15:07:32Z	2019-05-13T15:08:36Z	7	1	4	1	7	6	4	4	4	BREAK,NETWORKING	OTHER,PHONE,PC	COLL,OVER	2	4	5	5	4	4	4	4
S046	Android	1	Wednesday	1	baseline	2018-11-14T09:15:00Z	2018-11-14T09:28:42Z	7	2	6	5	5	6	4	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S046	Android	1	Wednesday	2	work	2018-11-14T10:35:20Z	2018-11-14T10:46:05Z	6	2	5	5	6	5	4	3	5	DISSEMINATION	FACE2FACE	ALONE	8	4	4	3	3	1	5	4
S046	Android	1	Wednesday	4	work	2018-11-14T13:23:46Z	2018-11-14T13:37:45Z	4	4	3	4	5	4	3	4	3	DISSEMINATION	FACE2FACE	ALONE	8	5	4	4	5	1	4	5
S046	Android	1	Wednesday	5	work	2018-11-14T14:55:35Z	2018-11-14T14:57:03Z	3	4	4	5	5	4	3	5	3	ANALYSIS	PC	ALONE	0	4	5	5	4	3	5	3
S046	Android	1	Wednesday	6	work	2018-11-14T16:36:24Z	2018-11-14T16:37:49Z	6	5	5	3	6	6	2	5	2	AUTHORING	PC	ALONE	0	6	4	5	4	3	6	6
S046	Android	2	Friday	1	baseline	2018-11-16T09:15:00Z	2018-11-16T09:20:35Z	5	4	6	2	6	6	6	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S046	Android	2	Friday	2	work	2018-11-16T10:31:26Z	2018-11-16T10:32:25Z	6	2	6	2	6	6	6	2	6	ANALYSIS	PC	ALONE	0	6	4	6	5	2	5	NA
S046	Android	2	Friday	3	work	2018-11-16T12:08:39Z	2018-11-16T12:09:29Z	6	3	6	2	5	6	4	2	5	ANALYSIS	PC	ALONE	0	5	5	3	5	5	5	4
S046	Android	2	Friday	4	work	2018-11-16T13:24:30Z	2018-11-16T13:26:00Z	3	4	4	4	5	5	2	5	3	ANALYSIS	PC	ALONE	0	5	3	4	5	2	3	5
S046	Android	2	Friday	5	work	2018-11-16T14:59:36Z	2018-11-16T15:00:49Z	2	6	2	5	5	2	2	6	3	ANALYSIS	PC	COLL	1	6	6	5	5	3	3	2
S046	Android	2	Friday	6	work	2018-11-16T16:31:26Z	2018-11-16T16:33:29Z	5	4	4	3	5	6	3	5	3	ANALYSIS,AUTHORING	FACE2FACE,PC,PAPER	COLL	1	5	3	3	5	3	5	5
S046	Android	3	Monday	1	baseline	2018-12-03T09:15:00Z	2018-12-03T09:16:34Z	6	2	6	2	6	6	6	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S046	Android	3	Monday	2	work	2018-12-03T10:32:48Z	2018-12-03T10:33:58Z	6	2	6	1	6	6	6	1	6	ANALYSIS	PC	ALONE	0	6	6	5	4	2	6	5
S046	Android	3	Monday	3	work	2018-12-03T11:52:28Z	2018-12-03T11:53:19Z	6	2	5	2	6	6	6	3	6	ACQUISITION	PC	UNDER	1	6	6	5	6	2	2	5
S046	Android	3	Monday	4	work	2018-12-03T13:26:19Z	2018-12-03T13:28:54Z	6	6	6	3	5	5	5	4	4	ANALYSIS	PC	ALONE	0	6	6	6	5	2	5	6
S046	Android	3	Monday	6	work	2018-12-03T16:33:42Z	2018-12-03T16:36:49Z	6	5	5	3	6	5	4	5	3	AUTHORING	PC	ALONE	0	6	6	6	7	4	6	6
S046	Android	3	Monday	7	work	2018-12-03T17:52:54Z	2018-12-03T17:54:29Z	6	3	4	4	5	5	3	5	3	AUTHORING	PC	ALONE	0	6	6	6	6	2	6	6
S047	Android	1	Wednesday	2	work	2019-01-16T10:37:19Z	2019-01-16T10:43:46Z	7	7	7	7	7	7	7	7	7	ACQUISITION	PC,SKYPE	ALONE,CUSTOMER	0	6	6	2	2	7	7	7
S047	Android	1	Wednesday	6	work	2019-01-16T16:34:10Z	2019-01-16T16:36:59Z	7	1	7	7	7	7	7	7	7	ADMINISTRATIVE	PC	ALONE	1	2	2	4	4	7	7	7
S047	Android	2	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:22:02Z	7	1	6	1	7	7	7	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S047	Android	2	Friday	2	work	2019-01-18T10:25:17Z	2019-01-18T10:34:27Z	7	2	7	2	7	6	7	1	6	ACQUISITION	PC,PHONE	ALONE	1	2	3	4	4	5	7	4
S047	Android	2	Friday	3	work	2019-01-18T12:06:51Z	2019-01-18T12:08:47Z	7	3	6	1	7	6	7	1	7	ACQUISITION	PC	ALONE,EXTERNAL	0	3	4	4	3	6	7	7
S047	Android	3	Monday	1	baseline	2019-01-21T09:15:00Z	2019-01-21T09:16:21Z	7	2	7	1	6	7	7	1	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S047	Android	3	Monday	2	work	2019-01-21T10:26:40Z	2019-01-21T10:38:14Z	7	2	7	1	7	7	7	1	7	ANALYSIS	PC	ALONE	1	5	5	2	5	7	7	7
S047	Android	3	Monday	3	work	2019-01-21T12:00:02Z	2019-01-21T12:07:03Z	7	2	7	2	7	7	7	1	7	ANALYSIS,AUTHORING	PC	ALONE	1	4	4	4	4	6	6	7
S047	Android	3	Monday	4	work	2019-01-21T13:25:38Z	2019-01-21T13:51:46Z	7	2	5	1	7	6	7	2	7	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	4	4	4	4	7	7	6
S048	Android	1	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:16:26Z	4	4	5	4	4	5	5	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S048	Android	1	Friday	2	work	2019-01-18T10:20:39Z	2019-01-18T10:22:32Z	4	5	6	5	4	5	6	5	5	ADMINISTRATIVE	PC	ALONE	0	5	6	5	6	3	5	5
S048	Android	1	Friday	3	work	2019-01-18T11:52:28Z	2019-01-18T12:03:57Z	3	5	3	6	4	3	6	5	4	ANALYSIS,AUTHORING	PC,PHONE	ALONE	0	7	6	6	6	3	4	4
S048	Android	1	Friday	4	work	2019-01-18T13:29:06Z	2019-01-18T13:31:13Z	5	5	4	4	5	4	5	4	4	DISSEMINATION,ADMINISTRATIVE	FACE2FACE	CUSTOMER	2	6	6	5	6	2	4	3
