id	day	sleep_quality	physical_activity	pa	na	learning_goal_achievement	beep
50	16	3	0	4	1	1	1
50	17	3	0	5.333333333	1.333333333	0	1
50	18	3	0	4	1.333333333	1	1
50	19	3	0	4	1.333333333	0	1
50	20	3	0	3.333333333	2	1	1
50	21	3	0	4	1.333333333	1	1
50	22	3	0	4	1	1	1
50	23	3	0	4	1	2	1
50	24	3	0	4	1	2	1
50	25	2	0	5.666666667	1	1	1
50	26	3	0	5.666666667	1.333333333	1	1
50	27	2	0	4	1.333333333	1	1
50	28	3	0	5.333333333	1	1	1
50	29	3	0	4	1	1	1
50	30	3	250	4.666666667	1.333333333	2	1
50	31	3	0	3.666666667	1.666666667	2	1
50	32	3	0	6	1.333333333	NA	1
51	1	4	450	2.666666667	6	3	1
51	2	3	470	3	5.666666667	3	1
51	3	3	90	2.666666667	6.666666667	2	1
51	4	3	450	3	4.666666667	3	1
51	5	3	360	3.333333333	4.333333333	3	1
51	6	3	345	2.666666667	4	2	1
51	7	3	90	3	3.333333333	4	1
51	8	3	90	2	4.666666667	3	1
51	9	3	420	2	4.666666667	2	1
51	10	2	260	1.333333333	5	2	1
51	11	2	30	1	5.333333333	0	1
51	12	4	60	1.666666667	6	3	1
51	13	3	60	1	6.333333333	2	1
51	14	3	60	3	5	3	1
51	15	2	410	2.666666667	5	2	1
51	16	2	60	1	3.666666667	3	1
51	17	2	60	1	6	2	1
51	18	3	330	2	6.333333333	2	1
51	19	2	60	1	5.333333333	0	1
51	20	3	480	2.333333333	4.666666667	2	1
51	21	4	390	1.666666667	2.666666667	2	1
51	22	3	60	2	4	2	1
51	23	3	300	1.333333333	4.666666667	2	1
51	24	2	30	2	5	2	1
51	25	2	345	1.333333333	6.333333333	2	1
51	26	3	0	1	6	2	1
51	27	4	360	2.333333333	6.333333333	2	1
51	28	2	90	2	6.666666667	2	1
51	29	3	270	1.333333333	4.666666667	3	1
51	30	3	60	1.666666667	5.333333333	2	1
51	31	1	3	1.333333333	5.333333333	3	1
51	32	1	60	4	5	NA	1
52	4	3	90	2.333333333	3	2	1
52	5	3	0	2.333333333	2.666666667	0	1
52	6	3	180	4.666666667	2.333333333	2	1
52	7	4	195	3	3.333333333	3	1
52	8	3	270	4	2	2	1
52	9	4	180	2.333333333	2.333333333	1	1
52	10	4	90	2.333333333	1.666666667	2	1
52	11	3	135	3	1.333333333	3	1
52	12	3	45	1.333333333	3.333333333	1	1
52	13	4	45	2.333333333	2.333333333	3	1
52	14	4	90	2	2.666666667	2	1
52	15	3	180	1.666666667	2.333333333	2	1
52	16	3	90	2.666666667	2.666666667	2	1
52	17	3	225	2.666666667	2	2	1
52	18	3	225	1.666666667	3	0	1
52	19	2	45	1	3.666666667	0	1
52	20	3	90	1.333333333	3.666666667	2	1
52	21	4	135	1.666666667	3.666666667	2	1
52	22	2	135	1.333333333	3.333333333	1	1
52	23	3	90	2.333333333	3.333333333	2	1
52	24	4	90	2.666666667	3	3	1
52	25	3	300	4	1.666666667	1	1
52	26	3	90	1	4.333333333	0	1
52	27	3	90	1	4	0	1
52	28	4	135	2.333333333	3	2	1
52	29	3	90	2	2.666666667	3	1
52	30	3	180	2	3	2	1
52	31	4	135	3	2	3	1
52	32	3	255	4.666666667	1.333333333	NA	1
53	1	4	360	5	2	0	1
53	2	3	330	6.333333333	1	4	1
53	3	3	165	6.666666667	1.333333333	3	1
53	4	4	210	6	1	3	1
53	5	4	90	7	1.666666667	4	1
53	6	2	250	5.333333333	5	2	1
53	7	3	30	6	2	3	1
53	8	3	110	6	1	3	1
53	9	2	140	6.333333333	1	2	1
53	10	4	160	6.666666667	1.333333333	3	1
53	11	4	230	6	1.666666667	3	1
53	12	4	60	7	1.333333333	4	1
53	13	3	110	4.666666667	2.333333333	3	1
53	14	4	140	6.333333333	1.333333333	3	1
53	15	4	95	6	1.666666667	3	1
53	16	4	90	6	1	3	1
53	17	4	215	6.666666667	1	2	1
53	18	3	220	5.666666667	1.666666667	2	1
53	19	4	280	6.666666667	2.333333333	1	1
53	20	4	30	6.333333333	1.333333333	2	1
53	21	4	90	5.333333333	1.666666667	2	1
53	22	4	140	6.666666667	1.333333333	1	1
53	23	4	30	5.666666667	2	2	1
53	24	4	30	1.333333333	5	2	1
53	25	4	200	5.666666667	1.666666667	3	1
53	26	4	90	6.333333333	1	1	1
53	27	4	260	6.333333333	1.333333333	3	1
53	28	4	90	7	1	2	1
53	29	4	90	6	1.333333333	3	1
53	30	4	60	2.666666667	6.333333333	2	1
53	31	4	30	4.666666667	2.333333333	2	1
53	32	4	280	7	1	NA	1
54	1	3	150	1.666666667	5.333333333	1	1
54	2	3	100	1.666666667	6	1	1
54	3	3	100	3.333333333	5.666666667	1	1
54	4	3	250	3.5	4	1	1
54	5	2	300	5	4.333333333	2	1
54	6	3	180	2.666666667	6	0	1
54	7	3	0	1.666666667	5.333333333	1	1
54	8	2	60	2.666666667	4	1	1
54	9	3	0	5.333333333	5	1	1
54	10	2	0	2	3.333333333	2	1
54	11	2	0	3.666666667	3.666666667	2	1
54	12	2	30	3	4	2	1
54	13	2	0	2.333333333	3.666666667	1	1
54	14	3	450	4.333333333	1.666666667	2	1
54	15	3	0	2	3	1	1
54	16	2	450	5	2	3	1
54	17	1	0	2	5.666666667	1	1
54	18	3	450	4	5.333333333	1	1
54	19	3	450	4	4	2	1
54	20	3	450	2.333333333	3	1	1
54	21	3	450	2	3.666666667	1	1
54	22	1	450	2.333333333	4.333333333	1	1
54	23	1	450	3.333333333	4.333333333	1	1
54	24	3	0	2	3.666666667	2	1
54	25	3	0	4.666666667	2	0	1
54	26	3	250	1.666666667	2.666666667	0	1
54	27	3	540	2	3.666666667	1	1
54	28	4	450	2	6	2	1
54	29	4	400	2	5.5	1	1
54	30	3	450	2	3.333333333	1	1
54	31	3	810	5	4	2	1
54	32	3	720	6.333333333	1	NA	1
55	1	3	435	6	1.333333333	3	1
55	2	3	140	5.333333333	1	2	1
55	3	3	595	5.666666667	1.333333333	3	1
55	4	4	348	6.333333333	1.333333333	3	1
55	5	4	230	5	1.666666667	1	1
55	6	4	60	6	1.333333333	2	1
55	7	3	60	5	2.333333333	3	1
55	8	4	510	5.666666667	1.666666667	3	1
55	9	3	157	6.333333333	1.333333333	3	1
55	10	3	465	4.666666667	1.666666667	3	1
55	11	3	155	5.666666667	1.333333333	3	1
55	12	3	365	5.666666667	1.333333333	3	1
55	13	4	75	5.333333333	1.666666667	3	1
55	14	3	315	5.333333333	1.666666667	4	1
55	15	2	375	6.333333333	1	3	1
55	16	3	110	5	1.333333333	3	1
55	17	3	140	5.666666667	1.666666667	3	1
55	18	3	205	4.333333333	2	2	1
55	19	3	310	4.666666667	2.333333333	2	1
55	20	3	45	5.666666667	1.666666667	2	1
55	21	3	205	5	2.333333333	3	1
55	22	3	475	5.666666667	2	2	1
55	23	3	340	5	1.666666667	2	1
55	24	3	45	4.333333333	1.666666667	3	1
55	25	2	60	6.333333333	1	2	1
55	26	3	80	5.666666667	1.333333333	2	1
55	27	3	275	5.666666667	2.333333333	2	1
55	28	4	300	4.666666667	2.333333333	3	1
55	29	3	170	4.333333333	2	2	1
55	30	2	85	4	3.333333333	2	1
55	31	3	55	4.333333333	3.333333333	2	1
55	32	2	60	6	2.333333333	NA	1
56	1	3	0	2	5	1	1
56	2	2	120	3.333333333	2	2	1
56	3	3	1050	2.333333333	2.666666667	0	1
56	4	3	640	4	1	3	1
56	5	3	90	2.333333333	4.666666667	1	1
56	6	4	540	3.666666667	1.333333333	3	1
56	8	3	540	4.333333333	1.333333333	3	1
56	11	3	0	1.333333333	4	0	1
56	12	3	0	2	3.666666667	2	1
56	13	1	75	1.666666667	5.333333333	2	1
56	14	2	90	3.333333333	3	3	1
56	15	3	690	3.333333333	1.666666667	4	1
56	16	3	0	1.666666667	4	3	1
56	17	3	210	2.333333333	1	2	1
56	18	4	120	1.333333333	4.666666667	0	1
56	19	4	45	2.333333333	2	1	1
56	20	3	90	2	2.333333333	3	1
56	21	3	0	1.666666667	5.333333333	2	1
56	22	1	720	3	1.666666667	2	1
56	24	3	160	1	6.333333333	0	1
56	25	3	45	1.333333333	3.333333333	1	1
56	26	2	0	2	3.666666667	2	1
56	27	3	90	2.666666667	5	2	1
56	28	2	0	2	3.666666667	2	1
56	29	3	135	2.333333333	2.333333333	2	1
56	30	2	180	2.666666667	1.666666667	1	1
56	31	2	100	1.333333333	3.666666667	0	1
56	32	1	270	4.333333333	2.333333333	NA	1
57	1	3	60	4.333333333	2.333333333	0	1
57	2	2	140	4.333333333	2.333333333	1	1
57	3	3	180	1.333333333	4.666666667	1	1
57	5	2	90	4	3	1	1
57	6	3	300	3.666666667	2.333333333	1	1
57	7	3	80	2.666666667	2	1	1
57	8	2	140	2	1.333333333	1	1
57	9	3	170	3.666666667	2.333333333	1	1
57	10	3	60	3.666666667	1.333333333	2	1
57	11	3	90	2	4	2	1
57	12	2	170	3	2.333333333	2	1
57	13	3	1020	1.333333333	3.666666667	1	1
57	14	1	0	1.333333333	3.333333333	1	1
57	15	2	90	2	3.666666667	1	1
57	16	3	90	3.333333333	1.666666667	2	1
57	17	3	150	3.333333333	1.666666667	2	1
57	18	3	120	4.333333333	4.666666667	1	1
57	19	4	1230	2.666666667	3	0	1
57	20	3	1380	3	2	0	1
57	21	NA	90	1.666666667	3	1	1
57	22	1	120	2.666666667	2.666666667	0	1
57	23	3	150	1.666666667	2.666666667	2	1
57	24	2	0	1	4	0	1
57	25	2	180	1.333333333	6	0	1
57	26	2	1770	2	3.333333333	0	1
57	27	3	1460	3.333333333	4	0	1
57	28	3	90	3	3	1	1
57	29	1	90	2.666666667	3.666666667	0	1
57	30	2	120	5	1.333333333	0	1
57	32	3	150	4.333333333	1.333333333	NA	1
58	1	3	90	3.666666667	5.666666667	0	1
58	2	4	60	3	2.666666667	2	1
58	3	2	160	4	5.333333333	1	1
58	4	3	360	6	2	2	1
58	5	3	505	5.333333333	3	1	1
58	6	1	260	6	3	3	1
58	7	4	220	2.666666667	3	2	1
58	8	2	300	3	3	2	1
58	9	1	390	3.666666667	3	2	1
58	10	2	405	3.333333333	2.666666667	2	1
58	11	1	90	4	3.666666667	2	1
58	12	2	810	5.666666667	2	4	1
58	13	3	555	5.333333333	2.333333333	2	1
58	14	2	100	2.333333333	3	3	1
58	15	3	100	3.333333333	2.666666667	2	1
58	16	2	405	5	2.666666667	2	1
58	17	2	200	5.333333333	2	3	1
58	18	3	200	3.666666667	1.666666667	2	1
58	19	3	720	2.333333333	2.666666667	1	1
58	20	2	870	3	2.333333333	2	1
58	21	3	270	3	2.666666667	2	1
58	22	3	1080	4.333333333	2	2	1
58	23	3	150	1.666666667	4.666666667	2	1
58	24	2	90	3.333333333	2.666666667	2	1
58	25	3	180	5	3.333333333	2	1
58	26	1	1350	1.666666667	5	0	1
58	27	4	0	2.666666667	3.666666667	3	1
58	28	1	0	2	4.666666667	2	1
58	29	3	60	2.666666667	3.666666667	2	1
58	30	1	90	4	3	2	1
58	31	4	0	4	2	2	1
58	32	3	150	3	3	NA	1
59	1	3	100	5	2.333333333	2	1
59	2	3	60	4.333333333	3.333333333	2	1
59	3	4	120	5	2	2	1
59	4	4	90	6	1.666666667	3	1
59	5	4	330	6	1	2	1
59	6	3	270	6	1.333333333	3	1
59	7	3	300	4.666666667	1.666666667	3	1
59	8	4	135	6	1	3	1
59	9	3	150	6	1	1	1
59	10	4	315	5	1	2	1
59	11	4	195	4.333333333	2.666666667	3	1
59	12	4	60	5	2.333333333	2	1
59	13	4	360	6	1.666666667	2	1
59	14	4	360	4.666666667	2.333333333	2	1
59	15	4	180	5	1	1	1
59	16	4	240	5	1.666666667	2	1
59	17	3	150	5	1.666666667	2	1
59	18	3	240	5	2.666666667	0	1
59	19	3	270	5	1	2	1
59	20	3	590	5	1	3	1
59	21	2	260	6	1.333333333	2	1
59	22	4	585	5.333333333	1.666666667	3	1
59	23	4	60	6	1.333333333	2	1
59	24	3	60	5	1	3	1
59	25	3	150	6.333333333	1	4	1
59	26	2	530	5.333333333	1.333333333	1	1
59	27	4	400	5	2	2	1
59	28	4	490	5	1.333333333	2	1
59	29	2	90	6.666666667	1.333333333	3	1
59	30	4	60	6	1	2	1
59	31	4	200	5	1	2	1
59	32	4	90	5.333333333	1	NA	1
60	1	2	45	5	2	2	1
60	2	3	555	5	3.333333333	3	1
60	3	3	110	6	1	3	1
60	4	2	450	3.666666667	4.666666667	0	1
60	5	3	155	5	2.666666667	2	1
60	6	3	110	5.333333333	2.333333333	3	1
60	7	3	215	5	2.333333333	3	1
60	8	3	300	5	1.333333333	3	1
60	9	3	780	4.666666667	4.333333333	2	1
60	10	3	345	5	2.333333333	3	1
60	11	3	305	4	3	2	1
60	12	3	440	5	2.666666667	2	1
60	13	3	1020	5	2.333333333	3	1
60	14	3	245	5	2	3	1
60	15	3	170	2	4.333333333	2	1
60	16	3	455	4.333333333	2	2	1
60	17	3	60	5.333333333	2	3	1
60	18	3	130	6	1	3	1
60	19	2	160	5	2.333333333	2	1
60	20	3	330	5.666666667	1.333333333	2	1
60	21	3	80	5	2	3	1
60	22	2	60	4.333333333	4	3	1
60	23	2	645	6	2	2	1
60	24	3	165	5	2	3	1
60	25	3	320	5	2.333333333	3	1
60	26	3	185	5.333333333	2	3	1
60	27	3	720	6	1	3	1
60	28	3	110	6	1.333333333	3	1
60	29	3	140	6	1.333333333	3	1
60	30	3	680	5	1.666666667	2	1
60	31	3	315	6	1	3	1
62	1	3	30	4.333333333	3.333333333	0	1
62	2	3	230	5	3.666666667	2	1
62	3	3	70	4.333333333	2.666666667	3	1
62	4	3	30	3.666666667	2.333333333	1	1
62	5	4	650	4.333333333	2	2	1
62	6	3	55	4.666666667	2	2	1
62	7	3	0	3.666666667	2	2	1
62	8	3	61	4.333333333	2	2	1
62	9	2	30	4.333333333	3	1	1
62	10	2	30	4.666666667	2.666666667	2	1
62	11	3	110	3.666666667	2.666666667	2	1
62	12	2	30	3	3.333333333	0	1
62	13	3	110	3.333333333	3	1	1
62	14	2	30	3	2.333333333	2	1
62	15	3	15	1.666666667	6	1	1
62	16	3	15	2.666666667	2.666666667	2	1
62	17	2	30	4	2	1	1
62	18	3	15	2.666666667	2.333333333	1	1
62	19	3	85	4	2.333333333	0	1
62	20	3	45	4.666666667	1.666666667	2	1
62	21	3	0	3	2	2	1
62	22	3	15	2.333333333	3.666666667	0	1
62	23	3	95	2.333333333	3.333333333	1	1
62	24	2	0	2	4	1	1
62	25	3	160	2.666666667	4.666666667	1	1
62	26	3	0	2	2.333333333	0	1
62	27	3	140	3.666666667	2.333333333	0	1
62	28	2	138	3	2.666666667	1	1
62	29	2	30	3.333333333	3	2	1
62	30	3	60	2.666666667	4	1	1
62	31	3	385	5	3.666666667	0	1
62	32	3	45	3.666666667	3.666666667	NA	1
63	1	2	380	3.666666667	4	2	1
63	2	2	180	5	3	2	1
63	3	2	120	3.666666667	4	0	1
63	4	2	150	3	4	1	1
63	5	3	180	3.333333333	4.666666667	0	1
63	6	2	0	2.333333333	4.333333333	1	1
63	7	2	0	2.333333333	5	1	1
63	8	2	90	4.333333333	3.333333333	2	1
63	9	2	0	3	5.333333333	2	1
63	10	2	0	2.333333333	5.333333333	1	1
63	11	2	0	3.333333333	5.333333333	1	1
63	12	2	0	2	5.666666667	1	1
63	13	3	120	3	5.333333333	2	1
63	14	3	0	4	5.333333333	2	1
63	15	1	0	2	5.333333333	2	1
63	16	3	0	3	5	2	1
63	17	3	0	5	3.666666667	3	1
63	18	4	0	4.666666667	2	2	1
63	19	4	90	3.666666667	4.333333333	2	1
63	20	4	90	2.333333333	5.333333333	2	1
63	21	3	0	4	5	2	1
63	22	1	90	3.333333333	5.333333333	2	1
63	23	4	60	4.333333333	4.666666667	2	1
63	24	4	120	4	4.333333333	2	1
63	25	3	90	6	2.666666667	2	1
63	26	4	60	3.333333333	5	2	1
63	27	4	90	3.333333333	5	2	1
63	28	3	90	3	5	2	1
63	29	3	45	2.666666667	5.333333333	1	1
63	30	1	45	1.666666667	5.666666667	1	1
63	31	2	0	1.666666667	4.666666667	1	1
63	32	3	0	4	2.666666667	NA	1
65	1	3	1350	5	3	1	1
65	2	3	315	5.333333333	1.666666667	1	1
65	3	4	1350	5.666666667	1	1	1
65	4	3	405	6	1.666666667	2	1
65	5	3	1620	4	1.333333333	2	1
65	6	4	100	6	1.666666667	0	1
65	7	4	0	5.666666667	1	0	1
65	8	4	1080	3.666666667	1.666666667	1	1
65	9	3	405	5.666666667	1.333333333	2	1
65	10	3	1170	6	1	2	1
65	11	3	180	6	1	2	1
65	12	3	1260	6.333333333	1.333333333	2	1
65	13	4	0	5.333333333	1	3	1
65	14	2	0	3.333333333	2.666666667	3	1
65	15	3	1170	2.666666667	2.666666667	1	1
65	16	3	0	5.333333333	1.333333333	3	1
65	17	3	1260	5	1.666666667	0	1
65	18	3	720	6	1	1	1
65	19	3	0	3.333333333	3	2	1
65	20	2	0	5.666666667	1.666666667	3	1
65	21	3	0	5	2	4	1
65	22	2	0	5	1	0	1
65	23	3	0	5.666666667	1.333333333	2	1
65	24	3	0	3	3.666666667	2	1
65	25	2	0	2.333333333	4	0	1
65	26	3	0	5.333333333	2.333333333	2	1
65	27	3	0	4.333333333	2	1	1
65	28	2	0	5.666666667	1	1	1
65	29	3	0	5.666666667	2	1	1
65	30	2	0	5	2	1	1
65	31	3	0	5.666666667	1.666666667	2	1
65	32	2	0	7	1	NA	1
66	1	4	930	6	1.333333333	3	1
66	2	4	960	6	1.333333333	4	1
66	3	4	660	6	1.333333333	4	1
66	4	4	510	6	1	3	1
66	5	4	915	6	1.333333333	2	1
66	6	4	2220	6.333333333	1	3	1
66	7	4	1380	6.333333333	1.333333333	2	1
66	8	4	2280	6.333333333	1	3	1
66	9	4	675	6	1.333333333	3	1
66	10	4	450	6.666666667	1	2	1
66	11	4	240	6	1	3	1
66	12	4	180	6	1	4	1
66	13	4	795	6	1	2	1
66	14	4	975	6	1	1	1
66	15	4	1300	6	1	3	1
66	16	4	720	6	1.333333333	3	1
66	17	4	675	6	1.333333333	3	1
66	18	4	1590	6	1	4	1
66	19	4	1680	6	1.333333333	2	1
66	20	4	870	6	1.333333333	4	1
66	21	4	540	6	1	4	1
66	22	4	1620	6.333333333	1	0	1
66	23	4	860	6	1	3	1
66	24	4	1140	6	1.333333333	1	1
66	25	4	975	6.666666667	1	4	1
66	26	4	795	6	1	3	1
66	27	4	2205	6	1	1	1
66	28	4	1740	6	1.333333333	2	1
66	29	4	870	6	1	4	1
66	30	4	360	6	1	4	1
66	31	4	510	6	1	4	1
66	32	4	795	7	1	NA	1
69	1	2	945	3	4.333333333	0	1
69	2	2	360	2.666666667	3.333333333	0	1
69	6	3	0	2.333333333	3.666666667	1	1
69	8	3	435	4.333333333	2.333333333	0	1
69	10	3	1440	4.666666667	2	1	1
69	25	1	180	1.333333333	5.666666667	1	1
69	26	3	90	1.666666667	6	0	1
69	27	1	0	2.666666667	3.333333333	1	1
69	28	2	90	1.333333333	2.666666667	1	1
69	29	2	0	2.666666667	3.333333333	1	1
69	30	3	225	4	1.666666667	1	1
70	5	3	120	5	1.333333333	3	1
70	6	2	190	5	3	3	1
70	7	4	270	5.333333333	1	4	1
70	8	4	110	4.333333333	4	3	1
70	9	4	975	5	1	2	1
70	10	3	90	5	1	3	1
70	11	3	90	5	1.666666667	4	1
70	12	4	150	5.333333333	1	4	1
70	13	3	60	4.666666667	3.666666667	2	1
70	15	2	160	4	4	2	1
70	16	3	60	5	1.666666667	4	1
70	17	4	160	5	1.666666667	2	1
70	18	4	90	4	4.666666667	2	1
70	19	3	360	5.333333333	1	3	1
70	20	4	250	5	1	3	1
70	21	4	30	4.333333333	1	3	1
70	22	4	60	5	1	2	1
70	23	4	135	4	1.333333333	2	1
70	24	3	45	4	1.333333333	3	1
70	25	2	45	4.666666667	5	3	1
70	26	4	90	3	5.666666667	3	1
70	27	4	60	4	3	2	1
70	28	3	45	4	3	3	1
70	29	2	200	3.666666667	1.666666667	3	1
70	30	4	120	2	6.333333333	2	1
70	31	3	90	4.333333333	2.666666667	3	1
71	2	3	240	4.666666667	2.333333333	2	1
71	3	4	0	5.333333333	2	0	1
71	5	4	0	4.333333333	3.666666667	0	1
71	6	4	300	5.333333333	2	3	1
71	7	4	180	5.333333333	2.666666667	3	1
71	8	3	180	5.333333333	2.666666667	1	1
71	9	3	270	4	3.333333333	1	1
71	10	3	0	4	3	1	1
71	11	3	195	4	3.666666667	2	1
71	12	3	0	2.333333333	4	2	1
71	13	3	0	3.333333333	4.333333333	2	1
71	14	3	90	2	4.333333333	3	1
71	15	2	135	3.666666667	4.666666667	3	1
71	16	3	0	4.333333333	3.666666667	3	1
71	17	1	150	5.333333333	1.666666667	4	1
71	18	4	180	4.666666667	3.333333333	0	1
71	19	4	180	3.333333333	3	0	1
71	20	3	60	4	3.333333333	2	1
71	21	3	60	3	2	2	1
71	22	3	145	4.333333333	2.666666667	2	1
71	23	4	90	3.333333333	2.666666667	2	1
71	24	3	0	3.333333333	3	2	1
71	25	3	90	5.333333333	1.666666667	2	1
71	26	4	0	4.333333333	2	1	1
71	27	4	0	4.333333333	2.333333333	2	1
71	28	4	165	4	1.666666667	3	1
71	29	4	90	4	2.333333333	3	1
71	30	3	90	4	3	1	1
71	31	2	0	2.666666667	2.333333333	3	1
71	32	3	190	5.666666667	1.333333333	NA	1
72	1	2	145	6	2.333333333	3	1
72	2	1	190	4	2.666666667	0	1
72	3	2	300	4.666666667	1.666666667	4	1
72	4	3	180	5.666666667	1.333333333	4	1
72	5	3	0	6	1.333333333	4	1
72	6	1	180	5.666666667	1.666666667	2	1
72	7	3	180	6	1	1	1
72	8	3	390	2.333333333	5.333333333	3	1
72	9	2	360	1.666666667	6.666666667	1	1
72	10	3	300	6.333333333	1	4	1
72	11	2	0	5.333333333	2	3	1
72	12	3	0	6.333333333	1	1	1
72	13	3	150	4	2	0	1
72	14	3	150	4	1	4	1
72	15	3	0	3.666666667	2	3	1
72	16	3	0	3	1.666666667	3	1
72	17	3	0	3	2	3	1
72	18	2	270	5.333333333	1	4	1
72	19	3	0	1.333333333	5.333333333	2	1
72	20	3	240	2.333333333	2.666666667	3	1
72	21	2	0	2.333333333	2	2	1
72	22	3	0	1.666666667	3.333333333	3	1
72	23	3	0	1	6.666666667	0	1
72	24	3	0	1.666666667	6.666666667	1	1
72	25	1	180	7	1	4	1
72	26	1	90	6	1	2	1
72	27	3	240	5	1	2	1
72	28	3	0	4.333333333	1.333333333	1	1
72	29	2	300	6	1	2	1
72	30	3	150	2.666666667	2	3	1
72	31	3	0	2	4.666666667	3	1
72	32	3	0	4.666666667	2.666666667	NA	1
73	2	1	870	5	4	2	1
73	3	2	100	4	3.666666667	0	1
73	4	2	760	5	3	2	1
73	5	2	120	5.333333333	2.333333333	2	1
73	6	2	180	5	3.666666667	0	1
73	7	3	190	3	3.333333333	3	1
73	8	1	130	2.333333333	5	0	1
73	9	2	190	3.666666667	4.666666667	0	1
73	10	2	240	5	2.333333333	3	1
73	11	2	285	2.333333333	5.666666667	0	1
73	12	3	330	2.333333333	4.666666667	1	1
73	13	2	300	5	2	3	1
73	14	2	480	1.333333333	5.333333333	2	1
73	15	3	210	1	7	0	1
73	16	3	250	1.333333333	4	2	1
73	17	3	450	4	5	2	1
73	18	4	340	2	7	0	1
73	19	3	330	5	3	2	1
73	20	3	390	3	2.666666667	2	1
73	21	3	200	1	6.333333333	0	1
73	22	3	550	1	6.666666667	0	1
73	23	1	170	1	6.333333333	1	1
73	24	3	170	2.333333333	6	2	1
73	25	3	280	4.666666667	3.333333333	2	1
73	26	3	310	2	6	2	1
73	27	1	240	2	5.333333333	0	1
73	28	1	190	1	6	1	1
73	29	1	220	2.333333333	3.333333333	3	1
73	30	2	360	1.666666667	6	2	1
73	31	2	240	1.333333333	6.333333333	1	1
73	32	1	2220	2.333333333	6.333333333	NA	1
75	1	3	145	5.666666667	2.333333333	2	1
75	2	4	180	5.333333333	2	3	1
75	3	4	1260	5.333333333	1.333333333	2	1
75	4	3	120	6.333333333	1	3	1
75	5	3	1195	6.333333333	1.333333333	2	1
75	6	4	135	6.333333333	1	3	1
75	7	4	60	7	1	3	1
75	8	3	105	7	1.333333333	3	1
75	9	3	120	7	1	2	1
75	10	4	115	7	1	2	1
75	11	3	150	7	1.333333333	1	1
75	12	4	1190	7	1	3	1
75	13	4	140	7	1	2	1
75	14	3	110	6.666666667	1	3	1
75	15	3	90	5.333333333	3	1	1
75	16	3	120	6.333333333	1	3	1
75	17	4	90	4.666666667	4.333333333	2	1
75	18	3	150	6.333333333	1.333333333	2	1
75	19	4	1240	7	1	3	1
75	20	3	120	6.333333333	1.333333333	3	1
75	21	4	90	7	1	3	1
75	22	2	120	6.333333333	2.666666667	2	1
75	23	3	135	6.333333333	1	2	1
75	24	4	1220	6.333333333	1.666666667	2	1
75	25	3	90	7	1	3	1
75	26	4	150	6.333333333	1.333333333	1	1
75	27	4	90	6.666666667	1	3	1
75	28	3	150	6	3.333333333	3	1
75	29	4	120	7	1	3	1
75	30	4	120	7	1	2	1
75	31	3	1190	6.666666667	1.666666667	1	1
75	32	4	150	7	2	NA	1
77	4	3	240	4.666666667	2	2	1
77	7	3	280	4.333333333	1.666666667	2	1
77	8	3	250	5.333333333	1.666666667	2	1
77	9	4	190	5.666666667	2.333333333	1	1
77	10	3	110	5.666666667	1.666666667	2	1
77	11	3	540	1.666666667	4.333333333	1	1
77	14	3	0	2.666666667	4.333333333	3	1
77	18	4	190	3	3.333333333	3	1
77	20	3	230	5	2.333333333	1	1
77	23	3	60	3.666666667	3.333333333	2	1
77	24	3	0	3.666666667	1.666666667	2	1
77	25	3	0	3.333333333	2.333333333	1	1
77	26	3	60	6.666666667	1	1	1
77	27	4	780	5	1.333333333	4	1
77	28	4	0	4.333333333	1.666666667	3	1
77	29	3	0	2.666666667	2	2	1
77	30	3	0	5.333333333	1.333333333	2	1
77	31	4	0	2.666666667	2.666666667	2	1
77	32	3	90	4.666666667	2.333333333	NA	1
79	3	3	0	4.666666667	3.666666667	1	1
79	4	3	230	5.333333333	1.666666667	2	1
79	5	3	360	4.333333333	3.333333333	0	1
79	6	3	3	6	1.666666667	1	1
79	7	NA	420	6.333333333	2.333333333	2	1
79	8	NA	120	5	1.666666667	2	1
79	9	3	90	3.666666667	4	1	1
79	10	3	120	3	5.333333333	2	1
79	11	2	60	4.333333333	2.666666667	2	1
79	12	3	0	3.666666667	3.666666667	0	1
79	13	3	0	5	2.333333333	3	1
79	14	3	180	2.666666667	4.666666667	1	1
79	15	3	0	4.666666667	2	2	1
79	16	3	0	3.333333333	3	3	1
79	17	3	0	5.666666667	1.666666667	3	1
79	18	4	0	4.666666667	2.333333333	1	1
79	19	4	0	4.666666667	3.666666667	3	1
79	20	4	0	4	2.666666667	1	1
79	21	4	0	4.333333333	2.333333333	3	1
79	22	3	0	5.666666667	1.333333333	1	1
79	23	3	0	3	4.666666667	1	1
79	24	3	190	4	2.666666667	3	1
79	25	3	185	4.333333333	3	3	1
79	26	4	0	2.666666667	4.333333333	0	1
79	27	4	0	4.333333333	2.333333333	2	1
79	28	3	0	3	3.333333333	1	1
79	29	4	0	4	2.333333333	2	1
79	30	1	0	4.333333333	2.666666667	1	1
79	31	3	230	2.666666667	3.666666667	1	1
79	32	1	190	5.333333333	1.666666667	NA	1
80	1	4	1140	6.333333333	1.333333333	2	1
80	2	3	990	6	4.333333333	3	1
80	3	4	1095	6	1.333333333	4	1
80	4	4	615	6	3.333333333	3	1
80	9	3	90	5	5.666666667	2	1
80	10	4	1245	6.666666667	5	3	1
80	11	4	660	7	3	3	1
80	14	4	1135	6	2.333333333	3	1
