id	day	sleep_quality	physical_activity	pa	na	learning_goal_achievement	beep
25	20	4	180	5.666666667	1	3	1
25	21	1	180	3.666666667	3.333333333	2	1
25	22	3	360	5	1.666666667	2	1
25	23	4	480	5.333333333	1.333333333	3	1
25	24	4	270	4.666666667	2.333333333	3	1
25	25	2	180	5.666666667	1.666666667	3	1
25	26	2	720	4	2	2	1
25	27	4	180	5.666666667	1.666666667	3	1
25	28	4	90	4.333333333	2	3	1
25	29	3	90	5.333333333	2.333333333	3	1
25	30	3	180	5	1.666666667	3	1
25	31	4	90	4.333333333	2.666666667	3	1
25	32	4	90	6	2.666666667	NA	1
26	1	2	90	6	2	1	1
26	2	3	270	5.666666667	1.666666667	2	1
26	3	NA	NA	NA	NA	2	1
26	4	2	660	6.666666667	1.666666667	1	1
26	5	3	690	5.333333333	2.666666667	3	1
26	6	3	1380	6	1	2	1
26	7	3	1410	5.333333333	2.333333333	1	1
26	8	2	1230	6.666666667	1	2	1
26	9	2	1620	5.666666667	2	2	1
26	10	3	1590	6.666666667	1	2	1
26	11	2	840	6.333333333	2	2	1
26	12	3	660	6	1.333333333	3	1
26	13	3	2100	7	1	1	1
26	14	2	1020	4.333333333	2	1	1
26	15	2	2550	6	1.666666667	2	1
26	16	3	1440	6	1	2	1
26	17	3	2340	6.333333333	1	2	1
26	18	3	2550	6.666666667	1.666666667	0	1
26	19	2	2220	6.333333333	2.666666667	1	1
26	20	2	3360	6.5	1	2	1
26	21	1	2520	5.333333333	2.333333333	2	1
26	22	2	1320	7	2	2	1
26	23	2	1020	6.333333333	2	1	1
26	24	1	690	5	3	0	1
26	25	1	2250	2.666666667	4.333333333	0	1
26	26	2	3960	7	1	0	1
26	27	1	3840	6.666666667	1.333333333	0	1
26	28	3	840	4	3.666666667	2	1
26	29	3	1680	4.333333333	3	1	1
26	30	3	2580	6.666666667	2.333333333	2	1
26	31	3	3060	6	1.333333333	0	1
26	32	3	2070	7	1	NA	1
27	1	4	350	3	3.666666667	3	1
27	2	4	415	4.666666667	2.333333333	3	1
27	3	2	375	4.666666667	2.333333333	3	1
27	4	2	365	4.333333333	3	3	1
27	5	3	30	5.333333333	1.333333333	4	1
27	6	3	0	2	5	3	1
27	7	3	300	5	1.666666667	3	1
27	8	3	300	2.333333333	5	3	1
27	9	3	360	5	1.333333333	2	1
27	10	3	390	5	1	3	1
27	11	4	300	5	1	3	1
27	12	4	300	5	1.666666667	3	1
27	13	1	0	3.333333333	4	3	1
27	14	1	0	4.666666667	1.666666667	3	1
27	15	4	270	3.666666667	4.333333333	3	1
27	16	1	270	2	4.666666667	3	1
27	17	4	270	2.666666667	5.666666667	3	1
27	18	4	270	3	5.333333333	2	1
27	19	4	300	5	1.333333333	3	1
27	20	4	360	4.333333333	2.666666667	2	1
27	21	4	300	3.333333333	5.333333333	3	1
27	22	4	270	5	1	2	1
27	23	4	330	5	1	3	1
27	24	4	0	5	2	3	1
27	25	4	270	5	1	2	1
27	26	3	270	4.333333333	1.333333333	2	1
27	27	3	360	5	1.333333333	2	1
27	28	3	270	3	4.333333333	2	1
27	29	4	270	4.333333333	2.333333333	2	1
27	30	3	360	3	4.333333333	2	1
27	31	3	270	5	2.333333333	2	1
27	32	3	330	4.666666667	1	NA	1
28	4	4	300	6	2	2	1
28	5	3	630	5	1	3	1
28	6	3	150	5.333333333	1.666666667	3	1
28	7	3	450	5	3.333333333	1	1
28	8	4	540	5.333333333	1	2	1
28	9	3	740	6.666666667	2.333333333	3	1
28	12	4	465	5	1.666666667	1	1
28	13	4	245	5.666666667	1	3	1
28	14	3	247	6.333333333	1	4	1
28	16	4	150	4.333333333	1	4	1
28	17	4	840	5	1	4	1
28	18	3	225	4.666666667	1.333333333	3	1
28	19	4	200	2.666666667	1.333333333	2	1
28	20	3	350	1	3	3	1
28	21	3	200	4.666666667	1	3	1
28	22	3	0	5	1	3	1
28	23	3	0	5	1	2	1
28	24	4	360	6	1	4	1
28	25	3	175	6	1.333333333	3	1
28	26	2	435	3	2.333333333	1	1
28	27	2	300	1.666666667	2.333333333	2	1
28	28	3	0	3.666666667	3	3	1
28	29	3	0	2.333333333	3.333333333	2	1
28	30	4	180	5.333333333	1	3	1
28	31	3	120	5.666666667	1	2	1
28	32	3	540	3.333333333	1.666666667	NA	1
30	6	4	330	4	4.666666667	2	1
30	7	1	240	2.666666667	5	3	1
30	9	4	545	3.333333333	4.666666667	0	1
30	10	4	90	2.333333333	5.666666667	1	1
30	11	3	450	3.333333333	3	2	1
30	13	4	90	2.333333333	3	3	1
30	14	3	340	2.666666667	4.333333333	3	1
30	15	2	400	3.666666667	3.333333333	4	1
30	16	4	110	2	4.333333333	2	1
30	17	4	335	4	2.333333333	4	1
30	18	4	190	4.666666667	2.666666667	2	1
30	19	3	15	1.666666667	5.666666667	0	1
30	20	4	90	3	4	1	1
30	21	4	90	1.666666667	5.333333333	3	1
30	22	3	310	3.333333333	3	3	1
30	23	4	140	2.666666667	5	2	1
30	25	3	760	7	2.333333333	4	1
30	27	4	830	4.333333333	4	3	1
30	28	4	250	3	4.666666667	2	1
30	29	4	325	2.666666667	3	3	1
30	30	3	620	2.666666667	3.333333333	2	1
30	31	4	300	2	4.666666667	2	1
31	1	3	235	3.333333333	3	2	1
31	2	2	855	3.666666667	3.333333333	2	1
31	3	3	240	4.333333333	3	3	1
31	4	3	300	4.666666667	3	1	1
31	5	3	210	4.666666667	2.666666667	1	1
31	6	3	235	4	2.333333333	2	1
31	7	2	325	5	2	3	1
31	8	3	765	5	3	2	1
31	10	3	615	5	2	3	1
31	11	3	705	5	3	3	1
31	12	3	570	4.333333333	2.666666667	3	1
31	13	3	165	3.333333333	4.666666667	2	1
31	14	3	235	4.333333333	3.333333333	3	1
31	15	3	825	4.666666667	2.333333333	3	1
31	16	3	235	2.666666667	3.333333333	3	1
31	17	3	255	2	4.666666667	0	1
31	18	3	110	2.666666667	4	1	1
31	19	3	235	2.666666667	4.333333333	2	1
31	20	3	190	4	3.666666667	3	1
31	21	3	210	3.333333333	3.666666667	3	1
31	22	3	970	4.333333333	2	3	1
31	23	3	135	4	2.333333333	3	1
31	24	3	135	2.666666667	4.333333333	2	1
31	25	3	255	6	2	3	1
31	26	3	210	4.333333333	3.333333333	2	1
31	27	3	210	4.333333333	2	3	1
31	28	3	185	5	2	4	1
31	30	3	235	4.333333333	5	2	1
31	32	3	505	4.666666667	4.333333333	NA	1
32	1	3	690	5.666666667	2	1	1
32	2	3	390	5	2.666666667	2	1
32	4	2	1350	4	4.666666667	1	1
32	5	3	60	2.666666667	3.666666667	2	1
32	6	2	240	4.333333333	6.333333333	2	1
32	7	3	70	5.333333333	4.666666667	2	1
32	9	1	210	5	3	1	1
32	10	3	160	3.333333333	5	2	1
32	11	3	790	6	5.333333333	1	1
32	12	3	60	3.666666667	6	2	1
32	14	2	30	2	6	2	1
32	15	3	60	3.666666667	5.666666667	2	1
32	16	3	90	2	4.333333333	3	1
32	18	3	540	3.333333333	3.666666667	1	1
32	19	1	30	1.666666667	7	1	1
32	21	3	45	2.333333333	4.666666667	1	1
32	22	3	60	2	4.333333333	2	1
32	23	3	30	2	4.333333333	2	1
32	24	3	60	1.666666667	5.333333333	2	1
32	25	3	60	4	4.333333333	1	1
32	26	3	60	3.333333333	5.666666667	1	1
32	27	3	110	2.666666667	4.333333333	2	1
32	28	3	60	2.666666667	5.666666667	1	1
32	29	3	60	2.333333333	4.666666667	2	1
32	30	3	60	5	4.333333333	1	1
32	31	3	0	2	5	2	1
32	32	2	60	5.666666667	4.333333333	NA	1
33	1	1	0	1	4.333333333	0	1
33	2	1	180	4	3.333333333	1	1
33	3	3	90	4	4	4	1
33	4	2	900	2.666666667	3.666666667	3	1
33	5	3	600	3.666666667	3	1	1
33	6	3	630	2	2	1	1
33	7	3	0	2.333333333	3	2	1
33	8	3	135	2	5.666666667	0	1
33	9	3	900	2.666666667	3.333333333	2	1
33	10	3	30	2	4.666666667	1	1
33	11	3	0	2.333333333	4	2	1
33	12	3	30	2	6.333333333	0	1
33	13	3	900	1.333333333	5	1	1
33	14	1	0	2.333333333	2	2	1
33	15	3	90	3	2.333333333	2	1
33	16	3	0	3	2.666666667	2	1
33	17	3	90	2.333333333	5	3	1
33	18	3	930	2.333333333	4	0	1
33	19	1	0	1	5.333333333	2	1
33	20	3	1980	2	5	1	1
33	21	3	90	1.333333333	6	2	1
33	22	3	120	2.333333333	4	3	1
33	23	3	945	2	5.333333333	1	1
33	24	3	60	1.666666667	3.666666667	2	1
33	25	3	900	3.333333333	2.333333333	4	1
33	26	3	150	2.666666667	3.333333333	1	1
33	27	3	510	2.666666667	3.333333333	1	1
33	28	3	0	2	3.666666667	1	1
33	29	3	0	2	2.666666667	2	1
33	30	3	280	2	3.333333333	2	1
33	31	3	0	2.666666667	2.666666667	1	1
33	32	3	95	3	2.666666667	NA	1
34	1	2	410	4.333333333	1.666666667	2	1
34	2	3	390	5.666666667	1.333333333	2	1
34	3	3	630	5.666666667	2	3	1
34	4	2	870	5.333333333	1.666666667	1	1
34	5	3	210	4	2	1	1
34	6	3	565	5	2	0	1
34	7	3	540	5.666666667	1.666666667	2	1
34	8	3	590	5	1.333333333	3	1
34	9	3	800	5.333333333	1	3	1
34	10	2	880	5.333333333	1.333333333	3	1
34	11	3	960	4.666666667	1	2	1
34	12	3	330	5.666666667	1.333333333	3	1
34	13	3	540	5.333333333	1.333333333	2	1
34	14	3	210	4.333333333	2.333333333	3	1
34	15	3	390	3.666666667	3.333333333	1	1
34	16	3	180	4.333333333	1.666666667	3	1
34	17	3	330	5.333333333	1	2	1
34	18	3	440	4.666666667	1.333333333	1	1
34	19	3	660	5.333333333	2	1	1
34	20	3	480	5.333333333	1.666666667	2	1
34	21	3	330	5.333333333	2	2	1
34	22	2	495	5.333333333	1.666666667	1	1
34	23	3	1290	5	2	0	1
34	24	3	465	5.666666667	2	2	1
34	25	3	645	5.333333333	3	2	1
34	26	3	490	5.333333333	1.333333333	2	1
34	27	3	870	6	1.666666667	2	1
34	28	2	180	3.666666667	2	3	1
34	29	3	330	5.333333333	1.666666667	3	1
34	30	2	280	5.666666667	1.333333333	1	1
34	31	2	1050	4.666666667	2	2	1
34	32	3	420	6	1	NA	1
35	1	NA	180	5	1.666666667	4	1
35	2	3	60	6.333333333	1	4	1
35	3	4	850	5.333333333	1.333333333	2	1
35	4	3	60	5.333333333	1.333333333	3	1
35	5	3	30	5	1.333333333	2	1
35	6	3	30	6	1	3	1
35	7	4	400	6	1.333333333	1	1
35	8	4	100	5.666666667	1.666666667	3	1
35	9	4	60	5.666666667	1.333333333	1	1
35	10	4	30	5.666666667	2	3	1
35	11	4	30	6	1	3	1
35	12	3	675	6	1	2	1
35	13	4	0	6.333333333	1.333333333	3	1
35	14	3	300	5.666666667	1	3	1
35	15	4	150	5.666666667	1	4	1
35	16	2	0	5	3.666666667	3	1
35	17	3	30	4	4.666666667	2	1
35	18	4	0	5.333333333	1.666666667	3	1
35	19	3	720	5.333333333	1.666666667	4	1
35	20	3	25	5.666666667	1.666666667	3	1
35	21	4	65	6	1.333333333	3	1
35	22	3	95	6	1	3	1
35	23	2	180	6	1	3	1
35	24	2	30	5.666666667	1	3	1
35	25	3	45	6	1	3	1
35	26	4	60	6	1	3	1
35	27	2	0	5.333333333	2.333333333	1	1
35	28	4	270	5.333333333	1.333333333	2	1
35	29	2	540	4.333333333	3	2	1
35	30	1	30	6	2	3	1
35	31	3	0	6	1.333333333	2	1
35	32	1	220	7	1	NA	1
36	1	3	360	2	5.666666667	0	1
36	2	3	190	1.333333333	6	2	1
36	3	2	360	2	5	2	1
36	4	2	1140	4.666666667	1.333333333	1	1
36	5	3	0	1.666666667	3.333333333	1	1
36	6	3	3	4.666666667	2.666666667	0	1
36	7	3	90	4.333333333	1.333333333	3	1
36	8	4	90	2.333333333	3.666666667	1	1
36	9	3	360	5.333333333	5	1	1
36	10	3	180	2	3.666666667	1	1
36	11	2	180	1.333333333	4	2	1
36	12	3	180	1.666666667	2.333333333	1	1
36	13	3	180	2.333333333	6.666666667	2	1
36	15	3	180	1	6.666666667	2	1
36	16	3	0	2	2.666666667	2	1
36	17	2	540	2	3	2	1
36	18	3	180	1.333333333	3.666666667	0	1
36	19	2	360	2	4.666666667	2	1
36	21	3	690	2.333333333	3.666666667	2	1
36	22	3	180	1.333333333	4	0	1
36	23	3	180	1.666666667	3.666666667	1	1
36	24	3	180	1.333333333	3.666666667	2	1
36	25	3	540	1.333333333	7	0	1
36	26	2	90	1	6.666666667	0	1
36	27	3	180	1.333333333	5	1	1
36	29	3	180	1	5.333333333	2	1
36	30	3	360	2	2	0	1
37	1	3	150	5.333333333	2	3	1
37	2	4	315	6	2.666666667	2	1
37	3	4	780	6	3	3	1
37	4	3	315	5	2.333333333	3	1
37	5	4	1020	4.666666667	2.666666667	2	1
37	6	4	2100	2	4.333333333	1	1
37	7	1	1185	5.333333333	3.666666667	1	1
37	8	4	575	4.333333333	3.666666667	2	1
37	9	4	510	6	1.333333333	3	1
37	10	3	180	5	1	2	1
37	11	2	615	5.666666667	2	3	1
37	12	3	180	5.333333333	1.333333333	2	1
37	13	3	240	5	1.666666667	3	1
37	14	4	120	5.666666667	2	4	1
37	15	3	210	3	3.666666667	3	1
37	16	3	240	4.333333333	2.666666667	2	1
37	17	3	360	5.333333333	2	4	1
37	18	3	1035	5.666666667	2.666666667	2	1
37	19	4	135	4	5	2	1
37	20	2	180	4	5.333333333	2	1
37	21	3	90	5.333333333	1.666666667	3	1
37	22	4	135	5.333333333	2	3	1
37	23	4	135	6	1.666666667	3	1
37	24	3	90	5.333333333	1.666666667	3	1
37	25	2	255	5	2.666666667	4	1
37	26	3	330	6	2.333333333	1	1
37	27	4	525	4.666666667	2.666666667	1	1
37	28	4	90	4	2.333333333	2	1
37	29	4	90	4.666666667	2	2	1
37	30	3	190	6.666666667	2.333333333	2	1
37	31	4	210	4	2.666666667	3	1
37	32	4	330	6	1.666666667	NA	1
38	1	3	120	5	2	3	1
38	2	2	270	4.333333333	3	2	1
38	3	3	510	5.333333333	2.666666667	2	1
38	4	1	200	3.333333333	2.666666667	1	1
38	5	2	180	5	3	2	1
38	6	3	90	6.333333333	1.333333333	3	1
38	7	4	0	7	1	4	1
38	8	3	120	4	2.666666667	1	1
38	9	1	210	3.333333333	2.333333333	3	1
38	10	4	180	3.333333333	2	3	1
38	11	3	180	4	2	2	1
38	12	3	30	4.333333333	2	3	1
38	13	3	240	5	2	3	1
38	14	3	0	5	1.333333333	4	1
38	15	1	300	1.333333333	7	4	1
38	16	4	180	4.666666667	1.333333333	3	1
38	17	1	120	6.333333333	1	4	1
38	18	3	180	6	1	3	1
38	19	3	60	5.666666667	1.333333333	3	1
38	20	3	360	4.333333333	1.666666667	3	1
38	21	3	30	1.666666667	2.333333333	3	1
38	22	2	90	2.333333333	4.333333333	3	1
38	23	4	270	4.333333333	3	2	1
38	24	3	180	2.333333333	2.666666667	2	1
38	25	3	540	5	2.333333333	3	1
38	26	3	45	2.333333333	4.666666667	2	1
38	27	3	180	4.666666667	1.666666667	2	1
38	28	3	45	1.666666667	4.333333333	1	1
38	29	4	180	4.666666667	1.666666667	3	1
38	30	2	150	5	2	3	1
38	31	3	180	3.666666667	1.666666667	3	1
38	32	2	240	6.666666667	1.333333333	NA	1
39	3	2	0	3.666666667	3	3	1
39	4	3	0	2.333333333	3	2	1
39	5	3	100	2	3	0	1
39	6	3	180	3	1.666666667	2	1
39	7	3	140	2.666666667	1.666666667	2	1
39	8	3	0	1.666666667	2.333333333	2	1
39	9	2	180	3.333333333	2	2	1
39	13	3	0	2	2.666666667	3	1
40	1	3	145	4	3	3	1
40	2	3	800	3.666666667	2.666666667	2	1
40	3	3	90	5.333333333	1.666666667	1	1
40	4	3	180	2.666666667	3.666666667	1	1
40	7	1	210	4.333333333	2.666666667	1	1
40	9	4	885	5	1.666666667	3	1
40	11	2	235	3	4.666666667	2	1
40	12	3	45	2.333333333	4.666666667	2	1
40	13	3	300	4.666666667	2	2	1
40	15	4	315	4.333333333	2.666666667	2	1
40	16	1	185	3.666666667	2	3	1
40	17	3	245	3	2.333333333	2	1
40	18	3	245	3.666666667	2.666666667	2	1
40	21	2	215	5	2.5	0	1
40	22	2	255	4.333333333	2	3	1
40	23	3	195	3	2.666666667	2	1
40	28	3	300	5	2	2	1
41	1	3	360	2.666666667	4.666666667	1	1
41	2	4	960	5.666666667	1.333333333	3	1
41	3	2	840	4.333333333	4.333333333	2	1
41	4	3	870	5	2	3	1
41	5	3	1860	3.666666667	5	3	1
41	6	3	180	6	1	4	1
41	7	2	1230	6	1	4	1
41	8	3	810	5	1.666666667	3	1
41	9	3	930	7	1	3	1
41	10	4	380	6.333333333	1	3	1
41	11	4	1010	5.333333333	1.666666667	3	1
41	12	4	150	4	4	0	1
41	13	4	1320	6	1	4	1
41	14	4	300	1.666666667	4.666666667	3	1
41	15	4	260	1	6.666666667	3	1
41	16	4	1230	5.666666667	1	3	1
41	17	3	580	5.333333333	1.333333333	3	1
41	18	3	0	5.333333333	1.333333333	4	1
41	19	4	90	4.666666667	1.333333333	2	1
41	20	3	1320	3.666666667	2.333333333	1	1
41	21	2	180	3.333333333	4	1	1
41	22	2	660	2	6.333333333	4	1
41	23	3	390	3.666666667	2.333333333	2	1
41	24	3	90	4	4	3	1
41	25	2	120	5.333333333	1	3	1
41	26	4	260	6	1	4	1
41	27	4	90	5.666666667	1	4	1
41	28	4	90	6	1	3	1
41	29	4	0	5.333333333	1	3	1
41	30	4	180	6	1.333333333	2	1
41	31	4	150	6.666666667	1.333333333	3	1
41	32	4	90	6.333333333	1	NA	1
42	1	3	475	4.333333333	1.666666667	1	1
42	2	3	205	5	1.666666667	2	1
42	3	4	700	3.333333333	1	2	1
42	4	2	0	2.333333333	2	1	1
42	5	3	160	2	1	1	1
42	6	2	640	2	1.666666667	1	1
42	7	2	30	2.333333333	1.666666667	1	1
42	8	2	640	2	1.333333333	2	1
42	9	2	840	2	1	2	1
42	10	2	730	1	2.333333333	2	1
42	11	2	730	2.333333333	1.333333333	3	1
42	12	2	820	2	1.333333333	1	1
42	13	2	640	5	1	1	1
42	14	3	640	1	5	1	1
42	15	3	90	1	6	0	1
42	16	3	90	1	7	1	1
42	17	3	110	1.333333333	3.333333333	2	1
42	18	3	1450	2	1.666666667	2	1
42	19	3	190	1	1.333333333	1	1
42	20	3	30	1	2.666666667	1	1
42	21	3	1000	1	5.666666667	1	1
42	22	3	140	2	1.333333333	2	1
42	23	3	0	1	3	0	1
42	24	2	0	1	2.333333333	0	1
42	25	2	90	1	3	2	1
42	26	2	0	1	3	1	1
42	27	2	0	1.666666667	2.666666667	1	1
42	28	2	1680	1.333333333	1.333333333	2	1
42	29	3	1860	1.333333333	2.333333333	2	1
42	30	3	90	3	5	0	1
42	31	3	90	1	3.666666667	0	1
42	32	2	1260	4	2.333333333	NA	1
43	1	3	90	4.666666667	1.333333333	3	1
43	2	2	75	5	2	1	1
43	3	2	150	5	1.666666667	3	1
43	4	3	120	4.333333333	4.666666667	2	1
43	5	2	2100	3.333333333	5	2	1
43	6	3	60	6	1	2	1
43	7	2	60	5	1.666666667	1	1
43	8	3	90	5	2.333333333	1	1
43	9	2	120	5	1.333333333	2	1
43	10	3	60	6	1	3	1
43	11	2	90	5	2	3	1
43	12	3	660	5	1	2	1
43	13	3	90	5	1.333333333	3	1
43	14	3	90	5	1.666666667	3	1
43	15	2	90	4	3.666666667	2	1
43	16	3	60	3	4.333333333	1	1
43	17	2	90	4	3.666666667	1	1
43	18	2	60	3	3.666666667	1	1
43	19	2	60	3.666666667	3.333333333	2	1
43	20	2	60	3	3	1	1
43	21	2	60	3	3	1	1
43	22	2	90	2	3.666666667	1	1
43	24	2	60	5	1.333333333	1	1
43	25	2	90	4	2.666666667	1	1
43	26	2	660	3	2.333333333	1	1
43	28	2	30	3	2.333333333	1	1
43	29	2	75	3	3	1	1
43	30	3	60	3	3.666666667	1	1
43	31	2	60	3	3	2	1
43	32	2	90	3	3.333333333	NA	1
44	5	2	330	5	2.666666667	2	1
44	7	3	420	4	4	1	1
44	8	3	150	4.333333333	1.666666667	3	1
44	9	3	420	5.333333333	2.666666667	3	1
44	10	3	420	5.666666667	2	3	1
44	11	4	360	2	4	0	1
44	13	3	0	4.666666667	3.333333333	1	1
44	14	3	420	4.333333333	3.333333333	2	1
44	15	1	0	2.666666667	3.666666667	0	1
44	18	3	0	4.333333333	4	3	1
44	20	3	0	4	3	2	1
44	22	3	0	4	2.666666667	2	1
44	23	3	300	5	4.333333333	3	1
44	24	3	0	4.666666667	3.666666667	3	1
44	25	2	0	3.333333333	3.666666667	2	1
44	26	3	150	4	3	2	1
44	27	2	300	5	2.333333333	2	1
44	29	3	0	4	2.666666667	3	1
44	30	3	0	3.333333333	3	3	1
44	31	3	0	6	2	3	1
45	1	4	0	4.666666667	2.333333333	4	1
45	2	4	0	5.666666667	2.333333333	3	1
45	3	2	0	3.666666667	4	3	1
45	4	2	1080	7	1	3	1
45	5	3	0	6	1.333333333	3	1
45	6	3	300	5	2	4	1
45	7	4	0	4.666666667	3.666666667	2	1
45	8	2	0	1	4.333333333	4	1
45	9	3	0	6	2.666666667	4	1
45	10	4	0	5	1.666666667	2	1
45	11	4	1080	1	6	2	1
45	12	2	0	1.666666667	6	1	1
45	13	2	0	2.333333333	4.666666667	1	1
45	14	2	0	2.666666667	4	2	1
45	15	2	0	4	2.333333333	2	1
45	16	3	0	4.666666667	2.666666667	4	1
45	17	2	0	1	5	2	1
45	18	3	0	2	5.333333333	2	1
45	19	3	0	4	4	2	1
45	20	2	0	4.333333333	3	2	1
45	21	2	0	4.333333333	3.666666667	2	1
45	22	3	0	1.666666667	5.333333333	0	1
45	23	3	0	3.333333333	3.333333333	2	1
45	24	3	0	1.333333333	4.333333333	1	1
45	25	2	0	7	1	1	1
45	26	2	1080	6	2.666666667	0	1
45	27	1	2550	5	2	2	1
45	28	2	0	4.666666667	2.333333333	1	1
45	29	2	0	4.666666667	2.666666667	2	1
45	30	3	0	7	1.333333333	4	1
45	31	3	0	6	1.666666667	4	1
45	32	3	0	6	1	NA	1
46	1	4	285	5.333333333	2.333333333	1	1
46	2	4	180	4.333333333	2.333333333	1	1
46	3	4	280	6.333333333	1.666666667	4	1
46	4	3	180	6.333333333	1	2	1
46	5	2	470	6.333333333	1.333333333	1	1
46	6	4	180	4.666666667	2.666666667	1	1
46	7	3	320	4.333333333	2.333333333	2	1
46	8	3	60	4.666666667	3	4	1
46	9	4	135	4.666666667	2	4	1
46	10	2	140	5.333333333	1.666666667	3	1
46	11	4	270	5.333333333	2	3	1
46	12	3	510	4.333333333	2.333333333	2	1
46	13	3	1260	5.333333333	1.333333333	1	1
46	14	4	240	3.666666667	3	3	1
46	15	4	60	2	5	3	1
46	16	2	60	2	6.333333333	4	1
46	17	3	90	4	3.666666667	2	1
46	18	3	360	4.666666667	2.666666667	1	1
46	19	3	180	4	2.666666667	3	1
46	20	4	180	4	3	4	1
46	21	4	180	4	3.333333333	3	1
46	22	3	60	4	2.333333333	3	1
46	23	3	0	4	3.333333333	4	1
46	24	4	60	3.666666667	3.333333333	3	1
46	25	4	90	3	4	4	1
46	26	4	360	3	3.333333333	2	1
46	27	4	180	4.666666667	2	3	1
46	28	4	180	3.333333333	4.666666667	3	1
46	29	4	180	4	2	3	1
46	30	2	135	4.666666667	2	3	1
46	31	3	135	4.666666667	2.333333333	4	1
46	32	2	90	5	1.333333333	NA	1
47	1	3	230	5.333333333	1.666666667	3	1
47	2	3	285	4.666666667	2.333333333	3	1
47	3	3	390	5	2	2	1
47	4	3	210	4.333333333	1.333333333	3	1
47	5	3	330	3.666666667	2.333333333	2	1
47	6	4	435	5.666666667	1	2	1
47	7	3	350	4.333333333	1	3	1
47	8	3	60	5.666666667	1	3	1
47	9	2	390	2.666666667	2	2	1
47	10	3	435	3	1.666666667	1	1
47	11	3	405	4.333333333	1	2	1
47	12	2	30	2.666666667	2	3	1
47	13	3	840	4	1	3	1
47	14	3	60	4	1	3	1
47	15	3	290	3	2.333333333	1	1
47	16	3	120	2.666666667	1.333333333	3	1
47	17	3	210	3.333333333	1	2	1
47	20	3	60	4.666666667	1	3	1
47	21	3	90	3.666666667	1.333333333	2	1
47	22	3	190	2.666666667	2.666666667	2	1
47	23	3	30	3.333333333	1.666666667	2	1
47	24	3	165	4	1.666666667	4	1
47	25	4	190	5.666666667	1	3	1
47	26	4	180	4	1	4	1
47	27	3	300	5.666666667	1	2	1
47	28	3	30	4.666666667	1	2	1
47	29	3	95	4	1	3	1
47	30	4	120	5.333333333	1.333333333	2	1
47	31	3	45	4	1.333333333	3	1
47	32	3	285	4.333333333	1	NA	1
48	2	4	220	5.333333333	2.333333333	3	1
48	3	3	300	4.666666667	1.666666667	4	1
48	5	4	120	5.333333333	2	3	1
48	6	4	95	5	2	4	1
48	7	4	100	4.666666667	2	2	1
48	8	4	140	6	2	2	1
48	9	3	95	3	2.666666667	3	1
48	10	4	50	4.666666667	1.666666667	1	1
48	12	4	245	4	1.333333333	2	1
48	13	4	0	3	2.666666667	2	1
48	14	4	95	4.666666667	1.333333333	3	1
48	15	3	125	4.333333333	2.666666667	3	1
48	16	4	110	3.333333333	2	3	1
48	17	4	150	4.666666667	2.666666667	3	1
48	18	4	0	5.666666667	1.666666667	2	1
48	19	4	90	2.333333333	2	4	1
48	20	4	100	5.333333333	1.666666667	3	1
48	21	3	60	4	1.333333333	2	1
48	22	4	90	5.333333333	1.333333333	4	1
48	23	4	90	4.333333333	3	3	1
48	24	2	60	3.666666667	3.333333333	3	1
48	25	1	160	5.666666667	1.666666667	2	1
48	26	4	45	4	2.333333333	2	1
48	27	4	0	3	2.666666667	3	1
48	28	4	60	4	2.666666667	2	1
48	29	4	0	4	2.333333333	3	1
48	30	4	60	4.666666667	3	3	1
48	32	3	90	7	1	NA	1
49	1	3	45	2.333333333	5.333333333	4	1
49	2	3	267	2.333333333	4.666666667	3	1
49	3	4	480	5.666666667	2.666666667	3	1
49	4	3	690	5.666666667	2	4	1
49	5	4	480	5.333333333	2.333333333	4	1
49	6	4	480	5	3	4	1
49	7	4	780	6	2.666666667	4	1
49	8	2	330	6	2	4	1
49	9	3	480	5	3	4	1
49	10	3	660	4.666666667	2.333333333	4	1
49	11	3	330	5	2	3	1
49	12	4	700	5	2.666666667	4	1
49	13	4	380	5.333333333	2.333333333	4	1
49	14	2	480	4.666666667	2	4	1
49	15	3	480	2	6.666666667	3	1
49	16	3	660	2	6	4	1
49	17	3	330	2	4	4	1
49	18	3	660	1	7	3	1
49	19	3	660	2	6	4	1
49	20	3	660	4.333333333	4	4	1
49	21	3	660	2	5	4	1
49	22	2	660	5	3.666666667	4	1
49	23	3	660	5	3	4	1
49	24	3	660	2	5	4	1
49	25	3	480	6	2.333333333	3	1
49	26	2	660	5	3	4	1
49	27	3	480	5	2	3	1
49	28	3	240	4	3	3	1
49	29	3	180	4	3	3	1
49	30	3	330	5	2	3	1
49	31	3	330	5	2.333333333	4	1
49	32	3	780	4.333333333	3	NA	1
50	1	3	290	4.666666667	2	1	1
50	2	3	540	4.333333333	1.333333333	1	1
50	3	3	0	5.333333333	1.666666667	2	1
50	4	3	0	4.666666667	1.666666667	0	1
50	5	3	0	4.666666667	2	1	1
50	6	3	0	5	1.333333333	2	1
50	7	3	0	4	1.666666667	1	1
50	8	3	0	4.666666667	1.333333333	2	1
50	9	3	0	4	1.666666667	2	1
50	10	3	0	5	1.666666667	2	1
50	11	3	0	4.666666667	1.333333333	2	1
50	12	NA	0	4.666666667	1	2	1
50	13	3	0	4.333333333	1.666666667	1	1
50	14	3	0	4	1.666666667	1	1
50	15	3	0	4	2	1	1
