id	day	beep	time	counter	order	sad	anxious	angry	family_cohesion	family_conflict	sad_daily	anxiety_daily	anger_daily	family_support_daily	family_togetherness_daily	family_backup_daily	family_critcism_daily	family_fight_daily
102	1	1	11:10:00	1	113	1	1	1	86	1	NA	NA	NA	NA	NA	NA	NA	NA
102	1	2	14:40:00	2	114	1	5	1	82	1	NA	NA	NA	NA	NA	NA	NA	NA
102	1	3	15:25:00	3	115	1	20	1	81	4	NA	NA	NA	NA	NA	NA	NA	NA
102	1	4	16:40:00	4	116	1	25	1	95	1	NA	NA	NA	NA	NA	NA	NA	NA
102	1	5	18:36:00	5	117	1	23	1	85	2	NA	NA	NA	NA	NA	NA	NA	NA
102	1	6	20:39:00	6	118	4	20	1	98	4	NA	NA	NA	NA	NA	NA	NA	NA
102	1	7	NA	7	NA	NA	NA	NA	NA	NA	1	10	1	97	95	97	8	1
102	2	1	11:10:00	8	120	1	17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	2	2	15:09:00	9	121	1	35	1	92	2	NA	NA	NA	NA	NA	NA	NA	NA
102	2	3	15:48:00	10	122	10	15	1	85	1	NA	NA	NA	NA	NA	NA	NA	NA
102	2	4	17:18:00	11	123	5	22	1	88	5	NA	NA	NA	NA	NA	NA	NA	NA
102	2	5	17:54:00	12	124	1	8	2	89	11	NA	NA	NA	NA	NA	NA	NA	NA
102	2	6	20:38:00	13	125	1	16	2	81	81	NA	NA	NA	NA	NA	NA	NA	NA
102	2	7	NA	14	NA	NA	NA	NA	NA	NA	3	12	1	97	96	97	4	3
102	3	1	11:10:00	15	127	3	10	1	86	1	NA	NA	NA	NA	NA	NA	NA	NA
102	3	2	15:10:00	16	128	1	81	1	87	5	NA	NA	NA	NA	NA	NA	NA	NA
102	3	3	15:44:00	17	129	1	30	2	87	5	NA	NA	NA	NA	NA	NA	NA	NA
102	3	4	17:17:00	18	130	1	95	2	96	7	NA	NA	NA	NA	NA	NA	NA	NA
102	3	5	17:58:00	19	131	3	94	4	93	9	NA	NA	NA	NA	NA	NA	NA	NA
102	3	6	20:03:00	20	132	1	86	3	89	1	NA	NA	NA	NA	NA	NA	NA	NA
102	3	7	NA	21	NA	NA	NA	NA	NA	NA	2	33	2	90	88	87	3	5
102	4	1	11:10:00	22	134	1	83	1	93	3	NA	NA	NA	NA	NA	NA	NA	NA
102	4	2	14:42:00	23	135	1	93	1	85	4	NA	NA	NA	NA	NA	NA	NA	NA
102	4	3	15:56:00	24	136	3	8	1	96	5	NA	NA	NA	NA	NA	NA	NA	NA
102	4	4	17:28:00	25	137	1	28	2	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	4	5	18:01:00	26	138	1	88	1	89	10	NA	NA	NA	NA	NA	NA	NA	NA
102	4	6	19:53:00	27	139	1	50	1	94	1	NA	NA	NA	NA	NA	NA	NA	NA
102	4	7	NA	28	NA	NA	NA	NA	NA	NA	2	88	3	95	97	97	21	6
102	5	1	11:10:00	29	141	5	90	2	92	1	NA	NA	NA	NA	NA	NA	NA	NA
102	5	2	15:15:00	30	142	1	100	1	91	1	NA	NA	NA	NA	NA	NA	NA	NA
102	5	3	16:14:00	31	143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	5	4	16:52:00	32	144	1	68	1	97	4	NA	NA	NA	NA	NA	NA	NA	NA
102	5	5	17:54:00	33	145	2	99	6	87	3	NA	NA	NA	NA	NA	NA	NA	NA
102	5	6	19:24:00	34	146	1	85	5	89	2	NA	NA	NA	NA	NA	NA	NA	NA
102	5	7	NA	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	6	1	11:10:00	36	148	1	63	1	94	5	NA	NA	NA	NA	NA	NA	NA	NA
102	6	2	15:04:00	37	149	7	11	5	86	1	NA	NA	NA	NA	NA	NA	NA	NA
102	6	3	16:29:00	38	150	1	52	1	98	3	NA	NA	NA	NA	NA	NA	NA	NA
102	6	4	17:42:00	39	151	9	89	6	97	2	NA	NA	NA	NA	NA	NA	NA	NA
102	6	5	18:33:00	40	152	10	64	3	94	2	NA	NA	NA	NA	NA	NA	NA	NA
102	6	6	20:20:00	41	153	7	64	1	92	1	NA	NA	NA	NA	NA	NA	NA	NA
102	6	7	NA	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	7	1	11:10:00	43	155	3	11	1	84	2	NA	NA	NA	NA	NA	NA	NA	NA
102	7	2	14:37:00	44	156	1	85	3	100	2	NA	NA	NA	NA	NA	NA	NA	NA
102	7	3	15:31:00	45	157	1	21	1	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	7	4	16:49:00	46	158	1	3	1	99	1	NA	NA	NA	NA	NA	NA	NA	NA
102	7	5	17:25:00	47	159	4	11	4	90	1	NA	NA	NA	NA	NA	NA	NA	NA
102	7	6	20:16:00	48	160	1	80	1	85	1	NA	NA	NA	NA	NA	NA	NA	NA
102	7	7	NA	49	NA	NA	NA	NA	NA	NA	2	34	3	86	89	92	14	2
102	8	1	11:10:00	50	162	1	29	1	97	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	2	14:33:00	51	163	2	20	1	98	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	3	16:08:00	52	164	1	51	1	97	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	4	16:58:00	53	165	1	50	1	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	5	17:46:00	54	166	4	18	1	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	6	18:30:00	55	167	1	6	7	97	1	NA	NA	NA	NA	NA	NA	NA	NA
102	8	7	NA	56	NA	NA	NA	NA	NA	NA	6	28	7	97	97	98	6	2
102	9	1	11:10:00	57	169	8	6	4	98	3	NA	NA	NA	NA	NA	NA	NA	NA
102	9	2	15:02:00	58	170	1	29	1	96	1	NA	NA	NA	NA	NA	NA	NA	NA
102	9	3	16:04:00	59	171	1	8	3	97	5	NA	NA	NA	NA	NA	NA	NA	NA
102	9	4	16:56:00	60	172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	9	5	18:07:00	61	173	4	17	1	96	1	NA	NA	NA	NA	NA	NA	NA	NA
102	9	6	19:08:00	62	174	3	7	1	99	1	NA	NA	NA	NA	NA	NA	NA	NA
102	9	7	NA	63	NA	NA	NA	NA	NA	NA	5	24	10	100	99	97	5	6
102	10	1	11:10:00	64	176	5	16	3	97	34	NA	NA	NA	NA	NA	NA	NA	NA
102	10	2	14:55:00	65	177	2	18	6	86	19	NA	NA	NA	NA	NA	NA	NA	NA
102	10	3	16:04:00	66	178	6	21	1	75	10	NA	NA	NA	NA	NA	NA	NA	NA
102	10	4	17:16:00	67	179	4	10	1	81	9	NA	NA	NA	NA	NA	NA	NA	NA
102	10	5	18:47:00	68	180	6	24	1	90	21	NA	NA	NA	NA	NA	NA	NA	NA
102	10	6	20:06:00	69	181	1	20	1	87	9	NA	NA	NA	NA	NA	NA	NA	NA
102	10	7	NA	70	NA	NA	NA	NA	NA	NA	6	8	10	90	88	84	26	22
102	11	1	11:10:00	71	183	8	6	1	92	1	NA	NA	NA	NA	NA	NA	NA	NA
102	11	2	15:03:00	72	184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	11	3	15:55:00	73	185	1	46	1	89	14	NA	NA	NA	NA	NA	NA	NA	NA
102	11	4	16:26:00	74	186	10	8	7	100	11	NA	NA	NA	NA	NA	NA	NA	NA
102	11	5	17:49:00	75	187	2	5	5	92	7	NA	NA	NA	NA	NA	NA	NA	NA
102	11	6	18:45:00	76	188	1	8	1	91	9	NA	NA	NA	NA	NA	NA	NA	NA
102	11	7	NA	77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	12	1	11:10:00	78	190	1	14	3	98	3	NA	NA	NA	NA	NA	NA	NA	NA
102	12	2	15:21:00	79	191	1	19	6	86	5	NA	NA	NA	NA	NA	NA	NA	NA
102	12	3	16:23:00	80	192	1	6	1	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	12	4	17:01:00	81	193	5	2	3	96	1	NA	NA	NA	NA	NA	NA	NA	NA
102	12	5	18:21:00	82	194	1	8	1	90	4	NA	NA	NA	NA	NA	NA	NA	NA
102	12	6	20:53:00	83	195	1	26	1	91	3	NA	NA	NA	NA	NA	NA	NA	NA
102	12	7	NA	84	NA	NA	NA	NA	NA	NA	6	19	7	97	96	96	18	3
102	13	1	11:10:00	85	197	5	5	6	88	9	NA	NA	NA	NA	NA	NA	NA	NA
102	13	2	15:15:00	86	198	7	13	2	85	11	NA	NA	NA	NA	NA	NA	NA	NA
102	13	3	16:10:00	87	199	16	12	16	87	3	NA	NA	NA	NA	NA	NA	NA	NA
102	13	4	17:41:00	88	200	3	13	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	13	5	18:48:00	89	201	1	4	6	83	6	NA	NA	NA	NA	NA	NA	NA	NA
102	13	6	20:22:00	90	202	1	8	12	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	13	7	NA	91	NA	NA	NA	NA	NA	NA	96	14	2	94	92	92	11	4
102	14	1	11:10:00	92	204	8	12	6	96	4	NA	NA	NA	NA	NA	NA	NA	NA
102	14	2	14:31:00	93	205	2	10	7	88	3	NA	NA	NA	NA	NA	NA	NA	NA
102	14	3	15:05:00	94	206	3	6	1	91	1	NA	NA	NA	NA	NA	NA	NA	NA
102	14	4	16:07:00	95	207	1	9	1	88	6	NA	NA	NA	NA	NA	NA	NA	NA
102	14	5	17:16:00	96	208	4	11	6	92	3	NA	NA	NA	NA	NA	NA	NA	NA
102	14	6	19:41:00	97	209	5	8	5	94	7	NA	NA	NA	NA	NA	NA	NA	NA
102	14	7	NA	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	15	1	11:10:00	99	211	3	5	8	93	1	NA	NA	NA	NA	NA	NA	NA	NA
102	15	2	14:58:00	100	212	1	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	15	3	16:09:00	101	213	9	18	6	84	7	NA	NA	NA	NA	NA	NA	NA	NA
102	15	4	16:53:00	102	214	10	5	4	88	1	NA	NA	NA	NA	NA	NA	NA	NA
102	15	5	17:51:00	103	215	14	31	5	95	1	NA	NA	NA	NA	NA	NA	NA	NA
102	15	6	20:11:00	104	216	1	5	11	81	6	NA	NA	NA	NA	NA	NA	NA	NA
102	15	7	NA	105	NA	NA	NA	NA	NA	NA	4	21	5	99	98	97	14	3
102	16	1	11:10:00	106	218	3	16	13	80	10	NA	NA	NA	NA	NA	NA	NA	NA
102	16	2	15:07:00	107	219	7	10	11	95	1	NA	NA	NA	NA	NA	NA	NA	NA
102	16	3	15:44:00	108	220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	16	4	17:02:00	109	221	9	11	11	93	8	NA	NA	NA	NA	NA	NA	NA	NA
102	16	5	18:03:00	110	222	14	15	74	78	5	NA	NA	NA	NA	NA	NA	NA	NA
102	16	6	18:56:00	111	223	1	15	14	87	4	NA	NA	NA	NA	NA	NA	NA	NA
102	16	7	NA	112	NA	NA	NA	NA	NA	NA	5	8	8	98	96	95	18	3
102	17	1	11:10:00	113	225	4	2	4	94	5	NA	NA	NA	NA	NA	NA	NA	NA
102	17	2	15:15:00	114	226	12	20	22	97	1	NA	NA	NA	NA	NA	NA	NA	NA
102	17	3	16:30:00	115	227	14	14	12	96	2	NA	NA	NA	NA	NA	NA	NA	NA
102	17	4	17:42:00	116	228	7	15	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	17	5	19:13:00	117	229	7	12	6	80	6	NA	NA	NA	NA	NA	NA	NA	NA
102	17	6	20:17:00	118	230	3	12	8	83	1	NA	NA	NA	NA	NA	NA	NA	NA
102	17	7	NA	119	NA	NA	NA	NA	NA	NA	7	7	97	96	97	92	8	3
102	18	1	11:10:00	120	232	5	13	12	99	7	NA	NA	NA	NA	NA	NA	NA	NA
102	18	2	15:20:00	121	233	14	12	5	96	5	NA	NA	NA	NA	NA	NA	NA	NA
102	18	3	16:43:00	122	234	1	21	1	79	1	NA	NA	NA	NA	NA	NA	NA	NA
102	18	4	18:03:00	123	235	3	9	5	85	1	NA	NA	NA	NA	NA	NA	NA	NA
102	18	5	19:20:00	124	236	14	14	17	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	18	6	20:26:00	125	237	13	11	10	95	9	NA	NA	NA	NA	NA	NA	NA	NA
102	18	7	NA	126	NA	NA	NA	NA	NA	NA	4	26	10	97	99	98	12	2
102	19	1	11:10:00	127	239	4	6	13	97	1	NA	NA	NA	NA	NA	NA	NA	NA
102	19	2	14:35:00	128	240	2	8	10	89	1	NA	NA	NA	NA	NA	NA	NA	NA
102	19	3	15:27:00	129	241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	19	4	16:59:00	130	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	19	5	17:39:00	131	243	4	8	2	85	1	NA	NA	NA	NA	NA	NA	NA	NA
102	19	6	20:18:00	132	244	5	4	1	98	1	NA	NA	NA	NA	NA	NA	NA	NA
102	19	7	NA	133	NA	NA	NA	NA	NA	NA	5	5	8	98	100	99	7	5
102	20	1	11:10:00	134	246	10	9	12	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	20	2	14:51:00	135	247	5	5	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	20	3	16:20:00	136	248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	20	4	17:25:00	137	249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	20	5	17:58:00	138	250	2	11	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	20	6	18:34:00	139	251	11	7	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	20	7	NA	140	NA	NA	NA	NA	NA	NA	2	5	4	97	98	95	7	2
102	21	1	11:10:00	141	253	1	2	5	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	21	2	15:15:00	142	254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	21	3	16:26:00	143	255	1	8	6	100	1	NA	NA	NA	NA	NA	NA	NA	NA
102	21	4	17:34:00	144	256	12	3	1	98	1	NA	NA	NA	NA	NA	NA	NA	NA
102	21	5	NA	145	257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
102	21	7	NA	147	NA	NA	NA	NA	NA	NA	1	8	7	97	96	98	7	5
103	1	1	8:00:00	1	258	18	59	1	61	1	NA	NA	NA	NA	NA	NA	NA	NA
103	1	2	11:34:00	2	259	19	62	20	73	18	NA	NA	NA	NA	NA	NA	NA	NA
103	1	3	12:51:00	3	260	12	3	1	75	72	NA	NA	NA	NA	NA	NA	NA	NA
103	1	4	13:55:00	4	261	21	57	15	70	70	NA	NA	NA	NA	NA	NA	NA	NA
103	1	5	15:25:00	5	262	21	57	13	74	69	NA	NA	NA	NA	NA	NA	NA	NA
103	1	6	17:50:00	6	263	13	64	3	73	75	NA	NA	NA	NA	NA	NA	NA	NA
103	1	7	NA	7	NA	NA	NA	NA	NA	NA	1	69	1	75	75	75	1	1
103	2	1	8:00:00	8	265	19	71	19	77	71	NA	NA	NA	NA	NA	NA	NA	NA
103	2	2	10:54:00	9	266	16	77	21	72	70	NA	NA	NA	NA	NA	NA	NA	NA
103	2	3	12:10:00	10	267	19	20	21	68	76	NA	NA	NA	NA	NA	NA	NA	NA
103	2	4	12:55:00	11	268	12	39	10	71	74	NA	NA	NA	NA	NA	NA	NA	NA
103	2	5	14:17:00	12	269	10	62	1	80	72	NA	NA	NA	NA	NA	NA	NA	NA
103	2	6	17:17:00	13	270	62	72	24	75	73	NA	NA	NA	NA	NA	NA	NA	NA
103	2	7	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	3	1	8:00:00	15	272	10	26	4	72	5	NA	NA	NA	NA	NA	NA	NA	NA
103	3	2	10:53:00	16	273	7	63	1	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	3	3	11:42:00	17	274	4	61	1	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	3	4	12:25:00	18	275	7	62	1	63	1	NA	NA	NA	NA	NA	NA	NA	NA
103	3	5	13:52:00	19	276	4	56	2	61	1	NA	NA	NA	NA	NA	NA	NA	NA
103	3	6	15:11:00	20	277	13	34	14	74	1	NA	NA	NA	NA	NA	NA	NA	NA
103	3	7	NA	21	NA	NA	NA	NA	NA	NA	1	65	1	73	73	73	1	1
103	4	1	8:00:00	22	279	18	59	17	75	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	2	11:17:00	23	280	2	58	8	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	3	12:12:00	24	281	14	66	15	70	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	4	13:29:00	25	282	17	70	9	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	5	15:31:00	26	283	15	59	19	76	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	6	16:40:00	27	284	7	60	11	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	4	7	NA	28	NA	NA	NA	NA	NA	NA	16	60	1	54	54	55	1	1
103	5	1	8:00:00	29	286	25	34	23	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	2	11:30:00	30	287	23	56	21	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	3	12:14:00	31	288	16	64	15	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	4	14:19:00	32	289	17	49	11	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	5	16:19:00	33	290	10	53	12	60	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	6	18:17:00	34	291	17	58	31	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	5	7	NA	35	NA	NA	NA	NA	NA	NA	1	60	1	51	51	51	1	1
103	6	1	8:00:00	36	293	26	57	25	59	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	2	10:55:00	37	294	20	56	20	54	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	3	12:01:00	38	295	11	68	9	49	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	4	12:39:00	39	296	13	56	12	64	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	5	13:52:00	40	297	23	57	12	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	6	14:26:00	41	298	14	71	18	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	6	7	NA	42	NA	NA	NA	NA	NA	NA	1	66	1	49	48	49	1	1
103	7	1	8:00:00	43	300	25	59	23	63	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	2	10:45:00	44	301	10	54	10	64	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	3	12:11:00	45	302	17	53	17	70	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	4	13:25:00	46	303	28	49	20	49	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	5	14:58:00	47	304	18	49	22	49	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	6	15:58:00	48	305	16	49	17	49	1	NA	NA	NA	NA	NA	NA	NA	NA
103	7	7	NA	49	NA	NA	NA	NA	NA	NA	13	61	1	51	51	52	1	1
103	8	1	8:00:00	50	307	33	49	27	59	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	2	10:47:00	51	308	17	59	15	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	3	12:26:00	52	309	17	44	17	62	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	4	13:01:00	53	310	17	49	9	70	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	5	15:09:00	54	311	22	64	20	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	6	17:20:00	55	312	24	26	14	63	1	NA	NA	NA	NA	NA	NA	NA	NA
103	8	7	NA	56	NA	NA	NA	NA	NA	NA	1	59	1	50	50	50	1	1
103	9	1	8:00:00	57	314	22	49	19	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	2	10:33:00	58	315	22	68	18	62	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	3	12:28:00	59	316	22	55	15	73	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	4	13:15:00	60	317	18	58	17	75	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	5	14:44:00	61	318	25	49	19	73	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	6	18:26:00	62	319	23	66	24	62	1	NA	NA	NA	NA	NA	NA	NA	NA
103	9	7	NA	63	NA	NA	NA	NA	NA	NA	1	61	1	51	52	52	1	1
103	10	1	8:00:00	64	321	31	26	22	63	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	2	11:12:00	65	322	24	49	21	68	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	3	11:45:00	66	323	23	49	21	69	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	4	13:58:00	67	324	23	64	10	59	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	5	15:23:00	68	325	5	55	8	65	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	6	16:57:00	69	326	24	56	18	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	10	7	NA	70	NA	NA	NA	NA	NA	NA	1	32	1	50	50	50	1	1
103	11	1	8:00:00	71	328	13	30	16	68	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	2	11:38:00	72	329	18	22	18	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	3	13:05:00	73	330	18	21	18	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	4	14:23:00	74	331	14	20	13	59	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	5	16:12:00	75	332	18	18	17	68	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	6	17:43:00	76	333	21	22	27	69	1	NA	NA	NA	NA	NA	NA	NA	NA
103	11	7	NA	77	NA	NA	NA	NA	NA	NA	1	28	1	61	61	48	1	1
103	12	1	8:00:00	78	335	15	27	7	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	12	2	11:31:00	79	336	4	3	3	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	12	3	12:20:00	80	337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	12	4	13:21:00	81	338	12	13	13	67	4	NA	NA	NA	NA	NA	NA	NA	NA
103	12	5	14:46:00	82	339	6	15	11	72	1	NA	NA	NA	NA	NA	NA	NA	NA
103	12	6	15:25:00	83	340	16	14	20	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	12	7	NA	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	13	1	8:00:00	85	342	9	49	12	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	13	2	10:49:00	86	343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	13	3	11:24:00	87	344	13	21	23	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	13	4	13:13:00	88	345	24	19	18	65	1	NA	NA	NA	NA	NA	NA	NA	NA
103	13	5	13:49:00	89	346	12	13	10	68	1	NA	NA	NA	NA	NA	NA	NA	NA
103	13	6	16:54:00	90	347	12	12	12	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	13	7	NA	91	NA	NA	NA	NA	NA	NA	1	45	1	50	50	51	1	1
103	14	1	8:00:00	92	349	25	87	20	71	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	2	10:58:00	93	350	22	60	58	63	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	3	12:50:00	94	351	26	49	22	60	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	4	13:33:00	95	352	16	49	12	62	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	5	15:10:00	96	353	17	58	19	34	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	6	18:29:00	97	354	20	26	20	30	1	NA	NA	NA	NA	NA	NA	NA	NA
103	14	7	NA	98	NA	NA	NA	NA	NA	NA	1	39	1	47	49	49	NA	NA
103	15	1	8:00:00	99	356	34	59	25	23	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	2	11:14:00	100	357	26	56	25	32	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	3	12:01:00	101	358	26	58	24	32	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	4	13:08:00	102	359	19	49	25	36	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	5	14:41:00	103	360	22	26	20	33	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	6	17:49:00	104	361	19	49	14	60	1	NA	NA	NA	NA	NA	NA	NA	NA
103	15	7	NA	105	NA	NA	NA	NA	NA	NA	20	51	1	49	49	50	1	1
103	16	1	8:00:00	106	363	62	70	10	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	2	11:39:00	107	364	25	46	24	57	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	3	12:45:00	108	365	19	49	22	59	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	4	14:31:00	109	366	20	49	69	49	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	5	15:35:00	110	367	23	23	25	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	6	18:26:00	111	368	23	40	25	60	1	NA	NA	NA	NA	NA	NA	NA	NA
103	16	7	NA	112	NA	NA	NA	NA	NA	NA	20	32	32	67	68	68	1	1
103	17	1	8:00:00	113	370	12	27	14	70	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	2	10:30:00	114	371	18	39	8	65	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	3	11:32:00	115	372	12	37	14	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	4	13:27:00	116	373	10	22	7	69	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	5	14:21:00	117	374	23	23	20	68	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	6	15:10:00	118	375	17	19	21	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	17	7	NA	119	NA	NA	NA	NA	NA	NA	1	24	1	50	51	52	1	1
103	18	1	8:00:00	120	377	25	24	18	69	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	2	10:49:00	121	378	18	18	17	67	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	3	11:46:00	122	379	18	13	13	64	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	4	13:21:00	123	380	11	22	19	64	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	5	14:53:00	124	381	18	15	13	69	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	6	18:05:00	125	382	23	22	22	61	1	NA	NA	NA	NA	NA	NA	NA	NA
103	18	7	NA	126	NA	NA	NA	NA	NA	NA	1	30	1	49	50	49	1	1
103	19	1	8:00:00	127	384	26	19	13	62	1	NA	NA	NA	NA	NA	NA	NA	NA
103	19	2	11:00:00	128	385	22	22	23	65	1	NA	NA	NA	NA	NA	NA	NA	NA
103	19	3	12:19:00	129	386	18	20	16	65	1	NA	NA	NA	NA	NA	NA	NA	NA
103	19	4	14:08:00	130	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
103	19	5	15:36:00	131	388	24	19	21	70	1	NA	NA	NA	NA	NA	NA	NA	NA
103	19	6	16:52:00	132	389	23	27	24	66	1	NA	NA	NA	NA	NA	NA	NA	NA
103	19	7	NA	133	NA	NA	NA	NA	NA	NA	1	1	1	50	51	50	1	1
