id	day	happy	happyornot	sad	sadornot	social_number	stress_level	sleep_hour	sleep_quality	difficult_stay_awake	anxious	calm	conventional	critical	dependable	disorganized	enthusiastic	open_to_experiences	reserved	sympathetic	act_running_ep_0	act_running_ep_1	act_running_ep_2	act_running_ep_3	act_running_ep_4	act_still_ep_0	act_still_ep_1	act_still_ep_2	act_still_ep_3	act_still_ep_4	act_unknown_ep_0	act_unknown_ep_1	act_unknown_ep_2	act_unknown_ep_3	act_unknown_ep_4	act_walking_ep_0	act_walking_ep_1	act_walking_ep_2	act_walking_ep_3	act_walking_ep_4	act_on_foot_ep_0	act_on_foot_ep_1	act_on_foot_ep_2	act_on_foot_ep_3	act_on_foot_ep_4	audio_convo_duration_ep_0	audio_convo_duration_ep_1	audio_convo_duration_ep_2	audio_convo_duration_ep_3	audio_convo_duration_ep_4	audio_convo_num_ep_0	audio_convo_num_ep_1	audio_convo_num_ep_2	audio_convo_num_ep_3	audio_convo_num_ep_4	loc_dist_ep_0	loc_dist_ep_1	loc_dist_ep_2	loc_dist_ep_3	loc_dist_ep_4	loc_visit_num_ep_0	loc_visit_num_ep_1	loc_visit_num_ep_2	loc_visit_num_ep_3	loc_visit_num_ep_4	sleep_start	sleep_end	sleep_duration	unlock_duration_ep_0	unlock_duration_ep_1	unlock_duration_ep_2	unlock_duration_ep_3	unlock_duration_ep_4	date	beep
0	1	NA	NA	NA	NA	NA	3.1666666666666665	7.5	1.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2932	0	5	793.5	2133.5	72750.5	21587.5	16560.5	17628.5	16974	2173.5	9	1137	476	551.5	7051.5	0	2745.5	2544.5	1761.5	9983.5	0	2750.5	3338	3895	24277.5	106	6681.5	12768.5	4721.5	27.5	0.5	6.5	9	11.5	137468.41607801476	79947.92835902376	9661.037153820289	1769.5846340091698	46089.86593116156	9.5	3.5	5.5	4.5	4	51.477777777777774	87.85111111111111	4.299722222222222	65002.5	11179	17496	16822.5	19505	2013-03-28	1
0	2	NA	NA	NA	NA	4	2	5.333333333333333	2.333333333333333	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2348.6666666666665	0	147.66666666666666	702.6666666666666	1498.3333333333333	71915.33333333333	21523.666666666668	16485	17065	16841.666666666668	2601.6666666666665	6	1255.3333333333333	567.3333333333334	773	8259.333333333334	0	2882.3333333333335	3099.3333333333335	2277.6666666666665	10608	0	3030	3802	3776	26482.666666666668	662.3333333333334	7602.333333333333	10972.666666666666	7245.333333333333	30	0.6666666666666666	7	8.666666666666666	13.666666666666666	117027.76388526463	68594.78731506273	12648.213053205494	2094.7766671548375	33689.98684984161	10	4	6	4.666666666666667	4	55.3	88.18222222222222	3.8633333333333333	56874	9973.666666666666	15647.666666666666	13658.666666666666	17594	2013-03-29	1
0	4	NA	NA	NA	NA	2	4.5	9	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3782	0	3039.5	622.5	120	70353.5	21110	15153	15816	18274.5	2384	125.5	1011.5	518	729	8427	23.5	2043.5	4287	2073	12209	23.5	5083	4909.5	2193	27916	1427.5	5105	14173	7210.5	29	1.5	5	10	12.5	79580.9551044364	22945.86678611509	41952.28410248638	10236.22885593315	4446.575359901779	7.5	3	5.5	4	2.5	52.05333333333333	97.85222222222222	5.477916666666666	32557.5	5386	8903	9211	9057.5	2013-03-31	1
0	5	NA	NA	NA	NA	2	NA	3	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3765	0	3269.5	484	11.5	71861.5	20948	14939.5	16857.5	19116.5	1666.5	125.5	713.5	462	365.5	6968.5	23.5	2154.5	3267.5	1523	10733.5	23.5	5424	3751.5	1534.5	27758	696.5	5307	19056	2698.5	25	2	5.5	11	6.5	50490.64086098844	3.1082634688862143	37050.944512694885	9532.49247932802	3904.0956054966273	6	1	5	4.5	2	44.98444444444444	107.19111111111113	7.528888888888888	47314.5	8317	12092.5	13933.5	12971.5	2013-04-01	1
0	6	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3696.6666666666665	0	2187	387	1122.6666666666667	72904.66666666667	20958.333333333332	16212	17659	18075.333333333332	2369	83.66666666666667	1055.6666666666667	773	456.6666666666667	5581.333333333333	15.666666666666666	1695.6666666666667	2382.3333333333335	1487.6666666666667	9278	15.666666666666666	3882.6666666666665	2769.3333333333335	2610.3333333333335	27387.333333333332	464.3333333333333	9496	15187.666666666666	2239.3333333333335	30.333333333333332	1.3333333333333333	9	13	7	66882.41229280453	2.254758214761609	39501.27278098606	12013.689054462184	15365.195699141528	6	1	5.333333333333333	4	2.6666666666666665	44.98444444444444	107.19111111111113	7.528888888888888	44902	12744.666666666666	10406.333333333334	11705	10046	2013-04-02	1
0	7	NA	NA	NA	NA	2.6666666666666665	2.5	5	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1976.6666666666667	0	464.6666666666667	231.66666666666666	1280.3333333333333	74288.66666666667	21135.666666666668	17092.666666666668	18334	17726.333333333332	2984	0	1250.3333333333333	1052	681.6666666666666	5605.333333333333	0	2430.6666666666665	1663.6666666666667	1511	7582	0	2895.3333333333335	1895.3333333333333	2791.3333333333335	29353.666666666668	437.3333333333333	13235.666666666666	12032.666666666666	3648	32.666666666666664	1	12	13	6.666666666666667	51728.752284789596	3043.0681194837002	21303.9537597341	6785.818930511133	20595.91147506067	7.666666666666667	1.6666666666666667	6.666666666666667	5	3.3333333333333335	49.58444444444444	87.95555555555555	4.549444444444444	53328.666666666664	14312.666666666666	13107.333333333334	10171.666666666666	15737	2013-04-03	1
0	8	NA	NA	NA	NA	NA	2.333333333333333	10	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2989	0	223.33333333333334	306.6666666666667	2459	74257.33333333333	21175.333333333332	18264.333333333332	17847	16970.666666666668	2814.3333333333335	0	1109.3333333333333	1157	548	4987.666666666667	0	1692.3333333333333	2012	1283.3333333333333	7976.666666666667	0	1915.6666666666667	2318.6666666666665	3742.3333333333335	24740.333333333332	333	10567	9513.666666666666	4326.666666666667	33	0.3333333333333333	10.333333333333334	14.333333333333334	8	57367.655765435506	3042.306566883902	21548.630044652688	7269.57232025644	25507.1468336425	8.333333333333334	1.6666666666666667	6	5	3.3333333333333335	49.58444444444444	87.95555555555555	4.549444444444444	55886.333333333336	17037.666666666668	14197.333333333334	11779.666666666666	12871.666666666666	2013-04-04	1
0	9	NA	NA	NA	NA	4.5	1.3333333333333333	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2067.3333333333335	0	219.33333333333334	431.3333333333333	1416.6666666666667	72637.33333333333	21208.666666666668	17633.333333333332	17334.666666666668	16460.666666666668	3541	0	954.6666666666666	778.6666666666666	1807.6666666666667	6523.333333333333	0	2415.3333333333335	2653.6666666666665	1454.3333333333333	8590.666666666666	0	2634.6666666666665	3085	2871	28874.333333333332	333	7593	10949.666666666666	9998.666666666666	28.333333333333332	0.3333333333333333	6.666666666666667	12.333333333333334	9	40626.33910097682	3042.2099694639833	9801.176001407699	2460.9024874785896	25322.050642626553	10	1.6666666666666667	6.333333333333333	5.666666666666667	3.6666666666666665	49.58444444444444	87.95555555555555	4.549444444444444	53665.666666666664	9837.666666666666	17803	12960.666666666666	13064.333333333334	2013-04-05	1
0	10	NA	NA	NA	NA	NA	NA	9	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2642.3333333333335	0	59.666666666666664	1247.6666666666667	1335	72152.33333333333	21075.666666666668	19085.333333333332	15953	16038.333333333334	3560	0	583.6666666666666	1213.3333333333333	1763	5921.666666666667	0	1370	2657.3333333333335	1894.3333333333333	8564	0	1429.6666666666667	3905	3229.3333333333335	27295	0	4666.666666666667	10299.666666666666	12328.666666666666	32.666666666666664	0	8	12.666666666666666	12	140388.30813261447	43493.207427245434	32588.7820822192	41639.556407043936	22666.762216105835	9.666666666666666	2	5	5	3.6666666666666665	29.75111111111111	105.62444444444444	9.237222222222222	46941.666666666664	7200	13353.666666666666	14377.666666666666	12010.333333333334	2013-04-06	1
0	11	NA	NA	NA	NA	NA	4	9	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2378.6666666666665	0	8.333333333333334	1091.3333333333333	1279	74037.66666666667	20951	19244.333333333332	17297.666666666668	16544.666666666668	3347.6666666666665	5	566.3333333333334	1034.6666666666667	1741.6666666666667	4558.333333333333	8	1197	1751.6666666666667	1601.6666666666667	6937	8	1205.3333333333333	2843	2880.6666666666665	27293	461	5149	9529.666666666666	12153.333333333334	33.666666666666664	0.3333333333333333	8.333333333333334	12	13	140585.81075185223	43493.895179955034	34670.87531982656	40719.31747513794	21701.722776932624	7.666666666666667	2	4.333333333333333	3.3333333333333335	4	36.14222222222222	109.27333333333333	8.894444444444444	32341	146.33333333333334	7212.333333333333	13868.666666666666	11113.666666666666	2013-04-07	1
