id	day	beep	sadness	useless	manage_well	no_trust	harm	criticism	others	avoid
22	5	4	2	7	7	2	1	1	7	6
22	5	5	4	5	5	5	4	6	4	4
22	6	1	2	5	5	5	6	1	6	5
22	6	2	3	7	6	2	1	1	5	6
23	1	1	8	3	5	2	2	3	3	5
23	1	2	7	3	6	2	2	2	4	4
23	1	3	9	2	5	2	2	2	6	6
23	1	4	7	2	4	2	2	2	6	7
23	2	1	8	3	6	2	2	2	4	6
23	2	2	5	3	5	3	2	2	6	7
23	2	3	4	4	5	2	1	1	6	5
23	2	4	5	3	5	2	2	2	6	6
23	3	1	5	2	5	1	1	1	5	6
23	3	2	6	4	6	1	1	2	3	6
23	3	3	6	4	5	1	2	1	5	7
23	3	4	3	5	6	1	1	1	7	7
23	3	5	5	5	5	3	3	1	5	6
23	4	1	4	5	5	1	1	1	5	5
23	4	2	4	4	5	2	2	2	5	5
23	5	1	6	5	5	2	2	2	4	6
23	5	2	6	4	5	2	2	2	5	6
23	5	3	9	2	4	4	2	2	3	5
23	5	4	7	4	5	2	2	1	6	4
23	5	5	4	4	5	1	1	1	4	5
23	5	6	4	5	5	2	2	2	6	6
23	5	7	3	5	5	2	2	3	6	6
23	5	8	5	4	6	1	1	1	4	6
23	5	9	3	5	6	2	2	2	6	6
23	5	10	4	4	5	2	2	2	6	6
23	6	1	7	3	5	2	2	2	4	4
