id	date	time_prompt	survey_taken	time_survey	day	beep	counter	number_days_total	prompt_id	fraction_of_days_with_notification	prompt_duration	phone_use	social_media_use	social_media_use_no_notification	reactibility_survey	reactibility_notification_avg	reactibility_notification_sd	reactibility_social_notification_avg	reactibility_social_notification_sd	awake	discontent	calm	without_energy	well	tense	happy	stressed	vigilance_salience_mediated	salience_ft_f	valence_mediated	valence_ft_f	valence_activity	concentrated_activity_binary	concentration_extent	concentrated_activity_alone	vigilance_reactibility	vigilance_monitoring	social_pressure_phone	scheduled_time
57	2018-04-25	2018-04-25T10:09:00Z	1	2018-04-24T22:00:00Z	3	6	22	5	1510250000000	0.2	48	1120	14	0	11	NA	NA	NA	NA	6	3	3	2	5	5	5	7	1	1	5	5	4	0	7	-	6	1	5	2018-04-25T10:09:00Z
57	2018-04-25	2018-04-25T08:49:00Z	0	2018-04-24T22:00:00Z	3	7	23	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-25T08:49:00Z
57	2018-04-25	2018-04-25T07:59:00Z	1	2018-04-24T22:00:00Z	3	8	24	5	1510250000000	0.2	31	154	124	62	242	154	0	47.285714	68.142108	7	4	3	3	6	6	5	7	2	2	5	5	2	0	7	-	6	2	5	2018-04-25T07:59:00Z
57	2018-04-24	2018-04-24T18:47:00Z	1	2018-04-23T22:00:00Z	2	1	25	5	1510250000000	0.2	55	8	6	6	8	130.666667	167.837885	98.75	156.133557	4	3	5	4	6	3	5	2	1	1	4	4	6	0	-	1	6	1	5	2018-04-24T18:47:00Z
57	2018-04-24	2018-04-24T17:07:00Z	1	2018-04-23T22:00:00Z	2	2	26	5	1510250000000	0.2	52	1294	0	0	10	1069.5	221.5	1072.5	221.5	4	3	5	5	5	4	5	4	3	3	6	6	6	0	-	1	6	2	5	2018-04-24T17:07:00Z
57	2018-04-24	2018-04-24T15:26:00Z	1	2018-04-23T22:00:00Z	2	3	27	5	1510250000000	0.2	47	240	180	56	6	249.25	139.750447	166.5	163.448004	1	5	4	7	2	4	5	5	5	2	5	5	3	0	4	-	6	4	5	2018-04-24T15:26:00Z
57	2018-04-24	2018-04-24T14:10:00Z	1	2018-04-23T22:00:00Z	2	4	28	5	1510250000000	0.2	54	245	57	36	23	65.4	40.990731	121	95.713113	1	4	5	6	4	3	5	6	4	4	6	6	3	0	7	-	6	3	5	2018-04-24T14:10:00Z
57	2018-04-24	2018-04-24T12:58:00Z	0	2018-04-23T22:00:00Z	2	5	29	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-24T12:58:00Z
57	2018-04-24	2018-04-24T11:15:00Z	0	2018-04-23T22:00:00Z	2	6	30	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-24T11:15:00Z
57	2018-04-24	2018-04-24T09:37:00Z	1	2018-04-23T22:00:00Z	2	7	31	5	1510250000000	0.2	61	633	227	52	12	160	121.840059	162.833333	122.598826	3	4	5	5	5	3	5	6	4	3	6	6	5	0	6	-	5	6	5	2018-04-24T09:37:00Z
57	2018-04-24	2018-04-24T07:22:00Z	1	2018-04-23T22:00:00Z	2	8	32	5	1510250000000	0.2	60	188	63	1	9	489	0	350	236.415595	7	3	3	2	5	4	5	6	5	3	5	5	5	0	-	1	6	2	5	2018-04-24T07:22:00Z
57	2018-04-23	2018-04-23T17:59:00Z	0	2018-04-22T22:00:00Z	1	1	33	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-23T17:59:00Z
57	2018-04-23	2018-04-23T16:08:00Z	0	2018-04-22T22:00:00Z	1	2	34	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-23T16:08:00Z
57	2018-04-23	2018-04-23T14:55:00Z	1	2018-04-22T22:00:00Z	1	3	35	5	1510250000000	0.2	58	235	116	27	21	266.571429	275.871791	385.714286	287.731628	6	1	5	2	6	3	6	5	2	2	6	6	6	0	-	1	6	2	5	2018-04-23T14:55:00Z
57	2018-04-23	2018-04-23T14:09:00Z	1	2018-04-22T22:00:00Z	1	4	36	5	1510250000000	0.2	52	1763	65	0	24	1338.5	108.5	290.833333	515.403698	6	3	5	3	6	3	6	6	1	1	4	4	6	0	-	2	1	1	1	2018-04-23T14:09:00Z
57	2018-04-23	2018-04-23T12:18:00Z	1	2018-04-22T22:00:00Z	1	5	37	5	1510250000000	0.2	66	359	77	0	23	205	100.639952	206	100.639952	2	4	6	5	5	4	5	5	4	3	5	5	4	0	-	2	6	2	6	2018-04-23T12:18:00Z
57	2018-04-23	2018-04-23T11:11:00Z	0	2018-04-22T22:00:00Z	1	6	38	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-04-23T11:11:00Z
57	2018-04-23	2018-04-23T09:07:00Z	1	2018-04-22T22:00:00Z	1	7	39	5	1510250000000	0.2	56	507	100	37	26	536.333333	405.628182	516.4	397.673283	6	2	5	2	5	4	6	4	5	5	5	5	6	0	-	1	5	3	5	2018-04-23T09:07:00Z
57	2018-04-23	2018-04-23T07:17:00Z	1	2018-04-22T22:00:00Z	1	8	40	5	1510250000000	0.2	58	56	28	27	13	182.5	10.5	185	8	6	2	5	2	5	3	6	5	3	4	4	5	4	0	-	1	6	3	5	2018-04-23T07:17:00Z
76	2018-05-16	2018-05-16T17:45:00Z	0	2018-05-15T22:00:00Z	3	1	1	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-16T17:45:00Z
76	2018-05-16	2018-05-16T16:43:00Z	1	2018-05-15T22:00:00Z	3	2	2	5	1510250000000	0.2	36	575	559	559	3	NA	NA	NA	NA	5	1	7	3	7	1	7	1	5	1	6	4	6	0	-	1	5	5	2	2018-05-16T16:43:00Z
76	2018-05-16	2018-05-16T15:42:00Z	1	2018-05-15T22:00:00Z	3	3	3	5	1510250000000	0.2	44	1351	339	339	5	NA	NA	NA	NA	5	1	7	6	7	1	7	1	7	1	7	4	7	0	-	1	5	5	3	2018-05-16T15:42:00Z
76	2018-05-16	2018-05-16T14:22:00Z	1	2018-05-15T22:00:00Z	3	4	4	5	1510250000000	0.2	75	273	161	161	72	NA	NA	NA	NA	7	1	7	4	7	1	7	1	5	3	5	4	4	0	-	1	6	5	7	2018-05-16T14:22:00Z
76	2018-05-16	2018-05-16T12:58:00Z	1	2018-05-15T22:00:00Z	3	5	5	5	1510250000000	0.2	130	1172	87	87	33	NA	NA	NA	NA	7	1	7	1	7	1	7	1	7	1	7	4	7	0	-	2	5	1	4	2018-05-16T12:58:00Z
76	2018-05-16	2018-05-16T10:40:00Z	1	2018-05-15T22:00:00Z	3	6	6	5	1510250000000	0.2	34	34	17	17	77	NA	NA	NA	NA	7	1	7	1	7	1	7	1	5	7	6	7	7	0	-	2	5	4	1	2018-05-16T10:40:00Z
76	2018-05-16	2018-05-16T09:41:00Z	1	2018-05-15T22:00:00Z	3	7	7	5	1510250000000	0.2	30	164	18	18	172	NA	NA	NA	NA	7	1	7	1	7	1	7	1	5	5	7	7	7	0	5	-	6	4	1	2018-05-16T09:41:00Z
76	2018-05-16	2018-05-16T07:21:00Z	1	2018-05-15T22:00:00Z	3	8	8	5	1510250000000	0.2	35	174	100	100	9	NA	NA	NA	NA	5	1	7	5	7	1	7	1	6	1	7	4	5	0	-	1	7	5	5	2018-05-16T07:21:00Z
76	2018-05-15	2018-05-15T17:39:00Z	1	2018-05-14T22:00:00Z	2	1	9	5	1510250000000	0.2	32	1893	27	20	9	156.861111	88.747035	163.640351	116.346437	7	1	7	1	7	1	7	1	7	1	7	4	6	0	-	1	7	5	6	2018-05-15T17:39:00Z
76	2018-05-15	2018-05-15T16:52:00Z	1	2018-05-14T22:00:00Z	2	2	10	5	1510250000000	0.2	63	1736	116	43	25	185.272727	144.888729	82.054795	117.801073	7	1	7	1	7	1	7	1	7	1	7	4	7	0	-	2	7	6	7	2018-05-15T16:52:00Z
76	2018-05-15	2018-05-15T15:27:00Z	1	2018-05-14T22:00:00Z	2	3	11	5	1510250000000	0.2	46	500	102	42	23	54.285714	42.097554	96.828571	144.106605	7	1	7	1	7	1	7	1	6	7	7	7	7	0	-	2	6	5	6	2018-05-15T15:27:00Z
76	2018-05-15	2018-05-15T14:02:00Z	0	2018-05-14T22:00:00Z	2	4	12	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-15T14:02:00Z
76	2018-05-15	2018-05-15T12:32:00Z	0	2018-05-14T22:00:00Z	2	5	13	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-15T12:32:00Z
76	2018-05-15	2018-05-15T10:24:00Z	1	2018-05-14T22:00:00Z	2	6	14	5	1510250000000	0.2	46	162	0	0	118	NA	NA	NA	NA	5	1	7	5	7	3	7	3	5	5	6	4	7	0	6	-	5	3	5	2018-05-15T10:24:00Z
76	2018-05-15	2018-05-15T09:27:00Z	1	2018-05-14T22:00:00Z	2	7	15	5	1510250000000	0.2	44	303	42	8	4	43.75	45.334176	63	58.718125	7	1	7	4	7	1	7	3	5	5	6	4	7	0	6	-	6	5	6	2018-05-15T09:27:00Z
76	2018-05-15	2018-05-15T07:45:00Z	1	2018-05-14T22:00:00Z	2	8	16	5	1510250000000	0.2	44	680	154	40	27	171.912281	111.69339	97.016667	116.540836	5	1	7	5	7	1	7	1	7	1	7	4	7	0	-	1	7	7	6	2018-05-15T07:45:00Z
76	2018-05-14	2018-05-14T18:47:00Z	0	2018-05-13T22:00:00Z	1	1	17	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-14T18:47:00Z
76	2018-05-14	2018-05-14T17:21:00Z	1	2018-05-13T22:00:00Z	1	2	18	5	1510250000000	0.2	62	1090	143	63	2	482.328125	148.663951	287.929078	294.08277	7	1	7	1	7	1	7	1	7	1	7	4	7	0	-	2	7	1	7	2018-05-14T17:21:00Z
76	2018-05-14	2018-05-14T15:35:00Z	1	2018-05-13T22:00:00Z	1	3	19	5	1510250000000	0.2	60	1543	321	287	2	NA	NA	42.928571	101.030027	3	2	3	5	7	5	3	4	5	7	4	3	3	0	-	1	5	5	3	2018-05-14T15:35:00Z
76	2018-05-14	2018-05-14T14:00:00Z	1	2018-05-13T22:00:00Z	1	4	20	5	1510250000000	0.2	56	591	0	0	33	NA	NA	NA	NA	4	3	7	5	7	1	5	1	1	5	4	5	5	0	3	-	6	5	1	2018-05-14T14:00:00Z
76	2018-05-14	2018-05-14T11:28:00Z	1	2018-05-13T22:00:00Z	1	5	21	5	1510250000000	0.2	56	248	19	11	10	15	0	26.4	18.467268	6	3	3	5	7	5	4	5	1	7	4	2	4	0	-	1	7	3	3	2018-05-14T11:28:00Z
76	2018-05-11	2018-05-11T18:24:00Z	1	2018-05-10T22:00:00Z	5	1	22	5	1510250000000	0.2	35	735	2	1	7	46.6	8.935323	828.6	12.862348	7	1	7	1	7	1	7	1	1	5	4	6	7	0	-	2	3	1	1	2018-05-11T18:24:00Z
76	2018-05-11	2018-05-11T17:15:00Z	1	2018-05-10T22:00:00Z	5	2	23	5	1510250000000	0.2	25	74	3	3	8	352	179.720895	413.8	301.231738	7	1	7	1	7	1	7	1	1	7	4	7	7	0	-	2	5	1	1	2018-05-11T17:15:00Z
76	2018-05-11	2018-05-11T15:05:00Z	1	2018-05-10T22:00:00Z	5	3	24	5	1510250000000	0.2	218	515	0	0	7	4	0	1123	0	7	1	7	1	7	1	7	1	1	7	4	7	7	0	-	2	5	3	1	2018-05-11T15:05:00Z
76	2018-05-11	2018-05-11T14:17:00Z	0	2018-05-10T22:00:00Z	5	4	25	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-11T14:17:00Z
76	2018-05-11	2018-05-11T12:43:00Z	1	2018-05-10T22:00:00Z	5	5	26	5	1510250000000	0.2	74	203	18	8	4	55	42.840791	587	531.521297	7	1	7	1	7	1	7	1	1	6	4	7	6	0	4	-	6	1	1	2018-05-11T12:43:00Z
76	2018-05-11	2018-05-11T10:42:00Z	1	2018-05-10T22:00:00Z	5	6	27	5	1510250000000	0.2	76	235	15	5	4	3	1	131.222222	339.169501	3	3	3	3	7	4	4	1	5	6	7	5	5	0	-	1	6	5	5	2018-05-11T10:42:00Z
76	2018-05-11	2018-05-11T09:22:00Z	1	2018-05-10T22:00:00Z	5	7	28	5	1510250000000	0.2	56	774	32	17	6	122.769231	125.677949	184.514286	230.737993	2	5	5	6	6	3	4	1	1	7	4	5	5	0	-	1	7	5	1	2018-05-11T09:22:00Z
76	2018-05-11	2018-05-11T07:07:00Z	0	2018-05-10T22:00:00Z	5	8	29	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-11T07:07:00Z
76	2018-05-10	2018-05-10T18:57:00Z	1	2018-05-09T22:00:00Z	4	1	30	5	1510250000000	0.2	40	1755	0	0	4	NA	NA	1420.666667	239.495767	5	1	7	5	7	1	7	1	1	7	4	7	7	0	-	2	3	3	1	2018-05-10T18:57:00Z
76	2018-05-10	2018-05-10T17:24:00Z	0	2018-05-09T22:00:00Z	4	2	31	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-10T17:24:00Z
76	2018-05-10	2018-05-10T15:58:00Z	1	2018-05-09T22:00:00Z	4	3	32	5	1510250000000	0.2	67	610	137	27	15	60.71875	44.324961	69.65	98.256437	6	1	6	2	7	2	6	5	1	7	4	7	7	0	-	2	6	2	1	2018-05-10T15:58:00Z
76	2018-05-10	2018-05-10T13:48:00Z	1	2018-05-09T22:00:00Z	4	4	33	5	1510250000000	0.2	64	742	198	30	20	65.217391	46.101925	87.571429	60.498777	3	6	3	5	3	4	4	2	1	6	4	6	5	0	2	-	6	3	1	2018-05-10T13:48:00Z
76	2018-05-10	2018-05-10T12:20:00Z	1	2018-05-09T22:00:00Z	4	5	34	5	1510250000000	0.2	120	72	27	13	16	744	0	387.666667	385.354238	6	3	3	3	7	5	4	5	1	6	4	6	3	0	-	2	3	3	1	2018-05-10T12:20:00Z
76	2018-05-10	2018-05-10T11:25:00Z	1	2018-05-09T22:00:00Z	4	6	35	5	1510250000000	0.2	68	3	0	0	15	NA	NA	NA	NA	7	1	7	1	7	1	7	1	1	5	4	4	6	0	3	-	5	2	1	2018-05-10T11:25:00Z
76	2018-05-10	2018-05-10T09:24:00Z	1	2018-05-09T22:00:00Z	4	7	36	5	1510250000000	0.2	76	1549	512	264	8	NA	NA	766.5	1.5	7	1	7	2	7	1	7	1	5	3	6	4	6	0	-	1	6	6	3	2018-05-10T09:24:00Z
76	2018-05-10	2018-05-10T07:09:00Z	1	2018-05-09T22:00:00Z	4	8	37	5	1510250000000	0.2	126	255	0	0	11	NA	NA	NA	NA	7	1	7	1	7	1	7	1	1	5	4	4	7	0	6	-	4	5	5	2018-05-10T07:09:00Z
21	2018-03-14	2018-03-14T19:58:00Z	1	2018-03-13T23:00:00Z	3	1	1	5	1510250000000	0.2	64	1481	221	221	73	NA	NA	NA	NA	7	2	5	2	6	5	5	5	5	5	5	5	5	0	-	1	3	3	1	2018-03-14T19:58:00Z
21	2018-03-14	2018-03-14T17:42:00Z	1	2018-03-13T23:00:00Z	3	2	2	5	1510250000000	0.2	81	1490	228	228	203	NA	NA	NA	NA	5	3	6	5	4	3	5	3	1	5	4	5	5	0	-	1	5	5	5	2018-03-14T17:42:00Z
21	2018-03-14	2018-03-14T16:46:00Z	0	2018-03-13T23:00:00Z	3	3	3	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-14T16:46:00Z
21	2018-03-14	2018-03-14T14:56:00Z	1	2018-03-13T23:00:00Z	3	4	4	5	1510250000000	0.2	69	1769	10	10	122	NA	NA	NA	NA	3	3	5	3	4	3	4	5	3	3	5	5	4	0	-	1	5	5	1	2018-03-14T14:56:00Z
21	2018-03-14	2018-03-14T13:17:00Z	0	2018-03-13T23:00:00Z	3	5	5	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-14T13:17:00Z
21	2018-03-14	2018-03-14T11:19:00Z	1	2018-03-13T23:00:00Z	3	6	6	5	1510250000000	0.2	78	204	109	109	9	NA	NA	NA	NA	5	3	6	5	5	3	4	3	4	4	4	4	5	0	-	1	6	3	2	2018-03-14T11:19:00Z
21	2018-03-14	2018-03-14T10:24:00Z	0	2018-03-13T23:00:00Z	3	7	7	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-14T10:24:00Z
21	2018-03-13	2018-03-13T16:27:00Z	0	2018-03-12T23:00:00Z	2	1	8	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-13T16:27:00Z
21	2018-03-12	2018-03-12T18:57:00Z	1	2018-03-11T23:00:00Z	1	1	9	5	1510250000000	0.2	64	74	26	20	43	361.5	225.5	191.25	234.417763	6	3	6	3	5	3	4	3	2	3	4	5	5	0	6	-	3	2	1	2018-03-12T18:57:00Z
21	2018-03-12	2018-03-12T17:56:00Z	0	2018-03-11T23:00:00Z	1	2	10	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T17:56:00Z
21	2018-03-12	2018-03-12T16:29:00Z	1	2018-03-11T23:00:00Z	1	3	11	5	1510250000000	0.2	88	746	342	318	98	0	0	196.5	185.5	6	1	5	2	5	5	4	5	5	2	4	4	3	0	5	-	2	4	2	2018-03-12T16:29:00Z
21	2018-03-12	2018-03-12T14:34:00Z	1	2018-03-11T23:00:00Z	1	4	12	5	1510250000000	0.2	92	97	0	0	181	NA	NA	10	0	7	1	6	1	7	1	6	2	1	5	4	6	6	0	-	2	1	1	1	2018-03-12T14:34:00Z
21	2018-03-12	2018-03-12T08:33:00Z	1	2018-03-11T23:00:00Z	1	5	13	5	1510250000000	0.2	70	130	47	0	139	14	14	305	593.607278	5	4	5	3	5	5	4	5	5	5	5	5	4	0	-	1	1	1	1	2018-03-12T08:33:00Z
21	2018-03-09	2018-03-09T19:27:00Z	0	2018-03-08T23:00:00Z	5	1	14	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T19:27:00Z
21	2018-03-09	2018-03-09T18:16:00Z	1	2018-03-08T23:00:00Z	5	2	15	5	1510250000000	0.2	65	1298	94	42	10	NA	NA	239.5	217.308536	7	1	5	2	6	5	6	3	5	6	5	5	3	0	6	-	3	3	1	2018-03-09T18:16:00Z
21	2018-03-09	2018-03-09T15:38:00Z	1	2018-03-08T23:00:00Z	5	3	16	5	1510250000000	0.2	74	55	45	45	57	1352	0	1355	0	6	1	5	6	6	2	6	5	5	4	5	5	6	0	5	-	5	7	5	2018-03-09T15:38:00Z
21	2018-03-09	2018-03-09T14:20:00Z	1	2018-03-08T23:00:00Z	5	4	17	5	1510250000000	0.2	82	380	186	155	-67	155	0	31.625	48.244009	7	1	7	1	7	2	7	2	2	2	5	5	4	0	-	2	5	5	1	2018-03-09T14:20:00Z
21	2018-03-09	2018-03-09T13:27:00Z	1	2018-03-08T23:00:00Z	5	5	18	5	1510250000000	0.2	60	1085	195	101	170	428.833333	312.607004	434.333333	313.294146	7	1	6	1	7	2	6	2	5	6	6	6	4	0	-	1	5	5	1	2018-03-09T13:27:00Z
21	2018-03-09	2018-03-09T11:43:00Z	1	2018-03-08T23:00:00Z	5	6	19	5	1510250000000	0.2	118	1163	775	445	18	0	0	48	54.152562	6	2	6	6	6	3	6	2	6	6	6	5	5	0	-	1	6	6	2	2018-03-09T11:43:00Z
21	2018-03-09	2018-03-09T10:02:00Z	0	2018-03-08T23:00:00Z	5	7	20	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T10:02:00Z
21	2018-03-09	2018-03-09T08:28:00Z	0	2018-03-08T23:00:00Z	5	8	21	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T08:28:00Z
21	2018-03-08	2018-03-08T18:58:00Z	1	2018-03-07T23:00:00Z	4	1	22	5	1510250000000	0.2	73	1330	1218	172	117	0	0	127.666667	253.948595	5	2	6	3	5	3	5	5	5	5	3	3	3	0	6	-	5	3	5	2018-03-08T18:58:00Z
21	2018-03-08	2018-03-08T17:37:00Z	1	2018-03-07T23:00:00Z	4	2	23	5	1510250000000	0.2	56	268	2	0	87	112	0	116	0	7	1	6	1	7	5	6	2	3	5	5	6	6	0	-	1	5	5	3	2018-03-08T17:37:00Z
21	2018-03-08	2018-03-08T16:00:00Z	1	2018-03-07T23:00:00Z	4	3	24	5	1510250000000	0.2	86	1513	36	23	-70	NA	NA	1245	36	6	2	5	6	6	5	5	5	5	1	5	4	5	0	-	1	6	5	1	2018-03-08T16:00:00Z
21	2018-03-08	2018-03-08T15:02:00Z	1	2018-03-07T23:00:00Z	4	4	25	5	1510250000000	0.2	84	465	30	19	130	0	0	8.5	3.5	6	6	6	5	6	2	6	2	2	2	5	5	5	0	-	1	6	5	2	2018-03-08T15:02:00Z
21	2018-03-08	2018-03-08T13:52:00Z	1	2018-03-07T23:00:00Z	4	5	26	5	1510250000000	0.2	137	646	106	13	7	485.428571	256.429805	446.125	262.379228	5	5	4	3	5	3	4	5	5	2	5	5	3	0	5	-	6	6	2	2018-03-08T13:52:00Z
21	2018-03-08	2018-03-08T11:42:00Z	0	2018-03-07T23:00:00Z	4	6	27	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-08T11:42:00Z
21	2018-03-08	2018-03-08T09:42:00Z	1	2018-03-07T23:00:00Z	4	7	28	5	1510250000000	0.2	135	941	451	416	8	NA	NA	203.2	133.354265	2	2	5	2	3	5	4	5	5	5	4	5	5	0	-	1	3	5	3	2018-03-08T09:42:00Z
21	2018-03-08	2018-03-08T08:45:00Z	0	2018-03-07T23:00:00Z	4	8	29	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-08T08:45:00Z
71	2018-05-18	2018-05-18T18:15:00Z	0	2018-05-17T22:00:00Z	5	1	1	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T18:15:00Z
71	2018-05-18	2018-05-18T17:24:00Z	0	2018-05-17T22:00:00Z	5	2	2	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T17:24:00Z
71	2018-05-18	2018-05-18T14:49:00Z	0	2018-05-17T22:00:00Z	5	3	3	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T14:49:00Z
71	2018-05-18	2018-05-18T14:01:00Z	0	2018-05-17T22:00:00Z	5	4	4	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T14:01:00Z
71	2018-05-18	2018-05-18T12:46:00Z	0	2018-05-17T22:00:00Z	5	5	5	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T12:46:00Z
71	2018-05-18	2018-05-18T11:22:00Z	0	2018-05-17T22:00:00Z	5	6	6	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T11:22:00Z
71	2018-05-18	2018-05-18T08:37:00Z	0	2018-05-17T22:00:00Z	5	7	7	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T08:37:00Z
71	2018-05-18	2018-05-18T07:35:00Z	0	2018-05-17T22:00:00Z	5	8	8	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-05-18T07:35:00Z
71	2018-05-17	2018-05-17T18:27:00Z	1	2018-05-16T22:00:00Z	4	1	9	5	1510250000000	0.4	46	850	184	94	8	168.916667	65.033912	1094.310345	385.776968	3	3	5	4	5	3	5	3	7	4	6	4	4	0	-	1	6	7	1	2018-05-17T18:27:00Z
71	2018-05-17	2018-05-17T16:53:00Z	1	2018-05-16T22:00:00Z	4	2	10	5	1510250000000	0.4	49	541	55	48	74	191	126.076366	742.2	571.078594	3	3	4	5	5	3	5	3	5	5	4	4	4	0	3	-	6	6	2	2018-05-17T16:53:00Z
