id	date	time_prompt	survey_taken	time_survey	day	beep	counter	number_days_total	prompt_id	fraction_of_days_with_notification	prompt_duration	phone_use	social_media_use	social_media_use_no_notification	reactibility_survey	reactibility_notification_avg	reactibility_notification_sd	reactibility_social_notification_avg	reactibility_social_notification_sd	awake	discontent	calm	without_energy	well	tense	happy	stressed	vigilance_salience_mediated	salience_ft_f	valence_mediated	valence_ft_f	valence_activity	concentrated_activity_binary	concentration_extent	concentrated_activity_alone	vigilance_reactibility	vigilance_monitoring	social_pressure_phone	scheduled_time
28	2018-03-09	2018-03-09T13:10:00Z	1	2018-03-08T23:00:00Z	5	5	37	5	1510250000000	0.2	75	89	27	23	105	429	0	172.666667	186.233426	5	6	3	5	5	5	7	5	1	7	4	2	3	0	-	2	1	1	1	2018-03-09T13:10:00Z
28	2018-03-09	2018-03-09T12:21:00Z	1	2018-03-08T23:00:00Z	5	6	38	5	1510250000000	0.2	98	1602	0	0	86	672	656	933.5	816.5	6	2	4	3	6	3	6	5	1	7	4	7	6	0	-	2	2	2	4	2018-03-09T12:21:00Z
28	2018-03-09	2018-03-09T10:59:00Z	1	2018-03-08T23:00:00Z	5	7	39	5	1510250000000	0.2	97	301	99	0	4	NA	NA	22.5	23.764469	3	6	7	5	4	1	5	2	5	7	5	6	7	0	-	1	7	3	3	2018-03-09T10:59:00Z
28	2018-03-09	2018-03-09T09:26:00Z	0	2018-03-08T23:00:00Z	5	8	40	5	1510250000000	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T09:26:00Z
68	2018-03-05	2018-03-05T19:50:00Z	1	2018-03-04T23:00:00Z	1	1	1	5	1510250000000	0.4	36	1262	1166	1166	22	NA	NA	NA	NA	1	1	7	7	2	1	6	5	6	1	6	6	6	0	-	2	4	3	4	2018-03-05T19:50:00Z
68	2018-03-05	2018-03-05T18:20:00Z	1	2018-03-04T23:00:00Z	1	2	2	5	1510250000000	0.4	27	47	33	33	8	NA	NA	NA	NA	4	1	6	2	6	1	5	1	1	6	7	7	6	0	-	2	1	1	1	2018-03-05T18:20:00Z
68	2018-03-05	2018-03-05T16:08:00Z	1	2018-03-04T23:00:00Z	1	3	3	5	1510250000000	0.4	27	469	140	140	208	NA	NA	NA	NA	2	1	5	4	5	3	5	2	6	6	6	6	6	0	-	2	6	6	6	2018-03-05T16:08:00Z
68	2018-03-05	2018-03-05T14:54:00Z	1	2018-03-04T23:00:00Z	1	4	4	5	1510250000000	0.4	33	1000	927	927	132	NA	NA	NA	NA	2	4	4	5	4	4	4	4	5	3	6	6	3	0	7	-	5	4	1	2018-03-05T14:54:00Z
68	2018-03-05	2018-03-05T13:50:00Z	1	2018-03-04T23:00:00Z	1	5	5	5	1510250000000	0.4	82	325	198	198	49	NA	NA	NA	NA	5	3	5	3	6	5	5	4	6	6	6	6	3	0	7	-	2	2	2	2018-03-05T13:50:00Z
68	2018-03-05	2018-03-05T12:08:00Z	1	2018-03-04T23:00:00Z	1	6	6	5	1510250000000	0.4	37	1	0	0	146	NA	NA	NA	NA	3	5	5	5	6	5	4	5	5	5	5	5	5	0	4	-	4	3	2	2018-03-05T12:08:00Z
68	2018-03-05	2018-03-05T10:36:00Z	1	2018-03-04T23:00:00Z	1	7	7	5	1510250000000	0.4	41	965	390	390	87	NA	NA	NA	NA	5	4	5	3	5	5	4	4	5	6	6	6	6	0	-	2	6	6	5	2018-03-05T10:36:00Z
68	2018-03-05	2018-03-05T08:19:00Z	0	2018-03-04T23:00:00Z	1	8	8	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-05T08:19:00Z
68	2018-03-02	2018-03-02T18:44:00Z	1	2018-03-01T23:00:00Z	5	1	9	5	1510250000000	0.4	27	530	229	83	235	69.538462	127.381085	196.7	396.397793	2	1	5	5	5	3	5	2	1	1	4	4	2	0	-	1	1	1	1	2018-03-02T18:44:00Z
68	2018-03-02	2018-03-02T17:55:00Z	1	2018-03-01T23:00:00Z	5	2	10	5	1510250000000	0.4	15	721	379	128	114	63.2	70.435976	135.392857	247.40472	4	4	4	4	4	4	4	4	4	4	4	4	4	0	-	1	4	4	4	2018-03-02T17:55:00Z
68	2018-03-02	2018-03-02T16:14:00Z	0	2018-03-01T23:00:00Z	5	3	11	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-02T16:14:00Z
68	2018-03-02	2018-03-02T15:10:00Z	1	2018-03-01T23:00:00Z	5	4	12	5	1510250000000	0.4	27	320	111	96	103	381.5	120.5	396	125	3	4	4	5	4	4	4	4	1	1	4	4	4	0	-	1	1	1	1	2018-03-02T15:10:00Z
68	2018-03-02	2018-03-02T13:01:00Z	1	2018-03-01T23:00:00Z	5	5	13	5	1510250000000	0.4	36	420	171	0	200	64.75	42.325377	143.888889	209.36966	3	4	4	5	3	5	4	4	5	3	5	3	2	0	6	-	3	3	2	2018-03-02T13:01:00Z
68	2018-03-02	2018-03-02T11:31:00Z	1	2018-03-01T23:00:00Z	5	6	14	5	1510250000000	0.4	33	811	474	246	262	118	76	288.090909	407.393367	3	5	4	5	3	5	3	4	6	2	4	4	3	0	-	1	5	5	5	2018-03-02T11:31:00Z
68	2018-03-02	2018-03-02T09:41:00Z	1	2018-03-01T23:00:00Z	5	7	15	5	1510250000000	0.4	37	313	61	47	107	337	0	211.5	210.5	1	4	3	6	4	6	4	5	1	1	4	4	2	0	7	-	1	1	1	2018-03-02T09:41:00Z
68	2018-03-02	2018-03-02T08:20:00Z	1	2018-03-01T23:00:00Z	5	8	16	5	1510250000000	0.4	35	429	162	8	73	92.538462	121.878638	83.5	106.445735	5	4	5	3	5	4	4	3	5	1	5	4	5	0	-	1	5	3	4	2018-03-02T08:20:00Z
68	2018-03-01	2018-03-01T19:56:00Z	1	2018-02-28T23:00:00Z	4	1	17	5	1510250000000	0.4	34	533	250	121	14	38.333333	13.572849	76.5	159.769017	3	4	4	5	3	4	4	4	6	1	5	4	4	0	-	1	4	4	4	2018-03-01T19:56:00Z
68	2018-03-01	2018-03-01T18:14:00Z	1	2018-02-28T23:00:00Z	4	2	18	5	1510250000000	0.4	33	415	317	0	73	936.714286	502.563063	1054.555556	673.610357	3	3	4	5	2	4	4	4	4	4	4	4	5	0	-	1	5	5	5	2018-03-01T18:14:00Z
68	2018-03-01	2018-03-01T16:33:00Z	1	2018-02-28T23:00:00Z	4	3	19	5	1510250000000	0.4	29	253	147	0	19	81.25	43.768567	165.875	249.889694	3	4	5	5	3	4	3	4	4	4	4	4	5	0	-	1	4	4	4	2018-03-01T16:33:00Z
68	2018-03-01	2018-03-01T14:14:00Z	1	2018-02-28T23:00:00Z	4	4	20	5	1510250000000	0.4	36	201	153	22	80	106.5	6.98212	62	51.660983	3	4	4	5	3	4	4	4	4	4	4	4	4	0	-	1	4	4	4	2018-03-01T14:14:00Z
68	2018-03-01	2018-03-01T12:42:00Z	1	2018-02-28T23:00:00Z	4	5	21	5	1510250000000	0.4	32	421	348	171	4	211.428571	187.112538	384.555556	305.179405	2	3	4	5	2	4	4	4	2	3	6	6	5	0	-	1	5	4	4	2018-03-01T12:42:00Z
68	2018-03-01	2018-03-01T11:13:00Z	1	2018-02-28T23:00:00Z	4	6	22	5	1510250000000	0.4	22	323	257	0	145	213.727273	235.760314	250.588235	367.368073	2	4	4	6	2	4	3	4	4	4	4	4	4	0	-	1	4	4	4	2018-03-01T11:13:00Z
68	2018-03-01	2018-03-01T10:13:00Z	1	2018-02-28T23:00:00Z	4	7	23	5	1510250000000	0.4	31	81	30	19	15	320	173	624	476	2	5	4	6	2	5	4	5	5	5	5	5	4	0	-	1	4	4	3	2018-03-01T10:13:00Z
68	2018-03-01	2018-03-01T09:23:00Z	1	2018-02-28T23:00:00Z	4	8	24	5	1510250000000	0.4	32	1798	1411	1411	186	NA	NA	NA	NA	2	4	4	6	2	6	3	5	5	2	6	4	4	0	-	1	6	7	4	2018-03-01T09:23:00Z
68	2018-02-28	2018-02-28T19:29:00Z	1	2018-02-27T23:00:00Z	3	1	25	5	1510250000000	0.4	32	995	155	154	105	636.333333	66.001683	522.25	205.699265	2	4	3	6	2	5	3	4	1	6	4	6	5	0	-	1	1	1	1	2018-02-28T19:29:00Z
68	2018-02-28	2018-02-28T18:13:00Z	1	2018-02-27T23:00:00Z	3	2	26	5	1510250000000	0.4	42	3218	1007	309	5	19.5	10.5	47.470588	79.785092	2	4	2	6	2	5	3	5	7	1	5	3	5	0	-	1	6	6	6	2018-02-28T18:13:00Z
68	2018-02-28	2018-02-28T16:32:00Z	1	2018-02-27T23:00:00Z	3	3	27	5	1510250000000	0.4	30	37	18	0	202	411	145.171163	412	145.171163	4	4	4	4	4	4	4	4	2	2	4	4	5	0	-	1	1	1	1	2018-02-28T16:32:00Z
68	2018-02-28	2018-02-28T14:36:00Z	1	2018-02-27T23:00:00Z	3	4	28	5	1510250000000	0.4	34	368	96	14	6	6.666667	2.624669	142.875	260.962851	2	6	4	6	2	5	2	5	5	5	4	4	4	0	-	1	5	4	4	2018-02-28T14:36:00Z
68	2018-02-28	2018-02-28T13:38:00Z	1	2018-02-27T23:00:00Z	3	5	29	5	1510250000000	0.4	37	743	434	434	28	NA	NA	5	0	2	6	3	6	2	5	3	5	5	3	5	2	3	0	-	1	5	3	2	2018-02-28T13:38:00Z
68	2018-02-28	2018-02-28T11:44:00Z	1	2018-02-27T23:00:00Z	3	6	30	5	1510250000000	0.4	43	656	310	174	112	81.217391	52.444552	100.466667	74.727832	2	4	4	6	2	4	4	4	6	5	6	2	4	0	-	1	7	7	4	2018-02-28T11:44:00Z
68	2018-02-28	2018-02-28T10:54:00Z	1	2018-02-27T23:00:00Z	3	7	31	5	1510250000000	0.4	44	837	483	262	132	251	0	472.666667	375.285669	3	3	3	5	3	4	4	4	2	2	5	5	2	0	6	-	2	2	2	2018-02-28T10:54:00Z
68	2018-02-28	2018-02-28T08:53:00Z	1	2018-02-27T23:00:00Z	3	8	32	5	1510250000000	0.4	55	543	256	22	27	133.285714	161.416687	109.857143	172.264604	2	4	5	6	4	4	4	5	5	3	5	4	3	0	6	-	6	4	5	2018-02-28T08:53:00Z
68	2018-02-27	2018-02-27T19:48:00Z	1	2018-02-26T23:00:00Z	2	1	33	5	1510250000000	0.4	54	180	90	76	236	826	0	609	606	2	2	6	6	6	2	5	1	5	1	7	7	7	0	4	-	7	3	4	2018-02-27T19:48:00Z
68	2018-02-27	2018-02-27T18:00:00Z	1	2018-02-26T23:00:00Z	2	2	34	5	1510250000000	0.4	42	1150	506	257	67	63.6	56.248022	67.705882	159.468885	2	1	6	6	5	2	5	2	1	6	6	6	6	0	-	2	1	1	1	2018-02-27T18:00:00Z
68	2018-02-27	2018-02-27T16:07:00Z	0	2018-02-26T23:00:00Z	2	3	35	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-02-27T16:07:00Z
68	2018-02-27	2018-02-27T14:29:00Z	1	2018-02-26T23:00:00Z	2	4	36	5	1510250000000	0.4	43	616	440	18	149	22.538462	18.274048	38.181818	69.370308	3	3	2	4	4	5	5	5	4	5	4	4	3	0	6	-	2	2	5	2018-02-27T14:29:00Z
68	2018-02-27	2018-02-27T13:43:00Z	0	2018-02-26T23:00:00Z	2	5	37	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-02-27T13:43:00Z
68	2018-02-27	2018-02-27T12:21:00Z	1	2018-02-26T23:00:00Z	2	6	38	5	1510250000000	0.4	51	239	75	67	105	9	0	9	0	3	4	4	4	4	5	3	5	2	5	5	6	6	0	-	2	5	4	5	2018-02-27T12:21:00Z
68	2018-02-27	2018-02-27T10:09:00Z	1	2018-02-26T23:00:00Z	2	7	39	5	1510250000000	0.4	54	204	35	35	117	24	0	24	0	3	4	5	4	4	5	4	4	3	4	5	3	3	0	6	-	4	5	2	2018-02-27T10:09:00Z
68	2018-02-27	2018-02-27T08:54:00Z	0	2018-02-26T23:00:00Z	2	8	40	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-02-27T08:54:00Z
27	2018-03-15	2018-03-15T19:14:00Z	1	2018-03-14T23:00:00Z	4	1	1	5	1510250000000	0.166666667	70	147	0	0	115	NA	NA	NA	NA	6	2	5	3	6	4	5	4	2	3	5	6	6	0	-	2	2	4	2	2018-03-15T19:14:00Z
27	2018-03-15	2018-03-15T18:07:00Z	0	2018-03-14T23:00:00Z	4	2	2	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-15T18:07:00Z
27	2018-03-15	2018-03-15T16:59:00Z	0	2018-03-14T23:00:00Z	4	3	3	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-15T16:59:00Z
27	2018-03-15	2018-03-15T15:16:00Z	1	2018-03-14T23:00:00Z	4	4	4	5	1510250000000	0.166666667	152	265	191	191	14	NA	NA	NA	NA	3	3	5	4	2	4	4	4	2	5	6	5	6	0	-	2	3	3	1	2018-03-15T15:16:00Z
27	2018-03-15	2018-03-15T13:53:00Z	1	2018-03-14T23:00:00Z	4	5	5	5	1510250000000	0.166666667	93	1618	257	257	158	NA	NA	NA	NA	5	3	5	4	4	4	5	4	2	1	5	4	2	0	-	1	5	4	2	2018-03-15T13:53:00Z
27	2018-03-15	2018-03-15T12:05:00Z	1	2018-03-14T23:00:00Z	4	6	6	5	1510250000000	0.166666667	73	255	130	130	137	NA	NA	NA	NA	6	3	5	4	6	4	6	4	3	5	5	6	4	0	-	2	5	4	3	2018-03-15T12:05:00Z
27	2018-03-15	2018-03-15T10:36:00Z	1	2018-03-14T23:00:00Z	4	7	7	5	0	0.166666667	57	34	27	27	213	NA	NA	NA	NA	6	3	6	3	6	3	6	4	1	5	4	5	5	0	5	-	1	1	1	2018-03-15T10:36:00Z
27	2018-03-15	2018-03-15T08:43:00Z	1	2018-03-14T23:00:00Z	4	8	8	5	1510250000000	0.166666667	75	5	0	0	7	NA	NA	NA	NA	6	2	5	3	6	4	6	4	2	6	5	5	5	0	5	-	2	2	1	2018-03-15T08:43:00Z
27	2018-03-14	2018-03-14T19:34:00Z	1	2018-03-13T23:00:00Z	3	1	9	5	1510250000000	0.166666667	78	359	190	190	7	NA	NA	NA	NA	4	3	5	5	6	3	6	4	3	3	3	6	4	0	4	-	1	1	1	2018-03-14T19:34:00Z
27	2018-03-14	2018-03-14T17:33:00Z	1	2018-03-13T23:00:00Z	3	2	10	5	0	0.166666667	73	109	0	0	8	NA	NA	NA	NA	5	3	6	4	6	3	6	5	1	5	4	5	4	0	3	-	1	1	1	2018-03-14T17:33:00Z
27	2018-03-14	2018-03-14T15:56:00Z	1	2018-03-13T23:00:00Z	3	3	11	5	1510250000000	0.166666667	68	4	0	0	9	NA	NA	NA	NA	6	2	5	3	6	3	6	4	1	5	4	6	6	0	-	2	1	1	1	2018-03-14T15:56:00Z
27	2018-03-14	2018-03-14T14:24:00Z	0	2018-03-13T23:00:00Z	3	4	12	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-14T14:24:00Z
27	2018-03-14	2018-03-14T12:51:00Z	1	2018-03-13T23:00:00Z	3	5	13	5	1510250000000	0.166666667	55	847	792	792	20	NA	NA	NA	NA	6	2	6	3	6	4	7	4	3	6	5	7	6	0	-	2	2	3	1	2018-03-14T12:51:00Z
27	2018-03-14	2018-03-14T11:55:00Z	1	2018-03-13T23:00:00Z	3	6	14	5	1510250000000	0.166666667	77	118	112	112	163	NA	NA	NA	NA	6	2	5	4	6	3	7	4	1	6	4	6	7	0	-	2	2	1	2	2018-03-14T11:55:00Z
27	2018-03-14	2018-03-14T10:39:00Z	1	2018-03-13T23:00:00Z	3	7	15	5	1510250000000	0.166666667	53	35	0	0	101	NA	NA	NA	NA	5	2	6	4	5	4	5	4	1	1	4	4	7	0	-	2	1	1	1	2018-03-14T10:39:00Z
27	2018-03-14	2018-03-14T08:42:00Z	1	2018-03-13T23:00:00Z	3	8	16	5	1510250000000	0.166666667	50	10	0	0	193	NA	NA	NA	NA	5	3	5	4	5	4	6	4	1	1	4	4	7	0	-	1	1	1	1	2018-03-14T08:42:00Z
27	2018-03-13	2018-03-13T19:44:00Z	1	2018-03-12T23:00:00Z	2	1	17	5	1510250000000	0.166666667	70	72	64	64	18	NA	NA	NA	NA	5	2	5	4	6	4	6	4	1	7	4	7	7	0	-	2	1	1	2	2018-03-13T19:44:00Z
27	2018-03-13	2018-03-13T18:22:00Z	1	2018-03-12T23:00:00Z	2	2	18	5	1510250000000	0.166666667	121	107	0	0	9	NA	NA	NA	NA	4	3	5	4	6	4	6	4	3	5	5	6	6	0	-	2	3	4	1	2018-03-13T18:22:00Z
27	2018-03-13	2018-03-13T15:37:00Z	1	2018-03-12T23:00:00Z	2	3	19	5	1510250000000	0.166666667	96	739	48	1	5	87	0	891	0	4	3	5	4	5	4	6	4	3	5	5	6	6	0	-	2	3	2	1	2018-03-13T15:37:00Z
27	2018-03-13	2018-03-13T14:39:00Z	1	2018-03-12T23:00:00Z	2	4	20	5	1510250000000	0.166666667	145	144	80	0	35	445.666667	249.609695	1337.444444	387.129209	5	3	5	5	6	4	6	4	7	2	6	5	5	0	-	1	6	7	4	2018-03-13T14:39:00Z
27	2018-03-13	2018-03-13T13:42:00Z	1	2018-03-12T23:00:00Z	2	5	21	5	1510250000000	0.166666667	107	458	94	0	31	430	30	736	30	6	3	5	4	6	4	6	4	7	3	5	5	6	0	-	1	5	6	5	2018-03-13T13:42:00Z
27	2018-03-13	2018-03-13T12:23:00Z	0	2018-03-12T23:00:00Z	2	6	22	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-13T12:23:00Z
27	2018-03-13	2018-03-13T10:14:00Z	0	2018-03-12T23:00:00Z	2	7	23	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-13T10:14:00Z
27	2018-03-13	2018-03-13T08:54:00Z	1	2018-03-12T23:00:00Z	2	8	24	5	1510250000000	0.166666667	153	459	136	136	13	NA	NA	NA	NA	4	3	5	4	6	4	5	5	5	5	4	5	4	0	5	-	2	4	1	2018-03-13T08:54:00Z
27	2018-03-12	2018-03-12T18:51:00Z	0	2018-03-11T23:00:00Z	1	1	25	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T18:51:00Z
27	2018-03-12	2018-03-12T17:55:00Z	1	2018-03-11T23:00:00Z	1	2	26	5	1510250000000	0.166666667	95	1948	605	605	5	NA	NA	NA	NA	4	2	5	4	6	3	6	4	7	6	5	6	5	0	-	1	7	7	4	2018-03-12T17:55:00Z
27	2018-03-12	2018-03-12T16:18:00Z	1	2018-03-11T23:00:00Z	1	3	27	5	1510250000000	0.166666667	155	284	13	13	10	NA	NA	NA	NA	5	2	6	3	6	4	6	5	3	6	5	7	6	0	-	2	3	1	2	2018-03-12T16:18:00Z
27	2018-03-12	2018-03-12T15:14:00Z	0	2018-03-11T23:00:00Z	1	4	28	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T15:14:00Z
27	2018-03-12	2018-03-12T13:40:00Z	1	2018-03-11T23:00:00Z	1	5	29	5	1510250000000	0.166666667	96	387	178	124	119	109	87.42507	410.269231	273.504121	6	3	6	3	6	4	6	4	6	3	7	5	5	0	-	1	7	5	5	2018-03-12T13:40:00Z
27	2018-03-12	2018-03-12T12:16:00Z	0	2018-03-11T23:00:00Z	1	6	30	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T12:16:00Z
27	2018-03-12	2018-03-12T10:37:00Z	0	2018-03-11T23:00:00Z	1	7	31	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T10:37:00Z
27	2018-03-12	2018-03-12T08:35:00Z	0	2018-03-11T23:00:00Z	1	8	32	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-12T08:35:00Z
27	2018-03-09	2018-03-09T18:49:00Z	0	2018-03-08T23:00:00Z	5	1	33	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T18:49:00Z
27	2018-03-09	2018-03-09T17:22:00Z	0	2018-03-08T23:00:00Z	5	2	34	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T17:22:00Z
27	2018-03-09	2018-03-09T15:49:00Z	0	2018-03-08T23:00:00Z	5	3	35	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T15:49:00Z
27	2018-03-09	2018-03-09T14:48:00Z	1	2018-03-08T23:00:00Z	5	4	36	5	1510250000000	0.166666667	131	106	42	42	166	NA	NA	NA	NA	6	3	6	3	6	2	5	5	1	5	4	6	5	0	3	-	1	1	1	2018-03-09T14:48:00Z
27	2018-03-09	2018-03-09T12:42:00Z	1	2018-03-08T23:00:00Z	5	5	37	5	1510250000000	0.166666667	93	39	20	20	45	NA	NA	NA	NA	6	2	5	3	6	3	6	4	1	6	4	6	6	0	5	-	1	1	1	2018-03-09T12:42:00Z
27	2018-03-09	2018-03-09T11:57:00Z	1	2018-03-08T23:00:00Z	5	6	38	5	1510250000000	0.166666667	91	116	68	68	12	NA	NA	NA	NA	6	3	5	3	6	3	6	5	2	2	5	5	4	0	5	-	1	1	2	2018-03-09T11:57:00Z
27	2018-03-09	2018-03-09T10:24:00Z	0	2018-03-08T23:00:00Z	5	7	39	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T10:24:00Z
27	2018-03-09	2018-03-09T09:18:00Z	0	2018-03-08T23:00:00Z	5	8	40	5	1510250000000	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-09T09:18:00Z
14	2018-03-16	2018-03-16T18:52:00Z	1	2018-03-15T23:00:00Z	5	1	1	5	1510250000000	0.4	27	617	504	504	26	NA	NA	NA	NA	5	2	6	4	6	1	5	1	4	4	4	4	7	0	-	1	7	4	1	2018-03-16T18:52:00Z
14	2018-03-16	2018-03-16T17:50:00Z	1	2018-03-15T23:00:00Z	5	2	2	5	1510250000000	0.4	22	328	86	86	31	NA	NA	NA	NA	5	2	6	4	6	2	5	1	4	4	4	4	6	0	-	1	6	3	1	2018-03-16T17:50:00Z
14	2018-03-16	2018-03-16T16:07:00Z	1	2018-03-15T23:00:00Z	5	3	3	5	1510250000000	0.4	34	130	58	58	148	NA	NA	NA	NA	7	2	6	2	6	2	7	1	1	6	4	7	7	0	6	-	2	1	1	2018-03-16T16:07:00Z
14	2018-03-16	2018-03-16T13:54:00Z	0	2018-03-15T23:00:00Z	5	4	4	5	1510250000000	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2018-03-16T13:54:00Z
14	2018-03-16	2018-03-16T08:29:00Z	1	2018-03-15T23:00:00Z	5	5	5	5	1510250000000	0.4	33	6	0	0	77	NA	NA	NA	NA	1	1	7	6	7	1	4	4	1	1	4	4	7	0	-	1	1	1	1	2018-03-16T08:29:00Z
14	2018-03-15	2018-03-15T19:52:00Z	1	2018-03-14T23:00:00Z	4	1	6	5	1510250000000	0.4	38	487	189	157	11	101.375	89.18231	396.916667	209.977958	4	4	4	5	4	4	1	1	7	4	2	4	4	0	-	1	5	2	1	2018-03-15T19:52:00Z
14	2018-03-15	2018-03-15T18:10:00Z	1	2018-03-14T23:00:00Z	4	2	7	5	1510250000000	0.4	67	1196	39	13	3	0	0	270	278.772961	2	4	5	6	4	4	3	1	4	4	4	4	4	0	-	1	5	2	1	2018-03-15T18:10:00Z
14	2018-03-15	2018-03-15T14:10:00Z	1	2018-03-14T23:00:00Z	4	3	8	5	1510250000000	0.4	21	262	119	32	10	2.666667	1.885618	25.210526	23.985915	5	1	7	3	7	1	7	1	4	4	4	4	7	0	-	1	6	2	1	2018-03-15T14:10:00Z
14	2018-03-15	2018-03-15T12:50:00Z	1	2018-03-14T23:00:00Z	4	4	9	5	1510250000000	0.4	28	96	22	3	-18	389.25	263.483752	360.666667	358.434249	7	3	6	2	7	4	4	1	4	4	4	4	4	0	6	-	5	1	1	2018-03-15T12:50:00Z
14	2018-03-15	2018-03-15T11:04:00Z	1	2018-03-14T23:00:00Z	4	5	10	5	1510250000000	0.4	83	450	55	0	116	202	54.705271	949.333333	582.915851	5	1	7	3	6	1	6	1	2	1	6	4	7	0	-	1	6	2	1	2018-03-15T11:04:00Z
14	2018-03-15	2018-03-15T10:02:00Z	1	2018-03-14T23:00:00Z	4	6	11	5	1510250000000	0.4	47	762	94	56	-26	NA	NA	NA	NA	6	2	6	3	6	2	6	1	4	4	5	5	7	0	-	1	6	1	1	2018-03-15T10:02:00Z
14	2018-03-15	2018-03-15T08:28:00Z	1	2018-03-14T23:00:00Z	4	7	12	5	1510250000000	0.4	36	11	0	0	132	NA	NA	NA	NA	2	4	7	6	7	1	4	1	1	1	4	4	7	0	-	1	1	1	1	2018-03-15T08:28:00Z
