id	day	beep	counter	ema_time	helping_binary	helping_effort	stressed	valence_mood	calmness_mood	energy_mood	freetime	social_binary	weekday
f6c24bd5	4	2	17	11.104444444444443	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
f6c24bd5	4	3	18	16.014166666666668	0	NA	11	68	70.5	61.5	0	1	Wednesday
f6c24bd5	4	4	19	19.162777777777777	0	NA	9	65.5	69.5	47	1	0	Wednesday
f6c24bd5	4	5	20	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
f6c24bd5	5	1	21	10.3675	1	9	30	56	56	58.5	0	1	Thursday
f6c24bd5	5	2	22	12.120555555555557	1	14	0	57.5	53	57	0	1	Thursday
f6c24bd5	5	3	23	14.432777777777778	0	NA	71	50.5	49.5	47	0	1	Thursday
f6c24bd5	5	4	24	17.599444444444444	0	NA	32	66.5	72.5	37	0	0	Thursday
f6c24bd5	5	5	25	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
f6c24bd5	6	1	26	10.389444444444445	1	25	50	34	35	33.5	0	1	Friday
f6c24bd5	6	2	27	11.921666666666667	1	0	39	63	53.5	61	0	1	Friday
f6c24bd5	6	3	28	14.846944444444443	0	NA	55	64.5	54	50	0	1	Friday
f6c24bd5	6	4	29	19.115000000000002	0	NA	32	75.5	80	66.5	0	0	Friday
f6c24bd5	6	5	30	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
f6c24bd5	7	1	31	10.529444444444444	0	NA	2	82.5	84	76.5	1	1	Saturday
f6c24bd5	7	2	32	12.595277777777778	0	NA	5	91	94.5	79.5	0	0	Saturday
f6c24bd5	7	3	33	15.217777777777778	0	NA	0	80.5	83	68.5	0	0	Saturday
f6c24bd5	7	4	34	19.9525	0	NA	0	82.5	89	16	0	0	Saturday
f6c24bd5	7	5	35	20.05083333333333	0	NA	0	73	78.5	18.5	1	0	Saturday
71bdef37	1	1	1	10.630277777777778	0	NA	40	67	75.5	76	0	1	Monday
71bdef37	1	2	2	12.964166666666667	0	NA	38	68.5	66.5	56.5	0	1	Monday
71bdef37	1	3	3	15.907499999999999	0	NA	2	53.5	55	40	1	0	Monday
71bdef37	1	4	4	19.9575	0	NA	4	56	63.5	36	1	0	Monday
71bdef37	1	5	5	21.87916666666667	0	NA	2	67.5	82.5	25.5	1	1	Monday
71bdef37	2	1	6	11.460833333333333	0	NA	61	72.5	76.5	70	0	1	Tuesday
71bdef37	2	2	7	13.008333333333333	0	NA	25	73.5	74.5	46	0	0	Tuesday
71bdef37	2	3	8	15.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	2	4	9	19.150277777777777	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
71bdef37	2	5	10	21.007222222222218	0	NA	7	73.5	79	31	1	1	Tuesday
71bdef37	3	1	11	10.503055555555555	0	NA	71	31	24	47.5	0	1	Wednesday
71bdef37	3	2	12	11.62888888888889	0	NA	80	19.5	15.5	32.5	0	0	Wednesday
71bdef37	3	3	13	15.633333333333333	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
71bdef37	3	4	14	17.964166666666667	0	NA	58	35.5	57.5	27.5	1	1	Wednesday
71bdef37	3	5	15	21.257222222222218	0	NA	22	43.5	72.5	23	1	1	Wednesday
71bdef37	4	1	16	10.604166666666666	0	NA	43	79.5	77	83	0	0	Thursday
71bdef37	4	2	17	11.651111111111112	0	NA	51	72	69.5	70	0	1	Thursday
71bdef37	4	3	18	16.34027777777778	0	NA	25	64.5	64	51	1	1	Thursday
71bdef37	4	4	19	18.74388888888889	0	NA	19	57	65.5	41	1	0	Thursday
71bdef37	4	5	20	21.57611111111111	0	NA	3	61.5	70	40.5	1	0	Thursday
71bdef37	5	1	21	10.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	5	2	22	11.053055555555556	0	NA	69	62.5	42.5	58.5	0	1	Friday
71bdef37	5	3	23	14.914722222222222	0	NA	41	58	59	43	1	1	Friday
71bdef37	5	4	24	19.45916666666667	0	NA	10	57	61.5	34	1	1	Friday
71bdef37	5	5	25	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	6	1	26	10.029444444444444	0	NA	54	58.5	62.5	58.5	1	1	Saturday
71bdef37	6	2	27	13.39	1	5	19	81.5	72.5	72	1	1	Saturday
71bdef37	6	3	28	16.55611111111111	0	NA	32	82	55.5	52	1	1	Saturday
71bdef37	6	4	29	19.571944444444444	0	NA	17	79	51.5	41.5	1	1	Saturday
71bdef37	6	5	30	22.19861111111111	0	NA	75	33	27.5	55	1	1	Saturday
71bdef37	7	1	31	10.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	7	2	32	12.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	7	3	33	15.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	7	4	34	18.500277777777775	NA	NA	NA	NA	NA	NA	NA	NA	NA
71bdef37	7	5	35	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
e8b4be8d	1	1	1	10.948333333333334	0	NA	2	83.5	86	94.5	0	1	Sunday
e8b4be8d	1	2	2	12.185277777777777	0	NA	0	79	81.5	74.5	0	1	Sunday
e8b4be8d	1	3	3	14.45888888888889	0	NA	0	93	74.5	88	1	1	Sunday
e8b4be8d	1	4	4	18.187777777777775	0	NA	12	50.5	41	49	0	1	Sunday
e8b4be8d	1	5	5	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
e8b4be8d	2	1	6	10.6875	0	NA	1	57	71.5	56	0	1	Monday
e8b4be8d	2	2	7	13.012777777777778	0	NA	0	72	64	76	0	0	Monday
e8b4be8d	2	3	8	16.439166666666665	0	NA	0	61	63	30	0	1	Monday
e8b4be8d	2	4	9	19.11472222222222	0	NA	0	48.5	58	36.5	0	0	Monday
e8b4be8d	2	5	10	22.127499999999998	0	NA	0	75	78.5	26.5	0	1	Monday
e8b4be8d	3	1	11	10.994722222222222	0	NA	0	87.5	94.5	87.5	0	1	Tuesday
e8b4be8d	3	2	12	13.757777777777779	0	NA	0	83	84.5	65	1	1	Tuesday
e8b4be8d	3	3	13	16.37388888888889	0	NA	0	68.5	70.5	54	0	1	Tuesday
e8b4be8d	3	4	14	19.356944444444444	0	NA	0	61	75.5	40	1	1	Tuesday
e8b4be8d	3	5	15	21.568888888888893	0	NA	0	83	78	33	1	1	Tuesday
e8b4be8d	4	1	16	10.513333333333334	0	NA	0	68.5	71.5	54.5	0	0	Wednesday
e8b4be8d	4	2	17	11.60361111111111	0	NA	0	88.5	90.5	77	1	0	Wednesday
e8b4be8d	4	3	18	15.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
e8b4be8d	4	4	19	19.2725	0	NA	0	69	73.5	37	0	1	Wednesday
e8b4be8d	4	5	20	22.02777777777778	0	NA	0	77.5	83	25	0	0	Wednesday
e8b4be8d	5	1	21	10.711944444444445	0	NA	1	72	77.5	75.5	0	1	Thursday
e8b4be8d	5	2	22	11.77111111111111	0	NA	0	80	78	71	0	0	Thursday
e8b4be8d	5	3	23	15.384166666666665	0	NA	2	87	90	47.5	0	1	Thursday
e8b4be8d	5	4	24	18.689999999999998	0	NA	0	76	76	54	0	1	Thursday
e8b4be8d	5	5	25	21.9725	0	NA	0	49.5	76	25.5	1	1	Thursday
e8b4be8d	6	1	26	10.613611111111112	0	NA	0	82	84.5	83.5	0	1	Friday
e8b4be8d	6	2	27	12.265555555555556	0	NA	0	62	74.5	70	0	1	NA
e8b4be8d	6	3	28	14.338333333333333	0	NA	0	75	70	59	1	1	Friday
e8b4be8d	6	4	29	17.477777777777778	0	NA	0	53.5	78	41.5	1	1	Friday
e8b4be8d	6	5	30	21.91638888888889	0	NA	0	67.5	80.5	22.5	1	1	Friday
e8b4be8d	7	1	31	10.889166666666666	0	NA	0	74	80.5	68.5	0	1	Saturday
e8b4be8d	7	2	32	12.674444444444445	0	NA	0	59.5	71	54	0	0	Saturday
e8b4be8d	7	3	33	16.65861111111111	0	NA	0	73.5	76	61.5	0	1	Saturday
e8b4be8d	7	4	34	18.3675	0	NA	0	50.5	53	46.5	0	1	Saturday
e8b4be8d	7	5	35	21.437777777777782	0	NA	4	38.5	67.5	23	1	1	Saturday
76d02b2e	1	1	1	10.2975	0	NA	31	50.5	54.5	42.5	0	0	Sunday
76d02b2e	1	2	2	12.330555555555556	0	NA	42	73.5	54.5	66.5	0	1	Sunday
76d02b2e	1	3	3	16.322499999999998	0	NA	16	73	75	33.5	0	1	Sunday
76d02b2e	1	4	4	19.30972222222222	NA	NA	NA	NA	NA	NA	NA	NA	Sunday
76d02b2e	1	5	5	25.76777777777778	0	NA	3	79	83	27	1	1	Monday
76d02b2e	2	1	6	10.391666666666667	NA	NA	NA	NA	NA	NA	NA	NA	Monday
76d02b2e	2	2	7	13.012222222222222	NA	NA	NA	NA	NA	NA	NA	NA	Monday
76d02b2e	2	3	8	16.346944444444443	0	NA	4	71	59	71.5	0	1	Monday
76d02b2e	2	4	9	18.869444444444444	1	13	4	82.5	52	55.5	0	1	Monday
76d02b2e	2	5	10	25.21861111111111	0	NA	4	69	62.5	68.5	1	1	Tuesday
76d02b2e	3	1	11	10.943333333333333	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
76d02b2e	3	2	12	14.023055555555555	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
76d02b2e	3	3	13	16.868333333333332	0	NA	0	67	64	72.5	0	1	Tuesday
76d02b2e	3	4	14	18.88361111111111	1	28	4	62.5	48.5	26.5	0	1	Tuesday
76d02b2e	3	5	15	25.758611111111108	0	NA	4	46	64.5	29	1	1	Wednesday
76d02b2e	4	1	16	10.204166666666667	0	NA	35	56	42.5	50	0	0	Wednesday
76d02b2e	4	2	17	11.035	0	NA	34	68.5	55.5	35	0	0	Wednesday
76d02b2e	4	3	18	16.414166666666667	0	NA	56	57	56.5	71.5	0	1	Wednesday
76d02b2e	4	4	19	19.180833333333332	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
76d02b2e	4	5	20	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
76d02b2e	5	1	21	10.989444444444445	0	NA	62	66	32	40.5	0	1	Thursday
76d02b2e	5	2	22	11.552222222222222	0	NA	49	41	21.5	23.5	0	0	Thursday
76d02b2e	5	3	23	16.426944444444445	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
76d02b2e	5	4	24	18.357222222222223	0	NA	14	59	43	36	0	1	Thursday
76d02b2e	5	5	25	25.3475	0	NA	28	68	26	31	0	1	Friday
76d02b2e	6	1	26	10.92388888888889	NA	NA	NA	NA	NA	NA	NA	NA	Friday
76d02b2e	6	2	27	12.252222222222223	NA	NA	NA	NA	NA	NA	NA	NA	Friday
76d02b2e	6	3	28	14.646944444444443	NA	NA	NA	NA	NA	NA	NA	NA	Friday
76d02b2e	6	4	29	18.712777777777777	1	62	4	85	59.5	58.5	1	1	Friday
76d02b2e	6	5	30	25.3575	0	NA	3	91	84	36.5	1	1	Saturday
76d02b2e	7	1	31	10.541666666666666	0	NA	6	78.5	82	52	0	0	Saturday
76d02b2e	7	2	32	13.370277777777778	NA	NA	NA	NA	NA	NA	NA	NA	Saturday
76d02b2e	7	3	33	15.050277777777778	0	NA	0	88.5	82	56.5	1	1	Saturday
76d02b2e	7	4	34	18.500277777777775	NA	NA	NA	NA	NA	NA	NA	NA	NA
76d02b2e	7	5	35	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
98de4a02	1	1	1	10.898333333333333	NA	NA	NA	NA	NA	NA	NA	NA	Sunday
98de4a02	1	2	2	13.969444444444445	0	NA	2	86.5	83.5	90	1	0	Sunday
98de4a02	1	3	3	16.99388888888889	0	NA	54	40	51.5	34	0	0	Sunday
98de4a02	1	4	4	19.784444444444446	0	NA	0	73.5	70.5	10	1	0	Sunday
98de4a02	1	5	5	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
98de4a02	2	1	6	10.311944444444444	NA	NA	NA	NA	NA	NA	NA	NA	Monday
98de4a02	2	2	7	13.459722222222222	0	NA	0	40.5	37.5	1	0	1	Monday
98de4a02	2	3	8	16.241666666666667	0	NA	0	44	45.5	0	0	0	Monday
98de4a02	2	4	9	18.057499999999997	NA	NA	NA	NA	NA	NA	NA	NA	Monday
98de4a02	2	5	10	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
98de4a02	3	1	11	10.963611111111112	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
98de4a02	3	2	12	11.132222222222222	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
98de4a02	3	3	13	16.705277777777777	0	NA	0	57.5	48.5	26.5	0	0	Tuesday
98de4a02	3	4	14	20.00944444444444	0	NA	4	88	88.5	2	1	0	Tuesday
98de4a02	3	5	15	21.13527777777778	0	NA	2	85	89	1	1	0	Tuesday
98de4a02	4	1	16	10.163055555555555	1	0	1	57.5	77.5	59	0	1	Wednesday
98de4a02	4	2	17	11.209444444444445	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
98de4a02	4	3	18	15.425	0	NA	1	55	66.5	27	0	1	Wednesday
98de4a02	4	4	19	19.744444444444444	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
98de4a02	4	5	20	20.90583333333333	0	NA	0	91.5	95	1.5	1	0	Wednesday
98de4a02	5	1	21	10.652222222222223	0	NA	0	82.5	49	63	0	1	Thursday
98de4a02	5	2	22	12.884166666666667	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
98de4a02	5	3	23	14.742222222222221	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
98de4a02	5	4	24	19.974722222222223	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
98de4a02	5	5	25	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
98de4a02	6	1	26	10.48638888888889	0	NA	18	94.5	93	99	0	0	Friday
98de4a02	6	2	27	12.482777777777779	0	NA	0	100	84.5	100	0	0	Friday
98de4a02	6	3	28	16.768611111111113	0	NA	87	71.5	83.5	75	1	0	Friday
98de4a02	6	4	29	19.059166666666666	0	NA	0	91.5	93	46	1	0	Friday
98de4a02	6	5	30	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
98de4a02	7	1	31	11.099722222222223	NA	NA	NA	NA	NA	NA	NA	NA	Saturday
98de4a02	7	2	32	11.789166666666667	0	NA	0	100	100	100	0	0	Saturday
98de4a02	7	3	33	15.711111111111112	0	NA	0	91	100	64	1	0	Saturday
98de4a02	7	4	34	18.291944444444447	NA	NA	NA	NA	NA	NA	NA	NA	Saturday
98de4a02	7	5	35	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
49fb4966	1	1	1	10.466944444444444	NA	NA	NA	NA	NA	NA	NA	NA	Sunday
49fb4966	1	2	2	13.8475	NA	NA	NA	NA	NA	NA	NA	NA	Sunday
49fb4966	1	3	3	16.309166666666666	1	15	53	78.5	53.5	77.5	1	0	Sunday
49fb4966	1	4	4	19.033611111111114	1	10	65	52	26.5	75.5	1	1	Sunday
49fb4966	1	5	5	21.2025	0	NA	48	69	69	43.5	1	0	Sunday
49fb4966	2	1	6	10.764722222222222	NA	NA	NA	NA	NA	NA	NA	NA	Monday
49fb4966	2	2	7	11.543333333333333	0	NA	35	63.5	56	58.5	0	0	Monday
49fb4966	2	3	8	15.513055555555557	0	NA	51	66.5	60.5	67	0	0	Monday
49fb4966	2	4	9	17.696666666666665	NA	NA	NA	NA	NA	NA	NA	NA	Monday
49fb4966	2	5	10	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
49fb4966	3	1	11	10.735833333333334	0	NA	47	64	48.5	51.5	0	1	Tuesday
49fb4966	3	2	12	13.84361111111111	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
49fb4966	3	3	13	15.35	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
49fb4966	3	4	14	18.453055555555558	NA	NA	NA	NA	NA	NA	NA	NA	Tuesday
49fb4966	3	5	15	23.53416666666667	1	33	27	56	53.5	46	1	1	Tuesday
49fb4966	4	1	16	10.82611111111111	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
49fb4966	4	2	17	12.794722222222223	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
49fb4966	4	3	18	16.236944444444443	0	NA	35	60	57.5	66.5	1	0	Wednesday
49fb4966	4	4	19	19.681666666666665	0	NA	46	59	56	35.5	1	0	Wednesday
49fb4966	4	5	20	23.84944444444444	0	NA	40	72	70	48	1	0	Wednesday
49fb4966	5	1	21	10.267222222222221	0	NA	41	47.5	62	40.5	1	0	Thursday
49fb4966	5	2	22	13.805555555555555	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
49fb4966	5	3	23	15.656111111111112	0	NA	37	51	43.5	41	0	0	Thursday
49fb4966	5	4	24	19.062222222222225	NA	NA	NA	NA	NA	NA	NA	NA	Thursday
49fb4966	5	5	25	22.23527777777778	0	NA	59	33.5	55.5	29	1	0	Thursday
49fb4966	6	1	26	10.323055555555555	NA	NA	NA	NA	NA	NA	NA	NA	Friday
49fb4966	6	2	27	11.6225	NA	NA	NA	NA	NA	NA	NA	NA	Friday
49fb4966	6	3	28	16.155	1	9	38	70.5	71	41	1	0	Friday
49fb4966	6	4	29	19.62972222222222	0	NA	68	77	74	39.5	1	0	Friday
49fb4966	6	5	30	21.005000000000003	0	NA	28	70.5	70.5	19.5	1	0	Friday
49fb4966	7	1	31	10.664444444444445	0	NA	26	74.5	69	75	1	1	Saturday
49fb4966	7	2	32	13.349166666666667	NA	NA	NA	NA	NA	NA	NA	NA	Saturday
49fb4966	7	3	33	15.393333333333334	1	7	41	53	55	39.5	1	0	Saturday
49fb4966	7	4	34	19.14861111111111	0	NA	31	65.5	74.5	37.5	1	0	Saturday
49fb4966	7	5	35	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	1	1	1	10.143055555555556	0	NA	0	38.5	76.5	2	0	0	Monday
d0f218dc	1	2	2	13.570555555555554	0	NA	1	82.5	55.5	55.5	1	1	Monday
d0f218dc	1	3	3	16.988333333333333	0	NA	0	67.5	59	67.5	1	0	Monday
d0f218dc	1	4	4	19.210833333333333	0	NA	0	84.5	81.5	65	1	1	Monday
d0f218dc	1	5	5	24.03138888888889	0	NA	34	70	50	16.5	1	1	Tuesday
d0f218dc	2	1	6	10.665555555555555	0	NA	23	57	66.5	46.5	1	0	Tuesday
d0f218dc	2	2	7	11.846666666666668	0	NA	23	82	73.5	69	0	0	Tuesday
d0f218dc	2	3	8	15.500277777777779	NA	NA	32	73.5	50.5	74	NA	NA	Tuesday
d0f218dc	2	4	9	18.261666666666667	0	NA	0	97	66.5	81	0	1	Tuesday
d0f218dc	2	5	10	23.21694444444444	0	NA	0	80.5	72.5	30	1	1	Tuesday
d0f218dc	3	1	11	10.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	3	2	12	12.305277777777778	0	NA	0	77.5	60.5	70	0	0	Wednesday
d0f218dc	3	3	13	15.453333333333333	0	NA	29	92.5	84.5	75	1	0	Wednesday
d0f218dc	3	4	14	17.710277777777776	0	NA	1	83	68	88.5	1	0	Wednesday
d0f218dc	3	5	15	23.70888888888889	0	NA	28	76.5	57.5	20	1	1	Wednesday
d0f218dc	4	1	16	11.031944444444445	0	NA	0	64	72.5	45.5	0	1	Thursday
d0f218dc	4	2	17	11.500555555555556	0	NA	0	67	62	37	1	0	Thursday
d0f218dc	4	3	18	15.384444444444444	0	NA	0	28.5	39.5	37	1	1	Thursday
d0f218dc	4	4	19	19.96888888888889	0	NA	27	41	69.5	52.5	1	1	Thursday
d0f218dc	4	5	20	23.15361111111111	0	NA	0	47	59.5	28	1	1	Thursday
d0f218dc	5	1	21	10.8575	0	NA	0	93	75.5	67	1	0	Friday
d0f218dc	5	2	22	12.501111111111111	0	NA	0	88	78	74	1	1	Friday
d0f218dc	5	3	23	15.147777777777778	0	NA	0	78.5	78.5	71	1	0	Friday
d0f218dc	5	4	24	19.446944444444444	NA	NA	NA	NA	NA	NA	NA	NA	Friday
d0f218dc	5	5	25	24.02444444444444	1	69	6	69.5	76	20	1	1	Saturday
d0f218dc	6	1	26	10.754166666666666	0	NA	0	79	77	31.5	1	1	Saturday
d0f218dc	6	2	27	13.494722222222222	0	NA	0	88.5	80	72	1	0	Saturday
d0f218dc	6	3	28	15.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	6	4	29	20.51166666666667	NA	NA	NA	NA	NA	NA	NA	NA	Saturday
d0f218dc	6	5	30	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	7	1	31	10.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	7	2	32	12.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	7	3	33	15.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	7	4	34	18.500277777777775	NA	NA	NA	NA	NA	NA	NA	NA	NA
d0f218dc	7	5	35	22.500277777777782	NA	NA	NA	NA	NA	NA	NA	NA	NA
3991bde9	1	1	1	10.78111111111111	0	NA	0	100	99.5	75.5	0	0	Sunday
3991bde9	1	2	2	12.902222222222221	0	NA	0	99.5	99.5	86.5	0	1	Sunday
3991bde9	1	3	3	16.43777777777778	0	NA	0	100	99.5	50	0	0	Sunday
3991bde9	1	4	4	17.931666666666665	0	NA	1	100	99	76.5	0	1	Sunday
3991bde9	1	5	5	21.01805555555556	0	NA	0	99.5	100	26	0	1	Sunday
3991bde9	2	1	6	10.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
3991bde9	2	2	7	11.348055555555556	0	NA	0	99.5	99.5	58	0	0	Monday
3991bde9	2	3	8	16.111944444444443	0	NA	0	100	100	61.5	1	1	Monday
3991bde9	2	4	9	18.997777777777777	0	NA	0	100	95.5	36.5	1	0	Monday
3991bde9	2	5	10	22.42444444444445	0	NA	0	99	94.5	32.5	0	0	Monday
3991bde9	3	1	11	10.99	0	NA	38	100	77	55	0	1	Tuesday
3991bde9	3	2	12	11.235277777777778	0	NA	0	100	74.5	59.5	0	0	Tuesday
3991bde9	3	3	13	15.211666666666666	0	NA	0	99.5	99	54	0	1	Tuesday
3991bde9	3	4	14	18.500277777777775	NA	NA	NA	NA	NA	NA	NA	NA	NA
3991bde9	3	5	15	22.32416666666667	0	NA	0	100	100	24.5	1	1	Tuesday
3991bde9	4	1	16	11.029166666666667	NA	NA	NA	NA	NA	NA	NA	NA	Wednesday
3991bde9	4	2	17	12.500277777777779	NA	NA	NA	NA	NA	NA	NA	NA	NA
