dominance	affiliation	pos_aff	neg_aff	stress	functioning	id	day	beep
0	0	1.4	1	0	0	55	NA	1
1	-2.41	3	1.4	3	0	55	NA	1
-1.71	-0.71	2.6	1.2	0	0	55	NA	1
0	0	1	1	1	0	55	NA	1
1	-1	1	1	2	0	55	NA	1
-0.71	-0.71	3	1.4	6	0	55	NA	1
-1	-1	2.6	1.2	0	0	55	NA	1
2.41	1	1	1	0	0	55	NA	1
-0.71	1.71	2	1.6	0	0	55	NA	1
-0.71	1.71	1	1	0	0	55	NA	1
-0.29	0.29	1	1	1	0	55	NA	1
1.71	1.71	1	1	0	0	55	NA	1
-1	-0.41	2	1	0	1	55	NA	1
-0.29	-0.71	2.6	1	0	0	55	NA	1
-1.71	0.71	1	1	0	0	55	NA	1
0	0	1	1	0	0	55	NA	1
0	1.41	2.2	1.4	0	0	55	NA	1
0	1	2.2	1.4	6	0	55	NA	1
2.71	-2.12	1	1	0	0	55	NA	1
1.41	-1	1	1	0	0	55	NA	1
0.71	0.71	1	1	2	0	55	NA	1
3.12	0.71	2.25	2	6	1	55	NA	1
3.12	-2.12	2.8	1.6	1	0	55	NA	1
0	1	2.6	1.8	0	0	55	NA	1
-1	1.41	2.2	1.8	0	0	55	NA	1
-0.71	-0.71	2.2	2	0	0	55	NA	1
-0.71	-0.71	1.4	1.6	0	0	55	NA	1
2.41	-1	2.2	2	6	1	55	NA	1
0	0	2.8	2.2	0	0	55	NA	1
1.41	-3.41	1.2	2.8	6	3	55	NA	1
4.41	4.41	4.67	1.25	0	1	56	NA	1
0.29	-6.12	4.67	1.2	12	1	56	NA	1
3.12	6.12	4.67	1.2	5	0	56	NA	1
NA	NA	4.4	1.2	6	0	56	NA	1
4.12	4.71	4.25	2	2	0	56	NA	1
6.95	2.12	4.8	1.25	3	0	56	NA	1
NA	2.83	4.2	1	2	0	56	NA	1
6.54	8.54	4	1	0	1	56	NA	1
0.12	5.54	4.2	1	1	0	56	NA	1
NA	NA	4.2	1.4	4	1	56	NA	1
3.54	8.54	4.2	1.6	5	1	56	NA	1
3.83	7.83	5	1.2	0	1	56	NA	1
0	3.41	4.2	2.2	2	1	56	NA	1
2.41	5.41	4.8	2	1	1	56	NA	1
5.54	-4.71	3	3	6	1	56	NA	1
NA	8.12	5	1	0	1	56	NA	1
1.41	8.83	4.6	1.6	2	1	56	NA	1
NA	NA	5	2.6	2	1	56	NA	1
5.24	9.24	5	1.4	2	2	56	NA	1
NA	NA	4.8	1	3	2	56	NA	1
NA	7.83	4.25	1.2	0	1	56	NA	1
NA	NA	5	1	0	1	56	NA	1
3.83	7.83	5	2	2	0	56	NA	1
4.12	6.12	4.8	1.2	0	1	56	NA	1
NA	NA	5	1	2	NA	56	NA	1
6.54	10.95	4.8	1.8	3	0	56	NA	1
0.71	0.54	4.6	1.4	3	1	56	NA	1
3.83	12.66	4.6	2.6	12	1	56	NA	1
0	5.66	4	2.4	10	2	56	NA	1
6.24	6.24	3.6	2.8	9	1	56	NA	1
-1	8.83	4.4	1.4	3	1	56	NA	1
2.83	2.41	4	2.4	3	1	56	NA	1
NA	NA	3.8	2	4	NA	56	NA	1
6.66	NA	4.75	1.6	2	1	56	NA	1
0	1	4	2	5	1	56	NA	1
4.95	7.54	4.8	1	1	1	56	NA	1
3.12	7.54	4.8	1	3	1	56	NA	1
1.12	7.54	4.6	1.6	6	1	56	NA	1
NA	NA	4.4	1.4	2	1	56	NA	1
-1.71	7.71	4.2	2	0	1	56	NA	1
3.54	10.95	4.2	1.4	0	0	56	NA	1
3.83	8.83	4.4	1.4	0	1	56	NA	1
5.54	11.95	4.2	1.2	3	1	56	NA	1
2.83	11.66	4.4	1.4	3	1	56	NA	1
4.83	11.66	3.6	2.4	4	1	56	NA	1
NA	NA	4	1	5	1	56	NA	1
3.54	12.36	4	2.75	0	1	56	NA	1
1.54	13.36	4	1.2	2	2	56	NA	1
3.54	8.54	4	2.4	2	1	56	NA	1
4.66	4	4	1.6	1	1	56	NA	1
2.41	7.83	4	2.2	1	1	56	NA	1
4.54	7.54	4	1.2	1	1	56	NA	1
2.83	3.83	4	1.8	0	1	56	NA	1
-1	14.48	4.2	1.4	0	1	56	NA	1
NA	NA	4	1.8	1	0	56	NA	1
6.24	10.24	4	1	0	1	56	NA	1
2.83	6.83	4	1	0	1	56	NA	1
-1.71	-0.71	4.6	1.6	3	1	56	NA	1
4.24	8.24	4.4	2	6	1	56	NA	1
NA	8.54	4	1.6	2	1	56	NA	1
4.54	7.54	4	1	0	1	56	NA	1
2.83	9.24	3.8	1.6	3	1	56	NA	1
NA	8.54	4	1	1	1	56	NA	1
1.24	5.41	4	1	1	1	56	NA	1
3.95	6.54	4.2	1.6	1	1	56	NA	1
2.83	5.83	4	1.6	2	1	56	NA	1
5.54	8.54	4	2.4	2	1	56	NA	1
2.83	9.24	4	1.8	3	1	56	NA	1
NA	3.54	4	1.2	0	1	56	NA	1
3.54	9.54	3.4	2.4	0	1	56	NA	1
3.95	9.95	4	1.6	6	1	56	NA	1
-2.83	2.83	4.2	2.4	5	1	56	NA	1
0	6	4	1.2	3	1	56	NA	1
0	NA	4	1.4	0	1	56	NA	1
0.83	6.83	4	1	3	1	56	NA	1
NA	3.83	4	1	0	1	56	NA	1
5.24	4.83	4.6	1	0	1	56	NA	1
NA	4.29	4.2	1.2	1	1	56	NA	1
3.54	9.54	4	1.6	3	1	56	NA	1
NA	NA	4	1	0	0	56	NA	1
3.24	4.83	4	1.6	0	1	56	NA	1
NA	NA	4.4	2.2	6	1	56	NA	1
3.54	7.54	4.2	2	5	1	56	NA	1
3.54	10.95	4.4	2.2	0	1	56	NA	1
3.41	5.66	4	1.2	0	1	56	NA	1
0	5	4.2	1.8	2	1	56	NA	1
6.95	8.54	4	1.8	5	1	56	NA	1
2.54	4.54	4	1.4	0	1	56	NA	1
3.54	10.95	4.2	1.2	0	1	56	NA	1
4.24	8.24	4	1.2	0	2	56	NA	1
2.12	7.54	4.4	1.4	1	1	56	NA	1
NA	9.95	4.2	1	1	1	56	NA	1
-1.71	1.71	4.2	1.6	5	1	56	NA	1
5.24	1.83	4.2	2.8	7	2	56	NA	1
4.54	4.95	4	3.4	3	2	56	NA	1
NA	NA	4.2	2	3	2	56	NA	1
NA	5.83	4	1.8	1	1	56	NA	1
NA	NA	4.2	1.4	0	1	56	NA	1
2.88	5.12	4.4	1.6	3	0	57	NA	1
5.71	7.36	4	1.5	3	1	57	NA	1
0.47	6.12	2.6	1.6	0	2	57	NA	1
2.29	4.71	3	1.6	0	0	57	NA	1
4.29	5.54	3	1.8	0	1	57	NA	1
NA	7.83	4	1.2	0	0	57	NA	1
1.17	5.83	3.6	2.2	0	0	57	NA	1
7.41	2.41	4.2	1.2	0	0	57	NA	1
3.29	5.54	3.2	2	0	0	57	NA	1
4.29	9.36	2.6	1.4	0	0	57	NA	1
9.24	-1	3.4	1.8	3	0	57	NA	1
-0.95	NA	2.8	1.6	1	1	57	NA	1
3.59	9.66	3.6	1.8	0	0	57	NA	1
10.54	2.12	4.2	2	3	0	57	NA	1
2.88	9.54	3.2	1.2	0	0	57	NA	1
4	9.24	2.8	1.6	0	1	57	NA	1
2.59	7.83	3	1.6	0	0	57	NA	1
4.29	9.95	3.6	2	0	0	57	NA	1
2.17	7.83	2.6	1.2	0	1	57	NA	1
2.17	10.66	3	1.8	0	0	57	NA	1
2.88	8.95	3.4	2.4	3	2	57	NA	1
5	10.66	3.4	1.6	0	0	57	NA	1
3.59	8.24	2.8	1.2	2	0	57	NA	1
3.88	3.95	3.8	2	0	0	57	NA	1
6.71	11.36	3.8	1.2	0	0	57	NA	1
4.29	8.95	3.2	1	0	1	57	NA	1
5.71	11.36	3.4	1	0	0	57	NA	1
6.71	10.95	3.6	1.2	0	0	57	NA	1
3.17	7.24	3.4	1	0	0	57	NA	1
3.71	6.12	3.4	1.8	3	1	57	NA	1
2.88	9.54	2.8	1.4	0	0	57	NA	1
7.41	-2.41	2.6	1.8	0	1	57	NA	1
6	11.66	3.6	1.6	2	0	57	NA	1
8.41	2.41	3.4	2.2	1	1	57	NA	1
6.12	7.54	3.8	2	5	1	57	NA	1
11.36	1.29	3	3	6	3	57	NA	1
5.41	7.24	3.2	1.4	3	2	57	NA	1
1.17	4.83	2.4	1.6	0	2	57	NA	1
4.29	8.54	2.2	1.6	0	2	57	NA	1
3	7.83	2.6	1.4	0	0	57	NA	1
5.29	4.54	3	2.2	0	2	57	NA	1
8.83	2.59	2.2	1.6	3	2	57	NA	1
1.17	2.83	2.2	1.2	0	2	57	NA	1
3.59	2.41	2	1.6	0	2	57	NA	1
8.12	-1.12	2.6	2.8	3	2	57	NA	1
1.88	7.54	3.4	1.2	3	1	57	NA	1
10.95	1.71	3	2.6	3	0	57	NA	1
4.59	6.24	3.4	1.6	0	0	57	NA	1
2.59	6.83	3.2	1.6	2	1	57	NA	1
10.95	-2.12	3.2	3	6	1	57	NA	1
3.59	7.83	3.2	1.2	0	0	57	NA	1
5	10.66	3.6	1.4	0	0	57	NA	1
5.29	9.95	3.6	2.2	0	0	57	NA	1
-0.54	-1.29	2.8	2	0	2	57	NA	1
5.29	9.95	3.2	2	0	0	57	NA	1
6.71	NA	4.2	1.4	0	0	57	NA	1
NA	NA	3.4	1.8	0	1	57	NA	1
4.59	8.24	3	1.2	0	0	57	NA	1
1.17	5.83	2.6	1	0	1	57	NA	1
2.47	7.12	3.2	1.4	0	0	57	NA	1
6.71	12.36	3.2	1	0	0	57	NA	1
3.59	9.66	3.2	1.4	0	0	57	NA	1
4.29	9.95	3.6	1	0	NA	57	NA	1
6.71	12.36	3.4	1	0	0	57	NA	1
-0.24	5.41	3.4	1.4	0	0	57	NA	1
5	10.66	3	1	0	0	57	NA	1
0.17	0	2	1.6	0	1	57	NA	1
-1.66	5	3.6	1	0	0	57	NA	1
4.29	9.95	2.6	1	0	0	57	NA	1
2.88	8.54	3.8	1.2	0	0	57	NA	1
7.41	13.07	3.4	1.4	0	0	57	NA	1
6	11.66	3.4	1.2	0	0	57	NA	1
2.88	NA	3.2	1.8	0	1	57	NA	1
0.47	6.12	2.8	1.8	0	1	57	NA	1
2.88	2.71	2.2	2	0	1	57	NA	1
4.29	12.36	3.6	1.4	0	0	57	NA	1
5	10.24	3	1.2	2	1	57	NA	1
NA	NA	3	1.4	0	0	57	NA	1
2.88	9.95	3.2	1	0	0	57	NA	1
5	9.24	3	1.8	3	0	57	NA	1
5.54	8.12	2	1.6	0	1	57	NA	1
8.83	-5.41	1.4	2.2	3	3	57	NA	1
1.17	8.24	2.8	1.2	0	1	57	NA	1
5.29	12.36	3.6	1	0	0	57	NA	1
3.29	12.36	3.4	1	0	0	57	NA	1
6.71	12.36	3.6	1.2	0	0	57	NA	1
5.71	12.36	3.4	1.2	0	0	57	NA	1
10.24	3	2.8	1.4	2	0	57	NA	1
5.29	9.95	3.4	1.2	1	0	57	NA	1
5.71	12.36	3.6	1	0	0	57	NA	1
6	13.07	3.4	1	0	0	57	NA	1
4.59	11.66	3.8	1	0	0	57	NA	1
5	10.66	3.4	1	2	1	57	NA	1
3.88	10.95	3.4	1.2	0	0	57	NA	1
NA	NA	3.2	1.2	0	0	57	NA	1
4.29	4.71	2.6	1.4	0	2	57	NA	1
4.59	10.66	3.4	1	1	1	57	NA	1
3.59	10.66	3.2	1	0	0	57	NA	1
6	9.24	3.2	1	0	1	57	NA	1
8.83	5.41	3.2	1.4	3	0	57	NA	1
6	13.07	3.6	1	0	0	57	NA	1
-0.29	3.12	1.6	1.8	2	2	58	NA	1
-1.88	-4.12	2	3.2	11	3	58	NA	1
-4.41	-2.41	2	3	5	2	58	NA	1
-2.59	1	1.6	2.2	5	3	58	NA	1
-0.29	5.54	3.4	2	1	1	58	NA	1
2.83	5.41	3	1.8	6	1	58	NA	1
1.71	3.54	3	1.6	4	1	58	NA	1
3.41	5.83	3.6	2	2	1	58	NA	1
-5.71	-0.71	2.2	3	5	2	58	NA	1
-3.29	-0.71	1.4	2	3	3	58	NA	1
-3.71	2.29	2	2.4	2	2	58	NA	1
2.54	0.12	3.4	4	3	2	58	NA	1
-2.29	-2.71	1.8	3.2	7	2	58	NA	1
2.83	0.41	3	3.6	5	2	58	NA	1
-4	-3.83	1.8	3.2	8	2	58	NA	1
-4.71	0.71	2	3.2	7	2	58	NA	1
1.83	3.83	4.6	2.8	10	2	58	NA	1
-0.59	1.41	3.4	3.2	8	2	58	NA	1
5.12	4.12	3.6	2.2	12	1	58	NA	1
NA	NA	3.5	2.6	13	2	58	NA	1
-5.12	-7.95	1.6	2.6	4	2	58	NA	1
5.41	1.41	2.2	3.5	9	2	58	NA	1
-3	2.83	2.4	3.2	9	3	58	NA	1
-3	-4.83	2.6	3	10	3	58	NA	1
-1	-4.41	3.4	3.4	12	3	58	NA	1
-3.29	2.12	3.4	2.2	5	2	58	NA	1
-4.71	-3.71	2.6	3.4	15	3	58	NA	1
-3.29	-1.71	1.8	3.6	11	2	58	NA	1
0.12	-2.29	3.4	3.6	15	1	58	NA	1
2.12	5.54	3.6	2.75	5	2	58	NA	1
0.12	5.54	3.8	2.6	7	2	58	NA	1
3.24	0	3.4	2.25	6	1	58	NA	1
1.83	1.41	3.8	2.4	13	1	58	NA	1
-6.12	-1.29	2.2	1.6	3	1	58	NA	1
2.12	-2.12	3.2	2.6	5	1	58	NA	1
-0.17	-0.59	3	3.8	10	3	58	NA	1
-3.59	-0.59	2.8	3.8	7	2	58	NA	1
3.41	2.41	4	3.2	9	1	58	NA	1
-1.59	2.41	3.2	3.4	8	2	58	NA	1
-1.29	-4.54	2	3	6	2	58	NA	1
-6	-14.48	1.6	3.8	6	2	58	NA	1
-3	-1.83	3.4	2.8	13	2	58	NA	1
-0.59	-3.41	3.4	2.4	12	2	58	NA	1
0.12	1.71	3.2	2.2	8	2	58	NA	1
0.12	-4.12	3.2	3.4	11	2	58	NA	1
0.12	3.12	4	2.6	8	1	58	NA	1
-5.71	-9.78	2	2.6	2	2	58	NA	1
-3.71	-4.12	2.2	3.2	7	2	58	NA	1
-2.29	-0.71	2.2	2.6	11	2	58	NA	1
-0.17	-2.41	3	2.8	10	1	58	NA	1
0.83	0.41	2.8	2.8	5	2	58	NA	1
-3	-3.41	3.2	3	8	1	58	NA	1
-2	4.41	3.5	1.8	12	2	58	NA	1
-5	-9.24	2.4	3.8	9	2	58	NA	1
-0.17	-1	2.6	3.2	12	2	58	NA	1
-1.59	-4.83	3	3.6	8	3	58	NA	1
-3.59	-6.83	1.8	3.6	12	3	58	NA	1
2.41	-2.41	3	2.4	9	2	58	NA	1
1.12	4.12	3.4	2.2	5	2	58	NA	1
1	-1.83	3.2	2.6	6	1	58	NA	1
-3.71	1.29	2.4	1.6	6	2	58	NA	1
0.12	0.71	2.8	2.2	9	2	58	NA	1
2.41	5.83	3.4	1.6	6	2	58	NA	1
-0.17	-3.41	2.6	3.2	12	2	58	NA	1
-3.71	2.12	3.4	1.4	8	2	58	NA	1
-0.59	-0.59	3	2.4	9	1	58	NA	1
0.83	-2.41	3.2	2.8	10	2	58	NA	1
-2.29	1.71	2.8	1.6	4	2	58	NA	1
-2.71	-0.29	2.8	2.4	8	1	58	NA	1
-1.59	2	2.4	2.4	9	1	58	NA	1
1.12	3.12	3.8	2.4	12	2	58	NA	1
-2.59	2	3.2	2.6	8	1	58	NA	1
-2.29	3.12	3.4	2.2	10	2	58	NA	1
-1.59	-5.83	2.8	3.2	10	2	58	NA	1
-0.59	0	2.8	2.2	10	2	58	NA	1
4.24	-0.59	3.6	3	10	1	58	NA	1
-1.29	5.54	3.4	3.2	14	1	58	NA	1
3.71	1.12	2.4	2.4	14	2	58	NA	1
2	8.66	3.8	1.8	6	1	58	NA	1
4.41	-0.59	3	3.2	12	3	58	NA	1
3.12	-1.29	3.6	3	14	2	58	NA	1
-0.29	-2.71	3.4	3	15	2	58	NA	1
-0.88	-5.54	2.8	3	10	2	58	NA	1
0.41	3	3	1.2	4	1	58	NA	1
3.83	4.83	3.2	1.8	6	1	58	NA	1
0.83	-0.59	3	3	10	3	58	NA	1
-5.41	-8.24	2	3.4	8	3	58	NA	1
2.71	-1.71	3.4	3	11	3	58	NA	1
0.83	-2	3.2	3.6	14	2	58	NA	1
1.83	-2	3.4	3.2	12	2	58	NA	1
-1.29	-6.12	2.6	3.6	11	2	58	NA	1
0	0	5	2	2	1	59	NA	1
4	11.07	4.4	1.8	2	1	59	NA	1
2.41	6.83	3.8	1.2	1	1	59	NA	1
3	8.24	4	1.6	2	2	59	NA	1
0	6.83	3.4	1	0	1	59	NA	1
0	12.07	3.8	1.2	1	1	59	NA	1
0.29	6.95	4.4	2	6	1	59	NA	1
3.29	1.29	4.4	1.8	4	1	59	NA	1
-0.71	8.95	4	1	1	1	59	NA	1
-0.71	11.36	3.4	1.2	0	1	59	NA	1
1	1.41	4	2	4	1	59	NA	1
-7.66	5	2.4	1	0	1	59	NA	1
1.83	3.83	4	1.4	3	2	59	NA	1
2.41	8.83	4	1	0	1	59	NA	1
1.71	3.12	4	1	2	1	59	NA	1
0.71	5.71	4	1.4	1	2	59	NA	1
0	2.41	4	1.8	3	1	59	NA	1
0	10.66	4	1.2	1	1	59	NA	1
3.12	8.95	4	1.6	0	1	59	NA	1
1	4.83	4	1.2	1	1	59	NA	1
-1.29	5.54	4	2.4	4	2	59	NA	1
1	0	4.4	4.2	10	4	59	NA	1
-0.12	3.71	2.8	1.8	2	1	59	NA	1
0.71	8.54	4	1.6	2	1	59	NA	1
0	4.41	4	1	0	1	59	NA	1
1.41	3.41	4	1	0	1	59	NA	1
-0.41	2	3.8	1.8	4	2	59	NA	1
-0.29	5.12	3.4	1.4	2	2	59	NA	1
0.29	1.29	3.4	2.2	6	2	59	NA	1
-1	-1	2.75	2.4	2	4	59	NA	1
2.12	1.71	3.4	1.2	0	2	59	NA	1
-1.71	1.71	4	1.8	5	2	59	NA	1
1	3.41	3.8	1.4	4	2	59	NA	1
0	2	3.8	1.4	3	2	59	NA	1
0.71	1.71	3.4	1.2	1	2	59	NA	1
-1	1	3	1.4	1	2	59	NA	1
-1.71	1.71	2.6	1	1	2	59	NA	1
0.71	2.71	2.8	1.6	2	2	59	NA	1
-1.71	1.71	3	1.4	0	2	59	NA	1
0	1	3.6	1.4	3	2	59	NA	1
-1.71	0.29	1.8	1	0	2	59	NA	1
-1.71	-0.29	1.6	1	1	2	59	NA	1
1	1	2.8	1.2	6	2	59	NA	1
1.71	2.71	4	1.6	3	2	59	NA	1
1.41	2.41	4.8	2	0	2	59	NA	1
1.41	1	3	1.6	5	2	59	NA	1
0.71	1.71	4	2.2	8	2	59	NA	1
0.71	2.71	2.8	1.6	4	1	59	NA	1
-0.71	0.29	2.6	1.4	0	2	59	NA	1
-1.71	-0.71	2	1.2	0	2	59	NA	1
-0.71	-0.71	2.6	1.6	8	2	59	NA	1
0	0	2	1	0	2	59	NA	1
1	-1	1.8	1	0	2	59	NA	1
-0.71	-0.71	1.8	1.2	2	2	59	NA	1
-1.41	0	2	1.8	6	2	59	NA	1
-1.71	-0.71	1.8	1	3	2	59	NA	1
0.71	1.71	3	1.2	0	2	59	NA	1
0	3.41	3	1	0	2	59	NA	1
-1.71	0.29	1.2	1	0	2	59	NA	1
-2.41	0	1.2	1	1	1	59	NA	1
-0.71	0.71	1	1	1	2	59	NA	1
-1.41	1	2.2	1.4	1	2	59	NA	1
0.71	1.71	2	1	0	2	59	NA	1
-1	1	1.4	1	3	2	59	NA	1
0	-1.41	2	1.4	6	2	59	NA	1
1.71	1.71	1.8	1	0	2	59	NA	1
0	3.41	2.4	2	0	3	59	NA	1
-1.71	1.71	1	1	2	2	59	NA	1
-0.71	1.71	1.2	1	1	2	59	NA	1
-0.71	1.71	1	1	2	2	59	NA	1
0	2.41	2	1	1	2	59	NA	1
0.71	2.12	2.2	1.6	6	2	59	NA	1
-0.71	1.71	2.4	1.2	5	2	59	NA	1
0.71	1.71	3	1.6	7	3	59	NA	1
-0.29	2.71	2.4	1.2	6	2	59	NA	1
1.41	0	2.8	1.8	8	2	59	NA	1
-0.71	0.71	2.6	2	9	3	59	NA	1
1.41	0	1	1.2	4	2	59	NA	1
0	1	2.2	1.4	3	2	59	NA	1
0	1	2	1	2	2	59	NA	1
-1	3.41	2.6	1.4	0	2	59	NA	1
0	3.41	2.8	1.4	1	3	59	NA	1
-2.41	3.41	2.4	1.2	2	2	59	NA	1
-0.71	4.12	2.6	1	6	2	59	NA	1
-0.71	3.12	2.4	1.2	4	2	59	NA	1
0.71	1.71	2	1	1	2	59	NA	1
-0.29	2.71	2.2	1.2	3	2	59	NA	1
0.71	0.71	2.4	1	10	3	59	NA	1
0.71	1.71	2.2	1	3	3	59	NA	1
1	2.41	1.6	1	0	2	59	NA	1
0.71	4.12	3	1.2	1	2	59	NA	1
0	4.41	2.8	1	0	3	59	NA	1
0	3.41	2.6	1.2	3	2	59	NA	1
0	2	2.2	1.2	6	2	59	NA	1
-0.71	2.71	2.6	1	5	2	59	NA	1
0.71	4.12	2.4	1	2	2	59	NA	1
-0.71	2.71	2.8	1.2	5	3	59	NA	1
0	3.41	2.6	1.2	3	2	59	NA	1
2.12	2.71	2.8	1.2	2	3	59	NA	1
0.71	1.71	2.2	1.2	4	2	59	NA	1
0	1	2	1	0	2	59	NA	1
-1.41	-0.17	3.2	3.6	0	3	6	NA	1
-2.54	7.54	4.8	2.2	5	0	6	NA	1
-2.12	1.12	4.2	4.4	9	1	6	NA	1
-2	-2	4.8	4.8	5	0	6	NA	1
-4.95	-0.88	4.8	4	2	1	6	NA	1
-3.54	-2.29	3.4	4.6	1	2	6	NA	1
-2.71	-0.71	5	4.2	0	1	6	NA	1
-1.71	1.12	3.4	2.8	0	0	6	NA	1
1.12	-8.12	2.6	4.8	4	1	6	NA	1
0	-3.41	4.2	4.8	2	2	6	NA	1
-7	-9.9	3.6	5	10	1	6	NA	1
3.54	-10.54	1	5	15	0	6	NA	1
-4.24	-5.41	2.4	2.4	0	2	6	NA	1
1	-4.41	4.4	3.6	2	2	6	NA	1
0	-1	4.6	4.2	0	2	6	NA	1
-0.41	-1	4.4	4	6	0	6	NA	1
-5.66	-4.41	3.2	4.2	9	0	6	NA	1
-5.36	-2.71	1.6	4.4	6	1	6	NA	1
-0.83	-3.41	3.4	4.8	3	0	6	NA	1
-1.71	-3.54	4	4.2	4	0	6	NA	1
-2.41	-1.41	4	4.6	6	1	6	NA	1
2.71	-9.95	2.8	5	11	3	6	NA	1
-1.41	-2.41	3.6	5	12	0	6	NA	1
0.17	1.41	4.4	4.6	11	1	6	NA	1
0	-2.83	3.2	4.8	13	2	6	NA	1
0	-9.24	2.2	4.6	9	3	6	NA	1
2	-4.83	4.4	5	9	1	6	NA	1
-3.71	-5.54	4	5	10	3	6	NA	1
-0.71	-4.54	4	5	10	2	6	NA	1
-0.71	-3.12	3.4	4.4	6	2	6	NA	1
-2.83	-4.41	3.8	4.8	7	3	6	NA	1
0	-4.83	3	4.6	13	3	6	NA	1
0.59	-1.41	3.6	5	11	1	6	NA	1
-1.66	0.41	3.2	4.4	12	2	6	NA	1
-0.95	2.12	4	4.2	14	3	6	NA	1
1.88	-4.12	4.6	4.4	12	1	6	NA	1
0.47	-0.29	3	4.8	12	2	6	NA	1
3.71	-1.71	3.6	4	2	2	6	NA	1
-4.12	-3.12	2.6	4.75	12	1	6	NA	1
-1.41	-2.41	4	4.4	8	1	6	NA	1
-3.66	0.41	3.6	4.8	4	2	6	NA	1
-0.71	-2.12	4	5	4	2	6	NA	1
-0.95	3.54	3.6	4.8	9	2	6	NA	1
4.59	0	4.4	5	12	2	6	NA	1
1.34	2.83	4	5	11	2	6	NA	1
1.05	2.12	4.4	4.4	11	1	6	NA	1
-3.95	1.12	4.2	4	10	2	6	NA	1
1.34	2.83	4.8	4.6	9	1	6	NA	1
-0.36	3.54	3.8	5	9	2	6	NA	1
-1.36	3.54	3.6	5	9	2	6	NA	1
-7.07	-1.59	2.2	4.4	9	0	6	NA	1
-4.36	3.54	2	5	9	3	6	NA	1
-0.66	2.83	3	5	9	2	6	NA	1
-7.07	1.83	3.8	4.6	9	2	6	NA	1
-4.95	3.54	4.2	5	5	2	6	NA	1
0.34	1.83	3.8	5	3	2	6	NA	1
1.05	2.54	4.2	5	3	2	6	NA	1
-1.95	1.12	3.4	4.8	0	3	6	NA	1
-2.66	0.41	4.2	5	3	2	6	NA	1
-1.66	1.83	4.4	4	3	2	6	NA	1
-0.95	1.12	4.4	4.8	0	3	6	NA	1
1.05	1.54	3.8	4.6	0	1	6	NA	1
-0.95	0.12	4	5	0	2	6	NA	1
-0.95	2.54	4.2	4.6	0	1	6	NA	1
-0.66	0.41	4.25	3.4	0	1	6	NA	1
-4.66	0.83	4	5	2	2	6	NA	1
-3.95	2.54	4.4	5	0	2	6	NA	1
-1.66	0.41	4	4.4	0	1	6	NA	1
-2.95	2.54	4.6	4	0	1	6	NA	1
-1.95	2.54	4.6	4	0	1	6	NA	1
NA	2.54	4.4	5	0	1	6	NA	1
-0.95	2.54	4	3.2	0	1	6	NA	1
-3.66	0.83	4.4	4.6	0	1	6	NA	1
-3.36	0.12	4.2	4	1	1	6	NA	1
-0.36	1.54	4.6	5	0	1	6	NA	1
-3.66	3.24	4.2	4.6	0	1	6	NA	1
-4.07	-0.59	2.8	5	0	3	6	NA	1
-5.36	0.12	4.2	4.8	0	3	6	NA	1
-2.95	3.54	4	4.8	0	1	6	NA	1
-2.66	4.24	4.2	3.6	6	1	6	NA	1
-1.66	4.24	4.6	5	4	2	6	NA	1
-5.07	-1.59	2.8	3.6	4	4	6	NA	1
-5.66	-2.17	3.6	4.4	0	2	6	NA	1
-2.95	-2.05	4.6	3.6	0	2	6	NA	1
-1.66	-0.59	3.2	5	11	3	6	NA	1
-2.66	0.83	3.2	3.6	0	2	6	NA	1
-1.83	-5	4.5	5	0	2	6	NA	1
-4.36	1.12	4.4	3.2	0	2	6	NA	1
-2.78	0.12	3.6	4.2	0	2	6	NA	1
-0.66	1.83	4.2	3.6	0	2	6	NA	1
-1.95	3.95	4.2	4.4	3	2	6	NA	1
-4.36	-1.29	3	4.8	12	4	6	NA	1
-4.36	1.12	3.8	5	6	4	6	NA	1
-4.36	1.12	4.2	4.8	6	2	6	NA	1
-3.66	0.41	3.6	4.6	4	2	6	NA	1
-1.78	-0.29	3.5	4.2	0	2	6	NA	1
2.71	8.95	3.2	1	1	1	60	NA	1
0.71	5.12	3	2	6	2	60	NA	1
1.71	0.71	3	1.4	6	1	60	NA	1
4.83	-4.41	3.8	2.6	8	1	60	NA	1
3	16.9	4.8	1	0	1	60	NA	1
-3.59	7.41	4.4	1.4	0	1	60	NA	1
4	5.41	3.8	1.2	1	1	60	NA	1
NA	NA	4.8	2.8	12	0	60	NA	1
13.78	-3.29	5	2.8	12	0	60	NA	1
7.24	2.24	4.8	3.2	12	0	60	NA	1
10.24	6	4.4	1	0	0	60	NA	1
3.71	6.54	3.8	1	2	0	60	NA	1
3.54	6.12	3.6	1	0	1	60	NA	1
6.83	6.83	3.6	1	0	1	60	NA	1
0	12.07	4.2	1	0	1	60	NA	1
-0.71	4.71	3.8	1	0	1	60	NA	1
-1.83	9.24	3.8	1	0	1	60	NA	1
0.71	4.71	3.8	1	0	1	60	NA	1
0.71	0.71	3.8	1.4	0	1	60	NA	1
-2.83	7.83	4	1.2	0	1	60	NA	1
-2.41	6.83	4	1	0	1	60	NA	1
0.29	10.78	4.2	1.4	0	1	60	NA	1
0	4.41	4	1.2	0	2	60	NA	1
-2.83	6.83	4	1.2	0	1	60	NA	1
-2.41	-1	4	1	0	2	60	NA	1
1.41	0.83	4.8	2.6	12	2	60	NA	1
-1.41	4.83	3.6	1	0	1	60	NA	1
