dominance	affiliation	pos_aff	neg_aff	stress	functioning	id	day	beep
1.41	2.41	2.4	1.25	0	0	3	NA	1
-2	1.41	2.8	1.8	2	0	3	NA	1
0	7.24	2.8	1.4	0	1	3	NA	1
0	5.83	2.4	1	0	0	3	NA	1
1	12.07	3.4	1	0	0	3	NA	1
-1.41	9.66	2.4	1	0	1	3	NA	1
-0.12	4.29	3.8	1.4	0	0	3	NA	1
3.24	7.83	3	1	0	0	3	NA	1
2.41	6.83	2.8	1.2	0	1	3	NA	1
-0.59	2.41	2.6	1	0	0	3	NA	1
1.41	4.83	2.8	1	0	1	3	NA	1
-0.71	5.12	3.4	1	0	0	3	NA	1
0.71	4.95	4.8	1	0	0	3	NA	1
0.71	0.29	1.6	1	0	1	3	NA	1
-2.12	7.54	2.2	1	0	1	3	NA	1
-3.41	1.41	2	1	0	0	3	NA	1
-3	7.24	3	1	0	0	3	NA	1
-1	9.66	2.4	1	0	1	3	NA	1
NA	8.24	1.8	1	0	1	3	NA	1
1.41	6.24	1.2	1	0	0	3	NA	1
-2.12	6.54	1.8	1	0	0	3	NA	1
-0.29	0.71	2	1	0	1	3	NA	1
NA	0	1.8	1.6	0	1	3	NA	1
2.41	5.83	3.2	1.4	0	0	3	NA	1
NA	9.66	2.8	1	0	0	3	NA	1
3.71	11.36	3.4	1.2	0	0	3	NA	1
-1.59	4.83	1.6	1	0	1	3	NA	1
-0.71	1.71	1	1	0	1	3	NA	1
-3.41	5.41	1.5	1.4	0	0	3	NA	1
-0.71	6.12	2.2	1	0	1	3	NA	1
4.12	7.54	3.6	1	0	0	3	NA	1
-2.12	1.71	2.6	1	0	0	3	NA	1
0.71	2.29	1.8	1	0	1	3	NA	1
-1.71	3.12	1.6	1	0	1	3	NA	1
3	7.24	4.2	1	0	0	3	NA	1
-3.12	-0.71	1.4	1	0	1	3	NA	1
3.41	4.41	3	1	0	0	3	NA	1
1	7.24	3.8	1.2	2	0	3	NA	1
0.29	3.12	2.2	1	0	1	3	NA	1
0	0	1	1	0	1	3	NA	1
2	4.83	2.8	1	0	0	3	NA	1
1.29	4.12	3.4	1	0	0	3	NA	1
0.71	11.36	2.2	1	0	0	3	NA	1
2.41	3	1.6	1	0	1	3	NA	1
-2	5.83	3	1.4	2	0	3	NA	1
1.71	5.54	3.6	1.2	2	0	3	NA	1
0.12	6.54	2.4	1	0	0	3	NA	1
-3.29	6.12	3.8	1	0	0	3	NA	1
3.12	-0.29	2.6	1.4	5	0	3	NA	1
0.29	1.71	1.6	1	0	1	3	NA	1
-2.41	3	1	1	0	1	3	NA	1
1.41	8.66	2	1	0	0	3	NA	1
3.41	7.24	3.4	1	0	0	3	NA	1
4.12	6.54	4.2	1	0	0	3	NA	1
0.59	7.24	3.4	1	0	0	3	NA	1
7.54	7.54	3.4	1	0	0	3	NA	1
-0.71	2.71	1.6	1	0	1	3	NA	1
-1.41	2.41	1.6	1	0	1	3	NA	1
0	3	1	1	0	2	3	NA	1
-1.41	1	1	1	0	1	3	NA	1
-1	1	2	1	0	0	3	NA	1
3.41	2.83	3.2	1.2	2	0	3	NA	1
4.41	12.07	4.2	1	0	0	3	NA	1
6.83	10.66	3.8	1	0	0	3	NA	1
-1	1	2	1	0	1	3	NA	1
5.12	7.95	3.6	1	0	0	3	NA	1
2.29	5.12	4.2	1	0	0	3	NA	1
-0.71	3.71	1.8	1	0	1	3	NA	1
5.54	7.54	3.2	1	3	0	3	NA	1
-2.12	2.71	1	1	0	2	3	NA	1
2.41	3.83	3	1	0	0	3	NA	1
1.41	5.83	2.2	1	0	1	3	NA	1
3.95	6.54	3.2	1	0	0	3	NA	1
0	3.41	2.2	1	0	0	3	NA	1
0	0	1	1	0	3	3	NA	1
NA	6.83	4	1	0	0	3	NA	1
1.41	3	4	1	0	0	3	NA	1
1.41	3.41	2.2	1	0	0	3	NA	1
2.71	3.54	3.4	1	0	0	3	NA	1
-2.41	-1.41	1.2	1	0	1	3	NA	1
8.66	6.83	3.8	1.4	0	0	3	NA	1
-0.59	5.41	4	1.8	0	0	3	NA	1
3.83	2.83	3.6	1	0	0	3	NA	1
0	NA	2.2	1	0	1	3	NA	1
6.12	-1.71	2.6	2.4	12	2	30	NA	1
3.29	-0.29	3.4	1.6	5	0	30	NA	1
0.29	-1.71	2.8	1.4	1	2	30	NA	1
1	8.24	3.2	1	2	2	30	NA	1
-1.71	8.54	4	2.6	4	0	30	NA	1
1.29	8.95	3.8	1.2	0	0	30	NA	1
5.83	5.83	4	1.8	4	0	30	NA	1
7.66	3	3.2	1	4	1	30	NA	1
5.83	5.83	4	1	1	1	30	NA	1
6.54	6.12	4.8	2.2	3	0	30	NA	1
6.12	7.95	4.8	1.8	3	0	30	NA	1
5.83	6.83	4.6	1.2	0	0	30	NA	1
0.41	7.24	4.25	1.6	3	0	30	NA	1
10.66	-2	4	3.2	6	0	30	NA	1
6.12	-1.29	3.6	1.8	4	1	30	NA	1
6.12	2.12	4	3	3	1	30	NA	1
6.12	5.54	4	1.6	1	0	30	NA	1
5.41	4.83	4	1.4	1	0	30	NA	1
NA	5.83	4	1.4	4	0	30	NA	1
3	9.66	4.2	1	0	0	30	NA	1
3	8.24	4	1.2	2	0	30	NA	1
3	8.66	4	1	0	1	30	NA	1
4.71	8.95	3.6	1.2	1	0	30	NA	1
0.29	4.12	3	1	0	3	30	NA	1
1.29	8.95	3.8	1	0	0	30	NA	1
3	8.24	4	1.4	0	1	30	NA	1
NA	6.24	4	1.4	0	1	30	NA	1
1	3.41	3.2	1.6	0	2	30	NA	1
2	4.83	4	1.4	4	0	30	NA	1
2.71	6.54	4	1	3	0	30	NA	1
2	4.83	3	1	1	0	30	NA	1
3	7.24	3.4	1.2	0	0	30	NA	1
4.41	3.24	2.8	1	3	2	30	NA	1
1.29	5.54	3.4	2.6	7	0	30	NA	1
3	7.24	3.2	2	3	0	30	NA	1
2	4.83	3.8	1.8	6	0	30	NA	1
3.41	3.41	4	1.8	4	0	30	NA	1
2.71	2.71	3.8	2.2	8	0	30	NA	1
5.83	-1	4	2.2	3	0	30	NA	1
5.12	7.54	3	1.4	6	1	30	NA	1
3.71	5.54	4	3.4	3	1	30	NA	1
6.41	3.83	3.8	4	5	0	30	NA	1
1.71	6.54	3.2	1	0	0	30	NA	1
2	2.41	3	1.4	0	0	30	NA	1
3.41	3.41	3.8	1	1	0	30	NA	1
3.41	3.41	3.6	1.2	1	0	30	NA	1
3.41	4.41	3.4	1.4	5	1	30	NA	1
-1.71	0.71	2.8	1.4	4	1	30	NA	1
2.71	4.12	4	1.4	8	0	30	NA	1
2.71	3.12	3.8	1.2	2	0	30	NA	1
2.41	0	3	1.2	4	0	30	NA	1
1	1.41	3	1.6	6	0	30	NA	1
7.54	3.12	4	2	5	0	30	NA	1
2.71	5.12	3	1	1	0	30	NA	1
1	2.41	3.2	1	2	0	30	NA	1
3.41	3.41	3.2	1.4	5	0	30	NA	1
1.71	1.71	4	2.6	8	2	30	NA	1
1	-1	3.8	2.4	3	1	30	NA	1
2	4.83	3.2	1.2	2	2	30	NA	1
1	1.41	3	2.2	7	2	30	NA	1
1.71	3.12	3.2	1.6	5	2	30	NA	1
3.12	3.12	3.8	1.4	2	1	30	NA	1
8.95	-0.29	3.8	2.2	6	0	30	NA	1
4.12	-5.12	3.6	2	6	0	30	NA	1
2.71	-3.12	3.2	2	2	0	30	NA	1
2	0	3.6	1.6	0	0	30	NA	1
1	0	3.8	2	7	0	30	NA	1
1	1	3.8	1.6	2	0	30	NA	1
1.29	2.71	4	1.4	1	0	30	NA	1
4.41	-1.41	4	1.8	4	0	30	NA	1
1.71	0.29	3.8	1.6	0	0	30	NA	1
4.41	-2.41	3	2.4	3	0	30	NA	1
2.29	0.29	3.8	2	7	0	30	NA	1
2	1	3.6	1.6	1	0	30	NA	1
NA	NA	4	1.6	2	0	30	NA	1
3.71	1.29	3.4	1.6	2	0	30	NA	1
0.59	4.41	3.6	1.6	3	0	30	NA	1
2.29	2.71	3.2	2.2	4	0	30	NA	1
2.71	0.71	2.8	2.5	6	NA	30	NA	1
1	2.41	3.6	2.4	10	0	30	NA	1
1	2.41	3.6	2.4	5	0	30	NA	1
1	1	3.6	1.6	4	NA	30	NA	1
3.71	1.71	3.2	1.4	0	0	30	NA	1
0.29	1.71	3.8	1.4	0	0	30	NA	1
1.71	1.71	3.6	1.6	0	0	30	NA	1
3	3.41	3.8	1.8	5	0	30	NA	1
2	4.83	3.4	1.2	0	0	30	NA	1
1.71	0.71	3.2	1	2	0	30	NA	1
3.71	0.71	3.6	2.4	3	0	30	NA	1
6.12	-6.12	3.4	3.4	6	0	30	NA	1
3.71	1.71	2.6	3.4	3	0	30	NA	1
5	1.41	3.4	2	2	0	30	NA	1
3.71	0.71	3.2	2.2	2	1	30	NA	1
5.12	3.12	3.4	1.8	0	0	30	NA	1
3.41	2.41	3.6	1.4	0	0	30	NA	1
1.29	3.12	3.4	1.2	1	0	30	NA	1
2	7.24	2.2	1	0	0	31	NA	1
-1.71	9.36	3.4	1	0	0	31	NA	1
-0.71	3.12	3	1	0	0	31	NA	1
-0.41	9.66	2.4	1	0	0	31	NA	1
-0.71	8.95	2.8	1	0	0	31	NA	1
0.71	8.95	3	1	0	0	31	NA	1
0	7.24	2.8	1	1	0	31	NA	1
3.83	6.83	2.2	1.2	6	0	31	NA	1
-0.71	7.95	2.6	1.2	2	0	31	NA	1
0.71	5.12	2.5	1	1	0	31	NA	1
-2.12	6.12	2.6	1	0	1	31	NA	1
2.12	5.12	1.8	1	0	1	31	NA	1
0.71	8.95	2.4	1	0	0	31	NA	1
NA	5.12	2.6	1	0	0	31	NA	1
1	3	2.2	1	1	0	31	NA	1
0	8.24	2.8	1	0	0	31	NA	1
-0.41	5.83	2.6	1	0	0	31	NA	1
2	4.41	2.8	1	0	0	31	NA	1
1	7.24	2.8	1	0	0	31	NA	1
-0.71	6.54	2.4	1	0	0	31	NA	1
2.83	6.83	2.6	1	0	0	31	NA	1
0.71	7.54	2.4	1	0	0	31	NA	1
-1.71	7.54	2.4	1	0	0	31	NA	1
NA	NA	2.8	1	0	0	31	NA	1
NA	NA	2.8	1	0	0	31	NA	1
NA	NA	2	1	0	0	31	NA	1
0	9.66	2.4	1	1	0	31	NA	1
NA	NA	3	1	0	0	31	NA	1
2	8.24	2	1	0	0	31	NA	1
NA	6.83	3	1	0	0	31	NA	1
0.71	8.95	2.6	1	0	0	31	NA	1
-0.71	6.54	1.8	1	0	1	31	NA	1
0	3	2.2	1	0	0	31	NA	1
0	8.66	2	1	0	0	31	NA	1
0	8.24	2.8	1	0	0	31	NA	1
0	9.66	3	1	0	0	31	NA	1
-0.71	8.95	2.6	1	1	0	31	NA	1
0.71	4.71	2.2	1	0	0	31	NA	1
0	4	1.25	1.4	0	0	31	NA	1
1.29	6.12	3	1	0	0	31	NA	1
1.41	4.41	2.2	1	2	0	31	NA	1
-1.41	8.24	2.2	1	0	0	31	NA	1
-2.12	5.12	2.6	1	0	0	31	NA	1
0	8.24	2.6	1	0	0	31	NA	1
2.12	5.12	2.6	1	0	0	31	NA	1
0	4	2.4	1	0	0	31	NA	1
0	8.24	2.4	1	1	0	31	NA	1
0	4	2.2	1	0	0	31	NA	1
5.12	6.12	2.6	1	0	0	31	NA	1
0	9.66	2.6	1	0	2	31	NA	1
-0.71	6.54	1.8	1	0	2	31	NA	1
0	3	2.6	1	0	1	31	NA	1
2.12	5.12	2.6	1	0	1	31	NA	1
2.12	5.12	1	1	0	1	31	NA	1
-1.41	3.41	2.4	1	0	0	31	NA	1
0	0	2.2	1	0	0	31	NA	1
0	3	1.6	1	0	0	31	NA	1
0	3	2	1	0	0	31	NA	1
NA	NA	2	1	0	0	31	NA	1
-1.41	4.41	2	1	0	0	31	NA	1
0	3	2.4	1	0	0	31	NA	1
0	4	2.2	1	0	0	31	NA	1
0	4	2.2	1	0	0	31	NA	1
0	0	1	1	0	0	31	NA	1
0	3	2.2	1	0	0	31	NA	1
0	2	2	1	0	0	31	NA	1
-1.41	4.41	1.8	1	0	0	31	NA	1
0	3	1.8	1	0	0	31	NA	1
0	0	2.6	1	0	0	31	NA	1
-2.83	6.83	2.4	1	0	0	31	NA	1
0	0	1.4	1	0	0	31	NA	1
0	3	2.4	1	0	0	31	NA	1
0	0	1.6	1	0	0	31	NA	1
NA	NA	1	1	0	0	31	NA	1
-0.71	6.54	1.6	1	0	0	31	NA	1
0	3	1.8	1	0	0	31	NA	1
0	0	2.2	1	0	0	31	NA	1
0.71	3.71	1.8	1	0	0	31	NA	1
0	0	2.4	1.2	2	0	31	NA	1
1.41	4.41	1.8	1	0	0	31	NA	1
NA	NA	2.2	1	0	0	31	NA	1
0	3	2.2	1	0	0	31	NA	1
1.41	4.41	1.8	1	0	0	31	NA	1
-2.12	5.12	2	1	0	0	31	NA	1
0	3	1.8	1	0	0	31	NA	1
-1	3	2.6	1	0	1	31	NA	1
0	4	2.2	1	0	0	31	NA	1
0	0	1.8	1	0	0	31	NA	1
0	4	2	1	0	0	31	NA	1
0	0	1	1	0	0	31	NA	1
-0.71	6.54	2	1	0	0	31	NA	1
0.71	3.71	2.2	1	0	1	31	NA	1
NA	2	2	1	0	0	31	NA	1
0.71	3.71	2.4	1	0	0	31	NA	1
-4.12	3.12	3.4	2	4	1	32	NA	1
-1.41	13.07	3.8	1.4	1	0	32	NA	1
-2	-1	1.8	2.2	8	1	32	NA	1
-0.71	9.95	4	1.2	2	0	32	NA	1
-3.83	0.59	2	2	4	1	32	NA	1
-4.12	-2.12	2.2	1.4	0	1	32	NA	1
-0.41	6.66	3.4	1.2	2	1	32	NA	1
1	2.41	2.4	2.8	7	1	32	NA	1
-7.95	-0.29	1.2	1.6	0	1	32	NA	1
1.12	-0.29	1.2	2.4	4	1	32	NA	1
2.71	-3.12	1.8	2.8	8	1	32	NA	1
0.71	-6.54	1.4	1.8	3	1	32	NA	1
4.41	-3.83	2	1.6	5	2	32	NA	1
3.54	0.12	1.2	1.6	3	2	32	NA	1
6.12	1.71	2.6	1.6	3	1	32	NA	1
6.83	1.83	2.6	2	5	0	32	NA	1
2.29	6.54	3.4	1.4	1	1	32	NA	1
3.12	-0.29	1.4	2.4	6	3	32	NA	1
-2.41	-7.24	1.8	1.4	2	2	32	NA	1
-0.71	-4.54	1.6	2.6	4	1	32	NA	1
7.54	-8.54	1.2	2.8	6	1	32	NA	1
0.41	-6.83	2	2.8	4	2	32	NA	1
3.12	1.71	1.8	2.2	3	1	32	NA	1
2	3.41	2.2	1.4	1	0	32	NA	1
-0.71	3.12	2.6	1	0	0	32	NA	1
4.12	8.54	3.2	1	0	0	32	NA	1
1.71	0.71	2.4	2	4	0	32	NA	1
2.83	-5.41	2.2	3.2	7	2	32	NA	1
-1.12	0.71	2.6	1.6	5	0	32	NA	1
-0.71	7.95	2	1.2	1	0	32	NA	1
-0.12	5.12	2.2	1.6	0	1	32	NA	1
-2.83	4.41	2.4	1.2	2	0	32	NA	1
2.71	-4.12	1.8	1.6	3	1	32	NA	1
-0.41	3.41	1.4	2	2	1	32	NA	1
1	-1.41	1.2	2.2	5	1	32	NA	1
2	4.41	1.8	2.2	2	0	32	NA	1
0.29	2.71	2	1.6	1	1	32	NA	1
1	-2	1.8	2	3	1	32	NA	1
0.59	11.07	2.8	1.2	3	0	32	NA	1
-0.88	2.12	1.6	1.8	2	0	32	NA	1
-0.41	1.41	2.4	1.4	3	0	32	NA	1
-1.12	-0.29	2	1.4	2	1	32	NA	1
-1.12	-2.12	2	1.6	3	1	32	NA	1
4	3.83	2.4	1.8	2	1	32	NA	1
3	-6.83	1.8	2	7	1	32	NA	1
6.83	-8.24	2.6	3.4	8	0	32	NA	1
-3	5.83	2	1	1	0	32	NA	1
-4	-1	2.2	1.8	1	1	32	NA	1
-2.12	-3.54	1.8	1.8	7	1	32	NA	1
-0.41	9.66	3.8	1.4	0	0	32	NA	1
-6.83	-5.24	2	2	6	1	32	NA	1
-3.12	0.71	2.2	3	7	2	32	NA	1
-6.54	-2.12	1.6	2.6	7	2	32	NA	1
-2.41	-3.24	1.8	1.8	2	1	32	NA	1
-3.41	-7.24	1.6	1.6	2	2	32	NA	1
-1.41	-11.66	1.4	2.4	4	2	32	NA	1
-0.29	-1.71	2	1.6	3	1	32	NA	1
-0.29	8.95	2.8	1.2	2	0	32	NA	1
-4.29	-2.71	2.2	3.2	0	2	32	NA	1
1.95	-5.12	2.2	2.8	6	1	32	NA	1
-6.12	-4.12	2.2	3.2	3	1	32	NA	1
3.71	-4.12	2	2	3	2	32	NA	1
-2.83	-3.41	1.6	1.6	2	2	32	NA	1
3.29	6.54	3.2	1.6	6	1	32	NA	1
0.29	10.36	3.4	1.6	4	0	32	NA	1
2	-10.66	1.8	2.2	7	2	32	NA	1
-4.71	-5.12	1.6	2.8	8	1	32	NA	1
-0.41	-6.24	1.6	2.8	6	2	32	NA	1
-2.29	5.54	2.6	1.2	0	1	32	NA	1
1.54	-6.12	1.2	2	2	1	32	NA	1
-4.83	0.59	2.2	1.8	0	1	32	NA	1
0.41	-4	2	3.6	3	2	32	NA	1
-4.41	-7.24	1.4	2	1	1	32	NA	1
-3.41	-6.24	2.2	2.2	3	1	32	NA	1
1	2.41	1.8	1.6	0	1	32	NA	1
2	-2.41	1.8	1.6	2	1	32	NA	1
-2.83	-3.83	2	1.2	2	1	32	NA	1
2.12	4.12	2.6	2	2	1	32	NA	1
-0.29	4.12	2.2	1.4	2	1	32	NA	1
2	-1.41	2.2	1.2	2	1	32	NA	1
3	-2	2.6	2.2	2	1	32	NA	1
0	-3.83	2.2	2	3	1	32	NA	1
2.59	-10.66	1.4	2.4	1	1	32	NA	1
-2.12	-9.54	1	2.6	0	3	32	NA	1
2.12	7.95	2.8	1.8	0	0	32	NA	1
-1.88	-6.54	1.6	2.8	3	0	32	NA	1
2.71	-9.36	1.2	1.6	1	1	32	NA	1
0	-2.41	1.8	1.4	2	1	32	NA	1
1.41	-1	1.6	1	0	0	32	NA	1
-0.54	11.36	3	1.8	1	1	33	NA	1
10.24	8.24	3.8	1	2	0	33	NA	1
1	5.83	2.8	1.2	0	0	33	NA	1
4.24	4.24	2.8	1.2	2	0	33	NA	1
4.41	4.41	3.2	3.8	7	3	33	NA	1
6.83	-5.83	1.8	1.6	2	2	33	NA	1
1.34	-3.59	1.8	3.6	6	3	33	NA	1
NA	NA	2	1	0	NA	33	NA	1
0	-4	1	1	0	0	33	NA	1
0.71	0.71	1	1	0	2	33	NA	1
-2.83	-2.83	1	1	3	0	33	NA	1
0	6	1.4	1	0	0	33	NA	1
0.17	2.83	2.2	1	0	0	33	NA	1
NA	NA	1	1	0	0	33	NA	1
NA	NA	1	1	0	1	33	NA	1
0	-6	1	1	3	0	33	NA	1
NA	2.83	1	1	0	2	33	NA	1
0	5	1.6	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1.6	1	0	0	33	NA	1
0	0	1.8	1.4	0	0	33	NA	1
3.59	-5.24	1.8	1	2	0	33	NA	1
0	0	1.2	1	0	0	33	NA	1
0	-3	1	2.4	3	3	33	NA	1
2.83	2.83	2.2	1	2	1	33	NA	1
0	0	2.4	1	0	0	33	NA	1
0	0	1.6	1	0	0	33	NA	1
NA	0	2.8	1	3	NA	33	NA	1
-3	0	1.8	1	0	0	33	NA	1
-2.83	-2.83	1	1	2	0	33	NA	1
2.83	-2.83	1	1.25	0	0	33	NA	1
7.12	-2.12	3.8	1.4	0	0	33	NA	1
0	0	1.6	2.4	5	0	33	NA	1
-0.71	0.71	1	1	2	2	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	1	33	NA	1
0	0	1.4	1.5	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	2	2	33	NA	1
0	0	1	1.2	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	1	33	NA	1
0	0	1	1	0	1	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	1	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	1	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
-3	0	2	1	0	0	33	NA	1
0	0	1	1.4	0	1	33	NA	1
0	0	1	1	0	0	33	NA	1
NA	NA	1	1	0	0	33	NA	1
0	0	1	1.6	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1.4	1	0	0	33	NA	1
NA	NA	1	2.2	0	0	33	NA	1
0	0	1	1	4	0	33	NA	1
0	0	1	1	0	0	33	NA	1
0	0	1	1	0	0	33	NA	1
NA	NA	1	1	0	0	33	NA	1
0	0	1	1	0	1	33	NA	1
0	0	1	1	2	0	33	NA	1
0	0	1	1.4	2	0	33	NA	1
0	0	1	1	0	1	33	NA	1
0	2	1	1	0	0	33	NA	1
0	0	3.8	1	0	0	33	NA	1
NA	NA	1	1	0	2	33	NA	1
NA	NA	1.8	1	0	0	33	NA	1
NA	NA	1	3	3	1	33	NA	1
NA	NA	1	1.2	0	1	33	NA	1
-2.12	-4.12	1.2	1	0	1	33	NA	1
NA	0	2.2	1.6	0	0	33	NA	1
0	0	1.4	1.5	0	0	33	NA	1
-1	0	2	1	1	0	33	NA	1
0	0	1.2	1	0	0	33	NA	1
0.17	4.83	2.2	1.4	4	0	34	NA	1
9.54	0.71	3	2.2	8	0	34	NA	1
0.29	-0.71	1.8	2.2	8	0	34	NA	1
2.41	3.41	1.6	1	2	0	34	NA	1
3.59	13.07	2.6	1	0	0	34	NA	1
0	1	1.4	1.4	4	0	34	NA	1
1.17	7.83	1.2	1	0	0	34	NA	1
5	4	1.8	1.2	4	0	34	NA	1
-2.83	NA	1.2	1	0	0	34	NA	1
0	0	1	1.2	4	0	34	NA	1
0	0	1	1	2	0	34	NA	1
-2.83	2.83	1	1.2	3	0	34	NA	1
7.83	-6.83	1	1.4	0	1	34	NA	1
0	0	1	1	7	0	34	NA	1
0	0	1.6	1	4	0	34	NA	1
2.83	-2.83	1.8	1	4	1	34	NA	1
0	0	1	1	2	0	34	NA	1
-2.83	-6.83	1	1.6	8	0	34	NA	1
-6	0	1	1	0	0	34	NA	1
0	-4	1	2	9	0	34	NA	1
0	-4	1	1	0	0	34	NA	1
0	0	1	1	4	1	34	NA	1
4	4	1.4	1	0	0	34	NA	1
4	4	1	1	2	0	34	NA	1
3.54	3.54	1.4	1.8	5	0	34	NA	1
-2.83	2.83	1.8	1.6	5	0	34	NA	1
0	5	1.8	1	0	0	34	NA	1
-4	4	1	1.4	3	0	34	NA	1
-2.83	6.83	1	1	0	0	34	NA	1
4	4	1.4	1.2	0	0	34	NA	1
0	0	1.2	1	0	1	34	NA	1
0	0	1.2	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1	1.2	1	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	-4	1	1.6	1	0	34	NA	1
0	0	1	1	0	0	34	NA	1
-2.83	2.83	1	1.4	2	0	34	NA	1
NA	NA	1	1.8	6	0	34	NA	1
0	0	1	1.2	0	0	34	NA	1
0	0	1	1	2	0	34	NA	1
0	4	1	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	-4	1.2	1.4	4	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1	1	2	0	34	NA	1
0	0	1	1.2	2	0	34	NA	1
-2.83	-2.83	1	1	1	0	34	NA	1
0	-3	1.2	1.6	3	0	34	NA	1
0	0	1.6	1	0	0	34	NA	1
-2.12	-2.12	1.2	1	2	0	34	NA	1
0	0	1	1	0	1	34	NA	1
0	0	1	1.2	2	0	34	NA	1
0.71	4.71	1.4	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
-6.83	6.83	1	1	0	0	34	NA	1
0	0	1.4	1	2	0	34	NA	1
2.83	6.83	1.8	1	0	0	34	NA	1
-4	0	1	1	0	0	34	NA	1
0	0	1	1.4	2	0	34	NA	1
2.83	-6.83	1	1.6	6	0	34	NA	1
0	-4	1	1	2	0	34	NA	1
0	0	1	1.4	2	0	34	NA	1
0	0	1	1	0	0	34	NA	1
-4	-4	1	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1	1	2	0	34	NA	1
-2.83	2.83	1.4	1	0	1	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1.4	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	-4	1.2	1.6	4	0	34	NA	1
0	0	1	1	0	0	34	NA	1
0	0	1	1.2	0	0	34	NA	1
0	4	1.2	1	0	0	34	NA	1
0	4	1.2	1	0	0	34	NA	1
0	0	1.8	1.8	3	0	34	NA	1
0	-4	1.2	2	1	1	34	NA	1
0	-4	1	1.6	0	0	34	NA	1
0	0	1	1.2	0	0	34	NA	1
0	0	1	1	4	0	34	NA	1
4	-4	1	1.2	2	0	34	NA	1
0	0	1.8	1	1	0	34	NA	1
0	-4	1	1	0	0	34	NA	1
0	0	1	1	0	0	34	NA	1
-4	0	1	1	0	0	34	NA	1
NA	4.71	2.4	1.6	2	1	35	NA	1
3.71	3.71	2.8	1.2	0	1	35	NA	1
-4.54	6.12	2.6	1.2	0	1	35	NA	1
-0.54	6.54	2.2	1.2	0	1	35	NA	1
-1.12	6.12	2.2	1.2	0	1	35	NA	1
-6.66	6.41	2.4	1.2	0	1	35	NA	1
-2.41	9.66	2.2	1.2	0	1	35	NA	1
5	12.07	3.4	1.4	2	1	35	NA	1
-1.41	9.66	2.6	1.2	0	0	35	NA	1
-1.71	11.36	2.2	1.2	0	1	35	NA	1
0	7.66	3.6	1.4	2	1	35	NA	1
2	9.66	2.6	1.25	2	1	35	NA	1
2	9.66	2.6	1	1	1	35	NA	1
0.29	8.95	4	1.4	2	1	35	NA	1
-1	9.66	3	1	0	1	35	NA	1
-5.83	6.83	2.6	1.2	0	1	35	NA	1
-8.66	2	1.4	1.5	2	1	35	NA	1
-9.66	0	1.2	1.8	5	1	35	NA	1
-3.54	2.71	1.8	1.2	1	1	35	NA	1
NA	NA	2.2	1.2	2	1	35	NA	1
1.29	8.95	2.6	1.2	1	1	35	NA	1
-3.41	5.83	2	1.4	2	1	35	NA	1
-2.41	8.24	3	1	0	1	35	NA	1
-0.71	7.36	2.2	1	0	1	35	NA	1
1.59	9.24	2	1.2	0	1	35	NA	1
1.59	9.66	3.4	1.2	1	1	35	NA	1
-3.54	7.54	3.2	1.2	2	1	35	NA	1
-0.83	NA	3	1.2	1	1	35	NA	1
-5.54	6.12	3	1	0	0	35	NA	1
-1.71	6.54	2.2	1.2	0	0	35	NA	1
0.59	9.24	2.8	1	0	0	35	NA	1
-4.24	7.83	3	1.4	2	1	35	NA	1
NA	NA	3	1	0	0	35	NA	1
-7.95	7.12	2.8	1.4	2	1	35	NA	1
-3.54	8.54	3	1.2	2	1	35	NA	1
1.29	9.95	3	1	0	0	35	NA	1
0.59	12.07	3	1	0	0	35	NA	1
1.41	6.41	3	1	0	0	35	NA	1
2.29	8.95	3	1	0	0	35	NA	1
-1.54	7.54	2.6	1	0	0	35	NA	1
0.29	10.36	3	1	0	0	35	NA	1
0.59	10.66	2.2	1	0	0	35	NA	1
-3.95	7.12	2.2	1	0	1	35	NA	1
0.59	8.24	3	1	0	0	35	NA	1
-0.71	8.95	2.6	1	0	1	35	NA	1
-3.54	6.12	3	1.2	2	1	35	NA	1
0	8.66	3.4	1.2	0	1	35	NA	1
1.71	10.36	3.4	1.2	0	1	35	NA	1
-3.12	8.95	2.8	1	0	0	35	NA	1
-4.12	7.54	3	1	0	0	35	NA	1
0	9.66	2.8	1	0	0	35	NA	1
