id	counter	miss_status	time	attention_present	opened_up	concentrated_present	nonjudgmental_feelings	nonjudgmental_thoughts	nonjudgmental_behavior	happy	content	relaxed	downhearted	distressed	nervous	ruminate_feelings	ruminate_things	relaxed_thoughts_feelings	relaxed_thoughts_things	day	beep
1	3	2	2015-07-16T13:27:05Z	5	5	6	0	5	0	3	5	3	0	0	5	0	4	3	4	1	1
1	1	0	2015-07-16T13:34:36Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
1	2	0	2015-07-16T13:34:37Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3
1	4	2	2015-07-16T16:07:01Z	4	4	4	2	1	4	4	5	5	3	1	0	0	3	1	3	1	4
1	5	2	2015-07-16T17:45:01Z	4	4	5	3	1	5	3	5	5	1	3	1	4	2	4	3	1	5
1	6	2	2015-07-16T19:49:01Z	5	5	4	3	5	4	4	5	6	0	1	0	3	0	3	5	1	6
1	7	2	2015-07-17T09:01:01Z	4	4	4	0	0	0	4	5	3	0	0	0	0	1	3	2	2	1
1	8	2	2015-07-17T12:12:00Z	3	5	5	1	1	4	3	4	4	0	1	4	0	1	5	5	2	2
1	9	2	2015-07-17T14:02:01Z	4	5	4	0	2	2	4	4	3	0	0	2	0	1	3	4	2	3
1	10	2	2015-07-17T16:00:01Z	3	5	5	4	4	0	3	4	2	0	1	0	0	1	3	4	2	4
1	11	2	2015-07-17T17:32:01Z	4	5	5	0	1	0	3	4	3	0	0	1	2	1	3	5	2	5
1	12	2	2015-07-17T20:05:00Z	5	4	3	1	4	1	3	4	2	0	0	2	2	3	4	4	2	6
1	13	2	2015-07-18T09:58:01Z	3	5	5	4	5	4	5	5	4	0	0	1	3	2	2	5	3	1
1	14	2	2015-07-18T11:32:01Z	4	3	4	2	3	4	3	4	2	0	0	2	1	4	2	4	3	2
1	15	2	2015-07-18T14:09:00Z	3	3	4	0	4	5	3	4	5	1	0	2	2	1	3	4	3	3
1	16	2	2015-07-18T15:18:00Z	5	4	4	2	4	1	3	4	2	0	0	2	0	3	0	4	3	4
1	17	2	2015-07-18T17:03:00Z	4	4	4	2	2	1	4	5	5	1	0	1	0	4	2	4	3	5
1	18	2	2015-07-18T19:11:01Z	4	4	5	0	1	5	4	5	2	1	0	3	0	3	1	3	3	6
1	19	2	2015-07-19T10:06:01Z	5	6	5	0	3	1	4	6	6	0	0	0	2	1	4	4	4	1
1	20	2	2015-07-19T11:50:01Z	4	4	3	0	4	2	4	5	3	4	0	3	1	4	4	5	4	2
1	21	2	2015-07-19T13:44:00Z	4	5	2	0	2	0	5	6	5	2	0	1	0	2	1	4	4	3
1	22	2	2015-07-19T15:04:01Z	5	4	4	0	0	0	5	6	4	0	1	3	0	3	1	1	4	4
1	23	2	2015-07-19T17:01:00Z	4	4	4	1	1	4	5	6	3	0	0	2	0	1	0	2	4	5
1	24	2	2015-07-19T19:28:00Z	3	4	3	1	2	1	4	5	3	1	0	2	0	1	1	3	4	6
1	25	2	2015-07-20T09:24:00Z	4	4	3	2	4	4	4	4	2	0	1	4	3	5	2	3	5	1
1	26	2	2015-07-20T11:24:00Z	4	4	4	2	2	2	3	4	2	2	1	4	1	5	2	2	5	2
1	27	2	2015-07-20T13:59:06Z	1	2	4	6	5	6	0	1	0	6	5	6	4	6	0	0	5	3
1	28	2	2015-07-20T15:38:00Z	2	3	3	4	5	5	3	1	2	6	4	2	5	4	3	2	5	4
1	29	2	2015-07-20T17:15:00Z	5	5	5	1	2	2	4	4	3	3	3	1	2	1	2	3	5	5
1	30	2	2015-07-20T19:47:00Z	4	4	3	2	4	1	4	4	4	2	2	1	2	3	1	2	5	6
1	31	2	2015-07-21T09:54:01Z	4	5	4	1	2	3	3	5	3	0	1	3	1	4	3	1	6	1
1	32	2	2015-07-21T11:00:00Z	4	5	5	0	3	1	3	4	3	0	0	4	2	2	0	3	6	2
1	33	2	2015-07-21T13:40:00Z	4	4	4	1	2	2	4	4	4	2	0	3	1	1	3	4	6	3
1	34	2	2015-07-21T15:15:00Z	4	4	5	2	2	5	3	5	1	0	1	5	1	4	2	4	6	4
1	35	2	2015-07-21T17:46:00Z	4	5	3	0	0	3	5	5	4	0	1	1	0	0	0	2	6	5
1	36	1	2015-07-21T19:16:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	6
1	37	2	2015-07-22T09:39:00Z	3	2	4	5	5	4	4	4	3	1	2	1	4	1	1	0	7	1
1	38	2	2015-07-22T11:08:00Z	2	3	3	5	4	6	3	4	3	2	4	3	3	1	3	3	7	2
1	39	2	2015-07-22T13:08:00Z	4	4	3	4	5	5	2	4	2	3	2	1	3	1	4	2	7	3
1	40	0	2015-07-22T15:02:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4
1	41	2	2015-07-22T18:06:00Z	5	5	4	1	1	1	4	6	2	1	0	3	0	1	1	5	7	5
1	42	2	2015-07-22T19:36:00Z	4	4	3	0	0	2	4	5	3	0	1	0	0	0	0	0	7	6
1	43	2	2015-07-23T09:03:05Z	5	6	5	0	0	0	5	5	6	0	0	0	1	4	1	5	8	1
1	44	2	2015-07-23T12:04:00Z	4	5	5	3	2	2	5	6	4	0	0	0	0	0	0	0	8	2
1	45	2	2015-07-23T14:08:00Z	5	5	5	2	1	1	5	5	4	0	0	0	1	2	0	3	8	3
1	46	2	2015-07-23T15:12:00Z	5	6	5	1	1	1	4	6	5	0	0	2	2	1	3	3	8	4
1	47	2	2015-07-23T18:07:00Z	5	5	4	2	0	1	5	6	3	0	0	0	0	0	0	1	8	5
1	48	2	2015-07-23T19:25:00Z	4	6	5	0	0	0	5	6	5	0	0	1	0	0	0	3	8	6
1	49	2	2015-07-24T09:11:00Z	5	6	5	2	1	0	5	6	4	0	0	0	0	3	0	5	9	1
1	50	2	2015-07-24T11:25:00Z	5	4	5	0	1	1	3	5	4	0	0	0	0	1	0	4	9	2
1	51	2	2015-07-24T13:13:00Z	5	5	5	1	1	4	4	5	3	0	0	0	1	1	0	3	9	3
1	52	2	2015-07-24T15:46:00Z	4	4	5	1	1	5	3	5	3	0	0	1	1	2	1	5	9	4
1	53	2	2015-07-24T17:44:00Z	3	2	4	0	1	1	4	3	1	0	0	1	0	1	0	3	9	5
1	54	2	2015-07-24T19:55:00Z	4	4	5	0	0	0	5	6	3	0	0	0	0	1	0	3	9	6
2	1	2	2015-07-22T12:09:05Z	2	6	2	1	1	0	3	4	4	1	1	0	0	3	4	3	1	1
2	2	2	2015-07-22T13:02:01Z	3	5	2	3	3	1	2	3	4	1	0	0	3	3	4	3	1	2
2	3	2	2015-07-22T15:30:00Z	5	4	4	0	2	0	1	3	3	3	1	0	3	3	5	4	1	3
2	4	2	2015-07-22T17:03:01Z	4	1	4	0	4	1	1	3	3	1	0	0	4	4	3	6	1	4
2	5	2	2015-07-22T19:24:01Z	6	0	3	4	6	5	0	0	3	3	2	0	5	4	1	1	1	5
2	6	2	2015-07-22T21:44:00Z	4	2	1	0	4	0	1	3	3	2	1	0	3	3	3	3	1	6
2	7	2	2015-07-23T11:44:01Z	4	6	6	0	0	0	4	3	5	0	0	0	0	0	4	2	2	1
2	8	0	2015-07-23T13:38:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
2	9	0	2015-07-23T15:10:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3
2	10	0	2015-07-23T18:02:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
2	11	0	2015-07-23T19:23:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5
2	13	2	2015-07-24T11:34:05Z	4	2	4	0	1	0	4	4	5	0	0	0	0	1	3	4	2	6
2	12	0	2015-07-24T11:37:04Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
2	14	2	2015-07-24T13:48:00Z	4	3	4	0	1	0	3	3	4	0	0	0	0	2	5	5	3	2
2	15	2	2015-07-24T16:00:01Z	3	4	4	0	1	0	3	4	5	0	0	0	1	2	5	5	3	3
2	16	2	2015-07-24T17:39:01Z	3	3	3	0	1	0	4	4	5	0	0	0	0	0	6	6	3	4
2	17	2	2015-07-24T19:36:00Z	3	4	4	1	2	1	2	4	2	0	0	0	0	2	5	6	3	5
2	18	2	2015-07-24T22:07:01Z	2	3	4	1	3	1	3	3	5	2	1	0	1	0	6	6	3	6
2	19	2	2015-07-25T12:04:01Z	2	6	3	6	5	5	4	4	5	2	4	0	4	5	6	6	4	1
2	20	2	2015-07-25T13:20:00Z	5	6	6	0	0	0	3	4	5	1	1	0	2	1	5	6	4	2
2	21	2	2015-07-25T15:44:01Z	3	6	5	0	4	0	5	4	6	0	0	0	0	2	6	6	4	3
2	22	0	2015-07-25T17:41:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
2	23	2	2015-07-25T19:40:00Z	5	5	5	1	1	0	3	4	6	0	2	0	1	1	5	6	4	5
2	24	2	2015-07-25T21:28:00Z	0	2	3	5	3	5	0	2	1	4	1	0	3	3	4	4	4	6
2	26	2	2015-07-26T13:10:06Z	5	5	0	1	5	5	2	3	4	0	0	0	1	1	4	6	5	1
2	25	0	2015-07-26T13:17:16Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2
2	27	2	2015-07-26T15:34:01Z	3	4	2	2	6	1	3	3	4	1	0	0	0	2	6	6	5	3
2	28	2	2015-07-26T18:02:00Z	4	3	3	5	6	0	1	3	4	2	1	0	5	3	5	3	5	4
2	29	2	2015-07-26T19:26:05Z	4	3	5	1	3	1	5	4	5	1	1	0	4	6	6	6	5	5
2	30	2	2015-07-26T21:15:00Z	3	3	5	5	3	1	3	3	0	0	0	0	3	1	5	6	5	6
2	31	2	2015-07-27T11:59:06Z	4	3	3	5	6	6	0	3	5	1	1	0	3	3	6	6	6	1
2	32	2	2015-07-27T14:06:00Z	2	3	2	5	6	3	0	0	0	0	1	1	4	4	6	5	6	2
2	33	2	2015-07-27T15:17:00Z	5	4	4	6	6	6	2	2	0	0	2	0	3	5	5	5	6	3
2	34	2	2015-07-27T17:55:00Z	4	3	3	3	6	2	3	2	4	2	0	0	2	3	4	5	6	4
2	35	0	2015-07-27T19:32:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	5
2	36	2	2015-07-27T21:35:00Z	2	5	2	6	6	2	2	3	5	3	0	0	3	4	6	6	6	6
2	37	2	2015-07-28T11:23:00Z	3	4	2	6	2	4	2	0	5	1	1	0	2	2	5	4	7	1
2	38	2	2015-07-28T13:21:00Z	2	3	3	5	5	0	2	2	3	1	1	0	4	5	5	5	7	2
2	39	1	2015-07-28T15:25:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	3
2	40	2	2015-07-28T17:43:01Z	1	6	2	4	6	0	0	1	3	0	0	0	4	4	5	5	7	4
2	41	2	2015-07-28T19:43:00Z	3	3	2	6	6	6	1	0	2	0	3	0	6	4	4	4	7	5
2	42	2	2015-07-28T21:22:00Z	3	6	3	5	3	0	0	0	3	0	0	0	3	4	6	6	7	6
2	43	2	2015-07-29T11:14:05Z	3	6	3	6	3	0	1	1	1	0	2	0	3	3	5	5	8	1
2	44	2	2015-07-29T13:28:00Z	3	5	4	5	1	0	1	1	3	3	1	0	3	6	5	6	8	2
2	45	2	2015-07-29T15:18:00Z	4	2	5	0	0	0	3	4	4	0	0	0	4	1	6	5	8	3
2	46	2	2015-07-29T18:04:00Z	5	0	6	5	0	0	3	3	3	0	0	0	1	0	6	6	8	4
2	47	2	2015-07-29T19:26:00Z	1	6	3	0	0	0	0	2	0	0	0	0	2	5	6	6	8	5
2	48	2	2015-07-29T21:57:00Z	3	6	4	0	6	0	4	6	6	0	0	0	0	0	6	6	8	6
2	50	2	2015-07-30T14:04:06Z	5	5	5	1	3	0	3	3	5	0	0	0	3	3	6	6	9	1
2	49	0	2015-07-30T14:11:05Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2
2	51	2	2015-07-30T15:59:00Z	5	5	5	0	2	0	3	3	5	0	0	0	0	0	6	6	9	3
2	52	2	2015-07-30T18:04:00Z	3	5	5	4	0	0	5	5	5	0	0	0	0	5	6	6	9	4
2	53	2	2015-07-30T19:02:00Z	0	2	0	6	6	6	3	0	1	0	0	5	3	6	1	4	9	5
2	54	2	2015-07-30T22:13:00Z	6	6	5	5	3	6	3	5	4	0	0	0	3	3	6	5	9	6
3	1	2	2015-07-16T07:48:05Z	6	4	5	1	2	3	4	5	4	2	3	3	1	2	2	3	1	1
3	2	2	2015-07-16T09:55:00Z	4	3	4	2	4	3	4	5	2	2	1	2	2	4	2	5	1	2
3	3	2	2015-07-16T11:49:00Z	5	5	4	1	4	2	5	5	3	2	1	1	2	3	3	4	1	3
3	4	2	2015-07-16T13:09:01Z	5	5	4	1	2	5	6	5	2	2	2	2	3	4	3	4	1	4
3	5	2	2015-07-16T15:15:00Z	5	4	4	1	2	1	5	4	4	4	1	3	2	2	3	4	1	5
3	6	2	2015-07-16T17:08:00Z	6	6	6	0	1	6	2	4	4	2	1	3	1	2	6	4	1	6
3	7	2	2015-07-17T08:01:01Z	5	5	4	3	2	4	4	6	5	0	0	1	2	2	3	2	2	1
3	8	2	2015-07-17T10:11:01Z	6	6	5	2	2	1	4	5	2	1	0	1	1	1	4	4	2	2
3	9	2	2015-07-17T11:46:01Z	6	4	4	1	1	1	4	4	3	1	2	2	1	1	3	3	2	3
3	10	2	2015-07-17T13:19:01Z	4	3	5	0	1	1	4	4	2	3	1	3	3	2	2	3	2	4
3	11	2	2015-07-17T15:55:01Z	5	4	5	5	2	2	2	3	3	3	2	2	3	2	2	4	2	5
3	12	2	2015-07-17T17:23:01Z	5	2	2	1	3	2	3	3	2	2	1	4	2	2	3	2	2	6
3	13	2	2015-07-18T07:49:00Z	4	4	5	2	6	3	2	5	1	5	5	3	5	4	3	3	3	1
3	14	2	2015-07-18T09:47:00Z	4	2	4	2	3	4	2	2	3	3	3	4	2	3	3	3	3	2
3	15	2	2015-07-18T12:03:00Z	3	3	3	5	5	5	1	2	3	2	3	3	4	2	2	4	3	3
3	16	2	2015-07-18T14:10:01Z	4	4	4	4	3	2	2	3	3	4	4	4	4	3	3	2	3	4
3	17	2	2015-07-18T15:59:00Z	3	3	4	2	2	2	4	2	4	3	4	4	3	5	1	1	3	5
3	18	2	2015-07-18T18:00:00Z	4	4	3	3	5	5	1	4	2	2	5	4	4	4	4	4	3	6
3	19	2	2015-07-19T07:08:01Z	0	2	5	0	4	4	3	4	4	4	4	4	5	4	2	5	4	1
3	20	2	2015-07-19T09:18:00Z	4	3	3	2	6	4	2	2	2	2	4	3	5	3	3	4	4	2
3	21	2	2015-07-19T12:12:01Z	4	4	5	4	5	4	1	1	2	5	4	4	6	2	2	4	4	3
3	22	2	2015-07-19T13:14:05Z	4	5	4	3	3	4	2	4	3	4	4	4	4	4	3	3	4	4
3	23	2	2015-07-19T15:41:00Z	5	5	5	1	5	2	4	5	3	3	2	2	2	4	4	2	4	5
3	24	2	2015-07-19T18:13:01Z	5	4	2	1	0	1	6	5	4	3	2	2	3	0	5	1	4	6
3	25	2	2015-07-20T08:04:00Z	4	6	5	0	5	1	4	5	3	2	1	2	3	2	3	3	5	1
3	26	2	2015-07-20T10:00:00Z	6	4	4	3	0	2	4	4	3	1	1	2	3	4	3	3	5	2
3	27	2	2015-07-20T11:02:01Z	4	3	4	2	4	4	3	5	4	2	1	2	3	3	4	3	5	3
3	28	2	2015-07-20T14:10:01Z	3	4	3	3	5	2	3	2	3	2	3	3	3	3	3	2	5	4
3	29	2	2015-07-20T16:14:00Z	5	2	4	3	5	3	3	4	3	2	2	2	2	3	2	2	5	5
3	30	2	2015-07-20T17:25:00Z	5	4	4	2	4	4	4	4	3	4	1	2	3	5	2	2	5	6
3	31	2	2015-07-21T07:00:01Z	6	3	2	3	6	4	4	4	2	1	1	1	3	4	2	2	6	1
3	32	2	2015-07-21T09:33:01Z	4	4	3	2	4	4	2	2	2	3	3	4	3	4	2	3	6	2
3	33	2	2015-07-21T11:28:00Z	4	3	5	3	5	2	3	4	4	3	1	3	3	5	2	3	6	3
3	34	2	2015-07-21T14:08:01Z	2	4	4	1	4	3	4	4	3	2	1	3	4	4	4	5	6	4
3	35	2	2015-07-21T15:42:01Z	4	3	3	2	3	3	4	3	2	2	2	2	4	3	3	3	6	5
3	36	2	2015-07-21T17:02:01Z	5	2	3	4	5	1	5	4	3	3	2	4	4	4	3	2	6	6
3	37	2	2015-07-22T07:46:01Z	5	4	4	1	5	2	4	4	3	3	1	2	3	3	1	2	7	1
3	38	2	2015-07-22T09:45:00Z	4	1	3	1	4	1	4	4	3	1	1	2	4	2	2	2	7	2
3	39	2	2015-07-22T11:48:00Z	5	5	5	4	4	2	3	4	4	2	2	2	4	3	2	4	7	3
3	40	2	2015-07-22T13:39:00Z	4	3	4	2	5	4	4	4	3	2	1	3	4	4	4	4	7	4
3	41	2	2015-07-22T15:40:00Z	4	4	5	2	5	2	3	4	1	1	2	1	4	5	5	4	7	5
3	42	2	2015-07-22T17:21:00Z	5	5	5	2	4	0	3	5	3	2	3	2	4	4	2	2	7	6
3	43	2	2015-07-23T07:22:05Z	5	4	4	1	5	1	4	4	2	2	1	2	3	4	2	4	8	1
3	44	2	2015-07-23T09:49:00Z	5	3	4	4	5	1	3	4	2	2	1	1	5	3	4	3	8	2
3	45	2	2015-07-23T11:59:00Z	5	5	4	2	3	1	4	5	3	1	0	1	4	3	3	4	8	3
3	46	2	2015-07-23T13:40:00Z	5	4	4	1	1	1	3	4	2	1	1	2	2	3	4	4	8	4
3	47	2	2015-07-23T15:36:01Z	4	2	5	2	4	2	4	4	3	2	2	2	4	1	2	3	8	5
3	48	2	2015-07-23T17:25:00Z	6	1	6	1	1	0	4	4	4	2	1	1	1	1	1	2	8	6
3	49	2	2015-07-24T07:13:00Z	4	1	4	1	5	3	4	4	2	1	3	2	3	2	1	2	9	1
3	50	2	2015-07-24T10:14:00Z	5	4	5	2	2	1	4	4	4	1	0	3	4	2	3	2	9	2
3	51	2	2015-07-24T11:32:00Z	4	4	4	3	5	1	4	2	2	2	1	2	3	4	2	2	9	3
3	52	2	2015-07-24T13:07:00Z	2	4	3	4	4	1	3	4	3	2	2	2	3	2	3	3	9	4
3	53	2	2015-07-24T16:10:00Z	3	4	4	4	4	2	4	2	2	3	2	1	3	2	3	2	9	5
3	54	0	2015-07-24T17:22:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	6
4	1	2	2015-07-16T10:16:01Z	3	3	4	1	0	1	3	4	3	0	1	2	0	0	0	2	1	1
4	2	2	2015-07-16T11:58:01Z	3	3	3	0	0	0	3	3	4	0	0	1	0	0	0	0	1	2
4	3	2	2015-07-16T14:09:00Z	4	4	3	0	1	0	5	4	4	0	0	0	0	0	0	2	1	3
4	4	2	2015-07-16T16:11:00Z	4	4	5	0	0	0	5	4	4	0	0	1	0	0	0	0	1	4
4	5	2	2015-07-16T18:05:00Z	0	4	0	0	0	1	4	2	1	0	0	5	1	0	0	1	1	5
4	6	0	2015-07-16T20:38:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6
4	7	2	2015-07-17T10:32:01Z	4	5	5	0	0	0	4	3	4	0	0	1	0	0	0	0	2	1
4	8	2	2015-07-17T11:49:01Z	5	5	5	0	0	0	3	3	3	0	0	1	0	0	0	0	2	2
4	9	2	2015-07-17T14:26:00Z	4	4	5	0	0	1	4	3	3	0	0	0	0	0	0	0	2	3
4	10	2	2015-07-17T16:07:00Z	2	3	5	0	0	0	4	3	3	0	0	0	0	0	0	0	2	4
4	11	2	2015-07-17T17:34:00Z	4	4	3	0	0	1	4	3	3	0	0	0	0	0	0	0	2	5
4	12	2	2015-07-17T20:33:00Z	4	4	5	0	0	0	4	3	3	0	0	0	0	0	0	0	2	6
4	13	2	2015-07-18T10:31:01Z	4	4	5	0	0	0	3	3	4	0	1	0	0	0	2	0	3	1
4	14	2	2015-07-18T12:40:00Z	5	5	5	0	0	0	5	4	3	0	0	0	0	0	1	0	3	2
4	15	2	2015-07-18T13:35:00Z	5	5	5	0	0	0	5	3	3	0	0	1	0	0	0	0	3	3
4	16	2	2015-07-18T16:20:01Z	5	1	5	0	0	0	5	4	0	0	0	1	0	0	2	2	3	4
4	17	2	2015-07-18T17:59:01Z	5	5	5	0	0	0	5	5	4	0	0	0	0	0	2	0	3	5
4	18	2	2015-07-18T20:31:00Z	5	5	5	0	0	0	4	4	4	0	0	0	0	0	1	1	3	6
4	19	2	2015-07-19T09:36:01Z	5	5	5	0	0	0	4	3	4	0	0	0	0	0	0	2	4	1
4	20	2	2015-07-19T12:04:00Z	5	5	5	0	0	0	4	3	3	0	0	1	0	0	0	0	4	2
4	21	2	2015-07-19T13:34:00Z	5	5	5	0	0	0	5	3	3	0	0	0	0	0	0	0	4	3
4	22	0	2015-07-19T15:53:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
4	23	2	2015-07-19T17:57:00Z	5	6	5	0	0	0	4	3	3	0	0	0	0	0	0	2	4	5
4	24	2	2015-07-19T19:38:00Z	5	6	5	0	0	0	3	3	3	2	1	0	0	0	2	0	4	6
4	25	2	2015-07-20T10:29:00Z	5	5	5	0	0	0	3	3	3	0	0	0	0	0	2	0	5	1
4	26	2	2015-07-20T12:43:01Z	6	6	6	0	0	0	4	4	3	0	0	0	0	0	0	0	5	2
4	27	2	2015-07-20T14:12:00Z	6	6	6	0	0	0	4	3	3	0	0	0	0	0	0	2	5	3
4	28	2	2015-07-20T16:06:00Z	6	5	6	0	0	0	4	3	3	0	0	0	0	0	1	0	5	4
4	29	2	2015-07-20T18:36:00Z	6	5	5	0	0	0	3	4	3	0	0	1	0	0	1	0	5	5
4	30	2	2015-07-20T19:52:01Z	5	5	6	0	0	0	3	3	3	0	0	0	0	0	2	1	5	6
4	31	2	2015-07-21T09:57:01Z	6	6	5	0	0	0	4	3	3	0	0	0	0	0	1	1	6	1
4	32	2	2015-07-21T12:14:00Z	5	6	6	0	0	0	4	3	3	0	0	0	0	0	2	1	6	2
4	33	2	2015-07-21T14:30:00Z	5	5	6	2	0	0	3	2	3	0	0	2	0	0	0	1	6	3
4	34	2	2015-07-21T15:30:00Z	6	6	6	0	0	0	4	3	3	0	0	0	0	0	2	2	6	4
4	35	2	2015-07-21T18:09:01Z	6	6	6	0	0	0	3	3	3	0	0	0	0	0	2	2	6	5
4	36	2	2015-07-21T19:54:00Z	6	6	6	0	0	0	3	3	2	0	0	0	2	0	3	2	6	6
4	37	2	2015-07-22T09:40:00Z	6	6	6	1	0	1	3	3	3	0	0	0	0	0	0	1	7	1
4	38	2	2015-07-22T12:09:00Z	6	6	6	0	0	0	4	3	3	0	0	0	0	0	1	1	7	2
4	39	2	2015-07-22T14:28:00Z	6	6	6	0	0	0	3	3	3	0	0	0	0	0	1	1	7	3
4	40	2	2015-07-22T16:43:00Z	6	6	6	0	0	0	3	3	3	0	0	0	0	0	1	1	7	4
4	41	2	2015-07-22T18:43:00Z	6	6	6	0	0	0	4	3	3	0	0	1	0	0	2	2	7	5
4	42	2	2015-07-22T19:42:00Z	6	6	5	0	0	0	3	3	3	0	0	0	0	0	2	2	7	6
4	43	2	2015-07-23T09:44:01Z	6	6	6	0	0	0	3	3	3	0	0	1	0	0	1	1	8	1
4	44	2	2015-07-23T12:29:00Z	6	6	6	0	0	0	3	4	3	0	0	1	0	0	2	2	8	2
4	45	2	2015-07-23T14:01:00Z	6	6	6	0	0	0	3	4	3	0	0	1	0	0	2	2	8	3
4	46	2	2015-07-23T15:56:00Z	6	6	6	0	0	0	3	3	3	0	0	0	0	0	3	2	8	4
4	47	2	2015-07-23T17:52:00Z	6	6	6	0	0	0	3	3	3	0	0	1	0	0	2	2	8	5
4	48	2	2015-07-23T20:13:00Z	6	6	6	0	0	0	3	3	3	0	0	0	0	0	2	2	8	6
4	49	2	2015-07-24T09:53:00Z	6	6	6	0	0	0	3	3	3	0	0	1	0	0	3	3	9	1
4	50	2	2015-07-24T12:22:00Z	6	6	6	0	0	0	3	3	3	0	0	1	0	0	3	3	9	2
4	51	2	2015-07-24T13:30:00Z	6	6	6	0	0	0	3	4	4	0	0	0	0	0	3	3	9	3
4	52	2	2015-07-24T16:14:00Z	6	6	6	0	0	0	3	4	4	0	0	0	0	0	2	2	9	4
4	53	2	2015-07-24T17:33:00Z	6	6	5	0	0	0	3	3	3	0	0	1	0	0	3	3	9	5
4	54	2	2015-07-24T19:58:00Z	6	6	6	0	0	0	3	4	3	0	0	0	0	0	2	2	9	6
5	1	2	2015-07-18T10:49:01Z	3	4	5	1	1	1	3	4	5	1	0	0	2	1	2	3	1	1
5	2	2	2015-07-18T13:05:01Z	5	6	6	0	1	1	4	4	3	0	0	1	1	1	3	3	1	2
5	3	2	2015-07-18T14:50:01Z	6	6	6	1	1	0	6	5	3	0	1	0	0	0	3	4	1	3
5	4	2	2015-07-18T16:29:00Z	4	4	4	2	3	2	4	3	4	1	1	1	1	1	3	2	1	4
5	5	2	2015-07-18T18:43:00Z	6	5	5	0	0	1	6	6	5	0	0	0	0	1	4	3	1	5
5	6	2	2015-07-18T20:46:00Z	4	5	6	0	0	2	5	5	4	0	0	0	0	0	3	2	1	6
5	7	2	2015-07-19T10:43:01Z	3	5	5	2	1	1	2	3	1	0	0	2	2	1	3	3	2	1
5	8	2	2015-07-19T12:26:00Z	3	3	3	2	1	3	2	3	1	0	2	0	1	3	3	2	2	2
5	9	2	2015-07-19T14:52:01Z	3	4	4	1	0	0	3	3	4	3	0	0	1	1	3	3	2	3
5	10	2	2015-07-19T16:27:00Z	5	5	5	2	1	1	3	3	3	0	0	0	1	0	3	3	2	4
5	11	2	2015-07-19T18:33:00Z	4	5	5	1	0	1	1	2	1	1	1	0	3	2	4	3	2	5
5	12	2	2015-07-19T20:59:01Z	4	6	6	0	0	0	2	5	4	0	0	0	0	0	4	4	2	6
5	13	2	2015-07-20T10:19:00Z	4	5	6	0	0	0	3	4	3	0	0	0	1	0	3	3	3	1
5	14	2	2015-07-20T12:00:01Z	0	5	5	0	1	0	3	3	3	0	0	3	1	0	4	4	3	2
5	15	2	2015-07-20T15:04:00Z	6	6	5	1	1	0	4	4	4	0	0	0	0	1	4	4	3	3
5	16	2	2015-07-20T16:52:00Z	6	6	5	0	1	0	4	4	4	0	0	0	1	1	3	4	3	4
5	17	2	2015-07-20T19:08:00Z	6	6	6	0	1	0	4	4	3	0	0	0	0	0	6	6	3	5
5	18	2	2015-07-20T20:09:00Z	6	5	5	0	0	0	3	3	3	0	2	0	0	0	4	3	3	6
5	19	2	2015-07-21T11:04:00Z	6	5	6	1	2	0	4	4	4	0	0	0	0	0	4	5	4	1
5	20	2	2015-07-21T12:26:00Z	6	6	6	0	0	0	4	4	4	0	0	0	0	0	5	5	4	2
5	21	2	2015-07-21T15:10:00Z	6	6	6	0	0	0	4	3	3	0	0	0	0	0	4	4	4	3
5	22	2	2015-07-21T16:49:01Z	6	6	6	0	0	0	5	5	5	0	0	0	0	0	5	4	4	4
