id	counter	happy	relaxed	sad	angry	stressed	beep	day
105	1	75	55	7	19	51	1	1
105	2	69	21	20	18	21	2	1
105	3	52	94	10	21	25	3	1
105	4	93	98	10	4	13	4	1
105	5	98	87	1	10	11	5	1
105	6	20	11	63	76	73	6	1
105	7	54	84	12	21	8	7	1
105	8	59	46	6	54	82	1	2
105	9	78	79	10	11	8	2	2
105	10	100	100	5	3	8	3	2
105	11	100	100	6	1	1	4	2
105	12	17	80	14	85	79	5	2
105	13	10	43	87	60	13	6	2
105	14	91	94	7	5	7	7	2
105	15	100	100	2	0	3	1	3
105	16	53	80	8	23	95	2	3
105	17	43	9	52	53	94	3	3
105	18	87	96	0	0	0	4	3
105	19	94	100	0	4	2	5	3
105	20	100	100	3	0	0	6	3
105	21	57	78	8	6	11	7	3
105	22	5	33	3	8	81	1	4
105	23	100	100	0	3	4	2	4
105	24	52	75	3	0	0	3	4
105	25	66	82	63	63	0	4	4
105	26	79	79	5	13	10	5	4
105	27	45	0	0	0	0	6	4
105	28	80	92	0	0	4	7	4
105	29	76	53	10	24	10	1	5
105	30	100	28	0	4	0	2	5
105	31	46	58	0	66	74	3	5
105	32	93	100	0	1	1	4	5
105	33	73	87	4	0	0	5	5
105	34	96	97	0	6	5	6	5
105	35	68	86	20	70	21	7	5
105	36	53	5	7	10	87	1	6
105	37	79	69	0	0	46	2	6
105	38	100	100	15	0	47	3	6
105	39	53	50	9	7	56	4	6
105	40	100	100	9	9	17	5	6
105	41	100	100	0	0	0	6	6
105	42	79	99	8	9	9	7	6
105	43	41	84	43	7	14	1	7
105	44	85	0	9	6	11	2	7
105	45	64	94	4	6	9	3	7
105	46	76	70	15	12	21	4	7
105	47	13	15	46	100	78	5	7
105	48	23	77	65	67	28	6	7
105	49	62	68	7	12	10	7	7
105	50	76	82	11	8	17	1	8
105	51	62	100	1	12	72	2	8
105	52	45	10	73	61	78	3	8
105	53	10	27	60	60	48	4	8
105	54	93	92	6	11	8	5	8
105	55	93	94	7	6	10	6	8
105	56	92	85	8	6	12	7	8
105	57	90	24	4	12	11	1	9
105	58	23	16	13	6	81	2	9
105	59	100	3	0	6	100	3	9
105	60	95	9	6	0	100	4	9
105	61	100	100	0	0	0	5	9
105	62	94	96	0	7	5	6	9
105	63	14	74	28	58	54	7	9
105	64	96	98	0	0	0	1	10
105	65	15	10	74	84	75	2	10
105	66	8	16	74	74	87	3	10
105	67	13	24	57	58	81	4	10
105	68	NA	NA	NA	NA	NA	5	10
105	69	45	51	49	52	58	6	10
105	70	46	34	14	16	44	7	10
105	71	100	100	8	4	0	1	11
105	72	50	81	23	17	58	2	11
105	73	51	70	9	19	41	3	11
105	74	30	25	18	47	72	4	11
105	75	91	75	9	10	11	5	11
105	76	96	100	0	1	0	6	11
105	77	86	71	0	6	8	7	11
105	78	38	70	28	42	22	1	12
105	79	100	100	0	0	0	2	12
105	80	92	100	0	0	0	3	12
105	81	85	66	7	11	4	4	12
105	82	61	40	10	46	7	5	12
105	83	43	94	9	7	13	6	12
105	84	96	61	10	13	11	7	12
105	85	37	61	64	62	46	1	13
105	86	15	12	78	72	71	2	13
105	87	9	13	8	23	70	3	13
105	88	41	48	4	12	64	4	13
105	89	44	10	14	45	11	5	13
105	90	44	62	13	46	44	6	13
105	91	100	97	1	0	9	7	13
105	92	10	4	86	86	89	1	14
105	93	80	19	0	2	91	2	14
105	94	68	88	16	16	17	3	14
105	95	68	85	35	11	21	4	14
105	96	74	53	48	13	38	5	14
105	97	100	100	9	4	8	6	14
105	98	11	71	0	71	46	7	14
106	1	NA	NA	NA	NA	NA	1	1
106	2	NA	NA	NA	NA	NA	2	1
106	3	NA	NA	NA	NA	NA	3	1
106	4	NA	NA	NA	NA	NA	4	1
106	5	NA	NA	NA	NA	NA	5	1
106	6	53	89	0	0	76	6	1
106	7	99	100	0	0	2	7	1
106	8	48	17	0	59	83	1	2
106	9	15	0	0	52	85	2	2
106	10	91	84	0	0	100	3	2
106	11	82	63	0	6	68	4	2
106	12	NA	NA	NA	NA	NA	5	2
106	13	48	76	4	8	20	6	2
106	14	91	93	0	0	0	7	2
106	15	66	17	0	7	22	1	3
106	16	84	82	6	8	16	2	3
106	17	57	76	0	52	68	3	3
106	18	65	45	9	63	80	4	3
106	19	50	38	28	7	69	5	3
106	20	65	85	0	26	41	6	3
106	21	88	90	0	0	16	7	3
106	22	NA	NA	NA	NA	NA	1	4
106	23	NA	NA	NA	NA	NA	2	4
106	24	NA	NA	NA	NA	NA	3	4
106	25	NA	NA	NA	NA	NA	4	4
106	26	NA	NA	NA	NA	NA	5	4
106	27	92	84	0	0	6	6	4
106	28	NA	NA	NA	NA	NA	7	4
106	29	85	80	0	0	0	1	5
106	30	84	84	0	14	0	2	5
106	31	NA	NA	NA	NA	NA	3	5
106	32	64	66	0	1	6	4	5
106	33	57	32	7	20	82	5	5
106	34	55	51	50	2	58	6	5
106	35	64	26	0	0	80	7	5
106	36	53	58	18	3	46	1	6
106	37	49	45	0	89	83	2	6
106	38	52	13	6	40	74	3	6
106	39	33	47	0	8	88	4	6
106	40	55	74	13	0	30	5	6
106	41	16	32	79	0	56	6	6
106	42	24	11	76	18	60	7	6
106	43	NA	NA	NA	NA	NA	1	7
106	44	NA	NA	NA	NA	NA	2	7
106	45	55	18	0	47	68	3	7
106	46	30	11	10	6	14	4	7
106	47	47	0	1	0	84	5	7
106	48	42	0	0	22	100	6	7
106	49	NA	NA	NA	NA	NA	7	7
106	50	NA	NA	NA	NA	NA	1	8
106	51	NA	NA	NA	NA	NA	2	8
106	52	NA	NA	NA	NA	NA	3	8
106	53	NA	NA	NA	NA	NA	4	8
106	54	NA	NA	NA	NA	NA	5	8
106	55	NA	NA	NA	NA	NA	6	8
106	56	NA	NA	NA	NA	NA	7	8
106	57	61	48	0	11	57	1	9
106	58	13	0	0	89	84	2	9
106	59	46	13	22	14	86	3	9
106	60	NA	NA	NA	NA	NA	4	9
106	61	NA	NA	NA	NA	NA	5	9
106	62	49	0	0	13	88	6	9
106	63	NA	NA	NA	NA	NA	7	9
106	64	NA	NA	NA	NA	NA	1	10
106	65	38	49	0	17	40	2	10
106	66	54	67	0	0	23	3	10
106	67	90	100	1	44	5	4	10
106	68	NA	NA	NA	NA	NA	5	10
106	69	67	65	8	0	16	6	10
106	70	91	92	2	0	16	7	10
106	71	NA	NA	NA	NA	NA	1	11
106	72	NA	NA	NA	NA	NA	2	11
106	73	NA	NA	NA	NA	NA	3	11
106	74	NA	NA	NA	NA	NA	4	11
106	75	NA	NA	NA	NA	NA	5	11
106	76	NA	NA	NA	NA	NA	6	11
106	77	NA	NA	NA	NA	NA	7	11
106	78	NA	NA	NA	NA	NA	1	12
106	79	92	89	0	0	11	2	12
106	80	85	92	0	13	17	3	12
106	81	62	88	39	2	3	4	12
106	82	NA	NA	NA	NA	NA	5	12
106	83	45	56	0	0	54	6	12
106	84	33	15	0	74	56	7	12
106	85	58	62	0	0	26	1	13
106	86	84	97	0	0	20	2	13
106	87	88	99	1	1	40	3	13
106	88	52	56	27	11	88	4	13
106	89	84	82	16	19	30	5	13
106	90	65	59	7	24	74	6	13
106	91	84	79	0	0	9	7	13
106	92	64	85	0	11	71	1	14
106	93	47	12	0	2	76	2	14
106	94	47	5	10	63	91	3	14
106	95	NA	NA	NA	NA	NA	4	14
106	96	48	22	2	17	85	5	14
106	97	47	14	53	91	88	6	14
106	98	81	80	0	2	18	7	14
107	1	58	70	0	0	0	1	1
107	2	71	65	0	0	8	2	1
107	3	70	67	0	0	16	3	1
107	4	82	87	0	0	0	4	1
107	5	49	54	0	0	16	5	1
107	6	70	90	0	0	1	6	1
107	7	95	100	0	1	0	7	1
107	8	65	44	0	0	36	1	2
107	9	73	77	0	0	15	2	2
107	10	66	45	0	6	27	3	2
107	11	56	52	0	0	27	4	2
107	12	66	70	0	0	15	5	2
107	13	76	74	0	0	0	6	2
107	14	91	86	0	0	16	7	2
107	15	49	30	12	0	36	1	3
107	16	56	59	0	0	12	2	3
107	17	54	60	0	0	19	3	3
107	18	74	70	0	0	0	4	3
107	19	65	77	0	0	0	5	3
107	20	74	87	0	0	0	6	3
107	21	87	91	0	0	0	7	3
107	22	76	46	0	0	16	1	4
107	23	80	73	0	0	32	2	4
107	24	78	66	0	0	21	3	4
107	25	70	78	0	0	16	4	4
107	26	67	70	0	0	8	5	4
107	27	53	51	0	0	20	6	4
107	28	72	58	0	0	8	7	4
107	29	52	37	0	0	34	1	5
107	30	53	16	0	0	72	2	5
107	31	51	56	0	0	47	3	5
107	32	64	51	0	0	0	4	5
107	33	66	58	0	0	0	5	5
107	34	73	60	0	0	28	6	5
107	35	79	75	0	0	8	7	5
107	36	70	63	0	0	11	1	6
107	37	52	40	0	0	26	2	6
107	38	66	59	0	0	13	3	6
107	39	65	64	0	0	18	4	6
107	40	79	77	0	0	11	5	6
107	41	81	63	0	0	11	6	6
107	42	78	89	0	0	8	7	6
107	43	68	65	0	0	16	1	7
107	44	63	54	0	0	25	2	7
107	45	66	64	0	0	19	3	7
107	46	54	48	0	0	34	4	7
107	47	83	76	0	0	10	5	7
107	48	86	81	0	0	0	6	7
107	49	85	83	0	0	0	7	7
107	50	62	52	0	0	21	1	8
107	51	62	52	0	0	21	2	8
107	52	68	61	0	0	9	3	8
107	53	63	62	0	0	13	4	8
107	54	57	61	9	0	13	5	8
107	55	77	89	0	0	0	6	8
107	56	88	87	0	0	0	7	8
107	57	75	73	0	0	5	1	9
107	58	70	63	0	0	35	2	9
107	59	63	48	0	0	36	3	9
107	60	72	66	0	0	0	4	9
107	61	78	83	0	0	0	5	9
107	62	83	81	0	0	0	6	9
107	63	85	85	0	0	0	7	9
107	64	74	86	0	0	0	1	10
107	65	87	81	0	0	0	2	10
107	66	80	78	13	1	10	3	10
107	67	85	83	0	0	0	4	10
107	68	76	74	0	0	0	5	10
107	69	84	80	0	0	0	6	10
107	70	77	80	0	0	0	7	10
107	71	74	64	0	0	11	1	11
107	72	76	70	1	0	10	2	11
107	73	84	87	0	0	9	3	11
107	74	88	93	0	0	0	4	11
107	75	88	85	0	0	0	5	11
107	76	85	84	0	0	0	6	11
107	77	91	91	0	0	0	7	11
107	78	67	88	0	16	0	1	12
107	79	73	65	0	0	18	2	12
107	80	83	83	0	0	11	3	12
107	81	87	86	0	0	0	4	12
107	82	81	87	0	0	0	5	12
107	83	86	88	0	0	0	6	12
107	84	85	82	0	11	0	7	12
107	85	70	70	0	0	11	1	13
107	86	75	64	1	0	29	2	13
107	87	85	68	0	0	15	3	13
107	88	62	72	0	0	19	4	13
107	89	77	76	0	0	12	5	13
107	90	77	72	0	0	15	6	13
107	91	80	86	0	0	3	7	13
107	92	34	33	79	0	60	1	14
107	93	57	57	46	0	11	2	14
107	94	72	74	4	0	0	3	14
107	95	76	71	0	0	0	4	14
107	96	78	76	0	0	0	5	14
107	97	88	85	0	0	0	6	14
107	98	88	88	0	0	0	7	14
108	1	NA	NA	NA	NA	NA	1	1
108	2	NA	NA	NA	NA	NA	2	1
108	3	38	26	66	65	77	3	1
108	4	60	57	13	7	14	4	1
108	5	65	53	8	5	45	5	1
108	6	19	12	73	8	65	6	1
108	7	NA	NA	NA	NA	NA	7	1
108	8	43	40	10	7	27	1	2
108	9	NA	NA	NA	NA	NA	2	2
108	10	37	64	7	15	41	3	2
108	11	49	64	13	7	31	4	2
108	12	13	14	12	70	70	5	2
108	13	66	74	31	0	20	6	2
108	14	73	70	5	9	30	7	2
108	15	33	33	78	54	77	1	3
108	16	22	15	68	25	37	2	3
108	17	51	52	55	35	20	3	3
108	18	32	72	64	44	29	4	3
108	19	28	54	33	16	65	5	3
108	20	72	79	7	10	21	6	3
108	21	70	64	8	12	39	7	3
108	22	28	66	27	13	21	1	4
108	23	53	70	26	25	36	2	4
108	24	63	32	34	22	62	3	4
108	25	44	48	24	10	72	4	4
108	26	23	28	28	22	50	5	4
108	27	47	68	12	8	41	6	4
108	28	61	63	26	19	53	7	4
108	29	72	77	21	8	43	1	5
108	30	40	57	9	14	36	2	5
108	31	52	57	9	16	31	3	5
108	32	36	34	16	22	38	4	5
108	33	33	54	6	8	22	5	5
108	34	39	56	7	3	38	6	5
108	35	52	69	5	10	22	7	5
108	36	49	62	35	16	19	1	6
108	37	51	39	51	34	67	2	6
108	38	38	35	4	13	72	3	6
108	39	38	33	5	12	63	4	6
108	40	19	13	2	69	86	5	6
108	41	12	33	21	0	29	6	6
108	42	27	64	70	26	25	7	6
108	43	82	56	14	31	40	1	7
108	44	16	64	64	25	76	2	7
108	45	16	66	46	38	33	3	7
108	46	25	41	45	15	21	4	7
108	47	18	20	76	56	63	5	7
108	48	83	52	51	50	47	6	7
108	49	54	51	53	50	55	7	7
108	50	59	72	15	8	22	1	8
108	51	56	62	20	0	24	2	8
108	52	56	59	8	18	37	3	8
108	53	48	57	3	4	27	4	8
108	54	80	64	5	2	25	5	8
108	55	37	52	2	15	12	6	8
108	56	51	64	25	66	41	7	8
108	57	38	32	2	16	66	1	9
108	58	53	27	0	21	68	2	9
108	59	15	36	36	12	32	3	9
108	60	30	30	15	9	68	4	9
108	61	47	28	9	41	63	5	9
108	62	34	32	9	22	68	6	9
108	63	10	42	1	7	68	7	9
108	64	19	4	15	12	99	1	10
108	65	NA	NA	NA	NA	NA	2	10
108	66	69	58	3	15	25	3	10
108	67	79	64	2	4	17	4	10
108	68	81	78	24	24	27	5	10
108	69	NA	NA	NA	NA	NA	6	10
108	70	NA	NA	NA	NA	NA	7	10
108	71	78	74	5	8	55	1	11
108	72	89	79	2	3	7	2	11
108	73	83	79	5	5	5	3	11
108	74	66	80	1	19	26	4	11
108	75	88	65	7	7	18	5	11
108	76	NA	NA	NA	NA	NA	6	11
108	77	NA	NA	NA	NA	NA	7	11
108	78	NA	NA	NA	NA	NA	1	12
108	79	72	59	9	4	6	2	12
108	80	71	84	5	2	10	3	12
108	81	NA	NA	NA	NA	NA	4	12
108	82	66	99	2	8	22	5	12
108	83	86	80	2	0	64	6	12
108	84	76	86	10	6	2	7	12
108	85	58	55	49	55	53	1	13
108	86	70	30	36	23	21	2	13
108	87	32	73	43	57	21	3	13
108	88	32	18	46	42	64	4	13
108	89	33	42	42	62	71	5	13
108	90	64	63	9	6	37	6	13
108	91	56	60	30	19	2	7	13
108	92	76	68	7	13	4	1	14
108	93	51	63	14	23	25	2	14
108	94	48	66	2	8	37	3	14
108	95	NA	NA	NA	NA	NA	4	14
108	96	68	69	3	4	27	5	14
108	97	39	47	59	7	56	6	14
108	98	73	87	3	6	8	7	14
109	1	66	83	7	0	0	1	1
109	2	63	42	0	2	7	2	1
109	3	70	86	0	4	2	3	1
109	4	80	78	4	0	3	4	1
109	5	50	35	0	21	20	5	1
109	6	76	81	0	0	0	6	1
109	7	62	86	0	0	0	7	1
109	8	33	29	8	0	16	1	2
109	9	43	17	0	23	62	2	2
109	10	50	85	0	0	2	3	2
109	11	36	40	22	12	39	4	2
109	12	31	84	0	1	0	5	2
109	13	79	77	0	12	0	6	2
109	14	71	81	0	0	10	7	2
109	15	76	90	0	0	0	1	3
109	16	49	62	0	0	17	2	3
109	17	42	24	0	0	64	3	3
109	18	64	24	0	0	61	4	3
109	19	57	67	0	0	0	5	3
109	20	46	54	0	0	0	6	3
109	21	49	71	17	0	49	7	3
109	22	35	51	32	0	14	1	4
109	23	61	76	1	0	25	2	4
109	24	49	82	0	0	0	3	4
109	25	40	39	0	19	34	4	4
109	26	32	27	0	0	45	5	4
109	27	54	64	0	0	0	6	4
109	28	50	78	0	0	0	7	4
109	29	51	76	0	0	14	1	5
109	30	42	69	0	0	17	2	5
109	31	56	69	0	36	38	3	5
109	32	65	68	30	26	36	4	5
109	33	NA	NA	NA	NA	NA	5	5
109	34	53	53	4	17	52	6	5
109	35	60	76	16	23	12	7	5
109	36	47	40	0	22	32	1	6
109	37	45	64	0	15	40	2	6
109	38	54	53	0	0	34	3	6
109	39	NA	NA	NA	NA	NA	4	6
109	40	NA	NA	NA	NA	NA	5	6
109	41	61	62	0	0	27	6	6
109	42	66	71	0	0	0	7	6
109	43	58	88	0	0	0	1	7
109	44	59	65	5	0	26	2	7
109	45	73	82	0	0	0	3	7
109	46	70	62	0	6	24	4	7
109	47	84	77	0	0	9	5	7
109	48	62	76	0	0	21	6	7
109	49	NA	NA	NA	NA	NA	7	7
109	50	63	82	0	31	12	1	8
109	51	NA	NA	NA	NA	NA	2	8
109	52	68	62	0	0	0	3	8
109	53	79	83	0	0	13	4	8
109	54	75	76	0	0	16	5	8
109	55	89	80	0	0	0	6	8
109	56	90	80	0	0	0	7	8
109	57	NA	NA	NA	NA	NA	1	9
109	58	70	44	0	0	40	2	9
109	59	43	47	10	21	29	3	9
109	60	NA	NA	NA	NA	NA	4	9
109	61	69	71	0	0	7	5	9
109	62	72	81	0	0	16	6	9
109	63	66	34	0	0	45	7	9
109	64	48	61	20	0	0	1	10
109	65	69	76	0	0	16	2	10
109	66	45	63	0	0	18	3	10
109	67	50	65	3	0	0	4	10
109	68	39	25	0	27	84	5	10
109	69	79	43	0	26	42	6	10
109	70	73	77	0	0	15	7	10
109	71	59	100	0	0	0	1	11
109	72	88	70	6	0	0	2	11
109	73	NA	NA	NA	NA	NA	3	11
109	74	NA	NA	NA	NA	NA	4	11
109	75	NA	NA	NA	NA	NA	5	11
109	76	75	75	0	0	6	6	11
109	77	72	100	2	2	0	7	11
109	78	59	88	0	0	0	1	12
109	79	72	55	0	0	49	2	12
109	80	50	63	0	9	13	3	12
109	81	65	64	0	2	0	4	12
109	82	42	38	19	55	65	5	12
109	83	60	69	0	0	7	6	12
109	84	NA	NA	NA	NA	NA	7	12
109	85	52	57	0	0	32	1	13
109	86	59	76	0	0	22	2	13
109	87	81	78	0	0	6	3	13
109	88	NA	NA	NA	NA	NA	4	13
109	89	52	61	0	16	34	5	13
109	90	58	63	0	0	0	6	13
109	91	NA	NA	NA	NA	NA	7	13
109	92	73	73	0	0	14	1	14
109	93	47	39	0	23	62	2	14
109	94	NA	NA	NA	NA	NA	3	14
109	95	76	83	0	0	36	4	14
109	96	73	77	0	0	45	5	14
109	97	NA	NA	NA	NA	NA	6	14
109	98	76	95	0	0	0	7	14
110	1	70	100	4	0	1	1	1
110	2	76	72	0	0	0	2	1
110	3	57	77	0	0	0	3	1
110	4	46	74	0	0	0	4	1
110	5	65	74	70	0	28	5	1
110	6	64	61	56	0	0	6	1
110	7	62	100	36	0	19	7	1
110	8	71	86	0	0	41	1	2
110	9	76	67	0	0	0	2	2
110	10	32	53	62	0	42	3	2
110	11	66	67	71	54	0	4	2
110	12	11	66	0	0	0	5	2
110	13	74	94	54	32	0	6	2
110	14	64	67	0	0	0	7	2
110	15	NA	NA	NA	NA	NA	1	3
110	16	NA	NA	NA	NA	NA	2	3
110	17	62	36	62	0	69	3	3
110	18	58	63	0	0	46	4	3
110	19	66	65	0	0	40	5	3
110	20	63	69	0	0	32	6	3
110	21	71	73	0	0	22	7	3
110	22	66	58	0	0	46	1	4
110	23	52	54	0	20	68	2	4
110	24	81	64	0	0	39	3	4
110	25	46	64	52	0	0	4	4
110	26	48	80	53	10	45	5	4
110	27	75	82	0	0	0	6	4
110	28	78	68	62	20	74	7	4
110	29	58	82	48	0	0	1	5
110	30	65	74	0	0	0	2	5
110	31	70	64	0	0	0	3	5
110	32	58	62	28	0	23	4	5
110	33	61	66	0	0	25	5	5
110	34	73	75	0	19	23	6	5
110	35	56	57	0	18	39	7	5
110	36	70	65	0	0	26	1	6
110	37	100	64	0	0	30	2	6
110	38	100	83	0	0	0	3	6
110	39	72	59	24	0	0	4	6
110	40	64	66	20	0	26	5	6
110	41	100	65	13	0	39	6	6
110	42	62	85	0	0	27	7	6
110	43	NA	NA	NA	NA	NA	1	7
110	44	NA	NA	NA	NA	NA	2	7
110	45	64	73	0	0	26	3	7
110	46	70	71	46	0	0	4	7
110	47	70	66	0	0	28	5	7
110	48	79	74	0	0	19	6	7
110	49	74	78	0	0	16	7	7
110	50	70	100	0	0	24	1	8
110	51	NA	NA	NA	NA	NA	2	8
110	52	NA	NA	NA	NA	NA	3	8
110	53	NA	NA	NA	NA	NA	4	8
110	54	78	66	0	24	44	5	8
110	55	70	67	16	0	25	6	8
110	56	66	76	0	0	0	7	8
110	57	57	68	0	22	0	1	9
110	58	76	73	0	0	44	2	9
110	59	NA	NA	NA	NA	NA	3	9
110	60	NA	NA	NA	NA	NA	4	9
110	61	71	72	0	0	0	5	9
110	62	66	38	18	0	63	6	9
110	63	70	74	0	0	0	7	9
110	64	76	67	0	0	50	1	10
110	65	69	0	0	0	0	2	10
110	66	NA	NA	NA	NA	NA	3	10
110	67	NA	NA	NA	NA	NA	4	10
110	68	68	64	0	0	73	5	10
110	69	73	33	0	24	76	6	10
110	70	66	71	33	0	0	7	10
110	71	62	28	12	0	45	1	11
110	72	62	72	0	0	32	2	11
110	73	64	71	0	20	15	3	11
110	74	12	40	52	52	53	4	11
110	75	67	69	34	12	17	5	11
110	76	66	77	0	0	23	6	11
110	77	78	75	0	0	0	7	11
110	78	63	82	0	0	0	1	12
110	79	77	71	0	0	0	2	12
110	80	67	74	0	0	0	3	12
110	81	60	78	0	0	0	4	12
110	82	65	69	0	0	0	5	12
110	83	33	0	0	0	70	6	12
110	84	64	68	0	0	40	7	12
110	85	NA	NA	NA	NA	NA	1	13
110	86	70	65	0	0	0	2	13
110	87	67	70	64	26	0	3	13
110	88	68	61	0	0	0	4	13
110	89	24	0	0	28	72	5	13
110	90	26	30	67	46	59	6	13
110	91	68	0	53	25	67	7	13
110	92	67	69	0	14	29	1	14
110	93	64	67	0	0	31	2	14
110	94	67	70	0	0	16	3	14
110	95	62	0	0	0	74	4	14
110	96	62	70	0	0	0	5	14
110	97	52	70	0	0	20	6	14
110	98	65	72	25	0	7	7	14
111	1	82	89	3	4	4	1	1
111	2	68	77	2	9	8	2	1
111	3	70	78	4	2	4	3	1
111	4	59	48	2	6	50	4	1
111	5	81	88	5	2	3	5	1
111	6	67	60	4	6	3	6	1
111	7	42	52	12	6	36	7	1
111	8	85	85	2	7	4	1	2
111	9	84	82	4	4	4	2	2
111	10	71	71	5	6	5	3	2
111	11	88	84	7	3	1	4	2
111	12	70	66	5	2	4	5	2
111	13	51	48	2	26	32	6	2
111	14	54	52	4	2	34	7	2
111	15	72	80	1	2	5	1	3
111	16	74	76	2	1	2	2	3
111	17	64	81	4	2	5	3	3
111	18	46	54	7	4	35	4	3
111	19	76	80	4	8	4	5	3
111	20	78	80	2	1	4	6	3
111	21	44	52	56	49	37	7	3
111	22	85	76	2	4	4	1	4
111	23	NA	NA	NA	NA	NA	2	4
111	24	81	79	12	8	10	3	4
111	25	27	31	28	68	62	4	4
111	26	80	74	6	1	6	5	4
111	27	53	18	7	13	4	6	4
111	28	57	94	2	2	3	7	4
111	29	85	85	2	1	4	1	5
111	30	88	85	3	2	5	2	5
111	31	65	53	7	5	13	3	5
111	32	62	70	6	5	2	4	5
111	33	84	88	1	6	4	5	5
111	34	83	77	1	7	2	6	5
111	35	87	87	9	7	5	7	5
111	36	NA	NA	NA	NA	NA	1	6
111	37	86	79	2	7	8	2	6
111	38	NA	NA	NA	NA	NA	3	6
111	39	75	75	1	7	1	4	6
111	40	79	76	2	7	2	5	6
111	41	83	89	5	6	6	6	6
111	42	90	88	5	2	2	7	6
111	43	NA	NA	NA	NA	NA	1	7
111	44	85	83	3	7	5	2	7
111	45	NA	NA	NA	NA	NA	3	7
111	46	90	77	7	2	5	4	7
111	47	86	86	3	3	1	5	7
111	48	92	90	6	5	5	6	7
111	49	86	86	5	1	7	7	7
111	50	86	88	4	3	1	1	8
111	51	86	90	5	2	4	2	8
111	52	NA	NA	NA	NA	NA	3	8
111	53	72	84	3	3	2	4	8
111	54	84	90	3	3	5	5	8
111	55	63	54	2	3	26	6	8
111	56	75	89	42	46	6	7	8
111	57	87	82	1	4	5	1	9
111	58	90	86	4	4	3	2	9
111	59	92	87	6	4	5	3	9
111	60	89	89	4	4	7	4	9
111	61	87	83	7	7	4	5	9
111	62	90	88	9	6	9	6	9
111	63	83	90	2	2	2	7	9
111	64	81	84	10	8	13	1	10
111	65	80	85	2	3	4	2	10
111	66	83	81	3	4	6	3	10
111	67	NA	NA	NA	NA	NA	4	10
111	68	79	91	6	7	5	5	10
111	69	NA	NA	NA	NA	NA	6	10
111	70	88	82	6	5	2	7	10
111	71	93	86	2	1	1	1	11
111	72	94	87	2	5	1	2	11
111	73	88	83	4	2	2	3	11
111	74	86	74	8	9	4	4	11
111	75	84	86	4	1	6	5	11
111	76	NA	NA	NA	NA	NA	6	11
111	77	95	96	6	5	2	7	11
111	78	90	87	4	2	8	1	12
111	79	92	83	5	5	4	2	12
111	80	NA	NA	NA	NA	NA	3	12
111	81	NA	NA	NA	NA	NA	4	12
111	82	87	89	8	6	3	5	12
111	83	87	88	2	1	5	6	12
111	84	87	86	1	4	3	7	12
111	85	NA	NA	NA	NA	NA	1	13
111	86	NA	NA	NA	NA	NA	2	13
111	87	NA	NA	NA	NA	NA	3	13
111	88	NA	NA	NA	NA	NA	4	13
111	89	85	90	4	2	4	5	13
111	90	NA	NA	NA	NA	NA	6	13
111	91	86	85	5	4	4	7	13
111	92	90	88	2	4	4	1	14
111	93	87	88	5	3	4	2	14
111	94	88	81	6	1	4	3	14
111	95	85	77	4	2	3	4	14
111	96	87	87	3	5	6	5	14
111	97	85	79	4	4	5	6	14
111	98	88	83	4	3	4	7	14
112	1	61	41	0	0	77	1	1
112	2	NA	NA	NA	NA	NA	2	1
112	3	59	65	0	0	16	3	1
112	4	74	41	0	0	29	4	1
112	5	55	75	0	0	24	5	1
112	6	0	81	0	0	24	6	1
112	7	63	0	0	0	66	7	1
112	8	86	80	0	0	16	1	2
112	9	80	77	0	0	6	2	2
112	10	NA	NA	NA	NA	NA	3	2
112	11	90	92	0	1	0	4	2
112	12	NA	NA	NA	NA	NA	5	2
112	13	43	19	27	38	14	6	2
112	14	57	41	0	10	0	7	2
112	15	58	62	0	0	19	1	3
112	16	82	77	0	0	6	2	3
112	17	100	82	0	0	0	3	3
112	18	82	74	0	1	0	4	3
112	19	78	100	0	0	0	5	3
112	20	NA	NA	NA	NA	NA	6	3
112	21	NA	NA	NA	NA	NA	7	3
112	22	100	100	0	0	0	1	4
112	23	100	100	0	0	0	2	4
112	24	21	16	44	10	23	3	4
112	25	78	100	0	0	0	4	4
112	26	80	72	0	0	0	5	4
112	27	100	100	0	0	1	6	4
112	28	100	100	0	0	0	7	4
112	29	100	78	0	0	0	1	5
112	30	48	63	0	47	9	2	5
112	31	84	100	0	0	0	3	5
112	32	100	100	0	0	0	4	5
112	33	100	83	0	0	0	5	5
112	34	100	100	0	0	0	6	5
112	35	100	77	38	0	0	7	5
112	36	NA	NA	NA	NA	NA	1	6
112	37	100	76	0	0	0	2	6
112	38	84	70	0	0	0	3	6
112	39	95	72	0	0	0	4	6
112	40	NA	NA	NA	NA	NA	5	6
112	41	100	65	0	0	13	6	6
112	42	100	100	0	0	0	7	6
112	43	78	77	0	0	74	1	7
112	44	74	66	0	0	16	2	7
112	45	79	63	0	0	33	3	7
112	46	80	76	0	0	0	4	7
112	47	85	75	0	0	12	5	7
112	48	NA	NA	NA	NA	NA	6	7
112	49	83	88	0	0	0	7	7
112	50	76	83	0	0	0	1	8
112	51	78	86	0	2	1	2	8
112	52	100	87	0	0	78	3	8
112	53	NA	NA	NA	NA	NA	4	8
112	54	92	24	10	19	48	5	8
112	55	28	64	0	0	41	6	8
112	56	80	78	0	0	0	7	8
112	57	100	77	0	0	52	1	9
112	58	78	74	27	0	31	2	9
112	59	67	74	0	0	0	3	9
112	60	65	70	0	0	0	4	9
112	61	84	87	6	7	15	5	9
