id	pt_num	day	beep	counter	timestamp	date	dyad	afraid	ashamed	distressed	guilty	hostile	irritable	jittery	nervous	scared	upset	frightened	shaky	angry	scornful	disgusted	loathing	sad	blue	downhearted	alone	lonely	active	alert	attentive	determined	enthusiastic	excited	inspired	interested	proud	strong
80000	8000	1	1	2	32634	1160	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	7	6	5	5	5	6	5	7
80000	8000	1	2	3	32635	1160	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	5	5	5	5	6
80000	8000	1	3	4	32652	1160	1	3	4	4	4	4	4	3	3	3	4	3	3	NA	4	4	4	3	3	3	3	3	6	7	5	6	4	3	6	6	4	7
80000	8000	1	4	5	32653	1160	1	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	4	4	3	3	3	3	3	6	6	6	6	6	4	5	6	6	5
80000	8000	1	5	6	32654	1160	1	3	4	3	4	3	4	3	3	3	4	3	3	NA	NA	4	4	3	3	3	3	3	6	6	6	6	6	6	5	6	6	7
80000	8000	2	1	8	32731	1164	1	3	3	4	3	3	4	3	3	3	3	3	3	3	4	5	3	3	3	4	3	3	3	4	5	7	7	3	7	3	3	6
80000	8000	2	2	9	32732	1164	1	3	3	5	3	3	4	3	3	3	4	3	3	3	4	4	4	4	3	3	3	3	4	5	6	7	6	3	7	5	3	6
80000	8000	2	3	10	32735	1164	1	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	4	3	3	3	3	3	3	3	3	5	5	5	3	5	3	4	6
80000	8000	2	4	11	32737	1164	1	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	5	3	3	3	5	3	6	5	4	5
80000	8000	2	5	12	32753	1164	1	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	7	6	6	7	4	4	7	6	5	7
80000	8000	2	6	13	32754	1164	1	3	3	3	3	3	4	3	3	3	4	3	NA	3	4	4	4	3	4	4	3	3	3	3	6	7	3	3	3	6	3	5
80000	8000	2	7	14	32761	1164	1	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	7	7	7	5	4	7	7	5	7
80000	8000	3	1	16	32845	1168	1	NA	3	4	4	4	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	5	5	5	7	3	4	4	6	3	5
80000	8000	3	2	17	32847	1168	1	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	7	5	5	5	3	6	5	5	6
80000	8000	3	3	18	32858	1168	1	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	7	6	4	7	6	4	6
80000	8000	3	4	19	32861	1168	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	7	7	3	3	5	3	6
80000	8000	3	5	20	32862	1168	1	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	7	5	4	6	5	4	5
80000	8000	3	6	21	32867	1168	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	7	6	3	6	5	7	5	5	6
80000	8000	4	1	23	32951	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	6	6	5	6	5	3	3	5	6
80000	8000	4	2	24	32952	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	6	6	6	6	3	6	6	6	6
80000	8000	4	3	25	32953	1172	1	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	NA	6	6	3	6	3	3	6	5	6
80000	8000	4	4	26	32957	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	6	6	4	7	3	5	3	4	6
80000	8000	4	5	27	32958	1172	1	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	NA	5	4	6	5	3	4	5	5	6
80000	8000	4	6	28	32966	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	7	6	5	7	3	6	6	5	7
80000	8000	4	7	29	32969	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	7	7	7	NA	5	6	7	5	7
80000	8000	4	8	30	32975	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	6	7	5	6	5	5	5	5	6
80000	8000	4	9	31	32976	1172	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	7	6	6	5	6	6	6	3	7
80000	8000	5	1	33	33048	1176	1	6	4	3	6	3	3	3	5	6	3	3	3	3	3	4	4	5	3	3	3	3	3	6	6	NA	3	4	5	7	3	6
80000	8000	5	2	34	33050	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3
80000	8000	5	3	35	33052	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	7	7	NA	7	6	7	7	5	7
80000	8000	5	4	36	33059	1176	1	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	7	6	NA	5	5	3	3	5	6
80000	8000	5	5	37	33062	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	6	NA	5	4	6	6	5	6
80000	8000	5	6	38	33063	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	NA	6	6	6	5	5	6
80000	8000	5	7	39	33064	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	6	NA	5	6	6	6	6	7
80000	8000	5	8	40	33065	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	6	NA	6	3	3	6	6	6
80000	8000	5	9	41	33071	1176	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	NA	6	4	4	6	5	6
80000	8000	5	10	42	33073	1176	1	3	3	3	3	3	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	NA	6	3	6	6	6	7
80000	8000	5	11	43	33077	1176	1	3	4	4	6	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	6	7	6	NA	5	6	3	6	5	6
80000	8000	6	1	45	33340	1188	1	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	3	5	5	5
80000	8000	6	2	46	33341	1188	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	5	6	5	5	5	5	5
80000	8000	6	3	47	33342	1188	1	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	6	5	3	4	5	5	6
80000	8000	6	4	48	33344	1188	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	3	5	4	6	4	5	6
80000	8000	6	5	49	33354	1188	1	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	3	5	5	6
80000	8000	6	6	50	33355	1188	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	4	3	3	4	3	5	4
80000	8000	6	7	51	33356	1188	1	3	3	3	NA	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	4	4	5	4	4	4	4	5
80000	8000	6	8	52	33357	1188	1	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	4	4	4	4	4	4
80000	8000	7	1	54	33442	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	5	6	5	5	6	4	6
80000	8000	7	2	55	33443	1192	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	4	4	4	5	6	4	6
80000	8000	7	3	56	33453	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	5	6	5	4	6	3	6
80000	8000	7	4	57	33455	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	5	6	5	5	5	5	6
80000	8000	7	5	58	33456	1192	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	5	5	5	6	5	6
80000	8000	7	6	59	33457	1192	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	6	6	5	5	4	5	5	5	6
80000	8000	7	7	60	33458	1192	1	3	3	NA	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	6	6	7	7	6	7	6	6	6
80000	8000	7	8	61	33459	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	5	6	6	5	5	5	5	5	5	5
80000	8000	7	9	62	33460	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6
80000	8000	7	10	63	33466	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	5	4	5	5	4	6
80000	8000	7	11	64	33471	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	NA	5	6	5	6	6	3	6
80000	8000	7	12	65	33472	1192	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	6	5	6	5	5	6
80000	8000	7	13	66	33473	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	3	4	4	4	4	5	4	6
80000	8000	7	14	67	33474	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	6	5	5	3	5	5	4	6
80000	8000	7	15	68	33475	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	6	6	5	3	6	4	5
80000	8000	7	16	69	33476	1192	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	5	5	5	5	5	5	4	6
80000	8000	7	17	70	33477	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	5	5	5	5	5	5	4	6
80000	8000	7	18	71	33478	1192	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	5	4	6	4	5	4	5	4	4	6
80000	8000	8	1	73	33568	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	7	6	6	6	6	6	4	NA
80000	8000	8	2	74	33570	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	5	6
80000	8000	8	3	75	33571	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	7	7	6	7	4	7	4	3	NA
80000	8000	8	4	76	33572	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	6	7	7	7	7	7	7	7	NA
80000	8000	8	5	77	33573	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	4	4	5	4	6
80000	8000	8	6	78	33574	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	5	6	5	3	6	5	NA
80000	8000	8	7	79	33575	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	4	6	6	5	NA
80000	8000	8	8	80	33577	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	7	7	7	7	7	7	7	4	7
80000	8000	8	9	81	33580	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	5	5	5	6	5	4	NA
80000	8000	8	10	82	33585	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	7	6	6	6	6	6	6	6	7
80000	8000	8	11	83	33586	1196	1	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	NA
80000	8000	8	12	84	33587	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	7	6	6	6	6	6	6	6	NA
80000	8000	8	13	85	33589	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	5	6	6	5	4	NA
80000	8000	8	14	86	33592	1196	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	6	6	6	3	3	4	6
80000	8000	9	1	88	33663	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	7	6	5	6	6	3	5
80000	8000	9	2	89	33679	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	7	7	7	7	7	7	6	7
80000	8000	9	3	90	33680	1199	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	7	6	6	6	6	3	6
80000	8000	9	4	91	33681	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	3	6
80000	8000	9	5	92	33683	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	6	5	6	6	6	3	6
80000	8000	9	6	93	33684	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	5	3	3	5
80000	8000	9	7	94	33687	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	7	6	7	7	6	6	7
80000	8000	9	8	95	33689	1199	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	7	7	7	7	7	7	4	7
80000	8000	9	9	96	33690	1199	1	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	7	7	7	7	7	6	7	3	6
80000	8000	10	1	98	33767	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	NA	6
80000	8000	10	2	99	33772	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	3	6
80000	8000	10	3	100	33774	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	5	5	5	5	4	3	5
80000	8000	10	4	101	33779	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	6	6	4	6	5	3	5
80000	8000	10	5	102	33780	1202	1	3	3	3	3	3	NA	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	5	5	5	4	4	4	4	5	3	4
80000	8000	10	6	103	33782	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	3	6
80000	8000	10	7	104	33783	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	4	6
80000	8000	10	8	105	33784	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	5	6	4	5	4	4	3	4
80000	8000	10	9	106	33786	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	5	3	5	5	5	5	5	5	NA	5
80000	8000	10	10	107	33787	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	6	6	5	5	5	5	5	5	3	6
80000	8000	10	11	108	33789	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	5	3	5	5	5	3	5	5	3	5
80000	8000	10	12	109	33790	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	3	5
80000	8000	10	13	110	33791	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	4	5	5	5	3	3	5	5	3	5
80000	8000	10	14	111	33792	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	5	5	6	3	6
80000	8000	10	15	112	33797	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	3	5	5	3	5
80000	8000	10	16	113	33798	1202	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	5	6	6	6	3	6
80000	8000	10	17	114	33800	1202	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	6	6
80000	8000	11	1	116	33877	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	6	6	3	7	6	3	5
80000	8000	11	2	117	33879	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	7	5	4	7	4	3	NA
80000	8000	11	3	118	33881	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	5	5	4	3	5
80000	8000	11	4	119	33886	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	3	NA
80000	8000	11	5	120	33888	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	4	6	5	3	6
80000	8000	11	6	121	33891	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	5	6	5	3	5	5	3	6
80000	8000	11	7	122	33895	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	4	5	5	5	6	3	6
80000	8000	11	8	123	33900	1206	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	4	3	5	3	NA
80000	8000	12	1	125	33984	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3
80000	8000	12	2	126	33985	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	NA	3	3	5
80000	8000	12	3	127	33988	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	5	3	4	4	NA	4	3	3
80000	8000	12	4	128	33991	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	5	5	3	NA	4	3	3
80000	8000	12	5	129	33992	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	3	NA	3	3	5
80000	8000	12	6	130	33993	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	NA	5	3	5
80000	8000	12	7	131	33994	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	NA	3	3	5
80000	8000	12	8	132	34000	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	NA	3	3	3
80000	8000	12	9	133	34001	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	NA	3	3	3
80000	8000	12	10	134	34002	1210	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	NA	3	3	3
80000	8000	12	11	135	34003	1210	1	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	4	NA	5	3	5
80000	8000	13	1	137	34089	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3
80000	8000	13	2	138	34090	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	4	3	3	4
80000	8000	13	3	139	34091	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	7	5	6	6	5	3	5
80000	8000	13	4	140	34092	1214	1	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	3	5	5
80000	8000	13	5	141	34096	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	3	5	5	3	5
80000	8000	13	6	142	34097	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	5	5	5	5	5	3	5	5	3	4
80000	8000	13	7	143	34099	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	5	5	3	5
80000	8000	13	8	144	34100	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	4	5	5	5	4	5	4	3	5
80000	8000	13	9	145	34102	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	5	5	5	6	6	3	6	5	3	5
80000	8000	13	10	146	34109	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	6	5	3	3	4	3	5
80000	8000	13	11	147	34111	1214	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	5	3	4	5	4	3	4
80000	8000	14	1	149	34206	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	4	5	5	5	5	3	5	5	3	5
80000	8000	14	2	150	34211	1218	1	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	5	6	5	3	5	5	3	5
80000	8000	14	3	151	34213	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	6	6	3	3	5	3	4
80000	8000	14	4	152	34215	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	3	5	3	5
80000	8000	14	5	153	34218	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	5	6	5	5	5	3	5	4	3	5
80000	8000	14	6	154	34221	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3
80000	8000	14	7	155	34223	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	5	3	5	3	5	3	3	3
80000	8000	14	8	156	34225	1218	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	5	5	5	3	5	5	5	5	3	5
80000	8000	15	1	158	34318	1222	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	5	5	3	5	5	3	5
80000	8000	15	2	159	34319	1222	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	4	5	5	3	5
80000	8000	15	3	160	34323	1222	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4	4	3	4	3	3	4
80000	8000	15	4	161	34325	1222	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	5	7	5	3	5	5	3	6
80000	8000	15	5	162	34327	1222	1	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	6	6	7	5	3	6	4	3	5
80000	8000	16	1	164	34432	1226	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	NA	3	3	3	3	3	5	7	7	7	5	3	7	6	3	NA
80000	8000	16	2	165	34433	1226	1	3	3	3	3	3	NA	3	3	3	5	3	3	3	3	5	3	3	3	3	3	3	5	7	7	7	6	7	6	7	3	6
80000	8000	16	3	166	34440	1226	1	3	3	6	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	6	7	7	6	3	7	6	3	5
80000	8000	16	4	167	34443	1226	1	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	3	3	3	3	3	3	3
80000	8000	16	5	168	34444	1226	1	3	3	3	3	3	5	3	3	3	5	3	3	3	3	4	3	3	3	3	3	3	4	7	7	7	6	5	7	5	3	7
80000	8000	17	1	170	34531	1230	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	3	5	3	3	4
80000	8000	17	2	171	34532	1230	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	4	3	5	5	3	3	3	4	3	3
80000	8000	17	3	172	34538	1230	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	6	6	6	5	3	6	3	3	6
80000	8000	17	4	173	34539	1230	1	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	7	6	6	4	3	6	3	3	5
80000	8000	17	5	174	34545	1230	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	4	6	6	5	4	4	3	3	3	5
80000	8000	17	6	175	34549	1230	1	3	3	3	3	3	3	3	3	NA	3	3	3	NA	3	3	3	3	3	3	3	3	6	5	6	7	6	3	3	3	3	6
80000	8000	18	1	177	7022	1234	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	3	6
80000	8000	18	2	178	7024	1234	1	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	5	3	5	5	5	5	5	5	3	6
80000	8000	18	3	179	7031	1234	1	4	3	5	3	3	3	NA	3	3	4	3	3	3	3	3	3	3	3	3	4	3	5	6	6	5	6	5	5	6	3	6
80000	8000	18	4	180	7036	1234	1	3	3	3	3	3	3	3	3	3	3	3	NA	3	3	3	4	3	3	3	3	3	3	6	6	3	3	3	3	3	3	3
80000	8000	19	1	182	7183	1242	1	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	5	3	4	3	3	3	3	5
80000	8000	19	2	183	7184	1242	1	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4
80000	8000	19	3	184	7185	1242	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	5
80000	8000	19	4	185	7186	1242	1	3	3	3	3	NA	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
80000	8000	19	5	186	7188	1242	1	3	3	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	3	3	3	3	5	6	6	5	5	5	5	3	5
