id	day	beep	date	hour	minute	start_date	first_beep	optimistic_setback	talkative	difficulty_starting	sad	curious	persistent	worries	inventive	starts_arguments	depressed	less_active	assumes_best	relaxed	rarely_excited	fascinated_art	assertive	careless	finds_fault	controls_emotions	values_beauty	moody	messy	others_charge	poetry_boring	compassionate	neat_tidy	enthusiastic	reliable	rude	tense	little_creativity	energetic	quiet	original	dependable	lazy	deep_thinker	forgiving	helpful	emotionally_stable	polite	difficulty_imagining	little_sympathy	dominant	influence_hard	efficient	outgoing	secure_comfortable	avoids_intellectual	disorganized	few_artistic	suspicious	respectful	systematic	little_abstract	rarely_anxious	temperamental	shy	cold	irresponsible	mating	positivity	intellect	negativity	adversity	sociality	duty	deception	guilty	attentive	angry	content	goal_directed	happy	afraid	proud	excited	purposeful	in_class	late	sick	procrastinating	lost_something	bored_schoolwork	excited_schoolwork	music	anxious_schoolwork	studying	argument_family	argument_friend	internet	tired	forgot_something	interacted_family	tv	lonely	interacted_friend	sleeping
103	3	3	2019-03-30	18	1	2019-03-27	10	NA	NA	NA	3	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	3	NA	NA	NA	4	NA	4	3	2	NA	NA	NA	NA	NA	NA	NA	NA	1	2	3	2	2	3	3	1	2	4	3	4	4	1	2	2	3	4	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0
103	3	4	2019-03-30	22	1	2019-03-27	10	3	4	NA	2	NA	NA	2	NA	2	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	1	1	3	3	1	2	4	2	4	4	4	2	3	4	4	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0
103	4	1	2019-03-31	10	1	2019-03-27	10	NA	NA	NA	3	NA	NA	3	NA	2	NA	NA	NA	4	2	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	2	NA	NA	NA	NA	NA	1	3	2	2	2	1	3	2	4	3	2	4	3	4	2	3	3	3	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0
103	4	2	2019-03-31	14	6	2019-03-27	10	NA	4	NA	2	4	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	3	3	2	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	1	3	2	1	3	3	1	2	4	2	4	4	4	2	4	3	4	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
103	4	3	2019-03-31	18	0	2019-03-27	10	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	2	NA	3	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	3	2	1	1	3	3	1	2	4	2	4	3	4	2	3	4	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
103	4	4	2019-03-31	22	10	2019-03-27	10	NA	4	NA	2	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	NA	NA	NA	NA	NA	2	NA	NA	4	NA	2	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	1	1	3	3	1	1	4	3	3	4	3	2	3	3	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0
103	5	1	2019-04-01	10	2	2019-03-27	10	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	2	NA	NA	3	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	NA	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	3	1	2	1	2	3	1	2	4	2	4	4	4	3	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	5	2	2019-04-01	14	29	2019-03-27	10	NA	NA	NA	2	NA	3	2	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3	NA	2	2	NA	1	3	3	2	1	3	3	1	2	4	2	4	3	4	2	4	4	4	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
103	5	3	2019-04-01	18	13	2019-03-27	10	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	2	1	3	2	1	2	3	3	2	2	5	2	5	3	5	2	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
103	5	4	2019-04-01	22	3	2019-03-27	10	4	4	NA	2	NA	3	2	NA	NA	NA	NA	4	NA	NA	4	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	2	2	2	1	3	3	1	2	4	2	4	4	4	2	3	3	4	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0
103	14	1	2019-04-10	10	1	2019-03-27	10	3	NA	NA	2	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	4	NA	NA	4	2	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	3	1	1	3	3	1	2	4	2	4	4	4	3	4	4	4	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
103	14	2	2019-04-10	14	41	2019-03-27	10	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	2	4	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	2	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	4	NA	NA	NA	NA	NA	3	1	1	3	1	1	3	3	1	2	4	2	4	4	4	3	4	4	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
103	14	3	2019-04-10	18	4	2019-03-27	10	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	4	4	NA	NA	4	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	2	NA	NA	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	3	3	1	1	3	3	1	2	4	2	4	4	4	2	4	4	4	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
103	14	4	2019-04-10	22	1	2019-03-27	10	NA	NA	NA	2	NA	NA	4	NA	NA	NA	NA	NA	3	NA	4	4	NA	NA	NA	NA	NA	3	3	NA	3	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	3	2	2	1	3	3	1	2	3	2	4	4	3	2	3	4	4	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	0
103	15	1	2019-04-11	10	1	2019-03-27	10	NA	3	NA	3	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	NA	4	NA	2	NA	NA	NA	NA	NA	2	NA	NA	4	NA	1	3	3	2	1	3	3	2	3	4	4	3	4	3	2	1	1	4	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
103	15	2	2019-04-11	14	31	2019-03-27	10	NA	NA	NA	2	NA	NA	2	NA	NA	NA	3	NA	NA	2	4	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	1	3	3	1	1	3	3	1	2	4	2	4	3	4	2	4	4	4	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0
103	15	3	2019-04-11	18	2	2019-03-27	10	NA	NA	3	2	NA	NA	2	3	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	3	NA	NA	1	3	2	2	1	2	3	1	2	4	2	5	4	4	2	4	4	4	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
103	15	4	2019-04-11	22	20	2019-03-27	10	3	NA	NA	2	NA	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	NA	3	NA	NA	NA	NA	4	3	NA	NA	NA	NA	4	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	3	3	3	1	2	3	1	2	4	4	4	4	3	3	3	2	3	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0
103	16	1	2019-04-12	10	1	2019-03-27	10	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	2	4	NA	4	NA	NA	NA	3	3	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	4	NA	2	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	1	1	3	3	1	2	4	2	4	3	4	2	4	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
103	16	2	2019-04-12	14	16	2019-03-27	10	NA	NA	2	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA	4	NA	NA	3	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	1	3	2	2	1	2	3	1	2	4	2	4	4	4	2	3	4	4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
103	16	3	2019-04-12	18	15	2019-03-27	10	3	NA	NA	2	NA	NA	3	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	4	NA	NA	4	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	1	1	1	2	3	1	2	3	2	4	5	4	2	4	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
103	16	4	2019-04-12	22	6	2019-03-27	10	NA	NA	NA	2	NA	NA	3	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	4	4	NA	NA	NA	NA	NA	4	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA	NA	NA	2	3	2	1	1	3	3	2	2	4	2	4	4	4	2	3	5	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
103	17	1	2019-04-13	10	2	2019-03-27	10	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	4	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	4	NA	NA	NA	NA	NA	NA	NA	3	3	1	1	1	3	3	1	2	4	2	5	3	5	2	1	3	4	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
103	17	2	2019-04-13	14	29	2019-03-27	10	NA	NA	4	2	NA	NA	3	3	NA	NA	4	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	3	2	1	1	2	3	1	2	4	2	4	4	4	2	3	3	4	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
103	17	3	2019-04-13	18	31	2019-03-27	10	NA	NA	NA	3	3	NA	4	NA	NA	NA	NA	NA	3	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	3	4	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	3	1	3	3	1	2	3	2	4	4	3	4	3	4	2	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0
103	17	4	2019-04-13	22	2	2019-03-27	10	NA	4	NA	2	4	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	2	NA	NA	1	3	1	3	1	3	3	2	2	4	2	4	4	4	2	3	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
103	6	1	2019-04-02	11	5	2019-03-27	10	NA	NA	NA	3	NA	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	NA	NA	NA	1	1	3	3	2	2	3	2	3	4	3	2	4	3	4	2	2	4	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0
103	6	2	2019-04-02	14	31	2019-03-27	10	NA	4	2	2	NA	NA	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	NA	NA	NA	NA	2	2	NA	NA	NA	NA	3	NA	NA	NA	NA	1	3	1	1	1	3	3	1	2	4	2	4	5	4	2	3	4	4	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0
103	6	3	2019-04-02	18	4	2019-03-27	10	3	NA	NA	2	NA	3	2	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	NA	4	NA	NA	4	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	3	3	2	1	2	3	2	2	4	2	4	4	4	2	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
103	6	4	2019-04-02	22	1	2019-03-27	10	3	NA	NA	2	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	4	4	NA	NA	NA	NA	NA	2	2	2	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	2	1	1	1	3	1	2	4	2	4	4	4	2	3	4	3	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
103	7	1	2019-04-03	10	7	2019-03-27	10	3	NA	NA	3	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	3	NA	4	NA	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	3	NA	2	NA	1	3	2	2	1	2	3	1	4	3	2	4	3	4	4	3	4	3	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
103	7	2	2019-04-03	14	22	2019-03-27	10	NA	NA	NA	2	NA	NA	3	NA	NA	NA	NA	3	4	NA	5	NA	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	3	3	1	2	3	2	1	2	5	2	4	3	4	2	4	3	3	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
103	7	3	2019-04-03	18	1	2019-03-27	10	NA	NA	NA	4	NA	NA	4	3	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	4	NA	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4	NA	NA	4	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	2	3	1	3	3	1	3	4	3	4	4	3	4	3	4	3	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
103	7	4	2019-04-03	22	24	2019-03-27	10	NA	NA	NA	2	NA	NA	4	NA	NA	3	4	NA	4	NA	NA	NA	4	NA	NA	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	3	3	2	1	2	3	1	2	4	2	4	4	4	2	4	3	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
103	8	1	2019-04-04	10	29	2019-03-27	10	NA	NA	NA	2	NA	NA	3	3	NA	NA	NA	4	1	NA	NA	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	NA	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	2	1	1	1	2	2	1	2	3	2	3	4	4	2	3	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
103	8	2	2019-04-04	14	35	2019-03-27	10	NA	NA	4	2	NA	NA	2	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	1	3	3	2	1	3	3	1	2	2	2	3	4	4	2	3	4	4	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0
103	8	3	2019-04-04	18	5	2019-03-27	10	3	NA	NA	4	NA	3	3	NA	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	3	NA	NA	NA	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	1	3	1	1	3	1	4	2	3	3	3	1	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
103	8	4	2019-04-04	23	10	2019-03-27	10	NA	NA	4	2	NA	NA	2	3	3	NA	2	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	2	NA	2	2	NA	1	3	1	1	1	3	2	1	2	4	2	4	3	4	2	3	4	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
