id	start_time	last_update	day	date	sleep_quality	school_new_material	school_work_today	difficulty_school_work	volume_school_work	school_work_hours	school_work_minutes	school_work_comprehensible	school_work_independent	school_work_needed_support	school_work_joy	school_work_effort	time_with_child_hours	time_with_child_minutes	parenting_fun	parenting_talked_worries	parenting_assert_difficult	parenting_drained_energy	parenting_disagreements	parenting_child_decide	parenting_child_liked	parenting_told_what_to_do	parenting_explained_why	parenting_explained_why_not	child_happy	child_afraid	child_sad	child_balanced	child_exhausted	child_cheerful	child_worried	child_lively	child_angry	child_relaxed	activities_total	activity_work	activity_work_hours	activity_household	activity_household_hours	activity_learning_with_child	activity_learning_hours	activity_playing_with_child	activity_playing_hours	activity_communicating_friends	activity_communicating_hours	activity_walking	activity_walking_hours	activity_sports	activity_sports_hours	activity_shopping	activity_shopping_hours	activity_gardening	activity_gardening_hours	activity_praying_meditating	activity_praying_hours	activity_media	activity_media_hours	activity_reading_me_time	activity_reading_hours	activity_other	activity_other_hours	time_outside_hours	time_outside_minutes	stressor_argument	stressor_friend_relative	stressor_health	stressor_work	stressor_household	stressor_leisure	stressor_financial	stressor_other	contact_with_caring_people	excluded_ostracized	failure	things_own_way	completed_difficult_project	true_self	close_connected	mastered_hard_challenges	strong_sense_intimacy	pressure	people_telling_me	unappreciated	disagreements_conflicts	even_hard_things	things_against_will	did_something_stupid	struggled_doing_something	doing_what_interests_me	parent_happy	parent_afraid	parent_sad	parent_balanced	parent_exhausted	parent_cheerful	parent_worried	parent_lively	parent_angry	parent_relaxed	worry_many_things	worry_bothered	worry_might_happen	worry_cant_get_out_head	worry_wrapped_up	mindfulness_open_to_happening	mindfulness_inappropriate	mindfulness_present_moment	mindfulness_could_act_better	corona_info_update	corona_talk_friends_family	corona_social_media_check	corona_social_media_create	corona_thinking_about	corona_worries	corona_acceptance	beep
zJGlZN8o6pWREJe	2020-04-01T20:07:58Z	2020-04-01T20:18:53Z	1	2020-04-01	6	NA	1	4	4	3	0	5	6	5	4	4	2	0	5	4	1	1	2	5	5	4	7	1	5	2	2	6	2	7	2	7	2	5	7	TRUE	5	TRUE	1	TRUE	1	FALSE	0	TRUE	1	TRUE	1	FALSE	0	TRUE	2	FALSE	0	FALSE	0	TRUE	1	FALSE	0	FALSE	0	3	30	0	0	0	0	0	0	0	0	7	1	2	5	5	5	7	1	7	1	1	1	3	7	1	1	1	6	5	2	1	5	1	5	7	5	1	4	7	1	7	1	2	6	2	5	7	5	5	2	1	5	7	7	1
zJGlZN8o6pWREJe	2020-04-02T19:17:11Z	2020-04-02T19:25:18Z	2	2020-04-02	6	NA	1	4	4	3	0	6	7	1	5	2	2	0	4	4	1	5	7	7	5	1	1	1	5	2	2	6	2	6	2	6	1	6	6	TRUE	8	TRUE	1	TRUE	1	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	FALSE	0	FALSE	0	0	45	1	0	0	0	1	0	0	0	5	4	1	5	4	4	5	4	6	2	5	5	7	4	1	6	5	5	4	2	3	2	1	3	7	4	7	4	5	1	7	1	2	3	6	4	7	5	5	1	1	7	7	7	1
zJGlZN8o6pWREJe	2020-04-03T19:45:45Z	2020-04-03T19:52:48Z	3	2020-04-03	7	NA	1	5	2	1	0	7	6	1	6	2	4	0	7	4	1	1	1	6	6	3	5	1	7	1	1	6	1	7	1	6	1	6	5	TRUE	6	TRUE	1	FALSE	0	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	3	FALSE	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	7	1	1	7	4	4	7	4	7	4	4	4	4	6	1	1	1	5	6	2	1	6	1	7	7	6	1	6	5	2	6	1	1	7	1	6	2	5	5	1	1	4	7	6	1
zJGlZN8o6pWREJe	2020-04-04T19:59:07Z	2020-04-04T20:03:34Z	4	2020-04-04	6	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	7	5	1	1	1	7	7	1	1	1	7	1	1	7	1	7	2	7	1	7	0	FALSE	0	TRUE	1	FALSE	0	TRUE	2	TRUE	2	TRUE	2	FALSE	0	TRUE	3	FALSE	0	FALSE	0	TRUE	3	FALSE	0	FALSE	0	5	0	0	1	0	0	0	0	0	0	7	1	1	7	1	6	7	1	7	1	1	1	1	7	1	1	1	6	7	1	2	5	1	6	7	5	1	6	5	1	7	1	4	5	3	5	1	5	4	1	1	7	7	7	1
zJGlZN8o6pWREJe	2020-04-05T20:00:18Z	2020-04-05T20:32:10Z	5	2020-04-05	7	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	7	5	1	1	1	7	7	1	5	5	7	3	1	7	1	7	1	7	1	6	0	FALSE	0	TRUE	2	FALSE	0	TRUE	3	TRUE	1	TRUE	2	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	TRUE	2	FALSE	0	6	0	0	0	0	0	0	0	0	0	7	1	1	7	1	5	7	1	7	1	1	1	1	6	1	1	1	7	6	2	1	6	1	6	7	5	1	6	5	1	7	1	2	7	5	6	1	4	4	1	1	5	7	7	1
zJGlZN8o6pWREJe	2020-04-06T19:01:52Z	2020-04-06T19:16:37Z	6	2020-04-06	5	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	4	4	1	1	1	7	7	1	4	1	7	2	1	6	4	7	2	7	2	5	0	TRUE	9	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	4	FALSE	0	FALSE	0	10	0	0	0	0	0	0	0	0	0	4	1	5	6	1	3	5	1	4	1	1	1	1	4	1	1	1	4	5	2	1	5	1	5	7	5	1	5	4	1	7	1	2	4	1	3	6	4	4	1	1	6	7	7	1
zJGlZN8o6pWREJe	2020-04-07T20:50:31Z	2020-04-07T20:53:16Z	7	2020-04-07	5	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	TRUE	8	TRUE	1	FALSE	0	FALSE	0	FALSE	0	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	TRUE	2	FALSE	0	FALSE	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	1	1	NA	NA	NA	1
zJGlZN8o6pWREJe	2020-04-08T19:14:06Z	2020-04-08T20:36:25Z	8	2020-04-08	6	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	1	1	NA	NA	NA	1
zJGlZN8o6pWREJe	2020-04-12T19:05:25Z	2020-04-12T19:05:35Z	12	2020-04-12	4	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
zJGlZN8o6pWREJe	2020-04-13T19:09:09Z	2020-04-13T19:13:25Z	13	2020-04-13	5	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	5	1	1	1	1	7	7	3	3	1	6	2	2	6	1	6	2	5	4	5	0	FALSE	0	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	4	TRUE	4	FALSE	0	0	0	0	0	0	0	0	0	0	0	7	1	1	7	1	6	5	1	6	1	1	4	4	4	1	1	1	5	6	1	3	5	1	6	5	4	1	5	6	1	7	1	1	6	3	5	5	4	4	1	1	6	7	7	1
zJGlZN8o6pWREJe	2020-04-16T19:58:57Z	2020-04-16T20:47:01Z	16	2020-04-16	6	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	6	5	1	5	1	7	7	1	1	1	6	1	1	5	1	6	1	6	1	5	0	TRUE	10	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	3	FALSE	0	FALSE	0	12	0	0	0	0	0	0	0	0	0	5	1	5	5	1	5	7	1	4	1	2	1	1	5	1	1	1	5	6	1	1	5	1	6	7	6	1	6	7	1	7	1	1	3	1	3	4	4	3	1	1	5	7	6	1
zJGlZN8o6pWREJe	2020-04-17T20:34:10Z	2020-04-17T20:37:38Z	17	2020-04-17	5	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	5	7	1	1	1	7	7	1	1	1	7	1	1	6	1	7	1	7	1	5	0	TRUE	10	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	3	FALSE	0	FALSE	0	10	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	1	6	1	6	7	1	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1	1	NA	NA	NA	1
zJGlZN8o6pWREJe	2020-04-20T19:56:43Z	2020-04-20T20:02:06Z	20	2020-04-20	7	1	1	6	4	3	0	3	1	7	5	5	3	0	5	5	1	1	1	4	4	4	4	1	6	1	3	5	1	5	1	5	1	5	0	TRUE	8	TRUE	1	TRUE	2	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	3	FALSE	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	7	1	1	6	5	4	6	1	6	1	1	1	1	4	1	1	1	5	5	1	1	4	1	5	7	5	7	5	7	1	7	1	1	4	1	4	1	4	4	1	1	4	7	6	1
zJGlZN8o6pWREJe	2020-04-21T19:56:02Z	2020-04-21T20:00:31Z	21	2020-04-21	7	1	1	3	4	3	0	6	5	2	5	2	2	0	4	1	1	1	1	4	2	5	5	1	5	1	3	5	1	6	2	5	1	6	5	TRUE	8	TRUE	1	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	FALSE	0	TRUE	2	1	30	0	0	0	0	0	0	0	0	6	1	6	6	1	5	6	1	6	1	1	1	1	1	1	1	1	4	6	1	1	6	1	5	7	5	1	5	7	1	7	1	3	5	1	4	7	4	4	1	1	7	7	6	1
kUm9z6n2YIueN8e	2020-04-01T20:54:48Z	2020-04-01T21:05:09Z	1	2020-04-01	4	NA	1	6	4	4	0	5	5	2	4	4	6	30	6	3	2	2	2	3	2	4	5	2	6	2	2	6	2	6	2	6	3	6	12	TRUE	6	TRUE	1.5	TRUE	4.5	TRUE	0.5	TRUE	0.25	TRUE	0	TRUE	0	TRUE	0.25	TRUE	0	TRUE	0	TRUE	2	TRUE	0	FALSE	0	0	30	0	1	0	0	0	0	0	0	5	2	5	6	3	5	4	3	5	3	4	2	4	5	4	2	4	4	5	2	2	5	5	4	3	4	2	5	2	1	1	1	1	4	2	4	4	3	4	2	1	4	2	5	1
kUm9z6n2YIueN8e	2020-04-03T20:25:21Z	2020-04-03T20:56:00Z	3	2020-04-03	5	NA	1	NA	NA	5	0	6	6	4	5	2	1	30	5	5	4	5	6	4	5	4	5	3	6	2	3	6	2	6	2	6	4	5	12	TRUE	7	TRUE	0.5	TRUE	4	TRUE	0	TRUE	0	TRUE	0	TRUE	0	TRUE	0.25	TRUE	0	TRUE	0	TRUE	1	TRUE	0	FALSE	0	4	0	1	0	0	0	0	0	0	0	6	3	2	6	4	4	4	4	4	4	4	3	2	4	4	1	4	3	6	2	4	4	5	5	2	3	2	5	2	1	2	1	1	4	1	4	4	3	2	2	1	2	3	4	1
kUm9z6n2YIueN8e	2020-04-04T23:15:29Z	2020-04-04T23:22:42Z	4	2020-04-04	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0	5	4	1	1	1	6	6	2	1	4	6	4	4	6	5	6	1	6	3	6	4	FALSE	0	TRUE	0.75	FALSE	0	TRUE	0.25	TRUE	0.25	FALSE	0	FALSE	0	TRUE	1.5	FALSE	0	FALSE	0	TRUE	2	FALSE	0	FALSE	0	2	0	0	0	0	0	1	0	0	1	5	2	1	5	1	1	4	1	6	5	1	3	1	1	1	1	1	1	5	5	1	5	5	5	3	5	2	5	1	1	1	1	1	3	1	1	1	1	3	1	1	2	5	4	1
kUm9z6n2YIueN8e	2020-04-05T22:22:50Z	2020-04-05T22:36:22Z	5	2020-04-05	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	5	6	2	2	2	6	6	2	2	2	5	2	4	4	5	6	2	5	5	5	4	FALSE	0	TRUE	1.5	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	0.25	FALSE	0	TRUE	2	TRUE	2	FALSE	0	0	0	1	0	0	0	0	0	0	0	5	5	5	5	2	2	5	2	5	4	2	5	5	2	2	2	2	4	4	3	5	4	4	4	4	3	5	4	2	2	2	2	2	4	2	4	5	2	3	2	1	2	3	2	1
kUm9z6n2YIueN8e	2020-04-06T19:24:42Z	2020-04-06T19:32:46Z	6	2020-04-06	6	2	1	4	5	2	30	4	5	3	4	5	4	30	5	5	2	2	2	5	6	3	2	2	5	2	4	6	2	6	2	5	2	6	7	FALSE	0	TRUE	1	TRUE	2.5	TRUE	1	TRUE	0.25	FALSE	0	FALSE	0	TRUE	1.5	FALSE	0	FALSE	0	TRUE	0.5	TRUE	0.5	FALSE	0	1	45	0	0	0	0	0	0	0	0	4	1	1	5	1	2	5	1	5	1	1	1	1	1	1	1	1	1	5	2	2	6	3	5	2	5	1	6	1	1	1	1	1	4	1	5	1	1	2	1	1	1	1	4	1
kUm9z6n2YIueN8e	2020-04-07T22:08:35Z	2020-04-07T22:09:29Z	7	2020-04-07	3	2	1	4	5	2	30	5	5	5	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
kUm9z6n2YIueN8e	2020-04-13T20:13:40Z	2020-04-13T20:19:32Z	13	2020-04-13	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	30	5	2	4	2	2	5	5	3	2	2	5	2	2	4	2	4	2	4	2	5	5	FALSE	0	FALSE	0	FALSE	0	TRUE	1.5	TRUE	0.1	TRUE	0.3	TRUE	0.1	FALSE	0	FALSE	0	FALSE	0	TRUE	2	TRUE	1	FALSE	0	0	30	0	0	0	0	0	1	0	0	4	5	5	5	1	4	5	3	4	5	2	6	4	2	3	5	2	5	3	4	5	3	3	4	5	3	2	4	5	5	2	5	5	5	4	4	5	1	2	1	1	2	2	4	1
kUm9z6n2YIueN8e	2020-04-15T22:14:46Z	2020-04-15T22:24:03Z	15	2020-04-15	4	2	1	5	5	2	30	6	6	2	4	6	4	0	5	2	2	2	2	5	5	3	4	2	5	2	2	6	3	6	2	5	3	5	6	TRUE	6	TRUE	1	TRUE	2.5	FALSE	0	TRUE	0.1	FALSE	0	TRUE	0.25	FALSE	0	FALSE	0	FALSE	0	TRUE	3	TRUE	1	FALSE	0	1	0	0	0	0	0	0	0	0	0	2	3	1	4	1	1	1	1	1	1	1	6	2	1	1	1	1	1	5	2	2	5	2	6	3	5	2	5	2	2	2	2	2	2	2	2	3	2	1	4	2	2	2	1	1
mVCu7hajRFLJF2G	2020-04-01T22:02:18Z	2020-04-01T22:28:09Z	1	2020-04-01	5	NA	1	5	5	4	0	4	4	6	3	4	8	0	4	3	3	3	4	2	5	5	5	5	4	2	3	4	1	5	2	5	2	4	7	FALSE	0	TRUE	2	TRUE	4	TRUE	5	FALSE	0	TRUE	1	FALSE	0	TRUE	0.3	TRUE	1	FALSE	0	TRUE	2	FALSE	0	FALSE	0	1	0	1	0	0	0	1	0	1	0	6	1	1	3	1	2	4	1	1	5	5	1	1	5	5	2	3	1	3	6	4	2	7	3	6	3	4	1	7	4	5	3	3	3	6	4	7	2	3	3	3	4	7	7	1
mVCu7hajRFLJF2G	2020-04-02T20:56:41Z	2020-04-02T21:12:54Z	2	2020-04-02	7	NA	1	4	4	2	0	4	4	4	4	4	10	0	5	3	4	2	2	5	6	3	6	6	5	1	2	5	1	7	1	7	4	2	6	FALSE	0	FALSE	0	TRUE	2	TRUE	8	FALSE	0	TRUE	1	FALSE	0	TRUE	0.15	TRUE	4	FALSE	0	TRUE	0.3	FALSE	0	FALSE	0	1	0	0	0	0	0	0	0	1	0	4	4	4	4	4	4	4	4	4	1	5	1	1	4	1	1	1	1	5	4	2	4	5	5	5	3	3	3	4	1	4	1	1	4	1	4	2	1	1	1	1	5	5	4	1
mVCu7hajRFLJF2G	2020-04-05T20:41:25Z	2020-04-05T20:41:38Z	5	2020-04-05	7	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
mVCu7hajRFLJF2G	2020-04-10T20:12:23Z	2020-04-10T21:58:20Z	10	2020-04-10	5	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
mVCu7hajRFLJF2G	2020-04-13T21:12:04Z	2020-04-13T23:47:58Z	13	2020-04-13	4	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	0	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	6	2	2	FALSE	0	FALSE	0	FALSE	0	TRUE	12	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	NA	NA	1	1	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	6	3	2	3	3	3	3	1	5	2	7	3	4	4	2	3	5	5	1
dE5Yx7gjsshMlG9	2020-04-03T20:22:58Z	2020-04-03T20:33:16Z	2	2020-04-03	5	NA	1	4	5	1	30	6	6	2	5	4	9	0	6	4	2	4	2	6	7	3	2	2	5	1	1	6	2	6	1	5	3	4	6	TRUE	0.5	TRUE	2	TRUE	0.5	FALSE	0	FALSE	0	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	TRUE	1.5	TRUE	1	FALSE	0	0	30	0	0	0	0	0	0	0	0	2	1	2	3	1	7	4	2	6	1	1	1	1	3	1	1	1	4	4	1	3	5	4	4	1	2	1	4	1	1	3	1	1	7	1	6	2	4	3	4	1	7	6	3	1
dE5Yx7gjsshMlG9	2020-04-06T19:07:24Z	2020-04-06T19:15:58Z	5	2020-04-06	3	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	30	4	2	2	5	3	6	6	2	5	2	6	1	1	3	2	5	1	5	4	4	0	TRUE	0.5	TRUE	1	FALSE	0	TRUE	0.5	FALSE	0	TRUE	1.5	TRUE	0.5	FALSE	0	TRUE	0.5	TRUE	0.5	TRUE	0.5	TRUE	1	FALSE	0	1	30	1	0	0	0	0	0	0	0	2	1	2	7	2	7	2	1	4	1	1	5	1	2	1	1	2	4	4	1	2	4	6	4	1	2	1	3	1	1	1	1	1	5	2	6	5	3	2	2	1	6	2	4	1
dE5Yx7gjsshMlG9	2020-04-09T19:33:39Z	2020-04-09T19:33:56Z	8	2020-04-09	6	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KlEYC7OLnz4c5jh	2020-04-03T02:36:51Z	2020-04-03T02:43:30Z	1	2020-04-02	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	4	7	4	4	4	6	6	5	7	6	4	4	4	4	4	4	4	4	4	4	6	FALSE	0	TRUE	5	TRUE	5	TRUE	2	FALSE	0	TRUE	2	TRUE	2	TRUE	2	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	4	0	0	0	1	0	0	0	0	0	7	4	4	4	4	4	6	5	7	3	2	5	5	5	2	1	1	7	4	4	4	4	4	4	4	2	4	2	5	4	5	5	5	5	5	4	7	3	4	4	3	4	4	4	1
KlEYC7OLnz4c5jh	2020-04-03T23:36:08Z	2020-04-03T23:45:42Z	2	2020-04-03	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	5	7	1	2	1	4	4	6	6	6	5	2	1	5	2	6	2	5	1	6	5	FALSE	0	TRUE	8	TRUE	5	TRUE	1	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	1	0	0	0	1	0	0	0	1	1	4	2	4	4	6	5	6	6	6	3	3	2	2	5	4	1	1	6	4	5	4	4	5	5	5	3	1	4	4	3	6	4	6	5	5	4	6	3	3	1	1	4	6	6	1
KlEYC7OLnz4c5jh	2020-04-04T23:07:32Z	2020-04-04T23:18:08Z	3	2020-04-04	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	7	6	3	1	4	6	6	3	3	3	5	2	2	5	2	5	2	6	1	6	5	FALSE	0	TRUE	3	FALSE	0	TRUE	6	TRUE	2	TRUE	4	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	FALSE	0	4	0	0	0	0	0	0	0	1	0	6	4	2	6	2	5	6	4	6	4	4	5	2	4	2	1	1	7	6	4	1	6	1	6	4	4	1	4	4	4	4	4	3	6	4	6	5	2	2	1	1	2	2	6	1
KlEYC7OLnz4c5jh	2020-04-05T22:00:24Z	2020-04-07T18:50:48Z	4	2020-04-05	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	0	5	5	4	NA	1	NA	4	4	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
T8krFzTxFWVSYLC	2020-04-01T23:23:52Z	2020-04-01T23:35:01Z	1	2020-04-01	6	NA	1	4	6	6	0	4	6	1	4	7	3	0	6	7	1	1	1	7	7	1	1	1	4	2	2	6	4	5	3	4	1	4	7	TRUE	5	TRUE	2	TRUE	1	FALSE	0	TRUE	0.3	TRUE	0.5	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	2	TRUE	1	FALSE	0	0	30	0	0	0	0	0	0	0	0	4	2	2	5	2	4	7	2	7	1	1	1	1	4	1	1	1	5	5	2	2	5	2	5	2	2	1	6	4	1	2	1	1	7	2	6	1	4	3	4	1	6	3	7	1
T8krFzTxFWVSYLC	2020-04-05T19:14:23Z	2020-04-05T19:21:30Z	5	2020-04-05	6	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	30	1	1	1	1	1	7	7	1	1	1	6	1	1	7	1	7	1	7	1	7	4	FALSE	0	TRUE	1	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	FALSE	0	TRUE	8	FALSE	0	TRUE	1	TRUE	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	4	1	1	7	7	6	7	7	7	1	1	1	1	7	1	1	1	7	6	2	1	6	2	6	2	6	1	6	1	1	1	1	1	7	1	7	3	2	1	2	1	1	1	7	1
lWnAzWS6clTp12e	2020-03-30T20:29:10Z	2020-03-30T20:42:22Z	1	2020-03-30	5	NA	1	3	4	3	0	7	7	4	5	3	6	0	4	2	1	1	1	4	5	3	1	1	5	2	2	5	2	5	2	4	1	4	6	TRUE	4	TRUE	3	TRUE	1	FALSE	0	TRUE	0.5	FALSE	0	FALSE	0	TRUE	0.5	FALSE	0	FALSE	0	TRUE	1	FALSE	0	FALSE	0	5	0	0	0	0	0	0	0	0	0	3	1	1	4	7	2	5	1	5	1	1	1	1	5	1	1	1	2	4	1	1	4	3	4	1	4	1	4	1	1	1	1	1	5	1	4	2	2	2	3	1	2	1	6	1
