id	treatment	week	burden_high	day	compliance	form	missing	well	awake	relaxed	good	rested	pleased	calm	happy	report_easy	report_sure	assertive	organized	talkative	persistent	outgoing	study_burden	study_interfere	study_annoy	beep	rt_mdbf5_8	rt_pers1_3	rt_pers4_5
AAEJD	3-9	1	0	1	1	Form_3MZP	NA	3	4	3	4	4	3	6	4	3	3	NA	2	5	3	NA	NA	NA	NA	NA	44419	43689	14266
AAEJD	3-9	1	0	1	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	1	0	1	1	Form_abends	NA	5	3	5	6	4	5	5	5	5	6	NA	4	5	4	NA	1	2	1	NA	15617	22086	37852
AAEJD	3-9	1	0	2	1	Form_3MZP	NA	4	5	3	5	5	5	5	6	4	5	5	NA	5	NA	5	NA	NA	NA	NA	15616	29724	19778
AAEJD	3-9	1	0	2	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	1	0	2	1	Form_abends	NA	5	3	5	5	4	5	6	5	5	5	NA	NA	4	NA	NA	3	2	2	NA	20157	42907	13335
AAEJD	3-9	1	0	3	1	Form_3MZP	NA	4	5	3	5	5	4	4	4	5	5	5	6	4	6	4	NA	NA	NA	NA	20785	19214	14440
AAEJD	3-9	1	0	3	1	Form_3MZP	NA	4	4	3	4	3	4	5	4	5	5	5	6	NA	6	3	NA	NA	NA	NA	11425	17954	9841
AAEJD	3-9	1	0	3	1	Form_abends	NA	5	2	6	5	3	5	6	5	6	5	NA	NA	5	2	NA	2	3	3	NA	16655	11775	8241
AAEJD	3-9	1	0	4	1	Form_3MZP	NA	2	2	3	3	3	3	5	3	5	5	NA	3	3	NA	3	NA	NA	NA	NA	11283	26473	39030
AAEJD	3-9	1	0	4	1	Form_3MZP	NA	5	3	4	5	4	3	5	4	5	3	NA	3	NA	4	NA	NA	NA	NA	NA	10322	15111	7807
AAEJD	3-9	1	0	4	1	Form_abends	NA	6	4	3	5	4	5	5	5	5	5	NA	4	4	3	NA	2	3	2	NA	7432	17856	6576
AAEJD	3-9	1	0	5	1	Form_3MZP	NA	5	3	5	5	3	5	6	5	5	5	NA	4	4	4	NA	NA	NA	NA	NA	10633	16765	6929
AAEJD	3-9	1	0	5	1	Form_3MZP	NA	5	3	3	5	4	5	6	5	6	6	5	NA	6	3	5	NA	NA	NA	NA	14128	23644	10892
AAEJD	3-9	1	0	5	1	Form_abends	NA	4	2	3	4	4	4	4	5	4	4	NA	4	4	5	NA	2	2	2	NA	53964	12726	9993
AAEJD	3-9	1	0	6	1	Form_3MZP	NA	5	4	6	5	5	5	6	5	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	10225	9170	5897
AAEJD	3-9	1	0	6	1	Form_3MZP	NA	5	5	5	5	5	5	5	5	6	6	NA	3	3	3	NA	NA	NA	NA	NA	7589	21635	9593
AAEJD	3-9	1	0	6	1	Form_abends	NA	5	3	6	5	5	5	6	5	5	5	NA	5	3	3	NA	2	2	1	NA	16477	42298	43014
AAEJD	3-9	1	0	7	1	Form_3MZP	NA	3	5	4	4	5	3	5	4	5	6	NA	2	NA	3	NA	NA	NA	NA	NA	7728	16351	9584
AAEJD	3-9	1	0	7	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	1	0	7	1	Form_abends	NA	5	2	4	5	4	5	5	5	5	6	NA	4	4	5	NA	3	3	2	NA	18051	44228	12412
AAEJD	3-9	2	1	8	1	Form_3MZP	NA	2	2	5	4	2	3	5	4	5	6	NA	2	NA	4	NA	NA	NA	NA	NA	10382	38623	13741
AAEJD	3-9	2	1	8	1	Form_alle	NA	5	3	4	4	3	4	5	4	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	12255	9981	9722
AAEJD	3-9	2	1	8	1	Form_alle	NA	4	3	3	4	3	3	5	4	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	9412	9726	6795
AAEJD	3-9	2	1	8	1	Form_alle	NA	3	3	3	4	3	4	5	4	NA	NA	NA	3	NA	4	NA	NA	NA	NA	NA	14107	7516	10589
AAEJD	3-9	2	1	8	1	Form_3MZP	NA	5	3	4	4	3	4	5	4	5	6	4	4	4	NA	5	NA	NA	NA	NA	10598	22248	9574
AAEJD	3-9	2	1	8	1	Form_alle	NA	5	3	4	5	3	4	5	4	NA	NA	NA	4	4	5	NA	NA	NA	NA	NA	11667	8688	8563
AAEJD	3-9	2	1	8	1	Form_alle	NA	5	3	5	5	3	4	5	5	NA	NA	NA	4	5	5	NA	NA	NA	NA	NA	13284	16774	6837
AAEJD	3-9	2	1	8	1	Form_alle	NA	3	3	4	4	3	4	5	4	NA	NA	NA	5	3	5	NA	NA	NA	NA	NA	11307	23479	14867
AAEJD	3-9	2	1	8	1	Form_abends	NA	3	3	3	4	3	4	3	4	4	5	NA	4	5	6	NA	3	3	3	NA	18651	10846	22834
AAEJD	3-9	2	1	9	1	Form_3MZP	NA	5	5	5	5	5	5	5	5	6	6	NA	NA	NA	NA	5	NA	NA	NA	NA	7717	36870	9683
AAEJD	3-9	2	1	9	1	Form_alle	NA	5	5	6	6	5	6	6	5	NA	NA	NA	NA	6	NA	6	NA	NA	NA	NA	9107	14364	22269
AAEJD	3-9	2	1	9	1	Form_alle	NA	6	5	5	5	5	6	5	5	NA	NA	5	NA	5	NA	6	NA	NA	NA	NA	14684	25324	4626
AAEJD	3-9	2	1	9	1	Form_alle	NA	4	5	5	5	5	5	5	5	NA	NA	NA	5	NA	5	NA	NA	NA	NA	NA	8978	39111	7962
AAEJD	3-9	2	1	9	1	Form_3MZP	NA	4	2	5	5	2	4	5	4	4	4	NA	NA	NA	1	NA	NA	NA	NA	NA	11818	9632	8247
AAEJD	3-9	2	1	9	1	Form_alle	NA	4	4	3	5	4	4	4	5	NA	NA	NA	4	NA	4	NA	NA	NA	NA	NA	15354	10312	14926
AAEJD	3-9	2	1	9	1	Form_alle	NA	4	5	3	5	4	5	4	5	NA	NA	NA	5	NA	6	NA	NA	NA	NA	NA	17599	12980	6446
AAEJD	3-9	2	1	9	1	Form_alle	NA	3	3	4	4	3	4	5	5	NA	NA	NA	4	3	4	NA	NA	NA	NA	NA	8313	22313	5448
AAEJD	3-9	2	1	9	1	Form_abends	NA	5	3	5	6	4	5	5	5	6	6	NA	6	4	6	NA	2	2	3	NA	11250	8893	13895
AAEJD	3-9	2	1	10	1	Form_3MZP	NA	3	3	4	4	3	4	5	4	5	5	5	NA	NA	NA	NA	NA	NA	NA	NA	7807	15733	4790
AAEJD	3-9	2	1	10	1	Form_alle	NA	4	4	3	4	4	4	5	4	NA	NA	NA	3	2	3	NA	NA	NA	NA	NA	11258	13118	12787
AAEJD	3-9	2	1	10	1	Form_alle	NA	3	3	3	4	4	3	4	4	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	14910	20569	15059
AAEJD	3-9	2	1	10	1	Form_alle	NA	4	3	4	5	4	4	5	4	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	14435	34907	17888
AAEJD	3-9	2	1	10	1	Form_3MZP	NA	4	3	3	4	3	4	3	4	4	4	4	NA	4	NA	4	NA	NA	NA	NA	10081	9933	6798
AAEJD	3-9	2	1	10	1	Form_alle	NA	5	4	4	5	3	4	5	4	NA	NA	NA	5	3	5	NA	NA	NA	NA	NA	14689	19921	25365
AAEJD	3-9	2	1	10	1	Form_alle	NA	5	4	4	5	4	5	5	4	NA	NA	NA	6	NA	6	NA	NA	NA	NA	NA	43052	28414	12526
AAEJD	3-9	2	1	10	1	Form_alle	NA	4	3	4	4	3	4	4	4	NA	NA	NA	5	NA	6	NA	NA	NA	NA	NA	9590	16822	8564
AAEJD	3-9	2	1	10	1	Form_abends	NA	5	3	5	4	3	4	5	4	5	5	NA	5	2	6	NA	3	3	3	NA	10047	38509	38518
AAEJD	3-9	2	1	11	1	Form_3MZP	NA	4	4	3	5	5	4	5	4	5	5	NA	4	2	NA	NA	NA	NA	NA	NA	14990	20343	6965
AAEJD	3-9	2	1	11	1	Form_alle	NA	5	4	3	5	4	4	5	4	NA	NA	NA	6	NA	6	NA	NA	NA	NA	NA	35851	19567	12679
AAEJD	3-9	2	1	11	1	Form_alle	NA	4	4	3	5	4	4	4	4	NA	NA	NA	5	1	NA	NA	NA	NA	NA	NA	7687	65264	16037
AAEJD	3-9	2	1	11	1	Form_alle	NA	4	3	4	5	3	4	5	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	26013	28799	15265
AAEJD	3-9	2	1	11	1	Form_3MZP	NA	4	3	3	4	3	4	4	4	5	5	6	NA	3	NA	6	NA	NA	NA	NA	14424	24960	10387
AAEJD	3-9	2	1	11	1	Form_alle	NA	3	3	3	3	3	4	4	4	NA	NA	5	6	4	6	NA	NA	NA	NA	NA	10040	16685	8381
AAEJD	3-9	2	1	11	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	2	1	11	1	Form_alle	NA	2	2	4	3	3	4	5	3	NA	NA	NA	6	NA	6	NA	NA	NA	NA	NA	10691	16359	7085
AAEJD	3-9	2	1	11	1	Form_abends	NA	5	3	5	5	3	5	5	5	6	6	NA	4	3	4	NA	2	3	4	NA	18438	37045	7644
AAEJD	3-9	2	1	12	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	2	1	12	1	Form_alle	NA	4	5	3	5	5	5	4	4	NA	NA	5	5	4	6	NA	NA	NA	NA	NA	9788	33294	6965
AAEJD	3-9	2	1	12	1	Form_alle	NA	4	5	3	5	5	5	4	5	NA	NA	5	6	6	5	6	NA	NA	NA	NA	9960	58850	32007
AAEJD	3-9	2	1	12	1	Form_alle	NA	4	4	3	5	4	4	3	4	NA	NA	NA	5	5	6	NA	NA	NA	NA	NA	81882	45024	4554
AAEJD	3-9	2	1	12	1	Form_3MZP	NA	5	5	3	5	4	5	4	5	5	5	6	6	5	6	NA	NA	NA	NA	NA	7951	18741	5614
AAEJD	3-9	2	1	12	1	Form_alle	NA	4	6	2	6	5	6	3	6	NA	NA	6	6	6	NA	NA	NA	NA	NA	NA	8326	27990	22110
AAEJD	3-9	2	1	12	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	2	1	12	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	2	1	12	1	Form_abends	NA	7	6	6	7	5	7	6	7	7	7	6	6	5	NA	6	3	4	3	NA	9509	12533	8551
AAEJD	3-9	2	1	13	1	Form_3MZP	NA	7	4	6	6	4	6	6	6	7	7	6	NA	4	NA	6	NA	NA	NA	NA	14596	34677	4561
AAEJD	3-9	2	1	13	1	Form_alle	NA	6	4	5	7	4	6	5	6	NA	NA	6	NA	6	NA	6	NA	NA	NA	NA	11091	12947	12360
AAEJD	3-9	2	1	13	1	Form_alle	NA	5	4	6	6	4	6	5	6	NA	NA	NA	NA	6	NA	5	NA	NA	NA	NA	7542	21287	26848
AAEJD	3-9	2	1	13	1	Form_alle	NA	5	4	5	6	4	5	5	5	NA	NA	5	NA	6	NA	NA	NA	NA	NA	NA	25349	78147	6540
AAEJD	3-9	2	1	13	1	Form_3MZP	NA	4	4	3	5	4	5	3	5	4	4	NA	NA	5	NA	NA	NA	NA	NA	NA	101298	11845	4388
AAEJD	3-9	2	1	13	1	Form_alle	NA	5	4	5	5	4	5	5	5	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	6630	9997	30550
AAEJD	3-9	2	1	13	1	Form_alle	NA	6	5	4	5	4	6	4	5	NA	NA	NA	NA	5	NA	6	NA	NA	NA	NA	109593	14316	125110
AAEJD	3-9	2	1	13	1	Form_alle	NA	4	4	3	5	4	4	3	5	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	14718	7990	33872
AAEJD	3-9	2	1	13	1	Form_abends	NA	4	3	4	4	3	5	4	5	4	4	NA	NA	6	NA	NA	4	3	4	NA	66613	11623	5701
AAEJD	3-9	2	1	14	1	Form_3MZP	NA	5	4	5	5	4	5	5	5	5	5	NA	4	5	5	NA	NA	NA	NA	NA	19539	14748	10146
AAEJD	3-9	2	1	14	1	Form_alle	NA	4	4	3	5	4	4	4	5	NA	NA	NA	3	4	3	NA	NA	NA	NA	NA	50103	181004	6253
AAEJD	3-9	2	1	14	1	Form_alle	NA	3	4	3	5	4	4	4	4	NA	NA	NA	3	4	3	NA	NA	NA	NA	NA	11633	15974	8212
AAEJD	3-9	2	1	14	1	Form_alle	NA	4	4	4	5	4	5	5	4	NA	NA	NA	4	4	4	NA	NA	NA	NA	NA	73939	26821	35218
AAEJD	3-9	2	1	14	1	Form_3MZP	NA	3	4	3	4	4	4	3	4	6	5	NA	5	5	5	NA	NA	NA	NA	NA	9858	16015	5716
AAEJD	3-9	2	1	14	1	Form_alle	NA	4	3	5	5	4	4	5	4	NA	NA	5	NA	2	NA	5	NA	NA	NA	NA	8293	10313	45123
AAEJD	3-9	2	1	14	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAEJD	3-9	2	1	14	1	Form_alle	NA	4	3	4	5	3	5	4	4	NA	NA	NA	5	5	5	NA	NA	NA	NA	NA	11483	11476	5192
AAEJD	3-9	2	1	14	1	Form_abends	NA	5	2	5	4	2	5	5	5	5	5	NA	NA	3	4	NA	3	2	3	NA	10032	12650	6309
AANLF	9-3	1	1	1	1	Form_3MZP	NA	4	6	2	4	3	4	5	4	5	5	NA	NA	1	1	NA	NA	NA	NA	NA	11702	21441	10671
AANLF	9-3	1	1	1	1	Form_alle	NA	5	5	2	5	3	6	6	4	NA	NA	NA	6	3	2	NA	NA	NA	NA	NA	14087	17002	10641
AANLF	9-3	1	1	1	1	Form_alle	NA	5	4	2	5	6	4	5	4	NA	NA	NA	5	4	2	NA	NA	NA	NA	NA	13367	16896	9338
AANLF	9-3	1	1	1	1	Form_alle	NA	5	5	2	5	5	4	5	4	NA	NA	NA	5	1	3	NA	NA	NA	NA	NA	11709	15734	12514
AANLF	9-3	1	1	1	1	Form_3MZP	NA	5	5	1	5	6	5	6	5	5	5	NA	NA	1	2	NA	NA	NA	NA	NA	13189	12553	9765
AANLF	9-3	1	1	1	1	Form_alle	NA	5	4	1	5	6	5	7	5	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	9489	16819	8015
AANLF	9-3	1	1	1	1	Form_alle	NA	5	5	1	5	4	5	6	5	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	26796	9807	6517
AANLF	9-3	1	1	1	1	Form_alle	NA	4	5	1	6	5	5	6	5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	12058	223	10420
AANLF	9-3	1	1	1	1	Form_abends	NA	5	3	5	6	4	5	6	5	3	5	NA	NA	2	1	NA	2	1	2	NA	11555	11934	5666
AANLF	9-3	1	1	2	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	2	1	Form_alle	NA	5	6	1	5	5	6	7	5	NA	NA	NA	4	2	5	NA	NA	NA	NA	NA	8237	11670	14112
AANLF	9-3	1	1	2	1	Form_alle	NA	5	4	1	5	5	6	6	5	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	8234	13447	4500
AANLF	9-3	1	1	2	1	Form_alle	NA	6	5	1	5	5	6	7	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	10495	8537	5578
AANLF	9-3	1	1	2	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	2	1	Form_alle	NA	5	5	1	5	6	5	6	5	NA	NA	2	NA	2	4	2	NA	NA	NA	NA	6943	14671	14746
AANLF	9-3	1	1	2	1	Form_alle	NA	5	4	2	5	4	5	6	5	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	11292	10758	5378
AANLF	9-3	1	1	2	1	Form_alle	NA	5	4	2	5	5	5	6	6	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	10517	10299	3963
AANLF	9-3	1	1	2	1	Form_abends	NA	5	3	1	6	3	5	6	6	5	4	NA	NA	2	1	NA	1	1	2	NA	10763	9929	3899
AANLF	9-3	1	1	3	1	Form_3MZP	NA	5	2	5	5	2	5	5	5	5	3	NA	NA	NA	1	NA	NA	NA	NA	NA	9291	8298	4618
AANLF	9-3	1	1	3	1	Form_alle	NA	5	3	6	5	4	5	6	5	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	8624	7310	4695
AANLF	9-3	1	1	3	1	Form_alle	NA	5	4	6	5	4	5	6	4	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	13954	11891	4128
AANLF	9-3	1	1	3	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	3	1	Form_3MZP	NA	5	5	6	5	6	5	6	5	5	2	NA	NA	3	2	NA	NA	NA	NA	NA	6237	8465	4563
AANLF	9-3	1	1	3	1	Form_alle	NA	5	6	6	5	6	5	6	5	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	10072	7920	4639
AANLF	9-3	1	1	3	1	Form_alle	NA	5	5	6	5	6	5	6	5	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	7908	15220	5301
AANLF	9-3	1	1	3	1	Form_alle	NA	6	5	6	5	6	5	6	5	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	6295	7447	4582
AANLF	9-3	1	1	3	1	Form_abends	NA	5	5	6	4	6	4	6	3	5	2	NA	NA	1	1	NA	2	2	2	NA	6546	6935	3984
AANLF	9-3	1	1	4	1	Form_3MZP	NA	5	1	5	5	1	4	6	4	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	23747	8064	5635
AANLF	9-3	1	1	4	1	Form_alle	NA	6	4	6	5	5	5	6	6	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	11498	7317	4998
AANLF	9-3	1	1	4	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	4	1	Form_alle	NA	6	6	5	6	5	6	6	6	NA	NA	5	NA	6	3	5	NA	NA	NA	NA	9289	10811	7213
AANLF	9-3	1	1	4	1	Form_3MZP	NA	6	6	6	6	6	6	6	6	5	2	5	NA	4	2	5	NA	NA	NA	NA	8503	13591	8409
AANLF	9-3	1	1	4	1	Form_alle	NA	5	6	6	6	6	5	6	6	NA	NA	3	NA	4	2	5	NA	NA	NA	NA	16451	16573	6158
AANLF	9-3	1	1	4	1	Form_alle	NA	5	5	6	5	5	4	6	5	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	9357	6508	8886
AANLF	9-3	1	1	4	1	Form_alle	NA	6	5	5	5	5	5	6	4	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	9614	10892	5708
AANLF	9-3	1	1	4	1	Form_abends	NA	5	5	6	5	5	5	6	5	5	3	NA	NA	3	1	NA	2	3	2	NA	8949	8020	4595
AANLF	9-3	1	1	5	1	Form_3MZP	NA	5	2	6	5	2	5	6	4	5	2	NA	NA	2	1	NA	NA	NA	NA	NA	9263	10990	4294
AANLF	9-3	1	1	5	1	Form_alle	NA	6	5	6	5	3	5	6	6	NA	NA	NA	NA	4	2	NA	NA	NA	NA	NA	10233	9261	4182
AANLF	9-3	1	1	5	1	Form_alle	NA	6	6	5	5	4	5	4	5	NA	NA	NA	NA	3	5	NA	NA	NA	NA	NA	16235	12488	6297
AANLF	9-3	1	1	5	1	Form_alle	NA	6	5	6	5	4	5	4	5	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	13057	8201	7426
AANLF	9-3	1	1	5	1	Form_3MZP	NA	5	6	5	5	5	5	5	5	5	6	NA	NA	2	1	NA	NA	NA	NA	NA	9876	13976	5189
AANLF	9-3	1	1	5	1	Form_alle	NA	6	6	6	6	6	5	6	5	NA	NA	NA	NA	5	4	NA	NA	NA	NA	NA	19460	7580	6441
AANLF	9-3	1	1	5	1	Form_alle	NA	6	6	6	6	6	6	6	5	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	8465	10588	5175
AANLF	9-3	1	1	5	1	Form_alle	NA	6	5	6	5	5	5	6	4	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	12252	8610	4619
AANLF	9-3	1	1	5	1	Form_abends	NA	6	5	6	5	5	5	6	5	5	6	NA	NA	1	1	NA	1	2	1	NA	11379	8098	4557
AANLF	9-3	1	1	6	1	Form_3MZP	NA	5	3	5	5	3	5	5	5	5	6	3	NA	2	6	6	NA	NA	NA	NA	13798	16679	12086
AANLF	9-3	1	1	6	1	Form_alle	NA	6	5	6	5	5	5	6	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	8435	7614	4357
AANLF	9-3	1	1	6	1	Form_alle	NA	5	5	5	5	4	5	5	5	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	10099	8468	6003
AANLF	9-3	1	1	6	1	Form_alle	NA	6	6	6	5	6	5	6	5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	10722	9378	5151
AANLF	9-3	1	1	6	1	Form_3MZP	NA	6	5	4	5	4	5	5	5	5	6	NA	NA	NA	6	NA	NA	NA	NA	NA	9820	13788	7399
AANLF	9-3	1	1	6	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	6	1	Form_alle	NA	6	5	6	5	4	5	6	5	NA	NA	NA	NA	3	1	NA	NA	NA	NA	NA	14867	6996	4603
AANLF	9-3	1	1	6	1	Form_alle	NA	5	5	6	6	5	6	6	5	NA	NA	5	NA	3	2	NA	NA	NA	NA	NA	11924	9535	5661
AANLF	9-3	1	1	6	1	Form_abends	NA	5	4	6	5	4	5	6	5	5	6	NA	NA	2	1	NA	2	3	2	NA	7885	9134	3977
AANLF	9-3	1	1	7	1	Form_3MZP	NA	5	5	5	5	4	5	4	5	5	5	NA	NA	3	5	NA	NA	NA	NA	NA	8637	8049	5814
AANLF	9-3	1	1	7	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	7	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	1	1	7	1	Form_alle	NA	6	6	6	6	6	6	6	6	NA	NA	2	NA	5	5	3	NA	NA	NA	NA	8305	26540	8209
AANLF	9-3	1	1	7	1	Form_3MZP	NA	5	6	5	5	6	6	5	6	5	6	NA	NA	NA	4	3	NA	NA	NA	NA	7395	541	10562
AANLF	9-3	1	1	7	1	Form_alle	NA	5	5	4	5	5	5	5	4	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	9560	6884	5380
AANLF	9-3	1	1	7	1	Form_alle	NA	6	5	5	4	4	5	6	4	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	7929	7762	4387
AANLF	9-3	1	1	7	1	Form_alle	NA	6	6	5	4	5	5	6	4	NA	NA	NA	NA	3	2	NA	NA	NA	NA	NA	8035	8296	3806
AANLF	9-3	1	1	7	1	Form_abends	NA	6	4	5	5	4	5	6	4	6	6	NA	NA	2	2	NA	1	3	1	NA	7342	10013	5554
AANLF	9-3	2	0	8	1	Form_3MZP	NA	5	2	4	4	3	5	5	4	5	5	NA	NA	2	1	NA	NA	NA	NA	NA	7412	7505	3347
AANLF	9-3	2	0	8	1	Form_3MZP	NA	5	6	4	5	5	5	4	5	6	6	NA	NA	5	6	NA	NA	NA	NA	NA	7561	7789	4472
AANLF	9-3	2	0	8	1	Form_abends	NA	5	3	4	4	3	5	6	3	6	7	NA	NA	3	2	NA	1	2	1	NA	7677	8720	19509
AANLF	9-3	2	0	9	1	Form_3MZP	NA	5	4	5	5	4	5	5	4	4	5	NA	3	3	4	NA	NA	NA	NA	NA	10509	8020	4896
AANLF	9-3	2	0	9	1	Form_3MZP	NA	5	6	5	4	5	5	5	4	5	6	NA	NA	1	3	NA	NA	NA	NA	NA	9270	8957	4854
AANLF	9-3	2	0	9	1	Form_abends	NA	6	4	5	4	4	5	6	4	6	5	NA	NA	2	2	NA	1	2	1	NA	8920	7589	4109
AANLF	9-3	2	0	10	1	Form_3MZP	NA	5	2	5	4	2	5	6	4	5	6	NA	NA	3	1	NA	NA	NA	NA	NA	10886	8453	3911
AANLF	9-3	2	0	10	1	Form_3MZP	NA	6	4	4	4	3	5	5	4	6	6	NA	NA	2	3	NA	NA	NA	NA	NA	12213	6643	7281
AANLF	9-3	2	0	10	1	Form_abends	NA	5	5	4	5	5	5	5	4	5	6	NA	NA	2	1	NA	1	2	1	NA	8985	6224	3867
AANLF	9-3	2	0	11	1	Form_3MZP	NA	5	1	5	4	2	4	6	4	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	8020	6307	4355
AANLF	9-3	2	0	11	1	Form_3MZP	NA	5	4	3	5	4	5	3	4	5	5	NA	NA	2	4	NA	NA	NA	NA	NA	9351	6952	9212
AANLF	9-3	2	0	11	1	Form_abends	NA	6	4	6	5	5	5	6	5	5	5	NA	NA	3	1	NA	1	2	1	NA	7184	8228	4247
AANLF	9-3	2	0	12	1	Form_3MZP	NA	5	3	4	4	3	5	4	4	6	6	NA	NA	2	2	NA	NA	NA	NA	NA	17866	6512	7870
AANLF	9-3	2	0	12	1	Form_3MZP	NA	5	3	4	5	4	5	5	5	5	6	2	NA	1	NA	2	NA	NA	NA	NA	12202	14604	10202
AANLF	9-3	2	0	12	1	Form_abends	NA	5	4	4	5	4	6	5	5	6	6	NA	NA	1	1	NA	1	3	1	NA	10621	7620	4146
AANLF	9-3	2	0	13	1	Form_3MZP	NA	5	3	4	5	3	6	4	6	6	6	NA	6	2	6	NA	NA	NA	NA	NA	8372	8148	5048
AANLF	9-3	2	0	13	1	Form_3MZP	NA	5	4	4	5	4	5	4	5	5	6	NA	NA	NA	3	NA	NA	NA	NA	NA	12036	7469	6563
AANLF	9-3	2	0	13	0	Missing	Ignored	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AANLF	9-3	2	0	14	1	Form_3MZP	NA	5	2	3	4	2	5	3	4	6	6	NA	NA	3	5	NA	NA	NA	NA	NA	8964	7101	3780
AANLF	9-3	2	0	14	1	Form_3MZP	NA	5	4	2	5	4	6	5	5	6	6	NA	6	3	6	NA	NA	NA	NA	NA	9465	8734	4285
AANLF	9-3	2	0	14	1	Form_abends	NA	5	6	4	5	5	5	6	5	6	6	NA	NA	2	3	NA	2	3	2	NA	9941	12349	10015
