id	begin_day_ema	begin_time_ema	finish_day_ema	finish_time_ema	begin_day_eod	begin_time_eod	finish_day_eod	finish_time_eod	duration_ema	duration_eod	happy	ashamed	proud	nervous	confident	hostile	sad	excited	angry	relaxed	interaction	dom_sub_you	warm_cold_you	happy_interaction	nervous_interaction	sad_interaction	excited_interaction	angry_interaction	relaxed_interaction	day	beep
1	2018-11-02T00:00:00Z	2018-11-02T20:44:02Z	2018-11-02T00:00:00Z	2018-11-02T20:50:52Z	NA	NA	NA	NA	410	NA	21	22	18	50	14	30	68	24	13	40	1	0	30	45	51	50	50	3	28	1	NA
1	2018-11-02T00:00:00Z	2018-11-02T23:34:33Z	2018-11-02T00:00:00Z	2018-11-02T23:38:53Z	NA	NA	NA	NA	260	NA	25	22	12	64	13	10	61	21	8	29	1	-3	10	38	45	58	49	14	27	1	NA
1	2018-11-03T00:00:00Z	2018-11-03T15:16:38Z	2018-11-03T00:00:00Z	2018-11-03T15:21:01Z	2018-11-03T00:00:00Z	2018-11-04T01:00:08Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	263	-75608	43	20	22	58	30	14	29	27	11	39	1	1	19	45	46	25	55	18	51	2	NA
1	2018-11-03T00:00:00Z	2018-11-03T18:00:14Z	2018-11-03T00:00:00Z	2018-11-03T18:04:05Z	2018-11-03T00:00:00Z	2018-11-04T01:00:08Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	231	-75608	33	16	10	66	14	10	40	16	18	26	1	-3	8	44	53	30	43	15	39	2	NA
1	2018-11-03T00:00:00Z	2018-11-03T20:10:39Z	2018-11-03T00:00:00Z	2018-11-03T20:15:03Z	2018-11-03T00:00:00Z	2018-11-04T01:00:08Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	264	-75608	48	10	22	49	27	7	36	36	3	35	1	-1	10	36	43	35	30	6	30	2	NA
1	2018-11-03T00:00:00Z	2018-11-03T22:07:40Z	2018-11-03T00:00:00Z	2018-11-03T22:11:25Z	2018-11-03T00:00:00Z	2018-11-04T01:00:08Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	225	-75608	62	7	11	35	25	12	29	50	7	44	1	-1	-1	56	27	21	48	11	43	2	NA
1	2018-11-03T00:00:00Z	2018-11-04T00:29:56Z	2018-11-03T00:00:00Z	2018-11-04T00:33:07Z	2018-11-03T00:00:00Z	2018-11-04T01:00:08Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	191	-75608	58	7	8	39	34	7	26	46	4	39	1	-5	13	51	44	19	42	4	36	2	NA
1	2018-11-04T00:00:00Z	2018-11-04T16:57:56Z	2018-11-04T00:00:00Z	2018-11-04T17:01:13Z	2018-11-04T00:00:00Z	2018-11-05T02:00:05Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	197	-79205	43	7	29	29	29	0	23	35	3	28	1	0	27	59	13	9	46	0	48	3	NA
1	2018-11-04T00:00:00Z	2018-11-04T19:47:28Z	2018-11-04T00:00:00Z	2018-11-04T19:52:55Z	2018-11-04T00:00:00Z	2018-11-05T02:00:05Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	327	-79205	30	30	18	43	24	5	30	22	7	35	1	-4	-4	26	62	33	27	26	22	3	NA
1	2018-11-04T00:00:00Z	2018-11-04T21:53:58Z	2018-11-04T00:00:00Z	2018-11-04T21:57:17Z	2018-11-04T00:00:00Z	2018-11-05T02:00:05Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	199	-79205	34	5	9	48	36	4	22	32	11	26	1	-7	21	48	43	11	33	3	40	3	NA
1	2018-11-04T00:00:00Z	2018-11-05T00:33:19Z	2018-11-04T00:00:00Z	2018-11-05T00:36:20Z	2018-11-04T00:00:00Z	2018-11-05T02:00:05Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	181	-79205	38	15	23	58	34	11	23	34	17	30	1	0	17	33	46	8	30	11	44	3	NA
1	2018-11-05T00:00:00Z	2018-11-05T18:15:13Z	2018-11-05T00:00:00Z	2018-11-05T18:18:58Z	2018-11-05T00:00:00Z	2018-11-06T04:22:15Z	2018-11-05T00:00:00Z	2018-11-05T05:00:00Z	225	-84135	22	10	2	64	6	4	64	10	6	28	1	-8	8	36	49	57	26	16	25	4	NA
1	2018-11-05T00:00:00Z	2018-11-05T20:54:11Z	2018-11-05T00:00:00Z	2018-11-05T20:57:53Z	2018-11-05T00:00:00Z	2018-11-06T04:22:15Z	2018-11-05T00:00:00Z	2018-11-05T05:00:00Z	222	-84135	26	6	10	43	20	5	27	26	11	30	1	-1	10	34	47	23	23	14	30	4	NA
1	2018-11-05T00:00:00Z	2018-11-05T23:29:32Z	2018-11-05T00:00:00Z	2018-11-05T23:36:58Z	2018-11-05T00:00:00Z	2018-11-06T04:22:15Z	2018-11-05T00:00:00Z	2018-11-05T05:00:00Z	446	-84135	28	19	12	49	13	9	42	18	3	30	1	0	11	33	39	19	38	10	34	4	NA
1	2018-11-05T00:00:00Z	2018-11-06T01:40:30Z	2018-11-05T00:00:00Z	2018-11-06T01:53:23Z	2018-11-05T00:00:00Z	2018-11-06T04:22:15Z	2018-11-05T00:00:00Z	2018-11-05T05:00:00Z	773	-84135	47	10	25	46	30	4	25	49	3	28	1	-2	7	34	45	19	38	13	49	4	NA
1	2018-11-06T00:00:00Z	2018-11-06T15:44:54Z	2018-11-06T00:00:00Z	2018-11-06T15:51:11Z	2018-11-06T00:00:00Z	2018-11-07T03:01:09Z	2018-11-06T00:00:00Z	2018-11-06T05:00:00Z	377	-79269	38	8	8	61	22	3	39	19	7	30	1	2	15	35	51	34	43	10	30	5	NA
1	2018-11-06T00:00:00Z	2018-11-06T17:55:01Z	2018-11-06T00:00:00Z	2018-11-06T17:58:02Z	2018-11-06T00:00:00Z	2018-11-07T03:01:09Z	2018-11-06T00:00:00Z	2018-11-06T05:00:00Z	181	-79269	22	20	10	71	13	3	33	NA	31	26	1	-5	16	37	59	28	30	4	26	5	NA
1	2018-11-06T00:00:00Z	2018-11-06T20:27:41Z	2018-11-06T00:00:00Z	2018-11-06T20:29:56Z	2018-11-06T00:00:00Z	2018-11-07T03:01:09Z	2018-11-06T00:00:00Z	2018-11-06T05:00:00Z	135	-79269	49	9	9	59	28	5	24	12	8	30	1	-2	20	41	48	20	35	11	39	5	NA
1	2018-11-06T00:00:00Z	2018-11-07T01:50:00Z	2018-11-06T00:00:00Z	2018-11-07T01:53:14Z	2018-11-06T00:00:00Z	2018-11-07T03:01:09Z	2018-11-06T00:00:00Z	2018-11-06T05:00:00Z	194	-79269	28	3	9	49	31	6	26	9	10	40	1	-3	12	35	38	20	27	5	33	5	NA
1	2018-11-07T00:00:00Z	2018-11-07T15:30:35Z	2018-11-07T00:00:00Z	2018-11-07T16:04:48Z	NA	NA	NA	NA	2053	NA	22	6	5	57	12	3	47	14	9	16	1	4	4	28	45	18	17	2	17	6	NA
1	2018-11-07T00:00:00Z	2018-11-07T17:41:09Z	2018-11-07T00:00:00Z	2018-11-07T17:47:08Z	NA	NA	NA	NA	359	NA	29	3	15	59	15	3	40	26	5	19	1	0	12	26	52	34	29	7	21	6	NA
1	2018-11-07T00:00:00Z	2018-11-07T19:50:46Z	2018-11-07T00:00:00Z	2018-11-07T19:53:23Z	NA	NA	NA	NA	157	NA	19	36	3	63	10	6	46	18	7	18	1	-10	8	26	50	28	10	9	12	6	NA
1	2018-11-07T00:00:00Z	2018-11-07T22:52:08Z	2018-11-07T00:00:00Z	2018-11-07T23:01:23Z	NA	NA	NA	NA	555	NA	27	6	3	43	16	2	22	16	2	9	1	0	10	45	57	23	33	3	42	6	NA
1	2018-11-07T00:00:00Z	2018-11-08T01:15:51Z	2018-11-07T00:00:00Z	2018-11-08T01:20:16Z	NA	NA	NA	NA	265	NA	69	14	74	18	69	18	15	69	22	72	1	1	21	79	26	20	75	26	70	6	NA
1	2018-11-08T00:00:00Z	2018-11-08T16:03:07Z	2018-11-08T00:00:00Z	2018-11-08T16:13:51Z	2018-11-08T00:00:00Z	2018-11-09T02:00:06Z	2018-11-08T00:00:00Z	2018-11-08T05:00:00Z	644	-75606	26	4	18	42	27	3	26	19	3	19	1	-8	4	21	38	21	22	2	24	7	NA
1	2018-11-08T00:00:00Z	2018-11-08T18:32:53Z	2018-11-08T00:00:00Z	2018-11-08T18:37:35Z	2018-11-08T00:00:00Z	2018-11-09T02:00:06Z	2018-11-08T00:00:00Z	2018-11-08T05:00:00Z	282	-75606	37	2	4	23	16	1	22	17	2	14	1	-3	8	29	27	35	14	8	50	7	NA
1	2018-11-08T00:00:00Z	2018-11-08T20:11:18Z	2018-11-08T00:00:00Z	2018-11-08T20:17:01Z	2018-11-08T00:00:00Z	2018-11-09T02:00:06Z	2018-11-08T00:00:00Z	2018-11-08T05:00:00Z	343	-75606	27	3	3	29	33	3	21	29	0	30	0	NA	NA	NA	NA	NA	NA	NA	NA	7	NA
1	2018-11-09T00:00:00Z	2018-11-09T21:16:31Z	2018-11-09T00:00:00Z	2018-11-09T21:20:20Z	2018-11-09T00:00:00Z	2018-11-10T02:30:09Z	2018-11-09T00:00:00Z	2018-11-09T05:00:00Z	229	-77409	6	27	3	60	1	4	66	6	5	18	1	-5	5	21	69	69	37	6	11	8	NA
1	2018-11-09T00:00:00Z	2018-11-09T23:22:33Z	2018-11-09T00:00:00Z	2018-11-09T23:31:38Z	2018-11-09T00:00:00Z	2018-11-10T02:30:09Z	2018-11-09T00:00:00Z	2018-11-09T05:00:00Z	545	-77409	17	4	2	57	7	3	45	13	2	21	1	-6	7	15	46	35	25	5	25	8	NA
1	2018-11-10T00:00:00Z	2018-11-10T15:24:17Z	2018-11-10T00:00:00Z	2018-11-10T15:27:29Z	2018-11-10T00:00:00Z	2018-11-11T03:10:12Z	2018-11-10T00:00:00Z	2018-11-10T05:00:00Z	192	-79812	20	4	4	65	6	3	23	2	3	21	1	-14	12	17	38	22	22	3	34	9	NA
1	2018-11-10T00:00:00Z	2018-11-10T17:20:44Z	2018-11-10T00:00:00Z	2018-11-10T17:24:16Z	2018-11-10T00:00:00Z	2018-11-11T03:10:12Z	2018-11-10T00:00:00Z	2018-11-10T05:00:00Z	212	-79812	31	5	5	40	12	1	17	25	4	30	1	-11	12	36	30	24	27	6	26	9	NA
1	2018-11-10T00:00:00Z	2018-11-10T19:29:08Z	2018-11-10T00:00:00Z	2018-11-10T19:44:40Z	2018-11-10T00:00:00Z	2018-11-11T03:10:12Z	2018-11-10T00:00:00Z	2018-11-10T05:00:00Z	932	-79812	45	5	6	37	26	11	25	20	2	33	1	-4	13	32	29	28	32	1	33	9	NA
1	2018-11-10T00:00:00Z	2018-11-10T21:57:58Z	2018-11-10T00:00:00Z	2018-11-10T22:01:04Z	2018-11-10T00:00:00Z	2018-11-11T03:10:12Z	2018-11-10T00:00:00Z	2018-11-10T05:00:00Z	186	-79812	47	3	4	27	22	4	18	18	1	30	1	3	12	50	36	22	34	6	17	9	NA
1	2018-11-10T00:00:00Z	2018-11-11T00:12:40Z	2018-11-10T00:00:00Z	2018-11-11T00:16:37Z	2018-11-10T00:00:00Z	2018-11-11T03:10:12Z	2018-11-10T00:00:00Z	2018-11-10T05:00:00Z	237	-79812	46	2	3	33	11	3	24	17	2	31	1	-5	9	30	27	17	19	3	30	9	NA
1	2018-11-11T00:00:00Z	2018-11-11T15:57:57Z	2018-11-11T00:00:00Z	2018-11-11T16:01:53Z	2018-11-11T00:00:00Z	2018-11-12T02:57:38Z	2018-11-11T00:00:00Z	2018-11-11T05:00:00Z	236	-79058	23	2	4	37	21	23	21	10	52	19	0	NA	NA	NA	NA	NA	NA	NA	NA	10	NA
1	2018-11-11T00:00:00Z	2018-11-11T17:50:20Z	2018-11-11T00:00:00Z	2018-11-11T17:56:03Z	2018-11-11T00:00:00Z	2018-11-12T02:57:38Z	2018-11-11T00:00:00Z	2018-11-11T05:00:00Z	343	-79058	35	1	5	34	15	2	20	4	3	40	1	2	19	58	23	28	27	5	48	10	NA
1	2018-11-11T00:00:00Z	2018-11-11T20:43:00Z	2018-11-11T00:00:00Z	2018-11-11T20:53:04Z	2018-11-11T00:00:00Z	2018-11-12T02:57:38Z	2018-11-11T00:00:00Z	2018-11-11T05:00:00Z	604	-79058	42	4	22	39	21	1	18	34	2	26	1	-6	13	47	33	14	47	4	24	10	NA
1	2018-11-11T00:00:00Z	2018-11-11T23:01:40Z	2018-11-11T00:00:00Z	2018-11-11T23:50:35Z	2018-11-11T00:00:00Z	2018-11-12T02:57:38Z	2018-11-11T00:00:00Z	2018-11-11T05:00:00Z	2935	-79058	32	2	5	30	20	2	27	16	1	25	1	-3	6	39	32	36	36	4	22	10	NA
1	2018-11-11T00:00:00Z	2018-11-12T00:43:34Z	2018-11-11T00:00:00Z	2018-11-12T00:46:37Z	2018-11-11T00:00:00Z	2018-11-12T02:57:38Z	2018-11-11T00:00:00Z	2018-11-11T05:00:00Z	183	-79058	21	1	0	36	4	4	19	18	5	18	1	-9	8	21	35	13	30	5	34	10	NA
1	2018-11-12T00:00:00Z	2018-11-12T15:49:27Z	2018-11-12T00:00:00Z	2018-11-12T15:53:20Z	2018-11-12T00:00:00Z	2018-11-13T02:30:15Z	2018-11-12T00:00:00Z	2018-11-12T05:00:00Z	233	-77415	37	5	5	37	24	6	19	23	6	33	1	-9	9	24	38	22	8	7	29	11	NA
1	2018-11-12T00:00:00Z	2018-11-12T17:58:14Z	2018-11-12T00:00:00Z	2018-11-12T18:00:31Z	2018-11-12T00:00:00Z	2018-11-13T02:30:15Z	2018-11-12T00:00:00Z	2018-11-12T05:00:00Z	137	-77415	26	4	4	34	9	3	20	4	3	26	1	-3	9	26	38	23	14	10	28	11	NA
1	2018-11-12T00:00:00Z	2018-11-12T20:12:02Z	2018-11-12T00:00:00Z	2018-11-12T20:53:23Z	2018-11-12T00:00:00Z	2018-11-13T02:30:15Z	2018-11-12T00:00:00Z	2018-11-12T05:00:00Z	2481	-77415	26	5	5	48	6	3	14	7	6	10	1	-2	13	18	35	16	9	2	15	11	NA
1	2018-11-12T00:00:00Z	2018-11-12T23:22:22Z	2018-11-12T00:00:00Z	2018-11-12T23:38:53Z	2018-11-12T00:00:00Z	2018-11-13T02:30:15Z	2018-11-12T00:00:00Z	2018-11-12T05:00:00Z	991	-77415	53	94	91	95	37	92	95	27	96	92	1	20	18	17	78	81	71	83	23	11	NA
1	2018-11-12T00:00:00Z	2018-11-13T01:21:11Z	2018-11-12T00:00:00Z	2018-11-13T01:30:39Z	2018-11-12T00:00:00Z	2018-11-13T02:30:15Z	2018-11-12T00:00:00Z	2018-11-12T05:00:00Z	568	-77415	28	3	3	37	10	2	10	12	2	19	1	-12	8	29	28	17	16	6	17	11	NA
7	2018-10-27T00:00:00Z	2018-10-27T15:59:25Z	2018-10-27T00:00:00Z	2018-10-27T16:06:37Z	2018-10-27T00:00:00Z	2018-10-28T02:16:26Z	2018-10-27T00:00:00Z	2018-10-27T04:00:00Z	432	-80186	50	0	70	10	65	0	0	50	0	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	2018-10-27T00:00:00Z	2018-10-27T17:40:45Z	2018-10-27T00:00:00Z	2018-10-27T17:45:18Z	2018-10-27T00:00:00Z	2018-10-28T02:16:26Z	2018-10-27T00:00:00Z	2018-10-27T04:00:00Z	273	-80186	63	0	10	0	62	0	30	31	0	50	1	0	30	60	26	0	15	0	67	NA	NA
7	2018-10-27T00:00:00Z	2018-10-27T20:10:16Z	2018-10-27T00:00:00Z	2018-10-27T20:14:44Z	2018-10-27T00:00:00Z	2018-10-28T02:16:26Z	2018-10-27T00:00:00Z	2018-10-27T04:00:00Z	268	-80186	40	0	9	0	26	0	13	21	10	41	1	0	19	30	10	0	17	0	50	NA	NA
7	2018-10-27T00:00:00Z	2018-10-28T00:55:52Z	2018-10-27T00:00:00Z	2018-10-28T01:02:10Z	2018-10-27T00:00:00Z	2018-10-28T02:16:26Z	2018-10-27T00:00:00Z	2018-10-27T04:00:00Z	378	-80186	50	0	0	21	34	0	0	17	25	34	1	0	35	68	34	0	51	0	50	NA	NA
7	2018-10-28T00:00:00Z	2018-10-28T14:25:18Z	2018-10-28T00:00:00Z	2018-10-28T14:28:58Z	2018-10-28T00:00:00Z	2018-10-29T03:13:40Z	2018-10-28T00:00:00Z	2018-10-28T04:00:00Z	220	-83620	30	0	9	15	40	0	52	27	34	36	1	0	33	25	16	61	0	0	51	NA	NA
7	2018-10-28T00:00:00Z	2018-10-28T16:34:07Z	2018-10-28T00:00:00Z	2018-10-28T16:39:36Z	2018-10-28T00:00:00Z	2018-10-29T03:13:40Z	2018-10-28T00:00:00Z	2018-10-28T04:00:00Z	329	-83620	62	0	19	16	63	0	0	71	0	55	1	0	18	50	38	0	70	0	51	NA	NA
7	2018-10-28T00:00:00Z	2018-10-28T18:23:49Z	2018-10-28T00:00:00Z	2018-10-28T18:27:59Z	2018-10-28T00:00:00Z	2018-10-29T03:13:40Z	2018-10-28T00:00:00Z	2018-10-28T04:00:00Z	250	-83620	31	0	0	41	34	0	15	0	0	34	1	-15	24	11	26	0	34	0	28	NA	NA
7	2018-10-28T00:00:00Z	2018-10-28T20:59:29Z	2018-10-28T00:00:00Z	2018-10-28T21:07:50Z	2018-10-28T00:00:00Z	2018-10-29T03:13:40Z	2018-10-28T00:00:00Z	2018-10-28T04:00:00Z	501	-83620	33	0	0	27	61	0	0	15	15	34	1	0	21	33	12	0	37	5	39	NA	NA
7	2018-10-28T00:00:00Z	2018-10-28T23:42:41Z	2018-10-28T00:00:00Z	2018-10-28T23:46:17Z	2018-10-28T00:00:00Z	2018-10-29T03:13:40Z	2018-10-28T00:00:00Z	2018-10-28T04:00:00Z	216	-83620	17	0	0	35	40	0	0	28	0	50	1	0	27	78	7	0	50	10	89	NA	NA
7	2018-10-29T00:00:00Z	2018-10-29T14:29:15Z	2018-10-29T00:00:00Z	2018-10-29T14:34:53Z	2018-10-29T00:00:00Z	2018-10-30T02:32:48Z	2018-10-29T00:00:00Z	2018-10-29T04:00:00Z	338	-81168	73	0	50	8	76	0	15	62	15	65	1	0	28	70	0	0	30	23	73	NA	NA
7	2018-10-29T00:00:00Z	2018-10-29T20:02:37Z	2018-10-29T00:00:00Z	2018-10-29T20:07:42Z	2018-10-29T00:00:00Z	2018-10-30T02:32:48Z	2018-10-29T00:00:00Z	2018-10-29T04:00:00Z	305	-81168	58	0	50	25	60	0	15	61	0	65	1	13	31	50	21	0	50	0	50	NA	NA
7	2018-10-29T00:00:00Z	2018-10-29T21:50:26Z	2018-10-29T00:00:00Z	2018-10-29T21:55:17Z	2018-10-29T00:00:00Z	2018-10-30T02:32:48Z	2018-10-29T00:00:00Z	2018-10-29T04:00:00Z	291	-81168	41	17	21	33	40	1	0	50	3	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	2018-10-29T00:00:00Z	2018-10-30T00:43:15Z	2018-10-29T00:00:00Z	2018-10-30T00:50:33Z	2018-10-29T00:00:00Z	2018-10-30T02:32:48Z	2018-10-29T00:00:00Z	2018-10-29T04:00:00Z	438	-81168	43	0	21	29	41	0	13	38	15	37	1	-10	20	60	45	0	51	0	56	NA	NA
7	2018-10-30T00:00:00Z	2018-10-30T15:20:44Z	2018-10-30T00:00:00Z	2018-10-30T15:25:04Z	2018-10-30T00:00:00Z	2018-10-31T02:46:37Z	2018-10-30T00:00:00Z	2018-10-30T04:00:00Z	260	-81997	38	0	33	12	46	0	2	71	2	50	1	0	20	55	0	0	50	1	50	NA	NA
7	2018-10-30T00:00:00Z	2018-10-30T17:38:13Z	2018-10-30T00:00:00Z	2018-10-30T17:41:42Z	2018-10-30T00:00:00Z	2018-10-31T02:46:37Z	2018-10-30T00:00:00Z	2018-10-30T04:00:00Z	209	-81997	51	0	66	28	65	0	0	62	0	66	1	0	30	50	21	0	38	0	39	NA	NA
7	2018-10-30T00:00:00Z	2018-10-30T19:32:34Z	2018-10-30T00:00:00Z	2018-10-30T19:40:34Z	2018-10-30T00:00:00Z	2018-10-31T02:46:37Z	2018-10-30T00:00:00Z	2018-10-30T04:00:00Z	480	-81997	51	0	23	10	50	0	15	50	11	50	1	0	27	50	21	0	38	0	58	NA	NA
7	2018-10-30T00:00:00Z	2018-10-30T22:33:39Z	2018-10-30T00:00:00Z	2018-10-30T22:35:59Z	2018-10-30T00:00:00Z	2018-10-31T02:46:37Z	2018-10-30T00:00:00Z	2018-10-30T04:00:00Z	140	-81997	30	2	26	22	25	23	0	16	49	22	1	0	22	27	6	7	12	34	33	NA	NA
7	2018-10-30T00:00:00Z	2018-10-31T00:11:44Z	2018-10-30T00:00:00Z	2018-10-31T00:14:35Z	2018-10-30T00:00:00Z	2018-10-31T02:46:37Z	2018-10-30T00:00:00Z	2018-10-30T04:00:00Z	171	-81997	33	0	23	18	50	0	0	49	3	71	1	0	25	55	14	0	35	6	68	NA	NA
7	2018-10-31T00:00:00Z	2018-10-31T15:26:52Z	2018-10-31T00:00:00Z	2018-10-31T15:34:56Z	2018-10-31T00:00:00Z	2018-11-01T03:43:18Z	2018-10-31T00:00:00Z	2018-10-31T04:00:00Z	484	-85398	51	0	18	30	50	0	26	50	9	50	1	0	19	56	13	0	55	0	62	NA	NA
7	2018-10-31T00:00:00Z	2018-10-31T17:45:48Z	2018-10-31T00:00:00Z	2018-10-31T17:53:04Z	2018-10-31T00:00:00Z	2018-11-01T03:43:18Z	2018-10-31T00:00:00Z	2018-10-31T04:00:00Z	436	-85398	38	27	17	28	30	0	0	20	0	25	1	0	24	38	27	0	15	7	43	NA	NA
7	2018-10-31T00:00:00Z	2018-10-31T22:32:49Z	2018-10-31T00:00:00Z	2018-10-31T22:38:05Z	2018-10-31T00:00:00Z	2018-11-01T03:43:18Z	2018-10-31T00:00:00Z	2018-10-31T04:00:00Z	316	-85398	50	0	21	26	44	0	0	34	0	61	1	0	24	47	21	0	14	0	63	NA	NA
7	2018-10-31T00:00:00Z	2018-11-01T01:06:49Z	2018-10-31T00:00:00Z	2018-11-01T01:13:33Z	2018-10-31T00:00:00Z	2018-11-01T03:43:18Z	2018-10-31T00:00:00Z	2018-10-31T04:00:00Z	404	-85398	41	17	8	38	30	0	0	21	0	39	1	11	21	27	13	0	20	0	35	NA	NA
7	2018-11-01T00:00:00Z	2018-11-01T20:08:18Z	2018-11-01T00:00:00Z	2018-11-01T20:11:50Z	2018-11-01T00:00:00Z	2018-11-02T03:23:32Z	2018-11-01T00:00:00Z	2018-11-01T04:00:00Z	212	-84212	42	0	29	25	43	0	0	46	0	57	1	-9	29	39	29	0	26	0	35	NA	NA
7	2018-11-01T00:00:00Z	2018-11-01T22:23:18Z	2018-11-01T00:00:00Z	2018-11-01T22:27:07Z	2018-11-01T00:00:00Z	2018-11-02T03:23:32Z	2018-11-01T00:00:00Z	2018-11-01T04:00:00Z	229	-84212	60	0	31	7	42	0	0	40	0	61	1	0	27	46	0	0	18	0	77	NA	NA
7	2018-11-02T00:00:00Z	2018-11-02T14:38:55Z	2018-11-02T00:00:00Z	2018-11-02T14:41:53Z	2018-11-02T00:00:00Z	2018-11-03T02:54:58Z	2018-11-02T00:00:00Z	2018-11-02T04:00:00Z	178	-82498	50	0	19	16	46	0	0	35	0	58	1	0	28	59	23	0	26	0	76	NA	NA
7	2018-11-02T00:00:00Z	2018-11-02T16:48:22Z	2018-11-02T00:00:00Z	2018-11-02T16:54:08Z	2018-11-02T00:00:00Z	2018-11-03T02:54:58Z	2018-11-02T00:00:00Z	2018-11-02T04:00:00Z	346	-82498	38	0	0	43	46	0	0	34	0	56	1	12	27	53	22	0	15	12	49	NA	NA
7	2018-11-02T00:00:00Z	2018-11-02T19:25:42Z	2018-11-02T00:00:00Z	2018-11-02T19:30:22Z	2018-11-02T00:00:00Z	2018-11-03T02:54:58Z	2018-11-02T00:00:00Z	2018-11-02T04:00:00Z	280	-82498	48	0	39	10	51	0	0	35	0	45	1	7	30	59	0	0	32	0	68	NA	NA
7	2018-11-02T00:00:00Z	2018-11-02T21:38:48Z	2018-11-02T00:00:00Z	2018-11-02T21:41:35Z	2018-11-02T00:00:00Z	2018-11-03T02:54:58Z	2018-11-02T00:00:00Z	2018-11-02T04:00:00Z	167	-82498	56	0	31	26	48	0	0	39	0	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	2018-11-02T00:00:00Z	2018-11-03T00:21:23Z	2018-11-02T00:00:00Z	2018-11-03T00:28:18Z	2018-11-02T00:00:00Z	2018-11-03T02:54:58Z	2018-11-02T00:00:00Z	2018-11-02T04:00:00Z	415	-82498	51	0	21	12	44	0	0	56	6	58	1	0	32	81	0	0	66	0	75	NA	NA
7	2018-11-03T00:00:00Z	2018-11-03T13:26:49Z	2018-11-03T00:00:00Z	2018-11-03T13:30:20Z	2018-11-03T00:00:00Z	2018-11-04T02:58:06Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	211	-82686	70	0	30	15	39	0	0	57	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7	2018-11-03T00:00:00Z	2018-11-03T16:33:06Z	2018-11-03T00:00:00Z	2018-11-03T16:36:02Z	2018-11-03T00:00:00Z	2018-11-04T02:58:06Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	176	-82686	70	0	67	16	58	0	0	64	0	65	1	0	24	55	30	0	50	3	61	NA	NA
7	2018-11-03T00:00:00Z	2018-11-03T18:34:11Z	2018-11-03T00:00:00Z	2018-11-03T18:38:00Z	2018-11-03T00:00:00Z	2018-11-04T02:58:06Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	229	-82686	64	0	21	17	59	0	0	62	0	68	1	0	34	63	0	0	56	0	70	NA	NA
7	2018-11-03T00:00:00Z	2018-11-03T20:29:26Z	2018-11-03T00:00:00Z	2018-11-03T20:35:02Z	2018-11-03T00:00:00Z	2018-11-04T02:58:06Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	336	-82686	58	0	42	13	42	0	0	67	0	59	1	3	28	56	16	0	31	0	56	NA	NA
7	2018-11-03T00:00:00Z	2018-11-03T22:45:27Z	2018-11-03T00:00:00Z	2018-11-03T22:51:02Z	2018-11-03T00:00:00Z	2018-11-04T02:58:06Z	2018-11-03T00:00:00Z	2018-11-03T04:00:00Z	335	-82686	62	0	20	38	61	0	0	61	0	44	1	0	20	58	17	0	31	0	56	NA	NA
7	2018-11-04T00:00:00Z	2018-11-04T18:46:18Z	2018-11-04T00:00:00Z	2018-11-04T18:49:29Z	2018-11-04T00:00:00Z	2018-11-05T03:09:55Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	191	-83395	61	0	38	3	66	0	0	61	0	54	1	0	33	67	0	0	57	0	60	NA	NA
7	2018-11-04T00:00:00Z	2018-11-04T21:42:40Z	2018-11-04T00:00:00Z	2018-11-04T21:45:12Z	2018-11-04T00:00:00Z	2018-11-05T03:09:55Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	152	-83395	62	0	43	0	52	0	0	44	0	57	1	0	32	67	0	0	52	17	68	NA	NA
7	2018-11-04T00:00:00Z	2018-11-04T23:46:37Z	2018-11-04T00:00:00Z	2018-11-04T23:50:23Z	2018-11-04T00:00:00Z	2018-11-05T03:09:55Z	2018-11-04T00:00:00Z	2018-11-04T04:00:00Z	226	-83395	73	8	33	28	53	0	0	56	0	64	1	0	29	64	0	0	65	0	55	NA	NA
7	NA	NA	NA	NA	2018-11-05T00:00:00Z	2018-11-06T02:13:11Z	2018-11-05T00:00:00Z	2018-11-05T05:00:00Z	NA	-76391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
