id	angry	depressed	sad	anxious	relaxed	happy	day	beep
23	9	13	6	12	65	40	NA	NA
23	1	12	34	47	45	51	NA	NA
23	3	8	6	27	51	50	NA	NA
23	2	26	33	18	66	59	NA	NA
23	7	17	16	49	69	62	NA	NA
23	47	73	68	61	23	13	NA	NA
23	41	12	44	56	68	33	NA	NA
23	23	18	46	44	32	50	NA	NA
23	3	10	4	11	85	72	NA	NA
23	12	21	12	25	66	61	NA	NA
23	6	11	14	12	82	61	NA	NA
23	6	3	17	11	57	54	NA	NA
23	11	50	51	61	61	16	NA	NA
23	29	54	19	15	66	39	NA	NA
23	37	61	56	56	66	12	NA	NA
23	43	66	68	52	33	17	NA	NA
23	46	78	69	50	18	3	NA	NA
23	53	63	57	69	43	20	NA	NA
23	55	68	77	78	47	19	NA	NA
23	58	56	61	57	50	16	NA	NA
23	64	31	71	69	37	10	NA	NA
23	47	75	61	79	15	21	NA	NA
23	30	52	59	47	44	47	NA	NA
23	29	65	68	57	61	23	NA	NA
23	53	37	58	49	68	50	NA	NA
23	49	46	54	58	47	53	NA	NA
23	47	49	54	42	50	34	NA	NA
23	65	61	58	61	20	21	NA	NA
23	51	48	53	56	61	38	NA	NA
23	25	43	50	57	74	50	NA	NA
23	33	50	54	25	54	52	NA	NA
23	12	40	35	35	86	72	NA	NA
23	38	38	35	30	47	62	NA	NA
23	42	10	32	26	75	65	NA	NA
23	77	32	54	59	36	26	NA	NA
23	16	34	19	50	67	56	NA	NA
23	5	16	11	18	80	66	NA	NA
23	10	19	5	23	62	80	NA	NA
23	5	12	5	13	68	61	NA	NA
26	5	21	12	6	99	68	NA	NA
26	7	30	23	5	89	71	NA	NA
26	3	11	11	5	30	85	NA	NA
26	16	20	18	18	36	76	NA	NA
26	3	9	8	8	96	96	NA	NA
26	3	8	21	12	71	84	NA	NA
26	5	10	18	12	76	93	NA	NA
26	36	38	60	5	63	22	NA	NA
26	75	20	86	62	12	9	NA	NA
26	61	58	82	45	74	13	NA	NA
26	12	86	83	14	87	9	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	13	86	88	9	96	11	NA	NA
26	5	60	73	8	83	33	NA	NA
26	10	71	85	7	95	16	NA	NA
26	8	82	85	12	89	21	NA	NA
26	7	80	86	8	90	16	NA	NA
26	5	75	82	8	96	19	NA	NA
26	5	58	69	6	95	43	NA	NA
26	7	56	73	8	75	28	NA	NA
26	5	62	62	8	76	26	NA	NA
26	7	60	61	8	83	20	NA	NA
26	6	61	80	15	91	14	NA	NA
26	7	58	68	8	89	39	NA	NA
26	6	61	89	9	94	19	NA	NA
26	10	56	59	8	98	45	NA	NA
26	6	61	67	8	87	32	NA	NA
26	4	51	45	6	100	39	NA	NA
26	6	44	74	7	58	55	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	11	40	29	17	82	72	NA	NA
26	10	37	46	12	85	70	NA	NA
26	8	34	42	5	75	54	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	10	39	65	11	89	43	NA	NA
26	9	60	67	5	82	37	NA	NA
26	9	35	58	7	83	29	NA	NA
26	4	54	40	6	87	71	NA	NA
26	6	36	44	5	28	50	NA	NA
26	5	29	37	7	61	59	NA	NA
26	5	43	51	5	73	61	NA	NA
26	1	13	25	7	71	56	NA	NA
26	7	75	79	3	85	33	NA	NA
26	6	53	66	4	67	24	NA	NA
26	5	41	61	7	31	33	NA	NA
26	12	46	29	12	26	26	NA	NA
26	7	30	55	3	67	47	NA	NA
26	7	61	60	8	71	33	NA	NA
26	4	33	49	4	86	50	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	3	29	49	7	83	48	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	3	38	40	7	72	45	NA	NA
26	2	27	32	7	40	58	NA	NA
26	1	45	41	4	67	52	NA	NA
26	7	39	37	7	66	49	NA	NA
26	2	67	74	4	75	16	NA	NA
26	6	32	51	5	99	26	NA	NA
26	2	37	28	5	87	62	NA	NA
26	2	24	36	7	95	68	NA	NA
26	5	29	42	2	87	54	NA	NA
26	7	33	32	9	40	48	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	4	37	40	14	46	34	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
26	6	41	32	32	96	70	NA	NA
26	NA	NA	NA	NA	NA	NA	NA	NA
28	11	11	24	9	64	52	NA	NA
28	10	15	14	13	82	81	NA	NA
28	11	13	12	12	58	55	NA	NA
28	13	11	11	10	57	34	NA	NA
28	NA	NA	NA	NA	NA	NA	NA	NA
28	12	19	9	13	66	51	NA	NA
28	12	10	7	9	70	71	NA	NA
28	8	6	12	10	90	88	NA	NA
28	5	10	11	5	87	81	NA	NA
28	12	9	10	11	81	82	NA	NA
28	6	6	6	9	76	77	NA	NA
28	7	7	9	7	78	85	NA	NA
28	9	9	11	9	68	72	NA	NA
28	4	5	5	2	84	77	NA	NA
28	NA	NA	NA	NA	NA	NA	NA	NA
28	2	1	1	12	80	78	NA	NA
28	17	1	5	4	37	59	NA	NA
28	6	4	1	8	77	90	NA	NA
28	1	7	5	9	77	75	NA	NA
28	16	19	14	13	74	42	NA	NA
28	4	8	10	9	77	72	NA	NA
28	5	13	19	7	53	58	NA	NA
28	5	8	20	6	69	72	NA	NA
28	4	5	5	6	67	54	NA	NA
28	8	8	4	9	68	79	NA	NA
28	3	18	25	7	55	35	NA	NA
28	6	19	37	2	51	46	NA	NA
28	1	13	17	4	58	47	NA	NA
28	2	23	28	5	57	46	NA	NA
28	1	21	17	1	58	54	NA	NA
28	1	24	29	1	66	53	NA	NA
28	1	1	7	1	64	62	NA	NA
28	5	14	20	2	61	60	NA	NA
28	1	9	18	14	59	61	NA	NA
28	7	12	12	1	64	61	NA	NA
28	2	9	23	4	61	58	NA	NA
28	5	22	14	10	72	64	NA	NA
28	1	16	22	15	66	66	NA	NA
28	8	16	20	9	63	71	NA	NA
28	1	9	25	1	44	36	NA	NA
28	11	12	8	1	68	68	NA	NA
28	7	11	26	12	60	63	NA	NA
28	4	8	39	9	62	57	NA	NA
28	15	15	8	12	69	59	NA	NA
28	2	26	33	13	57	54	NA	NA
28	7	1	16	5	63	65	NA	NA
28	7	9	20	7	40	47	NA	NA
28	6	14	21	9	33	52	NA	NA
28	1	9	32	7	61	56	NA	NA
28	4	4	22	2	40	47	NA	NA
28	14	33	35	14	61	54	NA	NA
28	4	20	34	9	75	64	NA	NA
28	6	9	1	1	68	64	NA	NA
28	7	4	19	2	68	71	NA	NA
28	9	24	1	3	66	75	NA	NA
28	7	24	24	7	63	60	NA	NA
28	6	16	25	10	40	54	NA	NA
28	1	5	29	3	42	62	NA	NA
28	NA	NA	NA	NA	NA	NA	NA	NA
28	5	6	27	1	58	60	NA	NA
28	19	26	36	1	61	62	NA	NA
28	1	8	11	4	68	69	NA	NA
28	10	9	12	10	70	69	NA	NA
28	11	12	15	5	64	67	NA	NA
28	3	19	16	13	64	69	NA	NA
31	11	19	17	26	58	30	NA	NA
31	25	19	12	19	68	19	NA	NA
31	12	30	72	18	32	54	NA	NA
31	29	45	67	20	59	11	NA	NA
31	21	15	45	9	78	17	NA	NA
31	25	12	46	18	62	57	NA	NA
31	20	17	42	9	78	28	NA	NA
31	13	14	78	19	73	35	NA	NA
31	19	30	13	16	71	60	NA	NA
31	NA	NA	NA	NA	NA	NA	NA	NA
31	9	37	68	9	32	33	NA	NA
31	48	29	48	27	71	40	NA	NA
31	19	31	17	9	73	43	NA	NA
31	19	19	30	7	67	38	NA	NA
31	10	20	20	10	19	52	NA	NA
31	10	13	15	12	81	57	NA	NA
31	17	18	40	16	84	47	NA	NA
31	17	36	49	21	70	23	NA	NA
31	19	27	28	21	30	43	NA	NA
31	14	28	67	9	40	49	NA	NA
31	26	26	45	21	25	27	NA	NA
31	24	16	52	15	75	68	NA	NA
31	12	11	31	19	65	21	NA	NA
31	22	17	53	16	25	25	NA	NA
31	10	18	37	9	69	46	NA	NA
31	13	16	44	12	71	42	NA	NA
31	19	40	33	14	79	54	NA	NA
31	15	16	28	10	37	39	NA	NA
31	12	19	19	19	67	24	NA	NA
31	7	12	22	15	70	22	NA	NA
31	10	13	11	13	59	48	NA	NA
31	7	13	30	11	69	54	NA	NA
31	1	10	30	12	59	53	NA	NA
31	14	15	25	15	68	49	NA	NA
31	44	23	67	68	1	16	NA	NA
31	NA	NA	NA	NA	NA	NA	NA	NA
31	49	21	40	24	16	12	NA	NA
31	13	11	34	9	61	39	NA	NA
31	9	12	23	12	54	21	NA	NA
31	13	12	26	13	40	42	NA	NA
31	18	21	43	1	59	37	NA	NA
31	23	13	22	7	61	43	NA	NA
31	10	10	29	5	31	53	NA	NA
31	11	15	26	9	68	64	NA	NA
31	6	12	23	13	74	50	NA	NA
31	27	16	40	7	32	56	NA	NA
31	10	15	34	11	62	44	NA	NA
31	31	19	36	1	18	45	NA	NA
31	26	14	10	9	17	47	NA	NA
31	11	11	10	1	83	19	NA	NA
31	11	11	20	7	30	47	NA	NA
31	9	12	19	1	73	63	NA	NA
31	15	14	17	20	68	55	NA	NA
31	15	23	19	16	15	68	NA	NA
31	12	12	17	10	78	61	NA	NA
31	13	7	21	8	34	46	NA	NA
31	6	11	12	9	82	61	NA	NA
31	15	18	14	9	59	62	NA	NA
31	5	13	16	12	81	59	NA	NA
31	NA	NA	NA	NA	NA	NA	NA	NA
31	NA	NA	NA	NA	NA	NA	NA	NA
31	17	9	17	19	75	80	NA	NA
31	10	11	10	19	49	61	NA	NA
31	40	18	17	18	71	82	NA	NA
31	14	1	10	5	80	71	NA	NA
31	14	10	6	5	87	76	NA	NA
34	21	11	26	24	75	87	NA	NA
34	12	19	20	20	81	70	NA	NA
34	18	23	16	17	81	89	NA	NA
34	8	16	20	9	92	92	NA	NA
34	12	7	12	16	97	88	NA	NA
34	13	14	14	19	26	65	NA	NA
34	14	12	14	12	56	60	NA	NA
34	19	13	18	12	51	53	NA	NA
34	NA	NA	NA	NA	NA	NA	NA	NA
34	8	12	16	12	87	82	NA	NA
34	12	12	14	12	86	57	NA	NA
34	9	16	13	13	12	84	NA	NA
34	17	15	18	11	54	56	NA	NA
34	17	37	41	22	75	45	NA	NA
34	19	17	17	18	63	74	NA	NA
34	19	26	19	17	73	78	NA	NA
34	17	16	19	19	72	74	NA	NA
34	21	26	20	23	89	58	NA	NA
34	34	19	24	18	50	66	NA	NA
34	53	47	54	49	69	54	NA	NA
34	42	20	30	20	57	53	NA	NA
34	20	19	25	22	73	25	NA	NA
34	22	42	26	22	32	38	NA	NA
34	51	54	51	52	50	52	NA	NA
34	20	26	20	26	61	66	NA	NA
34	23	26	31	29	39	38	NA	NA
34	22	25	17	23	68	88	NA	NA
34	19	18	20	18	24	80	NA	NA
34	17	54	53	16	52	17	NA	NA
34	37	54	39	35	56	51	NA	NA
34	19	79	22	24	66	27	NA	NA
34	26	22	15	19	78	71	NA	NA
34	54	54	48	51	48	47	NA	NA
34	24	30	39	28	20	56	NA	NA
34	24	24	19	23	68	69	NA	NA
34	44	43	22	24	23	46	NA	NA
34	28	25	20	22	59	67	NA	NA
34	26	19	7	8	76	52	NA	NA
34	47	24	25	54	53	54	NA	NA
34	22	25	23	30	74	69	NA	NA
34	22	26	19	26	74	89	NA	NA
34	20	54	29	24	71	82	NA	NA
34	19	79	55	28	71	36	NA	NA
34	19	26	19	26	30	63	NA	NA
34	34	33	27	35	31	63	NA	NA
34	19	20	19	24	75	78	NA	NA
34	33	23	51	52	30	56	NA	NA
34	53	80	78	61	28	80	NA	NA
34	NA	NA	NA	NA	NA	NA	NA	NA
34	26	23	20	26	68	66	NA	NA
34	25	21	45	46	73	46	NA	NA
34	27	26	23	25	64	58	NA	NA
34	33	38	25	21	43	27	NA	NA
34	16	28	21	26	20	8	NA	NA
34	21	26	18	40	19	24	NA	NA
34	25	28	40	23	48	44	NA	NA
34	20	28	24	40	12	29	NA	NA
34	33	26	22	21	66	80	NA	NA
34	37	35	40	35	36	36	NA	NA
34	61	47	51	61	61	27	NA	NA
34	78	83	64	50	21	15	NA	NA
34	27	23	52	47	47	58	NA	NA
34	49	49	58	51	52	54	NA	NA
34	31	68	22	19	21	56	NA	NA
34	21	29	33	21	22	82	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	1	24	22	12	30	39	NA	NA
38	4	1	1	1	80	81	NA	NA
38	1	24	14	2	40	40	NA	NA
38	11	1	7	4	27	23	NA	NA
38	90	1	1	1	80	81	NA	NA
38	16	15	18	19	69	73	NA	NA
38	22	17	22	27	24	19	NA	NA
38	15	40	19	16	54	15	NA	NA
38	1	15	17	13	56	63	NA	NA
38	2	1	6	1	59	35	NA	NA
38	1	5	1	1	68	70	NA	NA
38	5	9	7	5	15	13	NA	NA
38	10	16	20	8	38	29	NA	NA
38	5	6	8	3	75	86	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	1	6	1	1	69	83	NA	NA
38	6	11	11	6	66	74	NA	NA
38	5	3	5	7	68	71	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	17	12	15	9	78	70	NA	NA
38	1	7	6	9	88	95	NA	NA
38	7	8	9	7	93	8	NA	NA
38	11	12	9	9	91	91	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	2	10	5	10	77	82	NA	NA
38	6	9	9	6	82	78	NA	NA
38	17	18	14	12	19	58	NA	NA
38	64	16	5	15	60	13	NA	NA
38	5	13	26	14	34	34	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	7	13	6	10	25	47	NA	NA
38	18	21	12	18	69	37	NA	NA
38	31	18	10	23	46	51	NA	NA
38	17	1	13	19	89	77	NA	NA
38	15	15	20	19	59	66	NA	NA
38	9	13	19	15	26	35	NA	NA
38	22	5	18	17	21	78	NA	NA
38	25	20	22	21	58	75	NA	NA
38	15	10	9	8	42	56	NA	NA
38	16	23	21	15	19	54	NA	NA
38	NA	NA	NA	NA	NA	NA	NA	NA
38	19	16	19	21	19	23	NA	NA
38	35	17	11	18	42	11	NA	NA
38	11	12	30	14	29	33	NA	NA
38	18	10	17	19	69	18	NA	NA
38	15	7	12	15	75	89	NA	NA
38	15	16	14	7	77	78	NA	NA
38	9	19	14	12	47	46	NA	NA
38	19	1	21	12	40	70	NA	NA
38	12	22	57	21	11	23	NA	NA
38	28	9	20	18	9	26	NA	NA
38	19	1	20	32	24	31	NA	NA
38	1	22	26	22	18	12	NA	NA
38	12	8	14	5	54	52	NA	NA
38	7	12	29	14	12	22	NA	NA
38	14	16	55	29	29	7	NA	NA
38	17	8	11	12	35	26	NA	NA
38	6	7	7	21	76	68	NA	NA
38	14	16	11	25	68	75	NA	NA
38	14	25	19	18	22	68	NA	NA
38	11	1	12	19	21	37	NA	NA
38	14	4	13	17	15	18	NA	NA
38	15	12	13	5	26	28	NA	NA
38	9	11	16	9	93	79	NA	NA
38	9	9	13	10	66	57	NA	NA
38	16	8	16	8	61	66	NA	NA
39	4	7	7	10	75	59	NA	NA
39	25	5	18	13	39	26	NA	NA
39	4	7	5	5	35	79	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	5	9	4	5	76	74	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	7	6	5	9	33	76	NA	NA
39	3	8	8	5	85	71	NA	NA
39	8	5	3	5	73	76	NA	NA
39	5	5	5	6	74	75	NA	NA
39	3	3	6	5	93	82	NA	NA
39	5	2	4	2	83	85	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	6	3	1	3	85	88	NA	NA
39	1	5	2	5	84	92	NA	NA
39	5	4	5	18	83	80	NA	NA
39	4	5	2	3	96	80	NA	NA
39	27	4	8	5	36	59	NA	NA
39	5	4	5	5	89	75	NA	NA
39	4	5	62	57	78	41	NA	NA
39	26	5	16	40	43	58	NA	NA
39	24	5	5	4	78	70	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	5	3	4	4	82	72	NA	NA
39	2	1	5	5	76	78	NA	NA
39	1	5	2	5	80	97	NA	NA
39	1	2	4	4	77	80	NA	NA
39	5	5	3	4	74	77	NA	NA
39	29	8	1	1	24	74	NA	NA
39	15	1	2	5	81	82	NA	NA
39	2	1	4	1	91	83	NA	NA
39	5	3	3	4	76	70	NA	NA
39	1	3	1	1	75	82	NA	NA
39	3	1	4	5	100	74	NA	NA
39	3	1	1	3	78	75	NA	NA
39	3	2	3	1	56	82	NA	NA
39	3	6	1	5	67	45	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	3	3	1	1	76	75	NA	NA
39	1	1	2	2	78	78	NA	NA
39	1	4	2	1	73	75	NA	NA
39	12	1	4	4	72	80	NA	NA
39	33	1	1	2	79	75	NA	NA
39	5	1	3	2	59	92	NA	NA
39	1	1	1	1	82	74	NA	NA
39	1	1	4	1	74	73	NA	NA
39	1	1	1	34	68	79	NA	NA
39	1	5	1	4	72	81	NA	NA
39	1	1	1	2	75	96	NA	NA
39	1	1	1	1	78	80	NA	NA
39	1	1	1	1	72	85	NA	NA
39	19	1	26	1	82	66	NA	NA
39	11	9	14	2	68	60	NA	NA
39	1	1	1	25	61	60	NA	NA
39	62	5	1	1	66	51	NA	NA
39	39	1	9	3	69	35	NA	NA
39	24	2	14	2	62	82	NA	NA
39	23	1	17	1	62	60	NA	NA
39	17	4	2	1	61	71	NA	NA
39	39	1	15	4	66	62	NA	NA
39	14	1	2	3	83	66	NA	NA
39	4	1	1	2	80	71	NA	NA
39	NA	NA	NA	NA	NA	NA	NA	NA
39	1	1	1	12	92	61	NA	NA
41	16	6	34	5	71	82	NA	NA
41	68	25	75	29	44	19	NA	NA
41	35	11	29	33	19	25	NA	NA
41	31	14	29	28	40	62	NA	NA
41	7	27	12	5	81	77	NA	NA
41	18	25	76	29	82	69	NA	NA
41	11	24	15	6	70	54	NA	NA
41	9	19	8	10	91	62	NA	NA
41	16	11	23	1	85	72	NA	NA
41	9	12	20	12	76	65	NA	NA
41	46	20	65	2	30	10	NA	NA
41	28	11	35	6	35	29	NA	NA
41	10	41	79	38	51	23	NA	NA
41	98	88	96	60	20	9	NA	NA
41	13	57	58	24	74	33	NA	NA
41	20	26	54	1	75	67	NA	NA
41	20	22	49	32	60	38	NA	NA
41	33	26	25	19	50	68	NA	NA
41	14	26	54	36	73	25	NA	NA
41	29	64	70	34	28	26	NA	NA
41	9	8	7	7	80	94	NA	NA
41	30	26	46	47	72	69	NA	NA
41	1	9	10	8	72	96	NA	NA
41	14	19	23	21	78	82	NA	NA
41	19	12	40	9	69	68	NA	NA
41	12	9	26	1	57	43	NA	NA
41	15	8	49	6	52	28	NA	NA
41	NA	NA	NA	NA	NA	NA	NA	NA
41	11	7	54	13	62	40	NA	NA
41	5	7	52	13	45	30	NA	NA
41	16	14	31	12	61	33	NA	NA
41	37	63	47	51	17	27	NA	NA
41	38	79	84	33	11	20	NA	NA
41	15	29	63	19	38	37	NA	NA
41	17	3	8	1	96	93	NA	NA
41	17	20	23	16	48	58	NA	NA
41	15	32	46	15	54	26	NA	NA
41	14	8	20	6	54	46	NA	NA
41	1	22	21	19	70	52	NA	NA
41	1	7	61	19	75	79	NA	NA
41	24	15	21	31	85	50	NA	NA
41	16	3	13	11	80	92	NA	NA
41	29	16	20	12	68	77	NA	NA
41	61	37	36	39	55	60	NA	NA
41	19	12	5	15	76	82	NA	NA
41	6	27	53	1	39	31	NA	NA
41	27	9	38	15	12	69	NA	NA
41	30	44	49	43	21	35	NA	NA
41	7	15	61	9	17	24	NA	NA
41	NA	NA	NA	NA	NA	NA	NA	NA
41	1	1	19	1	75	77	NA	NA
41	40	1	21	1	53	56	NA	NA
41	NA	NA	NA	NA	NA	NA	NA	NA
41	26	6	12	22	71	73	NA	NA
41	6	24	79	26	16	27	NA	NA
41	23	3	75	15	86	66	NA	NA
41	15	19	15	31	52	70	NA	NA
41	3	21	41	5	61	42	NA	NA
41	19	29	40	20	56	51	NA	NA
41	1	13	44	19	78	82	NA	NA
41	19	13	53	16	69	68	NA	NA
41	42	36	58	34	29	27	NA	NA
41	3	1	10	14	89	96	NA	NA
41	21	18	34	21	76	30	NA	NA
43	NA	NA	NA	NA	NA	NA	NA	NA
43	12	50	20	34	49	66	NA	NA
43	17	21	26	11	15	75	NA	NA
43	10	50	47	36	68	52	NA	NA
43	8	28	14	20	68	54	NA	NA
43	16	42	28	20	64	66	NA	NA
43	16	40	34	25	92	56	NA	NA
43	24	49	16	24	75	48	NA	NA
43	9	59	23	17	72	63	NA	NA
43	24	70	67	35	25	31	NA	NA
43	19	55	65	62	29	39	NA	NA
43	45	68	52	49	26	26	NA	NA
43	8	52	39	17	40	27	NA	NA
43	9	46	34	38	26	42	NA	NA
43	26	50	31	17	64	47	NA	NA
43	7	47	17	12	82	68	NA	NA
43	19	61	20	78	48	29	NA	NA
43	60	60	68	63	15	26	NA	NA
43	65	70	66	61	19	26	NA	NA
43	26	36	47	25	64	57	NA	NA
43	30	32	32	26	47	46	NA	NA
43	13	15	20	12	76	69	NA	NA
43	1	17	22	17	71	74	NA	NA
43	42	45	48	19	47	56	NA	NA
43	19	19	18	23	62	82	NA	NA
43	4	26	1	2	52	76	NA	NA
43	29	61	60	36	26	43	NA	NA
43	25	27	49	48	44	46	NA	NA
43	4	59	35	61	31	26	NA	NA
43	24	26	26	19	55	33	NA	NA
43	26	16	28	28	58	59	NA	NA
43	9	9	14	10	48	47	NA	NA
43	51	49	54	12	55	89	NA	NA
43	19	25	29	22	50	53	NA	NA
43	19	21	26	17	62	52	NA	NA
43	15	10	19	11	100	95	NA	NA
43	19	46	14	57	48	30	NA	NA
43	7	49	30	51	26	37	NA	NA
43	82	75	75	67	13	19	NA	NA
43	44	46	18	12	44	47	NA	NA
43	12	45	22	8	61	64	NA	NA
43	15	51	45	13	44	18	NA	NA
43	16	24	20	11	47	40	NA	NA
43	6	11	8	10	26	76	NA	NA
43	13	13	9	13	82	61	NA	NA
43	11	12	11	12	86	86	NA	NA
43	12	14	21	19	77	72	NA	NA
43	14	15	17	14	72	87	NA	NA
43	11	9	10	10	75	76	NA	NA
43	8	5	7	5	82	80	NA	NA
43	16	8	10	15	68	70	NA	NA
43	11	48	35	29	20	42	NA	NA
43	7	15	5	13	33	76	NA	NA
43	1	11	15	12	69	82	NA	NA
43	36	16	40	19	26	26	NA	NA
43	11	7	9	8	79	66	NA	NA
43	5	9	18	8	34	36	NA	NA
43	10	19	21	26	61	72	NA	NA
43	14	23	10	19	72	68	NA	NA
43	10	9	9	8	61	68	NA	NA
43	12	2	1	1	96	100	NA	NA
43	34	45	50	9	12	47	NA	NA
43	12	14	15	11	67	65	NA	NA
43	6	7	12	14	66	72	NA	NA
43	55	54	19	82	54	49	NA	NA
43	8	6	9	6	73	64	NA	NA
46	9	12	18	12	76	70	NA	NA
46	11	13	5	11	94	69	NA	NA
46	28	19	20	12	16	24	NA	NA
46	13	6	13	7	69	78	NA	NA
46	8	11	19	19	74	56	NA	NA
46	11	18	11	14	82	71	NA	NA
46	8	16	11	17	78	50	NA	NA
46	9	9	12	9	24	19	NA	NA
46	12	7	11	12	77	72	NA	NA
46	11	6	11	13	64	56	NA	NA
46	7	12	9	18	36	28	NA	NA
46	8	9	10	11	68	75	NA	NA
46	32	11	56	17	43	50	NA	NA
46	3	41	57	16	31	31	NA	NA
46	12	9	8	16	77	74	NA	NA
46	9	13	53	9	53	81	NA	NA
46	5	9	15	12	61	77	NA	NA
46	1	15	11	14	92	61	NA	NA
46	20	10	3	12	73	73	NA	NA
46	11	7	9	5	83	73	NA	NA
46	18	12	12	10	91	86	NA	NA
46	16	12	12	13	40	84	NA	NA
46	13	5	17	9	77	71	NA	NA
46	10	9	9	7	75	75	NA	NA
46	30	7	11	7	71	64	NA	NA
46	11	9	9	5	91	54	NA	NA
46	12	10	9	9	48	46	NA	NA
46	6	6	12	7	68	86	NA	NA
46	6	8	11	5	67	61	NA	NA
46	8	5	5	9	84	33	NA	NA
46	5	6	7	7	64	73	NA	NA
46	7	6	7	4	71	77	NA	NA
46	7	9	10	12	75	61	NA	NA
46	15	9	12	7	82	85	NA	NA
46	5	12	10	11	78	86	NA	NA
46	2	12	5	6	53	53	NA	NA
46	77	5	72	13	78	73	NA	NA
46	6	5	19	13	11	63	NA	NA
46	9	11	13	12	76	75	NA	NA
46	8	12	12	8	26	26	NA	NA
46	5	12	11	12	32	78	NA	NA
46	10	4	4	8	93	70	NA	NA
46	3	9	8	7	95	75	NA	NA
46	22	19	11	9	86	33	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
46	11	10	7	9	73	78	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
46	72	4	7	10	90	84	NA	NA
46	15	2	1	11	94	84	NA	NA
46	11	7	12	10	8	10	NA	NA
46	15	17	8	9	20	69	NA	NA
46	9	12	7	5	77	66	NA	NA
46	5	13	5	8	16	26	NA	NA
46	11	13	12	12	12	78	NA	NA
46	15	11	13	7	80	75	NA	NA
46	81	13	12	3	83	81	NA	NA
46	11	17	18	11	72	86	NA	NA
46	9	15	6	11	10	75	NA	NA
46	17	11	12	15	74	68	NA	NA
46	10	12	18	7	5	80	NA	NA
46	7	18	11	9	68	68	NA	NA
46	5	11	1	8	83	78	NA	NA
46	14	5	11	14	70	74	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
46	NA	NA	NA	NA	NA	NA	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	56	11	18	10	30	18	NA	NA
47	66	57	50	33	38	20	NA	NA
47	23	24	14	14	71	47	NA	NA
47	16	13	19	19	68	41	NA	NA
47	9	13	25	19	52	45	NA	NA
47	66	19	15	41	22	47	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	5	12	6	9	84	69	NA	NA
47	7	15	10	12	90	71	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	17	12	19	8	88	75	NA	NA
47	10	12	9	14	88	54	NA	NA
47	7	5	7	7	88	65	NA	NA
47	6	8	10	9	88	78	NA	NA
47	12	7	5	15	51	50	NA	NA
47	11	22	11	5	63	54	NA	NA
47	5	6	8	6	84	60	NA	NA
47	5	7	6	8	94	81	NA	NA
47	37	7	6	2	75	61	NA	NA
47	47	27	54	47	37	19	NA	NA
47	25	43	47	7	16	12	NA	NA
47	4	38	55	19	83	49	NA	NA
47	8	13	18	11	77	76	NA	NA
47	69	52	21	16	12	14	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	10	43	19	6	15	14	NA	NA
47	8	16	9	10	21	19	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	61	15	53	45	13	7	NA	NA
47	24	17	31	20	61	64	NA	NA
47	12	12	9	5	90	74	NA	NA
47	14	3	12	15	78	85	NA	NA
47	3	6	5	9	77	74	NA	NA
47	6	8	7	7	89	44	NA	NA
47	7	8	12	13	88	66	NA	NA
47	66	11	14	26	30	26	NA	NA
47	12	24	13	18	17	9	NA	NA
47	5	4	1	8	74	35	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	8	4	18	5	84	63	NA	NA
47	9	3	10	4	87	48	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	2	7	5	1	100	85	NA	NA
47	1	3	5	1	89	33	NA	NA
47	1	5	5	4	94	50	NA	NA
