id	day	beep	happy	relaxed	sad	angry	stressed
105	1	1	75	55	7	19	51
105	1	2	69	21	20	18	21
105	1	3	52	94	10	21	25
105	1	4	93	98	10	4	13
105	1	5	98	87	1	10	11
105	1	6	20	11	63	76	73
105	1	7	54	84	12	21	8
105	2	8	59	46	6	54	82
105	2	9	78	79	10	11	8
105	2	10	100	100	5	3	8
105	2	11	100	100	6	1	1
105	2	12	17	80	14	85	79
105	2	13	10	43	87	60	13
105	2	14	91	94	7	5	7
105	3	15	100	100	2	0	3
105	3	16	53	80	8	23	95
105	3	17	43	9	52	53	94
105	3	18	87	96	0	0	0
105	3	19	94	100	0	4	2
105	3	20	100	100	3	0	0
105	3	21	57	78	8	6	11
105	4	22	5	33	3	8	81
105	4	23	100	100	0	3	4
105	4	24	52	75	3	0	0
105	4	25	66	82	63	63	0
105	4	26	79	79	5	13	10
105	4	27	45	0	0	0	0
105	4	28	80	92	0	0	4
105	5	29	76	53	10	24	10
105	5	30	100	28	0	4	0
105	5	31	46	58	0	66	74
105	5	32	93	100	0	1	1
105	5	33	73	87	4	0	0
105	5	34	96	97	0	6	5
105	5	35	68	86	20	70	21
105	6	36	53	5	7	10	87
105	6	37	79	69	0	0	46
105	6	38	100	100	15	0	47
105	6	39	53	50	9	7	56
105	6	40	100	100	9	9	17
105	6	41	100	100	0	0	0
105	6	42	79	99	8	9	9
105	7	43	41	84	43	7	14
105	7	44	85	0	9	6	11
105	7	45	64	94	4	6	9
105	7	46	76	70	15	12	21
105	7	47	13	15	46	100	78
105	7	48	23	77	65	67	28
105	7	49	62	68	7	12	10
105	8	50	76	82	11	8	17
105	8	51	62	100	1	12	72
105	8	52	45	10	73	61	78
105	8	53	10	27	60	60	48
105	8	54	93	92	6	11	8
105	8	55	93	94	7	6	10
105	8	56	92	85	8	6	12
105	9	57	90	24	4	12	11
105	9	58	23	16	13	6	81
105	9	59	100	3	0	6	100
105	9	60	95	9	6	0	100
105	9	61	100	100	0	0	0
105	9	62	94	96	0	7	5
105	9	63	14	74	28	58	54
105	10	64	96	98	0	0	0
105	10	65	15	10	74	84	75
105	10	66	8	16	74	74	87
105	10	67	13	24	57	58	81
105	10	68	NA	NA	NA	NA	NA
105	10	69	45	51	49	52	58
105	10	70	46	34	14	16	44
105	11	71	100	100	8	4	0
105	11	72	50	81	23	17	58
105	11	73	51	70	9	19	41
105	11	74	30	25	18	47	72
105	11	75	91	75	9	10	11
105	11	76	96	100	0	1	0
105	11	77	86	71	0	6	8
105	12	78	38	70	28	42	22
105	12	79	100	100	0	0	0
105	12	80	92	100	0	0	0
105	12	81	85	66	7	11	4
105	12	82	61	40	10	46	7
105	12	83	43	94	9	7	13
105	12	84	96	61	10	13	11
105	13	85	37	61	64	62	46
105	13	86	15	12	78	72	71
105	13	87	9	13	8	23	70
105	13	88	41	48	4	12	64
105	13	89	44	10	14	45	11
105	13	90	44	62	13	46	44
105	13	91	100	97	1	0	9
105	14	92	10	4	86	86	89
105	14	93	80	19	0	2	91
105	14	94	68	88	16	16	17
105	14	95	68	85	35	11	21
105	14	96	74	53	48	13	38
105	14	97	100	100	9	4	8
105	14	98	11	71	0	71	46
106	1	1	NA	NA	NA	NA	NA
106	1	2	NA	NA	NA	NA	NA
106	1	3	NA	NA	NA	NA	NA
106	1	4	NA	NA	NA	NA	NA
106	1	5	NA	NA	NA	NA	NA
106	1	6	53	89	0	0	76
106	1	7	99	100	0	0	2
106	2	8	48	17	0	59	83
106	2	9	15	0	0	52	85
106	2	10	91	84	0	0	100
106	2	11	82	63	0	6	68
106	2	12	NA	NA	NA	NA	NA
106	2	13	48	76	4	8	20
106	2	14	91	93	0	0	0
106	3	15	66	17	0	7	22
106	3	16	84	82	6	8	16
106	3	17	57	76	0	52	68
106	3	18	65	45	9	63	80
106	3	19	50	38	28	7	69
106	3	20	65	85	0	26	41
106	3	21	88	90	0	0	16
106	4	22	NA	NA	NA	NA	NA
106	4	23	NA	NA	NA	NA	NA
106	4	24	NA	NA	NA	NA	NA
106	4	25	NA	NA	NA	NA	NA
106	4	26	NA	NA	NA	NA	NA
106	4	27	92	84	0	0	6
106	4	28	NA	NA	NA	NA	NA
106	5	29	85	80	0	0	0
106	5	30	84	84	0	14	0
106	5	31	NA	NA	NA	NA	NA
106	5	32	64	66	0	1	6
106	5	33	57	32	7	20	82
106	5	34	55	51	50	2	58
106	5	35	64	26	0	0	80
106	6	36	53	58	18	3	46
106	6	37	49	45	0	89	83
106	6	38	52	13	6	40	74
106	6	39	33	47	0	8	88
106	6	40	55	74	13	0	30
106	6	41	16	32	79	0	56
106	6	42	24	11	76	18	60
106	7	43	NA	NA	NA	NA	NA
106	7	44	NA	NA	NA	NA	NA
106	7	45	55	18	0	47	68
106	7	46	30	11	10	6	14
106	7	47	47	0	1	0	84
106	7	48	42	0	0	22	100
106	7	49	NA	NA	NA	NA	NA
106	8	50	NA	NA	NA	NA	NA
106	8	51	NA	NA	NA	NA	NA
106	8	52	NA	NA	NA	NA	NA
106	8	53	NA	NA	NA	NA	NA
106	8	54	NA	NA	NA	NA	NA
106	8	55	NA	NA	NA	NA	NA
106	8	56	NA	NA	NA	NA	NA
106	9	57	61	48	0	11	57
106	9	58	13	0	0	89	84
106	9	59	46	13	22	14	86
106	9	60	NA	NA	NA	NA	NA
106	9	61	NA	NA	NA	NA	NA
106	9	62	49	0	0	13	88
106	9	63	NA	NA	NA	NA	NA
106	10	64	NA	NA	NA	NA	NA
106	10	65	38	49	0	17	40
106	10	66	54	67	0	0	23
106	10	67	90	100	1	44	5
106	10	68	NA	NA	NA	NA	NA
106	10	69	67	65	8	0	16
106	10	70	91	92	2	0	16
106	11	71	NA	NA	NA	NA	NA
106	11	72	NA	NA	NA	NA	NA
106	11	73	NA	NA	NA	NA	NA
106	11	74	NA	NA	NA	NA	NA
106	11	75	NA	NA	NA	NA	NA
106	11	76	NA	NA	NA	NA	NA
106	11	77	NA	NA	NA	NA	NA
106	12	78	NA	NA	NA	NA	NA
106	12	79	92	89	0	0	11
106	12	80	85	92	0	13	17
106	12	81	62	88	39	2	3
106	12	82	NA	NA	NA	NA	NA
106	12	83	45	56	0	0	54
106	12	84	33	15	0	74	56
106	13	85	58	62	0	0	26
106	13	86	84	97	0	0	20
106	13	87	88	99	1	1	40
106	13	88	52	56	27	11	88
106	13	89	84	82	16	19	30
106	13	90	65	59	7	24	74
106	13	91	84	79	0	0	9
106	14	92	64	85	0	11	71
106	14	93	47	12	0	2	76
106	14	94	47	5	10	63	91
106	14	95	NA	NA	NA	NA	NA
106	14	96	48	22	2	17	85
106	14	97	47	14	53	91	88
106	14	98	81	80	0	2	18
107	1	1	58	70	0	0	0
107	1	2	71	65	0	0	8
107	1	3	70	67	0	0	16
107	1	4	82	87	0	0	0
107	1	5	49	54	0	0	16
107	1	6	70	90	0	0	1
107	1	7	95	100	0	1	0
107	2	8	65	44	0	0	36
107	2	9	73	77	0	0	15
107	2	10	66	45	0	6	27
107	2	11	56	52	0	0	27
107	2	12	66	70	0	0	15
107	2	13	76	74	0	0	0
107	2	14	91	86	0	0	16
107	3	15	49	30	12	0	36
107	3	16	56	59	0	0	12
107	3	17	54	60	0	0	19
107	3	18	74	70	0	0	0
107	3	19	65	77	0	0	0
107	3	20	74	87	0	0	0
107	3	21	87	91	0	0	0
107	4	22	76	46	0	0	16
107	4	23	80	73	0	0	32
107	4	24	78	66	0	0	21
107	4	25	70	78	0	0	16
107	4	26	67	70	0	0	8
107	4	27	53	51	0	0	20
107	4	28	72	58	0	0	8
107	5	29	52	37	0	0	34
107	5	30	53	16	0	0	72
107	5	31	51	56	0	0	47
107	5	32	64	51	0	0	0
107	5	33	66	58	0	0	0
107	5	34	73	60	0	0	28
107	5	35	79	75	0	0	8
107	6	36	70	63	0	0	11
107	6	37	52	40	0	0	26
107	6	38	66	59	0	0	13
107	6	39	65	64	0	0	18
107	6	40	79	77	0	0	11
107	6	41	81	63	0	0	11
107	6	42	78	89	0	0	8
107	7	43	68	65	0	0	16
107	7	44	63	54	0	0	25
107	7	45	66	64	0	0	19
107	7	46	54	48	0	0	34
107	7	47	83	76	0	0	10
107	7	48	86	81	0	0	0
107	7	49	85	83	0	0	0
107	8	50	62	52	0	0	21
107	8	51	62	52	0	0	21
107	8	52	68	61	0	0	9
107	8	53	63	62	0	0	13
107	8	54	57	61	9	0	13
107	8	55	77	89	0	0	0
107	8	56	88	87	0	0	0
107	9	57	75	73	0	0	5
107	9	58	70	63	0	0	35
107	9	59	63	48	0	0	36
107	9	60	72	66	0	0	0
107	9	61	78	83	0	0	0
107	9	62	83	81	0	0	0
107	9	63	85	85	0	0	0
107	10	64	74	86	0	0	0
107	10	65	87	81	0	0	0
107	10	66	80	78	13	1	10
107	10	67	85	83	0	0	0
107	10	68	76	74	0	0	0
107	10	69	84	80	0	0	0
107	10	70	77	80	0	0	0
107	11	71	74	64	0	0	11
107	11	72	76	70	1	0	10
107	11	73	84	87	0	0	9
107	11	74	88	93	0	0	0
107	11	75	88	85	0	0	0
107	11	76	85	84	0	0	0
107	11	77	91	91	0	0	0
107	12	78	67	88	0	16	0
107	12	79	73	65	0	0	18
107	12	80	83	83	0	0	11
107	12	81	87	86	0	0	0
107	12	82	81	87	0	0	0
107	12	83	86	88	0	0	0
107	12	84	85	82	0	11	0
107	13	85	70	70	0	0	11
107	13	86	75	64	1	0	29
107	13	87	85	68	0	0	15
107	13	88	62	72	0	0	19
107	13	89	77	76	0	0	12
107	13	90	77	72	0	0	15
107	13	91	80	86	0	0	3
107	14	92	34	33	79	0	60
107	14	93	57	57	46	0	11
107	14	94	72	74	4	0	0
107	14	95	76	71	0	0	0
107	14	96	78	76	0	0	0
107	14	97	88	85	0	0	0
107	14	98	88	88	0	0	0
108	1	1	NA	NA	NA	NA	NA
108	1	2	NA	NA	NA	NA	NA
108	1	3	38	26	66	65	77
108	1	4	60	57	13	7	14
108	1	5	65	53	8	5	45
108	1	6	19	12	73	8	65
108	1	7	NA	NA	NA	NA	NA
108	2	8	43	40	10	7	27
108	2	9	NA	NA	NA	NA	NA
108	2	10	37	64	7	15	41
108	2	11	49	64	13	7	31
108	2	12	13	14	12	70	70
108	2	13	66	74	31	0	20
108	2	14	73	70	5	9	30
108	3	15	33	33	78	54	77
108	3	16	22	15	68	25	37
108	3	17	51	52	55	35	20
108	3	18	32	72	64	44	29
108	3	19	28	54	33	16	65
108	3	20	72	79	7	10	21
108	3	21	70	64	8	12	39
108	4	22	28	66	27	13	21
108	4	23	53	70	26	25	36
108	4	24	63	32	34	22	62
108	4	25	44	48	24	10	72
108	4	26	23	28	28	22	50
108	4	27	47	68	12	8	41
108	4	28	61	63	26	19	53
108	5	29	72	77	21	8	43
108	5	30	40	57	9	14	36
108	5	31	52	57	9	16	31
108	5	32	36	34	16	22	38
108	5	33	33	54	6	8	22
108	5	34	39	56	7	3	38
108	5	35	52	69	5	10	22
108	6	36	49	62	35	16	19
108	6	37	51	39	51	34	67
108	6	38	38	35	4	13	72
108	6	39	38	33	5	12	63
108	6	40	19	13	2	69	86
108	6	41	12	33	21	0	29
108	6	42	27	64	70	26	25
108	7	43	82	56	14	31	40
108	7	44	16	64	64	25	76
108	7	45	16	66	46	38	33
108	7	46	25	41	45	15	21
108	7	47	18	20	76	56	63
108	7	48	83	52	51	50	47
108	7	49	54	51	53	50	55
108	8	50	59	72	15	8	22
108	8	51	56	62	20	0	24
108	8	52	56	59	8	18	37
108	8	53	48	57	3	4	27
108	8	54	80	64	5	2	25
108	8	55	37	52	2	15	12
108	8	56	51	64	25	66	41
108	9	57	38	32	2	16	66
108	9	58	53	27	0	21	68
108	9	59	15	36	36	12	32
108	9	60	30	30	15	9	68
108	9	61	47	28	9	41	63
108	9	62	34	32	9	22	68
108	9	63	10	42	1	7	68
108	10	64	19	4	15	12	99
108	10	65	NA	NA	NA	NA	NA
108	10	66	69	58	3	15	25
108	10	67	79	64	2	4	17
108	10	68	81	78	24	24	27
108	10	69	NA	NA	NA	NA	NA
108	10	70	NA	NA	NA	NA	NA
108	11	71	78	74	5	8	55
108	11	72	89	79	2	3	7
108	11	73	83	79	5	5	5
108	11	74	66	80	1	19	26
108	11	75	88	65	7	7	18
108	11	76	NA	NA	NA	NA	NA
108	11	77	NA	NA	NA	NA	NA
108	12	78	NA	NA	NA	NA	NA
108	12	79	72	59	9	4	6
108	12	80	71	84	5	2	10
108	12	81	NA	NA	NA	NA	NA
108	12	82	66	99	2	8	22
108	12	83	86	80	2	0	64
108	12	84	76	86	10	6	2
108	13	85	58	55	49	55	53
108	13	86	70	30	36	23	21
108	13	87	32	73	43	57	21
108	13	88	32	18	46	42	64
108	13	89	33	42	42	62	71
108	13	90	64	63	9	6	37
108	13	91	56	60	30	19	2
108	14	92	76	68	7	13	4
108	14	93	51	63	14	23	25
108	14	94	48	66	2	8	37
108	14	95	NA	NA	NA	NA	NA
108	14	96	68	69	3	4	27
108	14	97	39	47	59	7	56
108	14	98	73	87	3	6	8
109	1	1	66	83	7	0	0
109	1	2	63	42	0	2	7
109	1	3	70	86	0	4	2
109	1	4	80	78	4	0	3
109	1	5	50	35	0	21	20
109	1	6	76	81	0	0	0
109	1	7	62	86	0	0	0
109	2	8	33	29	8	0	16
109	2	9	43	17	0	23	62
109	2	10	50	85	0	0	2
109	2	11	36	40	22	12	39
109	2	12	31	84	0	1	0
109	2	13	79	77	0	12	0
109	2	14	71	81	0	0	10
109	3	15	76	90	0	0	0
109	3	16	49	62	0	0	17
109	3	17	42	24	0	0	64
109	3	18	64	24	0	0	61
109	3	19	57	67	0	0	0
109	3	20	46	54	0	0	0
109	3	21	49	71	17	0	49
109	4	22	35	51	32	0	14
109	4	23	61	76	1	0	25
109	4	24	49	82	0	0	0
109	4	25	40	39	0	19	34
109	4	26	32	27	0	0	45
109	4	27	54	64	0	0	0
109	4	28	50	78	0	0	0
109	5	29	51	76	0	0	14
109	5	30	42	69	0	0	17
109	5	31	56	69	0	36	38
109	5	32	65	68	30	26	36
109	5	33	NA	NA	NA	NA	NA
109	5	34	53	53	4	17	52
109	5	35	60	76	16	23	12
109	6	36	47	40	0	22	32
109	6	37	45	64	0	15	40
109	6	38	54	53	0	0	34
109	6	39	NA	NA	NA	NA	NA
109	6	40	NA	NA	NA	NA	NA
109	6	41	61	62	0	0	27
109	6	42	66	71	0	0	0
109	7	43	58	88	0	0	0
109	7	44	59	65	5	0	26
109	7	45	73	82	0	0	0
109	7	46	70	62	0	6	24
109	7	47	84	77	0	0	9
109	7	48	62	76	0	0	21
109	7	49	NA	NA	NA	NA	NA
109	8	50	63	82	0	31	12
109	8	51	NA	NA	NA	NA	NA
109	8	52	68	62	0	0	0
109	8	53	79	83	0	0	13
109	8	54	75	76	0	0	16
109	8	55	89	80	0	0	0
109	8	56	90	80	0	0	0
109	9	57	NA	NA	NA	NA	NA
109	9	58	70	44	0	0	40
109	9	59	43	47	10	21	29
109	9	60	NA	NA	NA	NA	NA
109	9	61	69	71	0	0	7
109	9	62	72	81	0	0	16
109	9	63	66	34	0	0	45
109	10	64	48	61	20	0	0
109	10	65	69	76	0	0	16
109	10	66	45	63	0	0	18
109	10	67	50	65	3	0	0
109	10	68	39	25	0	27	84
109	10	69	79	43	0	26	42
109	10	70	73	77	0	0	15
109	11	71	59	100	0	0	0
109	11	72	88	70	6	0	0
109	11	73	NA	NA	NA	NA	NA
109	11	74	NA	NA	NA	NA	NA
109	11	75	NA	NA	NA	NA	NA
109	11	76	75	75	0	0	6
109	11	77	72	100	2	2	0
109	12	78	59	88	0	0	0
109	12	79	72	55	0	0	49
109	12	80	50	63	0	9	13
109	12	81	65	64	0	2	0
109	12	82	42	38	19	55	65
109	12	83	60	69	0	0	7
109	12	84	NA	NA	NA	NA	NA
109	13	85	52	57	0	0	32
109	13	86	59	76	0	0	22
109	13	87	81	78	0	0	6
109	13	88	NA	NA	NA	NA	NA
109	13	89	52	61	0	16	34
109	13	90	58	63	0	0	0
109	13	91	NA	NA	NA	NA	NA
109	14	92	73	73	0	0	14
109	14	93	47	39	0	23	62
109	14	94	NA	NA	NA	NA	NA
109	14	95	76	83	0	0	36
109	14	96	73	77	0	0	45
109	14	97	NA	NA	NA	NA	NA
109	14	98	76	95	0	0	0
110	1	1	70	100	4	0	1
110	1	2	76	72	0	0	0
110	1	3	57	77	0	0	0
110	1	4	46	74	0	0	0
110	1	5	65	74	70	0	28
110	1	6	64	61	56	0	0
110	1	7	62	100	36	0	19
110	2	8	71	86	0	0	41
110	2	9	76	67	0	0	0
110	2	10	32	53	62	0	42
110	2	11	66	67	71	54	0
110	2	12	11	66	0	0	0
110	2	13	74	94	54	32	0
110	2	14	64	67	0	0	0
110	3	15	NA	NA	NA	NA	NA
110	3	16	NA	NA	NA	NA	NA
110	3	17	62	36	62	0	69
110	3	18	58	63	0	0	46
110	3	19	66	65	0	0	40
110	3	20	63	69	0	0	32
110	3	21	71	73	0	0	22
110	4	22	66	58	0	0	46
110	4	23	52	54	0	20	68
110	4	24	81	64	0	0	39
110	4	25	46	64	52	0	0
110	4	26	48	80	53	10	45
110	4	27	75	82	0	0	0
110	4	28	78	68	62	20	74
110	5	29	58	82	48	0	0
110	5	30	65	74	0	0	0
110	5	31	70	64	0	0	0
110	5	32	58	62	28	0	23
110	5	33	61	66	0	0	25
110	5	34	73	75	0	19	23
110	5	35	56	57	0	18	39
110	6	36	70	65	0	0	26
110	6	37	100	64	0	0	30
110	6	38	100	83	0	0	0
110	6	39	72	59	24	0	0
110	6	40	64	66	20	0	26
110	6	41	100	65	13	0	39
110	6	42	62	85	0	0	27
110	7	43	NA	NA	NA	NA	NA
110	7	44	NA	NA	NA	NA	NA
110	7	45	64	73	0	0	26
110	7	46	70	71	46	0	0
110	7	47	70	66	0	0	28
110	7	48	79	74	0	0	19
110	7	49	74	78	0	0	16
110	8	50	70	100	0	0	24
110	8	51	NA	NA	NA	NA	NA
110	8	52	NA	NA	NA	NA	NA
110	8	53	NA	NA	NA	NA	NA
110	8	54	78	66	0	24	44
110	8	55	70	67	16	0	25
110	8	56	66	76	0	0	0
110	9	57	57	68	0	22	0
110	9	58	76	73	0	0	44
110	9	59	NA	NA	NA	NA	NA
110	9	60	NA	NA	NA	NA	NA
110	9	61	71	72	0	0	0
110	9	62	66	38	18	0	63
110	9	63	70	74	0	0	0
110	10	64	76	67	0	0	50
110	10	65	69	0	0	0	0
110	10	66	NA	NA	NA	NA	NA
110	10	67	NA	NA	NA	NA	NA
110	10	68	68	64	0	0	73
110	10	69	73	33	0	24	76
110	10	70	66	71	33	0	0
110	11	71	62	28	12	0	45
110	11	72	62	72	0	0	32
110	11	73	64	71	0	20	15
110	11	74	12	40	52	52	53
110	11	75	67	69	34	12	17
110	11	76	66	77	0	0	23
110	11	77	78	75	0	0	0
110	12	78	63	82	0	0	0
110	12	79	77	71	0	0	0
110	12	80	67	74	0	0	0
110	12	81	60	78	0	0	0
110	12	82	65	69	0	0	0
110	12	83	33	0	0	0	70
110	12	84	64	68	0	0	40
110	13	85	NA	NA	NA	NA	NA
110	13	86	70	65	0	0	0
110	13	87	67	70	64	26	0
110	13	88	68	61	0	0	0
110	13	89	24	0	0	28	72
110	13	90	26	30	67	46	59
110	13	91	68	0	53	25	67
110	14	92	67	69	0	14	29
110	14	93	64	67	0	0	31
110	14	94	67	70	0	0	16
110	14	95	62	0	0	0	74
110	14	96	62	70	0	0	0
110	14	97	52	70	0	0	20
110	14	98	65	72	25	0	7
111	1	1	82	89	3	4	4
111	1	2	68	77	2	9	8
111	1	3	70	78	4	2	4
111	1	4	59	48	2	6	50
111	1	5	81	88	5	2	3
111	1	6	67	60	4	6	3
111	1	7	42	52	12	6	36
111	2	8	85	85	2	7	4
111	2	9	84	82	4	4	4
111	2	10	71	71	5	6	5
111	2	11	88	84	7	3	1
111	2	12	70	66	5	2	4
111	2	13	51	48	2	26	32
111	2	14	54	52	4	2	34
111	3	15	72	80	1	2	5
111	3	16	74	76	2	1	2
111	3	17	64	81	4	2	5
111	3	18	46	54	7	4	35
111	3	19	76	80	4	8	4
111	3	20	78	80	2	1	4
111	3	21	44	52	56	49	37
111	4	22	85	76	2	4	4
111	4	23	NA	NA	NA	NA	NA
111	4	24	81	79	12	8	10
111	4	25	27	31	28	68	62
111	4	26	80	74	6	1	6
111	4	27	53	18	7	13	4
111	4	28	57	94	2	2	3
111	5	29	85	85	2	1	4
111	5	30	88	85	3	2	5
111	5	31	65	53	7	5	13
111	5	32	62	70	6	5	2
111	5	33	84	88	1	6	4
111	5	34	83	77	1	7	2
111	5	35	87	87	9	7	5
111	6	36	NA	NA	NA	NA	NA
111	6	37	86	79	2	7	8
111	6	38	NA	NA	NA	NA	NA
111	6	39	75	75	1	7	1
111	6	40	79	76	2	7	2
111	6	41	83	89	5	6	6
111	6	42	90	88	5	2	2
111	7	43	NA	NA	NA	NA	NA
111	7	44	85	83	3	7	5
111	7	45	NA	NA	NA	NA	NA
111	7	46	90	77	7	2	5
111	7	47	86	86	3	3	1
111	7	48	92	90	6	5	5
111	7	49	86	86	5	1	7
111	8	50	86	88	4	3	1
111	8	51	86	90	5	2	4
111	8	52	NA	NA	NA	NA	NA
111	8	53	72	84	3	3	2
111	8	54	84	90	3	3	5
111	8	55	63	54	2	3	26
111	8	56	75	89	42	46	6
111	9	57	87	82	1	4	5
111	9	58	90	86	4	4	3
111	9	59	92	87	6	4	5
111	9	60	89	89	4	4	7
111	9	61	87	83	7	7	4
111	9	62	90	88	9	6	9
111	9	63	83	90	2	2	2
111	10	64	81	84	10	8	13
111	10	65	80	85	2	3	4
111	10	66	83	81	3	4	6
111	10	67	NA	NA	NA	NA	NA
111	10	68	79	91	6	7	5
111	10	69	NA	NA	NA	NA	NA
111	10	70	88	82	6	5	2
111	11	71	93	86	2	1	1
111	11	72	94	87	2	5	1
111	11	73	88	83	4	2	2
111	11	74	86	74	8	9	4
111	11	75	84	86	4	1	6
111	11	76	NA	NA	NA	NA	NA
111	11	77	95	96	6	5	2
111	12	78	90	87	4	2	8
111	12	79	92	83	5	5	4
111	12	80	NA	NA	NA	NA	NA
111	12	81	NA	NA	NA	NA	NA
111	12	82	87	89	8	6	3
111	12	83	87	88	2	1	5
111	12	84	87	86	1	4	3
111	13	85	NA	NA	NA	NA	NA
111	13	86	NA	NA	NA	NA	NA
111	13	87	NA	NA	NA	NA	NA
111	13	88	NA	NA	NA	NA	NA
111	13	89	85	90	4	2	4
111	13	90	NA	NA	NA	NA	NA
111	13	91	86	85	5	4	4
111	14	92	90	88	2	4	4
111	14	93	87	88	5	3	4
111	14	94	88	81	6	1	4
111	14	95	85	77	4	2	3
111	14	96	87	87	3	5	6
111	14	97	85	79	4	4	5
111	14	98	88	83	4	3	4
112	1	1	61	41	0	0	77
112	1	2	NA	NA	NA	NA	NA
112	1	3	59	65	0	0	16
112	1	4	74	41	0	0	29
112	1	5	55	75	0	0	24
112	1	6	0	81	0	0	24
112	1	7	63	0	0	0	66
112	2	8	86	80	0	0	16
112	2	9	80	77	0	0	6
112	2	10	NA	NA	NA	NA	NA
112	2	11	90	92	0	1	0
112	2	12	NA	NA	NA	NA	NA
112	2	13	43	19	27	38	14
112	2	14	57	41	0	10	0
112	3	15	58	62	0	0	19
112	3	16	82	77	0	0	6
112	3	17	100	82	0	0	0
112	3	18	82	74	0	1	0
112	3	19	78	100	0	0	0
112	3	20	NA	NA	NA	NA	NA
112	3	21	NA	NA	NA	NA	NA
112	4	22	100	100	0	0	0
112	4	23	100	100	0	0	0
112	4	24	21	16	44	10	23
112	4	25	78	100	0	0	0
112	4	26	80	72	0	0	0
112	4	27	100	100	0	0	1
112	4	28	100	100	0	0	0
112	5	29	100	78	0	0	0
112	5	30	48	63	0	47	9
112	5	31	84	100	0	0	0
112	5	32	100	100	0	0	0
112	5	33	100	83	0	0	0
112	5	34	100	100	0	0	0
112	5	35	100	77	38	0	0
112	6	36	NA	NA	NA	NA	NA
112	6	37	100	76	0	0	0
112	6	38	84	70	0	0	0
112	6	39	95	72	0	0	0
112	6	40	NA	NA	NA	NA	NA
112	6	41	100	65	0	0	13
112	6	42	100	100	0	0	0
112	7	43	78	77	0	0	74
112	7	44	74	66	0	0	16
112	7	45	79	63	0	0	33
112	7	46	80	76	0	0	0
112	7	47	85	75	0	0	12
112	7	48	NA	NA	NA	NA	NA
112	7	49	83	88	0	0	0
112	8	50	76	83	0	0	0
112	8	51	78	86	0	2	1
112	8	52	100	87	0	0	78
112	8	53	NA	NA	NA	NA	NA
112	8	54	92	24	10	19	48
112	8	55	28	64	0	0	41
112	8	56	80	78	0	0	0
112	9	57	100	77	0	0	52
112	9	58	78	74	27	0	31
112	9	59	67	74	0	0	0
112	9	60	65	70	0	0	0
112	9	61	84	87	6	7	15
112	9	62	73	70	0	0	0
112	9	63	100	85	0	0	0
112	10	64	82	87	0	0	0
112	10	65	90	92	0	0	0
112	10	66	86	80	0	0	0
112	10	67	87	100	2	0	0
112	10	68	90	100	0	0	0
112	10	69	81	100	0	0	0
112	10	70	83	88	0	0	0
112	11	71	86	85	0	0	0
112	11	72	80	74	12	0	20
112	11	73	100	100	0	0	0
112	11	74	100	100	0	0	0
112	11	75	83	65	0	0	5
112	11	76	85	85	0	0	0
112	11	77	100	100	0	0	0
112	12	78	100	84	0	0	0
112	12	79	23	26	44	17	0
112	12	80	12	16	44	35	83
112	12	81	0	0	50	0	12
112	12	82	100	78	0	0	0
112	12	83	76	73	0	0	0
112	12	84	90	80	12	0	0
112	13	85	57	71	0	0	0
112	13	86	88	78	0	0	0
112	13	87	90	82	0	0	0
112	13	88	91	100	0	0	0
112	13	89	100	100	0	0	0
112	13	90	100	100	0	0	0
112	13	91	95	80	0	0	0
112	14	92	87	86	0	0	0
112	14	93	100	82	0	0	0
112	14	94	100	89	0	0	0
112	14	95	100	90	0	0	0
112	14	96	99	72	0	0	0
112	14	97	100	100	0	0	0
112	14	98	52	70	44	8	0
113	1	1	64	14	19	7	68
113	1	2	61	53	0	0	58
113	1	3	54	30	0	0	64
113	1	4	54	32	11	0	58
113	1	5	59	25	0	0	71
113	1	6	37	21	0	53	71
113	1	7	19	17	0	24	75
113	2	8	72	26	0	21	66
113	2	9	50	24	0	22	78
113	2	10	49	42	33	25	75
113	2	11	NA	NA	NA	NA	NA
113	2	12	69	31	17	0	74
113	2	13	54	23	54	59	62
113	2	14	21	16	30	70	77
113	3	15	75	79	0	0	27
113	3	16	34	20	69	26	70
113	3	17	84	48	44	18	57
113	3	18	65	55	28	24	50
113	3	19	40	56	0	0	21
113	3	20	72	72	19	24	24
113	3	21	69	73	17	0	32
113	4	22	73	78	0	2	21
113	4	23	NA	NA	NA	NA	NA
113	4	24	78	77	15	0	18
113	4	25	73	79	0	0	15
113	4	26	42	49	39	18	52
113	4	27	50	51	51	35	53
113	4	28	60	73	18	20	22
113	5	29	64	70	22	27	34
113	5	30	74	68	0	0	16
113	5	31	64	67	0	0	14
113	5	32	78	67	21	0	24
113	5	33	100	86	0	0	16
113	5	34	76	75	0	0	25
113	5	35	74	45	0	0	59
113	6	36	48	13	0	46	85
113	6	37	22	14	21	57	88
113	6	38	63	59	0	0	65
113	6	39	68	62	17	0	61
113	6	40	64	35	20	14	65
113	6	41	52	34	1	0	74
113	6	42	50	64	0	0	73
113	7	43	46	30	0	0	62
113	7	44	49	23	0	0	65
113	7	45	25	20	0	2	77
113	7	46	24	12	0	0	68
113	7	47	28	25	4	3	85
113	7	48	NA	NA	NA	NA	NA
113	7	49	63	47	0	20	75
113	8	50	82	65	0	0	19
113	8	51	78	73	0	0	0
113	8	52	76	74	0	0	21
113	8	53	68	70	0	0	19
113	8	54	72	0	0	0	20
113	8	55	NA	NA	NA	NA	NA
113	8	56	63	68	0	0	19
