id	counter	reappraisal	distraction	suppression	rumination	appreciation	sharing_affect	problem_coping	pa	na	beep	day
154	69	3	4	5	1	2	2	1	2.6	1.8	4	14
154	70	3	5	3	2	3	4	3	2.6	2.2	5	14
156	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
156	2	3	3	1	1	1	2	2	3.8	1.2	2	1
156	3	4	3	1	1	3	3	1	3.8	1.8	3	1
156	4	4	4	1	1	2	2	1	3.6	1.6	4	1
156	5	3	3	1	1	2	2	1	3	1.4	5	1
156	6	3	3	1	1	3	2	1	3	1.2	1	2
156	7	4	2	1	1	1	2	1	3.6	1.2	2	2
156	8	4	1	1	1	4	4	1	3.4	1.2	3	2
156	9	4	2	1	1	5	4	1	4	1.2	4	2
156	10	3	2	2	1	4	3	2	3.2	1.2	5	2
156	11	2	1	1	1	2	2	1	2.8	1	1	3
156	12	3	1	1	1	1	2	2	2.8	1.4	2	3
156	13	4	1	1	1	2	3	1	3.4	1	3	3
156	14	4	2	1	1	2	3	1	3.2	1	4	3
156	15	3	1	1	1	2	3	1	2.8	1	5	3
156	16	3	1	1	1	2	2	1	2.8	1	1	4
156	17	3	1	1	1	1	2	1	3	1	2	4
156	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
156	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
156	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4
156	21	4	1	1	1	4	4	1	3.6	1	1	5
156	22	3	1	1	1	2	2	1	3.2	1	2	5
156	23	4	1	1	1	2	2	1	4	1	3	5
156	24	4	1	1	1	3	3	1	4	1	4	5
156	25	4	1	1	1	4	4	1	4	1	5	5
156	26	4	1	1	1	3	3	1	3.8	1	1	6
156	27	3	1	1	1	2	2	1	3.2	1	2	6
156	28	3	1	1	1	3	3	1	3.4	1	3	6
156	29	4	2	1	1	2	2	1	3.6	1	4	6
156	30	4	2	1	1	2	2	1	3.6	1	5	6
156	31	4	1	1	1	2	2	1	3.4	1	1	7
156	32	3	1	1	1	1	1	1	3.4	1	2	7
156	33	3	1	1	1	2	2	1	3.8	1	3	7
156	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7
156	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7
156	36	3	1	1	1	4	3	1	3.4	1	1	8
156	37	3	1	1	1	1	2	1	3.6	1	2	8
156	38	3	1	1	1	2	2	1	3.6	1	3	8
156	39	3	1	1	1	2	2	1	3.6	1	4	8
156	40	4	1	1	1	3	3	1	4	1	5	8
156	41	4	1	1	1	3	3	1	3.8	1	1	9
156	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	9
156	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9
156	44	4	1	1	1	4	4	1	3.8	1	4	9
156	45	4	1	1	1	3	3	1	3.6	1	5	9
156	46	4	1	1	1	3	3	1	3.4	1	1	10
156	47	4	1	1	1	2	2	1	3.2	1	2	10
156	48	4	1	1	1	3	3	1	3.8	1	3	10
156	49	4	1	1	1	2	3	1	3.8	1	4	10
156	50	4	1	1	1	3	3	1	4	1	5	10
156	51	4	1	1	1	3	3	1	3	1.6	1	11
156	52	4	1	1	1	2	2	1	4	1	2	11
156	53	4	1	1	1	4	4	1	4	1	3	11
156	54	4	1	1	1	3	3	1	4	1	4	11
156	55	4	1	1	1	2	2	1	4	1	5	11
156	56	4	1	1	1	3	3	1	4	1	1	12
156	57	4	1	1	1	2	2	1	3.8	1	2	12
156	58	4	1	1	1	3	3	1	4	1	3	12
156	59	4	1	1	1	4	4	1	4	1	4	12
156	60	4	1	1	1	4	4	1	4	1	5	12
156	61	3	1	1	1	3	3	1	3.8	1	1	13
156	62	4	1	1	1	2	2	1	4	1	2	13
156	63	4	1	1	1	2	2	1	4	1	3	13
156	64	4	1	1	1	3	3	1	4	1	4	13
156	65	4	1	1	1	3	4	1	4	1	5	13
156	66	4	1	1	1	3	3	1	4	1	1	14
156	67	3	1	1	1	2	2	1	3.4	1	2	14
156	68	4	1	1	1	3	3	1	4	1	3	14
156	69	4	1	1	1	4	4	1	4	1	4	14
156	70	4	1	1	1	4	4	1	4	1	5	14
157	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
157	2	4	2	5	1	4	1	4	3.4	1.4	2	1
157	3	4	5	5	1	4	1	4	3.8	1	3	1
157	4	2	2	4	1	3	2	4	3.6	1	4	1
157	5	2	1	3	4	3	1	4	2.4	2.6	5	1
157	6	4	4	3	2	4	4	5	3	2	1	2
157	7	1	1	3	4	2	1	4	2.2	3.2	2	2
157	8	2	4	4	3	3	1	3	2.8	1.8	3	2
157	9	3	5	4	2	3	1	3	3.6	1.6	4	2
157	10	3	4	4	2	3	1	4	3.2	1	5	2
157	11	2	4	4	2	3	1	4	3.4	1.2	1	3
157	12	2	4	4	3	3	1	4	3.6	1	2	3
157	13	3	4	4	1	3	1	4	3.4	1	3	3
157	14	3	5	4	2	3	1	4	3.4	1	4	3
157	15	3	5	4	1	3	1	4	3.8	1	5	3
157	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
157	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
157	18	4	5	4	1	4	1	4	3.8	1	3	4
157	19	4	5	4	1	4	1	4	3.8	1	4	4
157	20	4	5	4	1	4	1	4	3.8	1	5	4
157	21	4	4	4	1	4	2	4	3	1.2	1	5
157	22	4	4	4	1	3	1	3	2.6	1.4	2	5
157	23	4	4	5	1	4	1	4	3	1.2	3	5
157	24	4	5	5	1	4	2	4	3.2	1	4	5
157	25	4	5	5	1	4	1	4	3.2	1	5	5
157	26	3	4	4	1	3	3	4	3	1	1	6
157	27	2	3	4	2	3	1	3	2.4	1	2	6
157	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6
157	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6
157	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6
157	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
157	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7
157	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7
157	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7
157	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7
157	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
157	37	4	5	4	3	4	3	4	3.2	1	2	8
157	38	4	4	4	3	4	1	4	3.2	1	3	8
157	39	4	5	4	1	4	1	4	3.2	1	4	8
157	40	3	4	4	1	3	2	4	2.8	1.2	5	8
157	41	3	4	4	1	3	2	4	3.2	1	1	9
157	42	2	2	4	2	3	2	3	2.6	1.2	2	9
157	43	1	2	4	3	2	1	2	2	1.6	3	9
157	44	3	4	4	1	3	1	3	2.6	1.2	4	9
157	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	9
157	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10
157	47	3	3	3	2	3	1	3	2.4	1.4	2	10
157	48	2	2	1	3	2	1	3	2.4	2	3	10
157	49	3	4	4	1	3	1	3	2.6	1.6	4	10
157	50	2	2	4	3	3	1	4	2.8	1.4	5	10
157	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11
157	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11
157	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11
157	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11
157	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
157	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
157	57	2	2	3	1	2	1	3	3	1	2	12
157	58	3	4	4	1	4	2	3	3.8	1	3	12
157	59	4	5	4	1	4	2	4	3.8	1	4	12
157	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
157	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
157	62	1	1	2	2	2	1	4	2.8	1.2	2	13
157	63	1	1	3	3	2	3	3	2.2	2.2	3	13
157	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
157	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	13
157	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14
157	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
157	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
157	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
157	70	4	5	4	2	4	2	3	3.8	1	5	14
159	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
159	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
159	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
159	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
159	5	2	1	4	2	4	4	4	3.2	2.2	5	1
159	6	4	2	4	2	5	4	4	3.6	1.8	1	2
159	7	4	2	3	1	5	3	4	3.4	1.8	2	2
159	8	4	1	4	4	5	3	4	4	1.8	3	2
159	9	3	1	4	2	4	2	3	2.4	2.4	4	2
159	10	2	3	4	4	4	2	4	3	3.4	5	2
159	11	2	1	4	2	5	2	4	4	1.2	1	3
159	12	4	2	4	2	5	4	4	3.4	2	2	3
159	13	4	2	4	2	4	1	4	3.8	1.6	3	3
159	14	4	2	4	2	4	2	4	2.2	2.8	4	3
159	15	2	1	3	2	4	3	4	2.6	3	5	3
159	16	2	2	4	4	3	4	2	2	3.8	1	4
159	17	2	2	4	5	2	2	2	2.2	3.8	2	4
159	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
159	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
159	20	3	2	4	4	3	2	2	2	3.8	5	4
159	21	2	2	2	4	2	4	3	2.2	3.8	1	5
159	22	4	2	2	2	5	5	4	4	2	2	5
159	23	3	2	3	2	4	1	4	3.8	1.8	3	5
159	24	2	2	4	2	4	2	4	3	1.8	4	5
159	25	3	3	4	3	4	2	4	2.2	2.8	5	5
159	26	2	2	4	3	4	2	4	4	1.6	1	6
159	27	2	2	4	2	4	2	4	4	1.4	2	6
159	28	3	2	4	2	4	1	4	4	1.6	3	6
159	29	2	2	4	1	4	4	5	3.6	1.4	4	6
159	30	2	2	3	2	3	4	3	3	2.8	5	6
159	31	2	2	3	2	3	4	4	2	2.8	1	7
159	32	4	1	2	2	4	1	4	4	2	2	7
159	33	3	1	3	4	3	4	3	2.4	3.6	3	7
159	34	3	1	4	4	4	1	2	3	3.2	4	7
159	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7
159	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
159	37	4	1	4	4	3	1	4	2.2	3.8	2	8
159	38	4	1	3	4	3	2	4	2.2	3.4	3	8
159	39	2	1	2	4	4	3	4	1.8	3.6	4	8
159	40	2	1	2	3	3	3	3	1.8	3.6	5	8
159	41	4	2	4	2	4	1	4	2.8	3.2	1	9
159	42	4	1	4	1	4	4	5	3.2	2.2	2	9
159	43	5	1	4	2	5	5	4	3.8	1.4	3	9
159	44	5	2	3	1	4	5	4	3.6	1.8	4	9
159	45	4	1	4	2	4	4	4	2.8	2.8	5	9
159	46	4	1	4	1	3	4	4	3	1.6	1	10
159	47	4	1	4	1	3	1	4	4	1	2	10
159	48	2	1	3	2	4	1	3	2.6	3.2	3	10
159	49	4	1	4	2	3	2	4	2.6	2.4	4	10
159	50	4	1	4	2	4	2	3	2.2	3.4	5	10
159	51	2	2	4	2	4	1	2	1.8	3.6	1	11
159	52	3	3	3	3	3	1	4	2	3	2	11
159	53	4	4	4	3	4	1	4	2	3.2	3	11
159	54	2	3	2	2	4	2	4	2.4	3	4	11
159	55	4	4	4	3	3	1	3	2.4	3	5	11
159	56	3	2	3	2	4	2	3	2.2	3.6	1	12
159	57	3	1	3	3	2	1	4	2	3.2	2	12
159	58	4	2	3	3	4	1	4	2.2	3.6	3	12
159	59	2	4	2	4	2	3	4	2.4	3.4	4	12
159	60	2	4	3	3	3	1	4	2	3.4	5	12
159	61	2	4	3	3	4	1	4	2.2	3	1	13
159	62	2	1	2	3	3	2	3	2.2	2.8	2	13
159	63	2	1	2	3	4	3	4	2.4	3	3	13
159	64	4	1	4	3	3	1	4	3.4	1.6	4	13
159	65	2	1	3	2	4	1	3	2.8	2.8	5	13
159	66	2	1	3	2	2	4	4	1.6	3	1	14
159	67	2	2	4	3	3	1	4	2	3	2	14
159	68	3	4	3	3	3	1	2	2.2	3.2	3	14
159	69	3	2	3	4	2	2	2	2.2	3	4	14
159	70	4	1	3	2	3	2	4	2.4	3.6	5	14
160	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
160	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
160	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
160	4	3	5	4	1	3	4	1	3	1	4	1
160	5	3	1	3	1	4	3	1	3	1	5	1
160	6	5	3	3	1	5	1	1	3.2	1	1	2
160	7	1	3	1	1	1	1	1	3	1.2	2	2
160	8	3	3	3	1	2	3	1	2.2	1	3	2
160	9	1	4	1	1	4	2	1	3	1	4	2
160	10	4	4	4	1	3	1	1	3.4	1	5	2
160	11	4	4	1	1	5	1	1	3	1	1	3
160	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3
160	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
160	14	4	4	1	1	4	1	4	4	1	4	3
160	15	1	5	3	1	5	1	1	3.8	1	5	3
160	16	4	5	3	1	5	1	1	3.2	1	1	4
160	17	3	4	1	1	3	1	1	3.2	1	2	4
160	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
160	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
160	20	3	1	3	1	5	1	1	3.2	1	5	4
160	21	1	1	3	1	5	1	1	3	1	1	5
160	22	1	3	3	1	4	1	1	3.2	1	2	5
160	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5
160	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5
160	25	4	1	4	1	5	1	1	3.6	1	5	5
160	26	4	3	3	1	5	1	1	3.6	1	1	6
160	27	1	1	1	1	1	1	1	3	1	2	6
160	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6
160	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6
160	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6
160	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
160	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7
160	33	1	2	3	1	3	1	1	2	1	3	7
160	34	4	4	1	1	5	1	1	4	1	4	7
160	35	3	4	4	1	5	1	1	3	1	5	7
160	36	3	1	3	1	4	1	1	2.8	1	1	8
160	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8
160	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	8
160	39	1	3	3	1	5	1	1	3	1	4	8
160	40	1	5	3	1	1	1	1	2.6	1	5	8
160	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9
160	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	9
160	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9
160	44	3	3	1	1	1	1	1	3	1	4	9
160	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	9
160	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10
160	47	3	3	1	1	4	1	1	3.2	1	2	10
160	48	4	1	1	1	4	1	1	4	1	3	10
160	49	1	5	4	1	5	1	1	3.8	1	4	10
160	50	3	4	3	1	4	1	4	3	1	5	10
160	51	2	2	2	1	4	1	1	3	1	1	11
160	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11
160	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11
160	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11
160	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
160	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
160	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12
160	58	3	1	3	1	4	1	1	3	1	3	12
160	59	3	3	1	1	1	1	1	3	1	4	12
160	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
160	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
160	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	13
160	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
160	64	1	5	4	1	5	1	1	4	1	4	13
160	65	4	5	1	1	5	1	1	4	1	5	13
160	66	1	5	1	1	5	1	1	3	1	1	14
160	67	1	1	1	1	1	1	1	2.6	1	2	14
160	68	1	5	3	1	4	1	1	3	1	3	14
160	69	1	4	1	1	5	1	1	4	1	4	14
160	70	1	3	1	1	5	1	1	3	1	5	14
161	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
161	2	3	5	5	1	3	4	5	5	1	2	1
161	3	4	5	4	1	4	3	4	4	1	3	1
161	4	5	5	5	1	5	1	5	4.4	1	4	1
161	5	5	5	5	1	4	5	5	5	1	5	1
161	6	5	5	5	1	5	1	5	4.4	1	1	2
161	7	4	5	4	1	4	3	4	4	1	2	2
161	8	5	5	5	1	5	1	5	4.4	1	3	2
161	9	5	5	5	1	4	5	5	5	1	4	2
161	10	3	5	5	1	3	4	5	5	1	5	2
161	11	4	5	4	1	4	3	4	4	1	1	3
161	12	5	5	5	1	5	1	5	4.4	1	2	3
161	13	5	5	5	1	5	1	5	4.4	1	3	3
161	14	4	5	4	1	4	3	4	4	1	4	3
161	15	5	5	5	1	5	1	5	4.4	1	5	3
161	16	5	5	5	1	5	1	5	4.4	1	1	4
161	17	4	5	4	1	4	3	4	4	1	2	4
161	18	4	5	5	1	5	3	4	3.8	1	3	4
161	19	4	5	3	1	3	3	4	4	1	4	4
161	20	4	5	3	1	3	4	4	4	1	5	4
161	21	4	5	5	1	5	4	4	3.8	1	1	5
161	22	4	5	4	1	4	4	4	3.4	1.2	2	5
161	23	4	5	5	1	5	4	4	3.8	1	3	5
161	24	4	5	3	1	3	3	4	4	1	4	5
161	25	5	5	3	1	5	3	4	4.2	1	5	5
161	26	5	5	5	1	4	5	5	5	1	1	6
161	27	3	5	5	1	3	4	5	5	1	2	6
161	28	3	5	5	1	3	4	5	5	1	3	6
161	29	5	5	3	1	5	3	4	4.2	1	4	6
161	30	4	5	3	1	3	3	4	4	1	5	6
161	31	4	5	4	1	4	3	4	4	1	1	7
161	32	5	5	3	1	3	3	3	4	1	2	7
161	33	3	5	5	1	3	4	5	5	1	3	7
161	34	4	5	3	1	3	3	4	4	1	4	7
161	35	4	5	3	1	3	3	4	4	1	5	7
161	36	4	5	3	1	4	3	4	3.8	1	1	8
161	37	3	5	5	1	4	4	5	5	1	2	8
161	38	3	5	5	1	3	4	5	5	1	3	8
161	39	4	5	3	1	4	3	4	3.8	1	4	8
161	40	4	5	3	1	3	3	4	4	1	5	8
161	41	4	5	3	1	4	3	4	3.8	1	1	9
161	42	4	5	3	1	4	3	4	3.8	1	2	9
161	43	3	5	5	1	4	4	5	5	1	3	9
161	44	4	5	3	1	3	3	4	4	1	4	9
161	45	3	5	5	1	3	4	5	5	1	5	9
161	46	3	5	5	1	4	4	5	5	1	1	10
161	47	4	5	3	1	4	3	4	3.8	1	2	10
161	48	4	5	3	1	5	3	3	3.8	1	3	10
161	49	3	5	5	1	4	4	5	5	1	4	10
161	50	4	5	3	1	4	3	4	3.8	1	5	10
161	51	3	5	5	1	3	4	5	5	1	1	11
161	52	4	5	5	1	5	4	5	5	1	2	11
161	53	4	5	3	1	4	3	4	3.8	1	3	11
161	54	4	5	3	1	2	3	4	3.6	1	4	11
161	55	4	5	3	1	4	3	4	3.8	1	5	11
161	56	4	5	5	1	5	4	5	5	1	1	12
161	57	4	5	5	1	5	4	5	5	1	2	12
161	58	4	5	3	1	4	3	4	3.8	1	3	12
161	59	4	5	4	1	5	4	5	3.8	1	4	12
161	60	4	5	5	1	5	4	5	5	1	5	12
161	61	4	5	3	1	4	4	5	5	1	1	13
161	62	4	5	4	1	5	4	5	3.8	1	2	13
161	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
161	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
161	65	4	5	3	1	4	4	5	5	1	5	13
161	66	4	5	4	1	5	4	5	3.8	1	1	14
161	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
161	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
161	69	3	5	5	1	3	4	4	5	1	4	14
161	70	3	5	5	1	4	4	4	5	1	5	14
162	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
162	2	4	3	1	1	4	1	3	3.6	1	2	1
162	3	5	4	1	1	3	1	3	3.6	1.4	3	1
162	4	5	5	3	2	4	1	3	3.4	1.4	4	1
162	5	4	4	1	2	4	1	3	3.6	1.2	5	1
162	6	3	2	2	1	3	1	2	3.4	1.4	1	2
162	7	3	4	3	1	3	1	1	3.2	1.8	2	2
162	8	4	4	1	1	3	1	2	3.8	1.2	3	2
162	9	4	4	3	1	4	1	2	3.6	1.2	4	2
162	10	4	3	3	1	4	1	2	3.4	1.2	5	2
162	11	1	3	1	1	3	1	1	3	1.4	1	3
162	12	1	3	1	1	4	1	1	3.6	1.4	2	3
162	13	1	3	1	1	3	1	1	3.6	1.2	3	3
162	14	1	4	2	1	3	1	1	3.2	1.4	4	3
162	15	3	2	3	1	3	1	3	3.4	1	5	3
162	16	4	3	4	1	3	1	3	3	1.4	1	4
162	17	4	3	3	2	3	2	3	2.6	2.2	2	4
162	18	3	3	3	1	3	2	3	3.4	1.8	3	4
162	19	4	4	3	2	4	1	3	3.4	1.4	4	4
162	20	4	3	3	2	3	2	3	3.4	1.6	5	4
162	21	3	2	3	1	3	1	2	3.6	1.4	1	5
162	22	4	3	3	2	3	2	2	3.2	1.2	2	5
162	23	4	4	3	3	4	2	3	3.6	1.2	3	5
162	24	4	3	3	3	3	2	3	3.2	1.2	4	5
162	25	4	3	3	2	3	2	2	3.2	1.2	5	5
162	26	4	3	3	3	3	3	3	3.2	1.4	1	6
162	27	4	3	3	3	3	2	3	3	1.8	2	6
162	28	3	4	3	3	3	3	3	3.2	1.4	3	6
162	29	5	4	3	2	4	3	3	4	1	4	6
162	30	4	3	3	2	3	2	3	3.2	1.6	5	6
162	31	4	3	3	3	3	3	3	3.4	1.2	1	7
162	32	4	3	3	2	3	2	3	3.4	1.2	2	7
162	33	4	4	3	2	3	2	3	3.4	1.2	3	7
162	34	3	4	2	2	4	2	3	3.2	1.4	4	7
162	35	3	3	4	2	3	2	3	3	1.4	5	7
162	36	4	3	3	2	4	3	3	2.6	1.8	1	8
162	37	3	3	4	3	3	2	3	3.2	1.6	2	8
162	38	4	4	4	3	4	4	4	4.4	1	3	8
162	39	4	3	5	4	4	1	3	3.6	1.6	4	8
162	40	4	4	4	2	3	3	4	3.6	1.6	5	8
162	41	3	4	4	2	3	3	3	3.2	1.4	1	9
162	42	4	4	4	4	4	3	3	3.8	1.2	2	9
162	43	4	4	4	2	3	2	3	4	1.2	3	9
162	44	4	4	4	3	3	2	3	3.6	1.6	4	9
162	45	4	4	4	2	3	3	3	3.2	1.6	5	9
162	46	4	4	3	3	4	3	4	3.4	1.2	1	10
162	47	4	5	4	4	3	3	4	3.2	2	2	10
162	48	4	4	4	3	3	3	3	3.4	2.4	3	10
162	49	4	5	4	3	4	4	4	3.4	1.2	4	10
162	50	4	3	3	3	4	3	4	3.4	1.2	5	10
162	51	4	3	4	3	3	3	3	3.2	1.2	1	11
162	52	5	4	3	3	4	3	4	4	1.2	2	11
162	53	4	5	3	5	3	2	4	2.6	3.6	3	11
162	54	4	5	3	4	3	3	3	3	3	4	11
162	55	4	3	3	2	3	2	3	3.2	1.4	5	11
162	56	4	3	3	3	3	3	3	3.6	1.4	1	12
162	57	4	3	3	3	3	4	4	3.4	1.2	2	12
162	58	4	3	3	2	4	3	3	4	1.2	3	12
162	59	4	4	3	3	4	3	3	3.6	1.4	4	12
162	60	4	4	3	3	4	3	4	3.2	1.4	5	12
162	61	4	4	3	2	4	3	4	3.6	1.4	1	13
162	62	3	4	3	4	3	3	4	3.8	1.4	2	13
162	63	3	4	3	2	4	3	4	3.8	1.2	3	13
162	64	3	4	3	3	3	3	3	3.6	1.2	4	13
162	65	4	3	3	2	3	3	2	3.2	1.2	5	13
162	66	4	3	3	3	3	2	4	3.2	1.4	1	14
162	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
162	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
162	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
162	70	4	4	3	2	3	2	3	3.2	1.2	5	14
163	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
163	2	2	3	3	2	3	4	2	2.2	2.6	2	1
163	3	2	3	3	3	4	4	2	2.6	2.4	3	1
163	4	4	4	4	2	2	4	3	2.8	3	4	1
163	5	4	3	3	2	3	4	3	2.8	3	5	1
163	6	4	3	3	3	4	3	3	2.6	3	1	2
163	7	2	3	3	2	2	4	1	2.8	3.2	2	2
163	8	4	5	4	2	5	5	4	1.4	5	3	2
163	9	3	3	4	4	5	4	4	2	4.2	4	2
163	10	4	4	4	4	5	4	4	1.8	4.2	5	2
163	11	4	3	4	4	3	4	4	2.2	3.8	1	3
163	12	5	3	4	4	4	4	4	2.8	4.4	2	3
163	13	4	3	2	3	5	3	3	3	4	3	3
163	14	5	5	5	5	5	5	4	2.8	4.2	4	3
163	15	5	5	5	5	5	5	5	2.8	4.4	5	3
163	16	5	5	5	5	5	5	5	2.6	3.8	1	4
163	17	4	5	4	4	5	4	4	2.8	3.2	2	4
163	18	4	5	4	4	5	4	4	3.2	3.2	3	4
163	19	5	5	5	4	5	4	4	3.2	3.4	4	4
163	20	5	5	5	5	5	5	5	3.6	3.8	5	4
163	21	4	5	5	5	5	4	5	3	3.6	1	5
163	22	5	4	5	5	5	5	5	3.8	3.8	2	5
163	23	5	5	5	5	5	5	5	3.2	2.4	3	5
163	24	4	3	4	4	5	4	4	2.6	2.4	4	5
163	25	5	5	5	5	5	5	5	2.8	4.6	5	5
163	26	5	5	5	5	5	5	5	2.4	4.8	1	6
163	27	3	4	2	3	3	3	3	1	4.6	2	6
163	28	1	1	1	3	1	2	3	1.2	4.8	3	6
163	29	2	1	1	2	1	2	2	1	4.8	4	6
163	30	4	4	4	4	3	4	4	2	4.8	5	6
163	31	5	5	5	5	5	5	5	1.6	4.6	1	7
163	32	5	5	5	5	5	5	5	1.4	4.4	2	7
163	33	3	3	3	3	2	3	3	1.8	5	3	7
163	34	3	3	3	3	3	3	3	1.8	4.2	4	7
163	35	4	4	4	4	4	4	4	1.4	4.2	5	7
163	36	5	5	5	4	5	4	4	1	4.2	1	8
163	37	4	4	4	5	2	4	4	2.2	4.6	2	8
163	38	5	5	5	4	1	4	4	1.6	4.2	3	8
163	39	3	3	3	3	1	3	3	1	4.4	4	8
163	40	4	4	4	4	1	4	4	1	4.4	5	8
163	41	3	3	3	4	2	4	4	1	5	1	9
163	42	5	5	5	2	5	5	5	1	4.6	2	9
163	43	3	3	3	4	2	4	3	1	4.4	3	9
163	44	5	5	5	5	1	5	5	1	4.8	4	9
163	45	4	4	4	5	2	5	5	2.8	3	5	9
163	46	5	5	5	3	1	5	5	2.6	3.2	1	10
163	47	3	3	3	3	2	3	3	1	4.2	2	10
163	48	3	3	3	3	1	3	3	1.2	4.2	3	10
163	49	4	4	4	4	3	4	4	1.8	4.2	4	10
163	50	2	2	2	2	3	2	2	1	4.2	5	10
163	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11
