id	counter	reappraisal	distraction	suppression	rumination	appreciation	sharing_affect	problem_coping	pa	na	beep	day
179	49	3	1	1	1	5	4	1	3.6	1.4	4	10
179	50	1	1	1	1	4	2	1	3.4	1.2	5	10
179	51	1	1	1	1	4	2	1	3.8	1	1	11
179	52	1	1	3	1	4	3	1	3.8	1.2	2	11
179	53	1	1	3	1	4	4	1	3.8	1	3	11
179	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	11
179	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
179	56	1	1	1	1	4	2	1	3.8	1	1	12
179	57	1	2	1	2	2	2	2	3.6	1.2	2	12
179	58	1	2	1	1	4	1	2	3.8	1.2	3	12
179	59	1	2	1	1	4	1	2	3.8	1.2	4	12
179	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
179	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
179	62	1	1	1	1	4	2	1	4	1	2	13
179	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
179	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
179	65	3	3	3	1	4	3	1	3.4	1.8	5	13
179	66	1	3	1	1	4	4	1	3.4	1	1	14
179	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
179	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
179	69	1	2	1	1	4	1	2	3.8	1.2	4	14
179	70	4	1	3	3	4	4	3	4	1	5	14
181	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
181	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
181	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
181	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
181	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1
181	6	3	4	3	1	4	2	3	3.8	1	1	2
181	7	3	3	3	1	4	2	3	3.4	1	2	2
181	8	3	3	3	1	4	2	3	3.4	1	3	2
181	9	3	3	3	1	3	2	3	3.4	1.2	4	2
181	10	3	4	3	1	4	2	3	3.4	1	5	2
181	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3
181	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3
181	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
181	14	3	4	2	1	4	2	3	3.6	1	4	3
181	15	3	4	2	1	5	2	3	4	1	5	3
181	16	3	4	2	1	4	3	3	3.2	1	1	4
181	17	3	3	3	1	3	2	3	3.4	1	2	4
181	18	3	3	3	1	5	2	3	3.6	1	3	4
181	19	3	4	3	1	4	2	3	3.8	1	4	4
181	20	3	4	2	1	4	2	3	4	1	5	4
181	21	3	3	3	1	4	2	3	3.8	1	1	5
181	22	3	3	3	1	4	2	3	3.8	1	2	5
181	23	4	3	3	1	4	2	3	4.2	1	3	5
181	24	3	4	3	1	5	3	3	4	1	4	5
181	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5
181	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6
181	27	3	4	3	1	4	2	3	3.8	1	2	6
181	28	3	5	3	1	4	2	3	3.4	1	3	6
181	29	3	4	3	1	4	2	3	4	1	4	6
181	30	3	4	3	1	4	2	3	3.8	1	5	6
181	31	3	3	3	1	5	2	3	3.8	1	1	7
181	32	3	4	3	2	4	3	3	3.6	1.4	2	7
181	33	3	4	3	1	4	2	3	3.6	1	3	7
181	34	3	3	3	1	3	2	3	3.4	1.2	4	7
181	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7
181	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8
181	37	3	3	3	1	4	2	3	3.6	1	2	8
181	38	3	3	3	1	4	2	3	3.4	1	3	8
181	39	2	3	2	2	3	2	4	3.2	2.2	4	8
181	40	3	3	2	1	4	2	3	3.4	1	5	8
181	41	3	3	3	1	4	2	3	3.4	1	1	9
181	42	3	3	2	1	3	2	3	3.4	1	2	9
181	43	3	3	2	1	4	2	3	3.4	1	3	9
181	44	3	3	2	1	4	2	4	3.6	1	4	9
181	45	4	4	3	1	4	2	3	4	1.2	5	9
181	46	3	4	3	1	5	3	4	3.8	1	1	10
181	47	4	4	3	1	4	2	4	3.8	1	2	10
181	48	4	4	2	1	5	2	4	4.2	1	3	10
181	49	4	4	2	1	4	2	4	3.8	1	4	10
181	50	3	3	2	1	4	2	3	3.6	1.2	5	10
181	51	4	3	3	2	5	2	3	4.2	1	1	11
181	52	3	3	2	1	4	2	3	3.6	1	2	11
181	53	3	4	2	1	4	2	4	3.8	1	3	11
181	54	3	4	2	1	4	2	4	4	1.4	4	11
181	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
181	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
181	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12
181	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12
181	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12
181	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
181	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
181	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	13
181	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
181	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
181	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	13
181	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14
181	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
181	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
181	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
181	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14
182	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
182	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
182	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
182	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
182	5	4	4	3	1	4	1	1	4.6	1	5	1
182	6	4	1	4	1	5	1	1	4.6	1	1	2
182	7	5	3	3	2	4	1	1	4	1	2	2
182	8	4	4	3	2	4	1	3	4.2	1	3	2
182	9	4	4	3	2	5	5	5	4.2	1	4	2
182	10	5	5	3	1	4	1	3	4.6	1	5	2
182	11	4	1	4	1	5	1	1	4.6	1	1	3
182	12	5	5	5	1	4	2	1	4.4	1	2	3
182	13	4	3	5	3	2	5	5	3.4	2.6	3	3
182	14	4	3	5	3	2	5	5	3.4	2.6	4	3
182	15	5	4	3	1	5	1	3	4	1	5	3
182	16	5	4	4	1	4	1	1	4.6	1	1	4
182	17	4	4	3	3	3	1	1	3.6	1	2	4
182	18	5	3	3	1	3	1	1	4.2	1	3	4
182	19	5	5	3	3	3	2	5	4.6	1	4	4
182	20	4	4	3	2	5	5	5	4.2	1	5	4
182	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5
182	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5
182	23	4	4	4	3	4	3	4	4.6	1	3	5
182	24	4	4	3	2	4	2	3	4	1	4	5
182	25	3	3	4	3	3	3	4	3.6	1	5	5
182	26	5	4	4	2	5	1	4	4.4	1	1	6
182	27	4	3	3	3	5	2	4	4	1	2	6
182	28	5	4	3	2	4	1	3	4.8	1	3	6
182	29	5	5	4	1	4	5	3	4.8	1	4	6
182	30	4	4	3	2	5	5	5	4.2	1	5	6
182	31	5	5	4	2	3	1	1	3.6	1	1	7
182	32	5	4	3	1	5	1	1	4.8	1	2	7
182	33	5	5	1	2	5	1	3	4.6	1	3	7
182	34	5	5	4	1	4	1	4	4.8	1	4	7
182	35	5	4	3	1	5	1	3	4	1	5	7
182	36	5	5	1	5	5	5	1	5	1	1	8
182	37	4	4	3	2	4	1	2	4.8	1	2	8
182	38	4	4	3	3	4	1	1	3.6	1.2	3	8
182	39	4	5	1	1	5	1	1	4.2	1	4	8
182	40	4	4	3	2	5	5	5	4.2	1	5	8
182	41	5	4	4	2	5	1	4	4.4	1	1	9
182	42	4	1	4	4	3	4	4	3	2	2	9
182	43	5	4	5	5	4	3	2	4.4	1	3	9
182	44	4	3	4	2	4	1	3	3.8	1	4	9
182	45	3	3	4	3	3	3	4	3.6	1	5	9
182	46	5	4	4	2	4	2	1	3.8	1	1	10
182	47	5	4	3	1	5	1	1	4.8	1	2	10
182	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	10
182	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10
182	50	4	3	3	3	4	1	2	3.8	1	5	10
182	51	4	4	3	2	4	1	2	4.8	1	1	11
182	52	5	4	3	1	4	1	3	4.6	1	2	11
182	53	4	3	4	2	4	1	3	3.8	1	3	11
182	54	4	4	3	2	5	5	5	4.2	1	4	11
182	55	5	4	4	1	4	1	1	4.6	1	5	11
182	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
182	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12
182	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12
182	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12
182	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
182	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
182	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	13
182	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
182	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
182	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	13
182	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14
182	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
182	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
182	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
182	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	14
183	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
183	2	5	4	1	2	4	4	5	3.6	1.4	2	1
183	3	4	3	2	2	5	3	2	4	1.8	3	1
183	4	5	3	1	2	5	2	4	4	2	4	1
183	5	3	4	1	2	4	4	4	4	1.2	5	1
183	6	3	2	4	3	2	2	2	2.2	3.2	1	2
183	7	3	4	1	2	3	4	3	4	1.8	2	2
183	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
183	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2
183	10	4	4	2	2	1	1	3	2.4	2.6	5	2
183	11	4	5	3	4	5	3	5	3	2	1	3
183	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3
183	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
183	14	2	5	1	1	4	5	3	3.8	2.2	4	3
183	15	3	4	1	1	2	5	3	4	2	5	3
183	16	2	3	3	5	2	4	1	3.8	2.2	1	4
183	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
183	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
183	19	3	5	2	1	2	3	1	3.4	2.6	4	4
183	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4
183	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5
183	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5
183	23	4	3	2	1	3	1	5	3.8	1.2	3	5
183	24	4	4	1	1	3	3	2	3	2.6	4	5
183	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5
183	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6
183	27	5	5	1	1	5	3	5	4.4	1.2	2	6
183	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6
183	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	6
183	30	4	5	1	1	3	2	4	3.4	1.8	5	6
183	31	2	3	3	2	5	2	4	3	2	1	7
183	32	3	4	1	2	5	2	3	3.6	1.8	2	7
183	33	4	5	2	2	5	2	1	3.6	2.2	3	7
183	34	4	5	2	5	2	3	1	2.6	3.2	4	7
183	35	4	5	1	3	5	2	5	3.4	1.6	5	7
183	36	5	5	3	2	5	4	2	4.2	1.6	1	8
183	37	5	2	1	1	2	3	3	3.8	1.4	2	8
183	38	2	5	1	1	2	1	3	4.8	1.2	3	8
183	39	3	5	2	3	5	1	1	3.6	1.6	4	8
183	40	3	2	1	2	3	1	4	4	2.2	5	8
183	41	3	5	1	1	5	3	2	3	2.6	1	9
183	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	9
183	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9
183	44	5	2	1	3	5	1	2	3.6	1.4	4	9
183	45	4	2	2	2	5	2	3	2.2	2.8	5	9
183	46	1	4	2	5	3	2	4	4.4	1.4	1	10
183	47	4	5	4	3	3	1	4	3.4	2.6	2	10
183	48	5	5	2	2	3	3	3	3.8	2	3	10
183	49	4	3	1	4	3	2	5	3.6	2.4	4	10
183	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10
183	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11
183	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11
183	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11
183	54	4	5	2	1	5	2	3	4.2	1.6	4	11
183	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
183	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
183	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12
183	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12
183	59	5	5	1	1	5	5	5	1.8	2.8	4	12
183	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
183	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
183	62	5	5	2	1	5	1	3	4	1	2	13
183	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
183	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
183	65	5	5	1	1	5	5	5	4.4	1.4	5	13
183	66	3	5	1	1	5	3	3	4.8	1	1	14
183	67	5	4	2	2	5	1	3	4.6	1	2	14
183	68	5	5	1	3	5	2	4	4.6	1	3	14
183	69	5	5	1	1	5	5	5	5	1.2	4	14
183	70	5	5	1	1	5	3	5	4.6	1	5	14
184	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
184	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
184	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1
184	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
184	5	3	1	1	1	5	5	5	3.4	1	5	1
184	6	5	1	4	1	5	5	4	3.6	1	1	2
184	7	5	1	3	1	5	5	1	4.6	1	2	2
184	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
184	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2
184	10	5	1	5	3	5	5	3	4.4	1.2	5	2
184	11	3	1	5	2	5	5	4	4.8	1	1	3
184	12	5	1	3	1	5	3	1	4.4	1	2	3
184	13	5	1	3	1	5	5	5	4.6	1	3	3
184	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3
184	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3
184	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
184	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
184	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
184	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
184	20	5	1	3	1	5	5	2	4.2	1.2	5	4
184	21	5	1	5	1	5	5	3	4.8	1.4	1	5
184	22	1	1	1	1	5	1	1	3.8	1	2	5
184	23	4	1	5	5	3	5	5	3.4	2	3	5
184	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5
184	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5
184	26	5	1	3	3	3	5	5	4	1.2	1	6
184	27	3	1	5	5	3	3	4	3.8	1.8	2	6
184	28	5	1	3	2	5	5	5	4.4	1.2	3	6
184	29	5	1	3	3	3	5	5	3.6	1.2	4	6
184	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6
184	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
184	32	4	1	5	2	5	1	4	4.2	1	2	7
184	33	3	1	3	5	2	5	5	3.2	1.8	3	7
184	34	3	1	5	5	2	5	5	3	1.8	4	7
184	35	5	1	5	1	5	5	5	4.4	1	5	7
184	36	5	1	5	1	5	5	5	4	1	1	8
184	37	5	1	4	1	5	5	5	4.4	1	2	8
184	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	8
184	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8
184	40	5	1	3	1	5	5	5	3.8	1	5	8
184	41	5	1	3	1	5	5	5	4.6	1	1	9
184	42	3	1	5	5	1	4	5	1	2.2	2	9
184	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9
184	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	9
184	45	4	1	5	5	2	5	5	1	1.8	5	9
184	46	2	1	4	5	1	5	5	1	3.4	1	10
184	47	3	1	5	5	2	5	5	1.2	3.6	2	10
184	48	5	1	5	5	3	5	5	1.4	3.2	3	10
184	49	5	1	5	4	2	5	5	1.4	2.8	4	10
184	50	5	1	5	3	2	5	5	1.4	3.4	5	10
184	51	5	1	5	4	3	5	5	1.8	2	1	11
184	52	3	1	5	5	2	2	5	1.4	3.2	2	11
184	53	5	1	5	5	2	5	5	1.4	2.6	3	11
184	54	5	1	5	3	3	5	5	2.4	1.2	4	11
184	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
184	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
184	57	5	1	1	3	3	1	1	4	1	2	12
184	58	5	1	3	1	5	5	5	5	1	3	12
184	59	5	1	4	1	5	5	5	4.6	1	4	12
184	60	5	1	4	1	5	5	5	4.8	1	5	12
184	61	5	1	5	1	5	5	3	4.8	1	1	13
184	62	1	1	1	1	5	1	1	4.8	1	2	13
184	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13
184	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	13
184	65	5	1	3	1	5	5	3	4.6	1	5	13
184	66	5	1	4	1	5	5	3	4.6	1	1	14
184	67	1	1	1	1	5	1	1	3.8	1	2	14
184	68	5	1	3	1	5	5	1	3.8	1	3	14
184	69	5	1	4	1	5	5	2	4.6	1	4	14
184	70	1	5	1	1	3	3	1	3.4	3.8	5	14
185	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
185	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
185	3	4	3	5	1	5	1	5	3.8	1.4	3	1
185	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
185	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1
185	6	3	4	4	2	5	2	5	4.2	1	1	2
185	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
185	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
185	9	2	5	4	4	5	1	5	4.2	1.2	4	2
185	10	2	4	5	2	5	2	5	4.2	1.4	5	2
185	11	3	1	4	1	5	1	5	4.4	2.4	1	3
185	12	1	1	5	1	2	1	4	2.8	1.8	2	3
185	13	1	1	1	1	5	1	5	4.2	1	3	3
185	14	2	1	1	1	5	3	5	4.6	1	4	3
185	15	2	2	2	2	5	2	5	3.6	1	5	3
185	16	1	1	5	1	5	1	5	5	1	1	4
185	17	1	1	1	1	5	1	5	4.2	1.6	2	4
185	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
185	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
185	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4
185	21	2	2	2	1	5	1	5	4.6	1	1	5
185	22	1	1	1	2	5	1	2	4.8	1	2	5
185	23	2	2	4	1	5	1	5	4.8	1	3	5
185	24	1	1	4	1	5	1	5	5	1.6	4	5
185	25	1	1	4	2	5	1	5	4.4	1	5	5
185	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6
185	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6
185	28	1	1	1	1	5	1	5	4.8	1	3	6
185	29	1	1	2	1	5	1	5	4.6	1	4	6
185	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	6
185	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7
185	32	1	1	1	2	5	1	5	4.2	2.6	2	7
185	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	7
185	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7
185	35	1	5	1	1	5	1	5	4.8	1	5	7
185	36	1	1	1	2	5	1	5	5	1	1	8
185	37	1	1	1	1	5	1	5	4.6	1.4	2	8
185	38	1	1	1	2	5	3	5	5	1	3	8
185	39	1	4	1	2	5	1	5	5	1	4	8
185	40	1	1	4	1	5	1	5	4	1	5	8
185	41	2	4	2	1	4	1	5	4.4	1.4	1	9
185	42	1	1	1	1	5	1	5	4.4	1.4	2	9
185	43	1	2	1	2	5	1	5	4.6	1	3	9
185	44	2	5	5	1	5	1	5	4.4	1.8	4	9
185	45	1	5	1	1	5	1	5	4.6	1.4	5	9
185	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10
185	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10
185	48	3	1	1	1	5	1	5	4.4	1	3	10
185	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10
185	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10
185	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11
185	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11
185	53	3	1	1	1	4	1	5	4	1.6	3	11
185	54	1	5	1	1	5	1	5	3.8	1.8	4	11
185	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
185	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
185	57	2	1	1	1	5	1	5	4.6	1.4	2	12
185	58	2	4	1	1	5	1	5	5	1	3	12
185	59	1	5	1	1	5	1	5	4.6	1.8	4	12
185	60	1	1	1	1	5	1	5	5	1	5	12
185	61	1	1	1	1	5	1	5	5	1	1	13
185	62	1	1	1	1	5	1	5	4.6	1.4	2	13
185	63	1	1	1	1	5	1	5	5	1	3	13
185	64	1	1	1	1	5	1	5	4.2	1	4	13
185	65	1	1	1	1	5	1	5	4.2	1	5	13
185	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14
185	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14
185	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
185	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
185	70	2	1	1	1	1	2	1	2.6	1.2	5	14
186	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
186	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
186	3	2	4	4	4	4	4	2	3.2	2.6	3	1
186	4	1	4	5	5	3	4	5	4.4	1.2	4	1
186	5	4	3	3	4	3	3	4	3.2	2.6	5	1
186	6	4	4	2	2	5	3	5	3.2	2	1	2
186	7	1	1	4	2	5	4	2	3.8	2.4	2	2
186	8	3	3	5	4	3	5	2	4.6	1.6	3	2
186	9	4	5	5	4	1	2	2	2.8	2.4	4	2
186	10	5	4	4	3	5	2	1	4.2	1.8	5	2
186	11	1	1	5	4	1	1	5	1.6	4.4	1	3
186	12	4	3	5	4	3	2	1	3.8	1.8	2	3
186	13	5	4	3	2	2	5	3	4	2.2	3	3
186	14	1	1	5	4	1	3	1	2.4	3	4	3
186	15	5	5	3	5	1	3	5	3	2.6	5	3
186	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4
186	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4
186	18	5	5	5	2	1	2	1	2.8	3.2	3	4
186	19	3	5	5	5	1	3	4	2.4	2	4	4
186	20	3	4	4	3	1	3	1	2.8	2.6	5	4
186	21	3	5	4	4	3	4	2	2.6	2.8	1	5
186	22	2	4	2	2	5	4	2	2.8	1.8	2	5
186	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5
186	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5
186	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5
186	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6
186	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6
186	28	5	5	4	2	5	2	1	3.8	2.2	3	6
186	29	3	5	4	2	5	5	1	4	1.2	4	6
186	30	3	5	5	5	5	5	5	2.6	1.2	5	6
186	31	5	5	5	1	3	3	3	2.6	2	1	7
186	32	3	5	5	2	3	4	1	3.2	2.6	2	7
186	33	5	5	2	4	5	2	1	3.4	3.6	3	7
186	34	5	5	2	1	5	4	1	3.4	1.2	4	7
186	35	5	5	2	1	3	2	1	2.6	2.4	5	7
186	36	3	5	5	3	5	5	4	2.2	2	1	8
186	37	5	2	4	4	1	2	2	3.4	2.2	2	8
186	38	3	5	5	2	2	2	2	2.4	3.6	3	8
186	39	2	4	4	3	4	4	1	4.2	1.2	4	8
186	40	5	5	5	5	3	3	1	3.2	1.2	5	8
186	41	3	5	3	1	5	2	1	2.8	1.2	1	9
186	42	1	5	3	3	3	3	5	3.4	3	2	9
186	43	2	5	3	3	5	4	5	2.6	2.2	3	9
186	44	5	3	1	1	2	3	1	1.4	4	4	9
186	45	5	5	3	1	4	5	4	3.2	3.4	5	9
186	46	2	5	4	1	4	3	1	1.6	4	1	10
186	47	3	5	3	4	2	2	2	2.2	3.6	2	10
186	48	2	5	3	3	1	1	3	2.8	3.2	3	10
186	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	10
186	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	10
186	51	2	5	4	4	2	2	3	1.8	3	1	11
186	52	3	4	4	3	3	2	1	2.2	2.8	2	11
186	53	2	4	5	5	3	2	5	2.4	3.6	3	11
186	54	5	2	4	5	2	2	5	3.4	1.6	4	11
186	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	11
186	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12
186	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	12
186	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	12
186	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	12
186	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	12
186	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13
186	62	1	5	3	2	4	3	2	2.8	3.2	2	13
186	63	2	5	3	5	1	5	5	2.6	2.2	3	13
186	64	2	5	2	1	5	5	1	2.2	2.8	4	13
186	65	5	5	5	5	1	4	2	2.4	2.8	5	13
186	66	1	5	3	5	4	5	2	3	2.2	1	14
186	67	5	2	3	5	1	3	5	2.8	2.8	2	14
186	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14
186	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	14
186	70	5	5	3	5	1	4	5	3.4	1.8	5	14
187	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1
187	2	3	3	5	1	3	2	4	3.2	1.4	2	1
187	3	3	5	5	1	3	3	3	3.2	1.6	3	1
187	4	3	4	3	1	3	2	3	3.2	1.8	4	1
187	5	3	4	3	1	3	2	3	3.2	2	5	1
187	6	3	3	3	1	3	2	3	3.4	1.6	1	2
187	7	3	5	4	1	3	1	4	3.2	1.6	2	2
187	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
187	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2
