id	timestamp	extraversion	agreeableness	conscientiousness	emotional_stability	openness	date	day	beep
510	1328803875	3.5	5	5.5	5	4.5	2012-02-09T16:11:15Z	11	NA
510	1328890212	3.5	5	5.5	4	3.5	2012-02-10T16:10:12Z	12	NA
510	1329127444	4.5	5.5	6	3	5	2012-02-13T10:04:04Z	15	NA
510	1329138903	3.5	5.5	7	3	4	2012-02-13T13:15:03Z	15	NA
510	1329154779	1.5	5.5	5	4	1.5	2012-02-13T17:39:39Z	15	NA
510	1329213875	3	5.5	6.5	3	3.5	2012-02-14T10:04:35Z	16	NA
510	1329230098	3.5	5.5	6	4	3.5	2012-02-14T14:34:58Z	16	NA
510	1329235812	3	4.5	5.5	4	3.5	2012-02-14T16:10:12Z	16	NA
510	1329301494	5	5.5	6	5	6.5	2012-02-15T10:24:54Z	17	NA
510	1329311801	5	5.5	3	5	3	2012-02-15T13:16:41Z	17	NA
510	1329321856	3	5	6	3	5	2012-02-15T16:04:16Z	17	NA
510	1329387184	5	6	4.5	4	4.5	2012-02-16T10:13:04Z	18	NA
510	1329398394	3	6	3.5	3.5	4	2012-02-16T13:19:54Z	18	NA
510	1329408457	2	5.5	5	5.5	5	2012-02-16T16:07:37Z	18	NA
510	1329473043	4.5	6	5	5.5	5	2012-02-17T10:04:03Z	19	NA
510	1329483770	4	4	6	5	5	2012-02-17T13:02:50Z	19	NA
510	1329495682	2.5	5	6	5.5	3.5	2012-02-17T16:21:22Z	19	NA
510	1329732089	2	2.5	6.5	2	2.5	2012-02-20T10:01:29Z	22	NA
510	1329742855	2	5	7	3	3	2012-02-20T13:00:55Z	22	NA
510	1329760819	2.5	5	6.5	4	1.5	2012-02-20T18:00:19Z	22	NA
510	1329824177	4	6	6	5	4	2012-02-21T11:36:17Z	23	NA
510	1329832291	5	4	2.5	3.5	4	2012-02-21T13:51:31Z	23	NA
510	1329840256	2.5	4	6.5	3	2.5	2012-02-21T16:04:16Z	23	NA
510	1329911019	5	6.5	5	4.5	4	2012-02-22T11:43:39Z	24	NA
510	1329916812	5	5.5	3	4.5	4	2012-02-22T13:20:12Z	24	NA
510	1329928039	3.5	6	7	4.5	4	2012-02-22T16:27:19Z	24	NA
510	1329992039	3	5.5	5	4.5	4	2012-02-23T10:13:59Z	25	NA
510	1330008039	2.5	6	6	3	5	2012-02-23T14:40:39Z	25	NA
510	1330012946	6	5.5	5	5	4.5	2012-02-23T16:02:26Z	25	NA
510	1330081153	5	4.5	6	5	5	2012-02-24T10:59:13Z	26	NA
510	1330089443	4	6.5	6	5	4	2012-02-24T13:17:23Z	26	NA
510	1330100167	3.5	6	5.5	4	5	2012-02-24T16:16:07Z	26	NA
510	1330954651	5.5	5.5	6	6	5	2012-03-05T13:37:31Z	36	NA
510	1330963432	4	5	5.5	6	4.5	2012-03-05T16:03:52Z	36	NA
510	1331042598	5.5	5.5	6.5	5.5	4.5	2012-03-06T14:03:18Z	37	NA
510	1331053403	5	3.5	6.5	4	4.5	2012-03-06T17:03:23Z	37	NA
510	1331125748	4	5.5	4.5	5	3	2012-03-07T13:09:08Z	38	NA
510	1331136278	3	5	6	5	4	2012-03-07T16:04:38Z	38	NA
510	1331200950	2	5.5	7	4.5	6	2012-03-08T10:02:30Z	39	NA
510	1331211993	3.5	4	4	3	4	2012-03-08T13:06:33Z	39	NA
510	1331224705	3	6	7	5	4.5	2012-03-08T16:38:25Z	39	NA
510	1331299018	5	5.5	4	5.5	3.5	2012-03-09T13:16:58Z	40	NA
510	1331312717	2.5	5.5	7	5	5.5	2012-03-09T17:05:17Z	40	NA
504	1327917766	5	5.5	6	6.5	6.5	2012-01-30T10:02:46Z	1	NA
504	1327929019	7	7	7	7	6.5	2012-01-30T13:10:19Z	1	NA
504	1327942063	6.5	6	7	7	6.5	2012-01-30T16:47:43Z	1	NA
504	1328026300	6.5	6	6.5	6.5	5.5	2012-01-31T16:11:40Z	2	NA
504	1328093942	7	6.5	6.5	7	5.5	2012-02-01T10:59:02Z	3	NA
504	1328176829	4.5	6.5	7	7	6.5	2012-02-02T10:00:29Z	4	NA
504	1328188215	5.5	6.5	6.5	6.5	6.5	2012-02-02T13:10:15Z	4	NA
504	1328198453	5.5	6.5	6.5	7	5	2012-02-02T16:00:53Z	4	NA
504	1328263268	5.5	6.5	7	7	5.5	2012-02-03T10:01:08Z	5	NA
504	1328274139	5.5	6.5	6.5	7	5.5	2012-02-03T13:02:19Z	5	NA
504	1328529467	6.5	5.5	7	7	6.5	2012-02-06T11:57:47Z	8	NA
504	1328536907	7	5.5	7	7	6	2012-02-06T14:01:47Z	8	NA
504	1328544038	6.5	5.5	6.5	7	6	2012-02-06T16:00:38Z	8	NA
504	1328609256	5	5.5	6.5	7	5	2012-02-07T10:07:36Z	9	NA
504	1328695578	6.5	5.5	7	7	6.5	2012-02-08T10:06:18Z	10	NA
504	1328709346	7	5.5	7	7	7	2012-02-08T13:55:46Z	10	NA
504	1328716848	6.5	5.5	7	7	7	2012-02-08T16:00:48Z	10	NA
504	1328781816	6.5	5.5	7	7	7	2012-02-09T10:03:36Z	11	NA
504	1328792434	5	5.5	6.5	7	6	2012-02-09T13:00:34Z	11	NA
504	1328805341	6.5	5.5	6.5	7	5.5	2012-02-09T16:35:41Z	11	NA
504	1328869206	5	5.5	7	7	6	2012-02-10T10:20:06Z	12	NA
504	1328879583	4.5	5.5	6	7	6.5	2012-02-10T13:13:03Z	12	NA
504	1328890578	7	5.5	7	7	7	2012-02-10T16:16:18Z	12	NA
504	1329130330	5	5.5	6.5	7	6.5	2012-02-13T10:52:10Z	15	NA
504	1329139043	5	5.5	7	7	6	2012-02-13T13:17:23Z	15	NA
504	1329149262	5.5	5.5	6.5	7	6.5	2012-02-13T16:07:42Z	15	NA
504	1329213629	6.5	5.5	7	7	6.5	2012-02-14T10:00:29Z	16	NA
504	1329235816	5	5.5	7	7	6.5	2012-02-14T16:10:16Z	16	NA
504	1329300083	5	5.5	6	6.5	6.5	2012-02-15T10:01:23Z	17	NA
504	1329322666	7	5.5	6.5	7	6.5	2012-02-15T16:17:46Z	17	NA
504	1329386438	5	5.5	6.5	6.5	5	2012-02-16T10:00:38Z	18	NA
504	1329397688	4.5	5.5	7	7	5	2012-02-16T13:08:08Z	18	NA
504	1329408104	6.5	5.5	7	7	6.5	2012-02-16T16:01:44Z	18	NA
504	1329472941	6.5	5.5	7	7	6	2012-02-17T10:02:21Z	19	NA
504	1329732660	5	5.5	6.5	6.5	6.5	2012-02-20T10:11:00Z	22	NA
504	1329745291	6.5	5.5	6.5	7	6.5	2012-02-20T13:41:31Z	22	NA
504	1329753640	5	5.5	6.5	7	6.5	2012-02-20T16:00:40Z	22	NA
504	1329818928	4	5.5	7	7	5	2012-02-21T10:08:48Z	23	NA
504	1329829519	5	5.5	7	7	6	2012-02-21T13:05:19Z	23	NA
504	1329840076	7	5.5	7	7	7	2012-02-21T16:01:16Z	23	NA
504	1329993429	5	5.5	7	7	6.5	2012-02-23T10:37:09Z	25	NA
504	1330014006	7	5.5	7	7	6.5	2012-02-23T16:20:06Z	25	NA
504	1330077838	6.5	5.5	6.5	7	7	2012-02-24T10:03:58Z	26	NA
504	1330336893	7	5.5	7	7	7	2012-02-27T10:01:33Z	29	NA
504	1330423350	5.5	5.5	7	7	7	2012-02-28T10:02:30Z	30	NA
504	1330434028	5	5.5	7	7	6.5	2012-02-28T13:00:28Z	30	NA
504	1330444901	5	5.5	7	7	6.5	2012-02-28T16:01:41Z	30	NA
504	1330510731	7	5.5	7	7	7	2012-02-29T10:18:51Z	31	NA
504	1330596783	7	5.5	7	7	7	2012-03-01T10:13:03Z	32	NA
504	1330607646	6.5	5.5	7	7	6.5	2012-03-01T13:14:06Z	32	NA
504	1330952533	7	5.5	7	7	7	2012-03-05T13:02:13Z	36	NA
504	1330965486	7	5.5	7	7	7	2012-03-05T16:38:06Z	36	NA
504	1331028094	7	5.5	7	7	7	2012-03-06T10:01:34Z	37	NA
504	1331041593	7	5.5	7	7	7	2012-03-06T13:46:33Z	37	NA
504	1331049933	5	5.5	7	7	7	2012-03-06T16:05:33Z	37	NA
504	1331114860	5	5.5	7	7	7	2012-03-07T10:07:40Z	38	NA
504	1331201214	7	5.5	7	7	7	2012-03-08T10:06:54Z	39	NA
504	1331212584	5.5	5.5	7	7	7	2012-03-08T13:16:24Z	39	NA
504	1331291761	7	5.5	7	7	7	2012-03-09T11:16:01Z	40	NA
504	1331298262	7	5.5	7	7	7	2012-03-09T13:04:22Z	40	NA
521	1328005239	4	3.5	5.5	3.5	5.5	2012-01-31T10:20:39Z	1	NA
521	1328015874	4	4	5.5	3	4	2012-01-31T13:17:54Z	1	NA
521	1328026025	5	4	5.5	4.5	6	2012-01-31T16:07:05Z	1	NA
521	1328092291	2.5	5	6	4.5	4.5	2012-02-01T10:31:31Z	2	NA
521	1328101519	5.5	6.5	5.5	5.5	6.5	2012-02-01T13:05:19Z	2	NA
521	1328112453	4	6	5	3	3	2012-02-01T16:07:33Z	2	NA
521	1328180966	5	6.5	6	6	6.5	2012-02-02T11:09:26Z	3	NA
521	1328189831	3.5	5.5	4	4	4	2012-02-02T13:37:11Z	3	NA
521	1328198953	2.5	5	3.5	2	4	2012-02-02T16:09:13Z	3	NA
521	1328275743	6	6	6	5.5	6	2012-02-03T13:29:03Z	4	NA
521	1328285439	5	6	5	5	4	2012-02-03T16:10:39Z	4	NA
521	1328522550	4.5	5.5	5.5	5.5	5.5	2012-02-06T10:02:30Z	7	NA
521	1328535881	3.5	6	6	6	4.5	2012-02-06T13:44:41Z	7	NA
521	1328544848	3.5	6.5	4.5	6.5	5	2012-02-06T16:14:08Z	7	NA
521	1328610333	3	6	4	5.5	5.5	2012-02-07T10:25:33Z	8	NA
521	1328623921	3.5	6.5	6	5.5	6	2012-02-07T14:12:01Z	8	NA
521	1328631726	5.5	6	6	5.5	3.5	2012-02-07T16:22:06Z	8	NA
521	1328699557	4	6	5.5	5.5	5	2012-02-08T11:12:37Z	9	NA
521	1328706094	4.5	6	5	5	5	2012-02-08T13:01:34Z	9	NA
521	1328717100	2	4.5	3	3.5	3.5	2012-02-08T16:05:00Z	9	NA
521	1328783690	5	6	4	5.5	4.5	2012-02-09T10:34:50Z	10	NA
521	1328793422	6.5	6	5	5.5	5.5	2012-02-09T13:17:02Z	10	NA
521	1328805023	5.5	6.5	5.5	6	5	2012-02-09T16:30:23Z	10	NA
521	1328881120	5	6	5.5	5	5.5	2012-02-10T13:38:40Z	11	NA
521	1328889820	3.5	4.5	2.5	2	2	2012-02-10T16:03:40Z	11	NA
521	1329139087	5	6	6.5	6	6	2012-02-13T13:18:07Z	14	NA
521	1329149412	6	4.5	6	4	4.5	2012-02-13T16:10:12Z	14	NA
521	1329222433	5	6	5.5	5.5	5	2012-02-14T12:27:13Z	15	NA
521	1329226169	4	5.5	4	6	6	2012-02-14T13:29:29Z	15	NA
521	1329236125	4	5.5	5	5	6	2012-02-14T16:15:25Z	15	NA
521	1329307932	2.5	5	4	6	4.5	2012-02-15T12:12:12Z	16	NA
521	1329390124	3	5	5.5	6	5	2012-02-16T11:02:04Z	17	NA
521	1329398890	3	6	5.5	5.5	3.5	2012-02-16T13:28:10Z	17	NA
521	1329408474	3.5	6	5	5	5	2012-02-16T16:07:54Z	17	NA
521	1329485157	4	5.5	4.5	5	4.5	2012-02-17T13:25:57Z	18	NA
521	1329498360	2	5	3	4	5	2012-02-17T17:06:00Z	18	NA
521	1329732347	3.5	5.5	4.5	5	4.5	2012-02-20T10:05:47Z	21	NA
521	1329744553	4	5	5	4	5.5	2012-02-20T13:29:13Z	21	NA
521	1329753820	4	5.5	5	5.5	5.5	2012-02-20T16:03:40Z	21	NA
521	1329821973	4	6	5	4.5	4.5	2012-02-21T10:59:33Z	22	NA
521	1329830878	4	5	5	5.5	5	2012-02-21T13:27:58Z	22	NA
521	1329842298	5	6	4.5	5	5	2012-02-21T16:38:18Z	22	NA
521	1329907027	4.5	5	4.5	4	5	2012-02-22T10:37:07Z	23	NA
521	1329916168	3.5	5	5	5	4	2012-02-22T13:09:28Z	23	NA
521	1330004151	4	5.5	4	5	4.5	2012-02-23T13:35:51Z	24	NA
521	1330009384	3	5	5	5.5	4	2012-02-23T15:03:04Z	24	NA
521	1330013161	3	4	5	5.5	4.5	2012-02-23T16:06:01Z	24	NA
521	1330089616	4	5.5	5	5.5	4.5	2012-02-24T13:20:16Z	25	NA
521	1330100804	4	6	5	5	5	2012-02-24T16:26:44Z	25	NA
521	1330343374	3.5	5	4.5	5	4	2012-02-27T11:49:34Z	28	NA
521	1330351275	4	5.5	5	5.5	4.5	2012-02-27T14:01:15Z	28	NA
521	1330358858	4	4	4	4	4	2012-02-27T16:07:38Z	28	NA
521	1330424626	3	5.5	5.5	6	4.5	2012-02-28T10:23:46Z	29	NA
521	1330434271	3	6	5.5	5.5	5	2012-02-28T13:04:31Z	29	NA
521	1330513213	3.5	5	5	5	3.5	2012-02-29T11:00:13Z	30	NA
521	1330524614	4	5	5.5	5	5	2012-02-29T14:10:14Z	30	NA
521	1330532843	4	5.5	5	6	4.5	2012-02-29T16:27:23Z	30	NA
521	1330597743	3	6	5.5	6	4.5	2012-03-01T10:29:03Z	31	NA
521	1330607345	4	6	4.5	6	4.5	2012-03-01T13:09:05Z	31	NA
521	1330619105	4.5	6	5	5.5	5	2012-03-01T16:25:05Z	31	NA
521	1330943512	3.5	5.5	5	5	5	2012-03-05T10:31:52Z	35	NA
521	1330953687	3.5	6	5	5.5	4.5	2012-03-05T13:21:27Z	35	NA
521	1330964234	2	6	4.5	6	5	2012-03-05T16:17:14Z	35	NA
521	1331028949	2.5	6	6	6	5	2012-03-06T10:15:49Z	36	NA
521	1331043924	3	5.5	4	4.5	5	2012-03-06T14:25:24Z	36	NA
521	1331052456	3	5.5	6	5.5	5.5	2012-03-06T16:47:36Z	36	NA
521	1331117599	4	6	5.5	4.5	5	2012-03-07T10:53:19Z	37	NA
521	1331125901	4	6.5	5	6	4	2012-03-07T13:11:41Z	37	NA
521	1331203945	2	6	5	5.5	4.5	2012-03-08T10:52:25Z	38	NA
521	1331220043	3	4	5.5	6.5	3.5	2012-03-08T15:20:43Z	38	NA
521	1331222707	2.5	5	4	5.5	4.5	2012-03-08T16:05:07Z	38	NA
521	1331291719	4	6.5	6	6	4.5	2012-03-09T11:15:19Z	39	NA
521	1331299478	5.5	6.5	6	5	4	2012-03-09T13:24:38Z	39	NA
511	1327922548	6	5	6	5	5	2012-01-30T11:22:28Z	1	NA
511	1327929395	3.5	4.5	5	5	4.5	2012-01-30T13:16:35Z	1	NA
511	1327942079	2.5	5	5	5.5	3.5	2012-01-30T16:47:59Z	1	NA
511	1328004025	4	6	5	5.5	5	2012-01-31T10:00:25Z	2	NA
511	1328017300	6	5.5	5	4.5	4	2012-01-31T13:41:40Z	2	NA
511	1328027964	5	6	6.5	5	4.5	2012-01-31T16:39:24Z	2	NA
511	1328092920	2.5	5	5	5	3	2012-02-01T10:42:00Z	3	NA
511	1328105141	3.5	5.5	5	5	4	2012-02-01T14:05:41Z	3	NA
511	1328115468	4.5	5.5	4.5	6	4.5	2012-02-01T16:57:48Z	3	NA
511	1328178363	3.5	5.5	6	6.5	5	2012-02-02T10:26:03Z	4	NA
511	1328189290	5	5.5	4	5	4.5	2012-02-02T13:28:10Z	4	NA
511	1328198472	2.5	5.5	5.5	6	4.5	2012-02-02T16:01:12Z	4	NA
511	1328263947	3.5	5	5	5	3.5	2012-02-03T10:12:27Z	5	NA
511	1328275250	4.5	6	3.5	5.5	4.5	2012-02-03T13:20:50Z	5	NA
511	1328536139	3	5.5	4.5	1.5	3.5	2012-02-06T13:48:59Z	8	NA
511	1328552112	2	5.5	4.5	4.5	4	2012-02-06T18:15:12Z	8	NA
511	1328610373	3	6	6	6	5	2012-02-07T10:26:13Z	9	NA
511	1328623707	4.5	5	5.5	3.5	3.5	2012-02-07T14:08:27Z	9	NA
511	1328630880	1.5	4.5	4.5	4.5	3.5	2012-02-07T16:08:00Z	9	NA
511	1328695682	2.5	5.5	6	5.5	4.5	2012-02-08T10:08:02Z	10	NA
511	1328709838	3.5	5.5	6	6	4	2012-02-08T14:03:58Z	10	NA
511	1328717327	3.5	5	5.5	5	4	2012-02-08T16:08:47Z	10	NA
511	1328783876	3.5	5	5.5	5	4.5	2012-02-09T10:37:56Z	11	NA
511	1328792716	3	6	5	5.5	4.5	2012-02-09T13:05:16Z	11	NA
511	1328804018	2.5	5.5	4.5	5	3	2012-02-09T16:13:38Z	11	NA
511	1328868162	3	4.5	6	5.5	4.5	2012-02-10T10:02:42Z	12	NA
511	1328878861	3.5	5	4.5	4	3	2012-02-10T13:01:01Z	12	NA
511	1328895401	4	6	6	4	5	2012-02-10T17:36:41Z	12	NA
511	1329130287	4.5	5.5	5.5	5.5	4.5	2012-02-13T10:51:27Z	15	NA
511	1329154932	4.5	5.5	6	4	5.5	2012-02-13T17:42:12Z	15	NA
511	1329213726	5	5.5	6	4	5	2012-02-14T10:02:06Z	16	NA
511	1329226914	4.5	5.5	5.5	5.5	5.5	2012-02-14T13:41:54Z	16	NA
511	1329300931	2.5	5.5	6.5	6.5	4	2012-02-15T10:15:31Z	17	NA
511	1329313810	4.5	6	5	5.5	4.5	2012-02-15T13:50:10Z	17	NA
511	1329322028	3.5	5.5	6.5	5.5	5	2012-02-15T16:07:08Z	17	NA
511	1329387248	5.5	5.5	5.5	5.5	5.5	2012-02-16T10:14:08Z	18	NA
511	1329398019	5	6	6	5.5	4.5	2012-02-16T13:13:39Z	18	NA
511	1329409073	2	5	4.5	4	4	2012-02-16T16:17:53Z	18	NA
511	1329473433	3.5	5.5	6	5	5.5	2012-02-17T10:10:33Z	19	NA
511	1329484065	5	6	5.5	5.5	5	2012-02-17T13:07:45Z	19	NA
511	1329732298	4.5	5.5	6	5	4	2012-02-20T10:04:58Z	22	NA
511	1329743965	2	5.5	5.5	4	3	2012-02-20T13:19:25Z	22	NA
511	1329755620	3	5.5	5.5	4.5	4.5	2012-02-20T16:33:40Z	22	NA
511	1329818850	3.5	5.5	6	5	5	2012-02-21T10:07:30Z	23	NA
511	1329831043	4.5	4.5	4.5	5.5	4	2012-02-21T13:30:43Z	23	NA
511	1329842052	3	5.5	6	4.5	4	2012-02-21T16:34:12Z	23	NA
511	1329910423	4.5	5.5	6.5	4	5.5	2012-02-22T11:33:43Z	24	NA
511	1329916609	4	6	5.5	5.5	4	2012-02-22T13:16:49Z	24	NA
511	1329929341	3.5	5.5	6	5.5	5	2012-02-22T16:49:01Z	24	NA
511	1329995281	3	6	6	5.5	5.5	2012-02-23T11:08:01Z	25	NA
511	1330008725	3.5	5	6.5	6	5.5	2012-02-23T14:52:05Z	25	NA
511	1330014181	3.5	6	6	5.5	4.5	2012-02-23T16:23:01Z	25	NA
511	1330082897	5.5	5.5	6.5	4	5.5	2012-02-24T11:28:17Z	26	NA
511	1330090753	3.5	6	6	5.5	4.5	2012-02-24T13:39:13Z	26	NA
511	1330099938	3	6	4	5.5	4	2012-02-24T16:12:18Z	26	NA
511	1330337300	4	5.5	6	5.5	4	2012-02-27T10:08:20Z	29	NA
511	1330348628	3	6	6.5	5.5	5	2012-02-27T13:17:08Z	29	NA
511	1330359809	3.5	5.5	7	5	5	2012-02-27T16:23:29Z	29	NA
511	1330424002	3.5	5.5	6	5.5	4.5	2012-02-28T10:13:22Z	30	NA
511	1330434035	3.5	5.5	5	5	4.5	2012-02-28T13:00:35Z	30	NA
511	1330445318	3	5.5	6	5	4.5	2012-02-28T16:08:38Z	30	NA
511	1330510807	3	5.5	6	5	4	2012-02-29T10:20:07Z	31	NA
511	1330525623	3	5.5	4	4.5	4.5	2012-02-29T14:27:03Z	31	NA
511	1330597577	5	6	6	4	5.5	2012-03-01T10:26:17Z	32	NA
511	1330606951	2.5	5.5	5	3	2.5	2012-03-01T13:02:31Z	32	NA
511	1330618465	2.5	5.5	5.5	3.5	3.5	2012-03-01T16:14:25Z	32	NA
511	1330693889	4	6	3.5	4.5	2.5	2012-03-02T13:11:29Z	33	NA
511	1330704907	3	5.5	3	5	3	2012-03-02T16:15:07Z	33	NA
511	1330941988	3	6	6	6	4.5	2012-03-05T10:06:28Z	36	NA
511	1330955317	4	5	6	5	3.5	2012-03-05T13:48:37Z	36	NA
511	1330963988	4.5	4	5.5	4.5	4.5	2012-03-05T16:13:08Z	36	NA
511	1331031935	4.5	5.5	6	5	5	2012-03-06T11:05:35Z	37	NA
511	1331039543	4	6	5.5	4.5	4.5	2012-03-06T13:12:23Z	37	NA
511	1331051865	4.5	6	5.5	5.5	4	2012-03-06T16:37:45Z	37	NA
511	1331115665	3.5	6	6.5	5.5	5.5	2012-03-07T10:21:05Z	38	NA
511	1331128916	4.5	5.5	5.5	5	5	2012-03-07T14:01:56Z	38	NA
511	1331136390	4.5	6	5	5.5	4.5	2012-03-07T16:06:30Z	38	NA
511	1331201868	4	6	6.5	5.5	4.5	2012-03-08T10:17:48Z	39	NA
511	1331212444	4	6	6	5	6	2012-03-08T13:14:04Z	39	NA
511	1331222865	3	5.5	6	5.5	4.5	2012-03-08T16:07:45Z	39	NA
511	1331287735	4	6.5	6.5	6.5	6	2012-03-09T10:08:55Z	40	NA
511	1331299835	4.5	5.5	6	4	5	2012-03-09T13:30:35Z	40	NA
511	1331309108	5	5.5	5	5.5	5	2012-03-09T16:05:08Z	40	NA
542	1327918142	4.5	4.5	4.5	6	5	2012-01-30T10:09:02Z	1	NA
542	1327932573	4.5	5	5	5	4	2012-01-30T14:09:33Z	1	NA
542	1327939283	5	5	5.5	5.5	5	2012-01-30T16:01:23Z	1	NA
542	1328007971	4	3	5.5	3.5	5	2012-01-31T11:06:11Z	2	NA
542	1328016939	5.5	5	5	5	4	2012-01-31T13:35:39Z	2	NA
542	1328025765	4	3	5.5	3	4.5	2012-01-31T16:02:45Z	2	NA
542	1328094161	3.5	5.5	5.5	4.5	4	2012-02-01T11:02:41Z	3	NA
542	1328176863	4	4	5.5	4	4.5	2012-02-02T10:01:03Z	4	NA
542	1328189649	4	5	6	6	4	2012-02-02T13:34:09Z	4	NA
542	1328198497	3.5	5	5.5	5.5	5	2012-02-02T16:01:37Z	4	NA
542	1328263261	3.5	4.5	4	5.5	4	2012-02-03T10:01:01Z	5	NA
542	1328274825	5.5	4.5	3	5.5	5.5	2012-02-03T13:13:45Z	5	NA
542	1328523288	4	5	6	6	4.5	2012-02-06T10:14:48Z	8	NA
542	1328535203	5.5	4.5	5.5	5	5.5	2012-02-06T13:33:23Z	8	NA
542	1328544672	4	5.5	6	6	5.5	2012-02-06T16:11:12Z	8	NA
542	1328608863	4	5.5	6	6	5.5	2012-02-07T10:01:03Z	9	NA
542	1328619644	4.5	5.5	6	6	6	2012-02-07T13:00:44Z	9	NA
542	1328630492	4.5	5.5	6.5	6	5.5	2012-02-07T16:01:32Z	9	NA
542	1328696410	3	5.5	4.5	6	3.5	2012-02-08T10:20:10Z	10	NA
542	1328706347	4	4	5.5	5.5	4.5	2012-02-08T13:05:47Z	10	NA
542	1328716938	3.5	5.5	6.5	6	5.5	2012-02-08T16:02:18Z	10	NA
542	1328792425	4	5	6	6.5	5.5	2012-02-09T13:00:25Z	11	NA
542	1328803967	6.5	5.5	6.5	6.5	6	2012-02-09T16:12:47Z	11	NA
542	1328876037	4	4	6.5	4.5	6	2012-02-10T12:13:57Z	12	NA
542	1328881896	4	5.5	6.5	6	6	2012-02-10T13:51:36Z	12	NA
542	1328894523	4	4.5	6.5	6	5.5	2012-02-10T17:22:03Z	12	NA
542	1329226290	4	5.5	6	6	3.5	2012-02-14T13:31:30Z	16	NA
542	1329235216	4	5.5	6	5.5	4.5	2012-02-14T16:00:16Z	16	NA
542	1329302317	4	6	6.5	6.5	6	2012-02-15T10:38:37Z	17	NA
542	1329323852	5	5.5	6.5	6	6.5	2012-02-15T16:37:32Z	17	NA
542	1329386459	6	6	6	6	6	2012-02-16T10:00:59Z	18	NA
542	1329399817	5.5	4.5	6.5	6	6	2012-02-16T13:43:37Z	18	NA
542	1329413268	6	5.5	5.5	4	6	2012-02-16T17:27:48Z	18	NA
542	1329472927	6	6	6.5	5.5	5.5	2012-02-17T10:02:07Z	19	NA
542	1329489659	4.5	3.5	6.5	6	6	2012-02-17T14:40:59Z	19	NA
542	1329494762	4	6	6.5	6	6	2012-02-17T16:06:02Z	19	NA
542	1329734194	3.5	5	6	5.5	4.5	2012-02-20T10:36:34Z	22	NA
542	1329748624	4	5.5	5.5	6	5.5	2012-02-20T14:37:04Z	22	NA
542	1329755515	4.5	5.5	6.5	6	5	2012-02-20T16:31:55Z	22	NA
542	1329843472	4	4.5	6.5	6.5	5	2012-02-21T16:57:52Z	23	NA
542	1329918636	5.5	4.5	6.5	5.5	5.5	2012-02-22T13:50:36Z	24	NA
542	1329933653	4.5	4.5	6	5.5	5.5	2012-02-22T18:00:53Z	24	NA
542	1329999275	5.5	2.5	6	4	4.5	2012-02-23T12:14:35Z	25	NA
542	1330084448	2.5	5.5	6.5	6.5	5.5	2012-02-24T11:54:08Z	26	NA
542	1330092371	4.5	4	6.5	6	5	2012-02-24T14:06:11Z	26	NA
542	1330103878	5	5	6	6	4	2012-02-24T17:17:58Z	26	NA
542	1330350382	4	5.5	4.5	5.5	5	2012-02-27T13:46:22Z	29	NA
542	1330358877	4.5	5	6.5	5.5	5	2012-02-27T16:07:57Z	29	NA
542	1330427593	4.5	5.5	6	5.5	5.5	2012-02-28T11:13:13Z	30	NA
542	1330436081	4	6	5.5	6	5.5	2012-02-28T13:34:41Z	30	NA
542	1330447977	4	5.5	6	5.5	5.5	2012-02-28T16:52:57Z	30	NA
542	1330512207	4	6	5.5	5.5	5	2012-02-29T10:43:27Z	31	NA
542	1330533239	4	5.5	5.5	6.5	5.5	2012-02-29T16:33:59Z	31	NA
542	1330608412	4	5	6	6.5	5.5	2012-03-01T13:26:52Z	32	NA
542	1330617728	4.5	5	6.5	6	5.5	2012-03-01T16:02:08Z	32	NA
542	1330696177	5	4.5	6	6	6	2012-03-02T13:49:37Z	33	NA
542	1330944054	4.5	5.5	6.5	5.5	5	2012-03-05T10:40:54Z	36	NA
542	1331049996	5	5.5	5.5	6.5	6	2012-03-06T16:06:36Z	37	NA
542	1331114717	4.5	6.5	6	6.5	6	2012-03-07T10:05:17Z	38	NA
542	1331125663	4.5	5.5	6	5.5	5.5	2012-03-07T13:07:43Z	38	NA
542	1331138684	3.5	5	5.5	5.5	4	2012-03-07T16:44:44Z	38	NA
542	1331203396	5.5	4.5	6.5	6	5	2012-03-08T10:43:16Z	39	NA
542	1331218834	3.5	4.5	6.5	5.5	5	2012-03-08T15:00:34Z	39	NA
534	1328004242	4	5.5	6	6	5.5	2012-01-31T10:04:02Z	1	NA
534	1328014997	5.5	5.5	5.5	5.5	5.5	2012-01-31T13:03:17Z	1	NA
534	1328027216	4	6	6	5.5	5.5	2012-01-31T16:26:56Z	1	NA
534	1328101765	3	3.5	4	4	3	2012-02-01T13:09:25Z	2	NA
534	1328187655	4	5	4	5.5	5	2012-02-02T13:00:55Z	3	NA
534	1328199455	4	5	5	5.5	5	2012-02-02T16:17:35Z	3	NA
534	1328274075	4	5.5	4.5	5.5	5.5	2012-02-03T13:01:15Z	4	NA
534	1328284967	3.5	5.5	5	5.5	3.5	2012-02-03T16:02:47Z	4	NA
534	1328522699	2.5	4.5	4	4.5	4	2012-02-06T10:04:59Z	7	NA
534	1328533662	4	5	5.5	5.5	5	2012-02-06T13:07:42Z	7	NA
534	1328546302	3.5	5	5.5	5.5	4.5	2012-02-06T16:38:22Z	7	NA
534	1328619724	4	5.5	5.5	5.5	5	2012-02-07T13:02:04Z	8	NA
