,pid,class,time,q1,q2,alone,dayweek,d,hourday,week,fact,ACCEPTANCE,COGNITIVE_REAPPRAISAL,DISTRACTION,EXPRESSIVE_SUPPRESSION,INTROSPECTION,NoER,PROBLEM_SOLVING,SEEKING_ADVICE,THOUGHT_SUPPRESSION,ER,Avoidant,Engagement,hourday2,q2_mean,diff
1,ER_3000,education,Fri Oct 07 18:45:05 EDT 2016,84,15,1,Fri,4,18,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,23.15384615,-8.153846154
2,ER_3000,education,Fri Oct 14 14:51:41 EDT 2016,88,9,1,Fri,11,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,23.15384615,-14.15384615
3,ER_3000,education,Mon Oct 17 13:30:52 EDT 2016,31,64,1,Mon,14,13,Weekday,Afternoon,1,0,1,0,0,0,0,0,1,1,1,1,hour13_14,23.15384615,40.84615385
4,ER_3000,education,Sat Oct 08 14:43:14 EDT 2016,83,1,0,Sat,5,14,Weekend,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,23.15384615,-22.15384615
5,ER_3000,education,Sat Oct 08 17:45:44 EDT 2016,76,20,0,Sat,5,17,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,23.15384615,-3.153846154
6,ER_3000,education,Sun Oct 09 12:15:52 EDT 2016,90,14,1,Sun,6,12,Weekend,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,23.15384615,-9.153846154
7,ER_3000,education,Thu Oct 06 18:21:37 EDT 2016,76,29,0,Thu,3,18,Weekday,Evening,1,0,0,0,0,0,0,1,0,1,0,1,hour17_18,23.15384615,5.846153846
8,ER_3000,friendshouses,Thu Oct 13 19:36:44 EDT 2016,76,24,0,Thu,10,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,23.15384615,0.846153846
9,ER_3000,home,Mon Oct 17 19:03:35 EDT 2016,87,5,0,Mon,14,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,23.15384615,-18.15384615
10,ER_3000,home,Sat Oct 15 12:27:56 EDT 2016,78,15,1,Sat,12,12,Weekend,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,23.15384615,-8.153846154
11,ER_3000,leisure,Wed Oct 12 19:13:17 EDT 2016,1,87,0,Wed,1,19,Weekday,Evening,0,0,0,0,1,0,1,0,0,1,0,1,hour19_20,23.15384615,63.84615385
12,ER_3000,leisure,Sun Oct 16 18:29:52 EDT 2016,87,4,0,Sun,13,18,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,23.15384615,-19.15384615
13,ER_3000,leisure,Tue Oct 04 20:35:55 EDT 2016,81,14,0,Tue,1,20,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,23.15384615,-9.153846154
14,ER_3004,education,Thu Oct 06 18:38:25 EDT 2016,58,35,1,Thu,2,18,Weekday,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour17_18,39.5,-4.5
15,ER_3004,education,Wed Oct 05 10:54:31 EDT 2016,28,59,0,Wed,1,10,Weekday,Morning,1,0,0,0,0,0,1,0,0,1,0,1,hour9_10,39.5,19.5
16,ER_3004,education,Wed Oct 05 19:01:50 EDT 2016,56,45,0,Wed,1,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,39.5,5.5
17,ER_3004,leisure,Thu Oct 06 17:28:10 EDT 2016,67,19,1,Thu,2,17,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,39.5,-20.5
18,ER_3005,education,Fri Oct 07 14:34:40 EDT 2016,96,1,1,Fri,3,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,22.81578947,-21.81578947
19,ER_3005,education,Fri Oct 14 12:40:38 EDT 2016,71,9,1,Fri,10,12,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,22.81578947,-13.81578947
20,ER_3005,education,Fri Oct 14 15:11:13 EDT 2016,100,1,1,Fri,10,15,Weekday,Afternoon,0,0,0,0,1,0,0,0,0,1,0,1,hour15_16,22.81578947,-21.81578947
21,ER_3005,education,Mon Oct 10 18:14:11 EDT 2016,11,84,0,Mon,6,18,Weekday,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour17_18,22.81578947,61.18421053
22,ER_3005,education,Sat Oct 15 12:42:10 EDT 2016,99,1,0,Sat,11,12,Weekend,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,22.81578947,-21.81578947
23,ER_3005,education,Sat Oct 15 17:06:05 EDT 2016,14,57,1,Sat,11,17,Weekend,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour17_18,22.81578947,34.18421053
24,ER_3005,education,Sun Oct 16 17:14:14 EDT 2016,77,1,0,Sun,12,17,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-21.81578947
25,ER_3005,education,Sun Oct 16 18:18:39 EDT 2016,22,80,0,Sun,12,18,Weekend,Evening,0,1,0,0,0,0,1,0,0,1,0,1,hour17_18,22.81578947,57.18421053
26,ER_3005,education,Thu Oct 06 13:10:28 EDT 2016,66,24,0,Thu,2,13,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,22.81578947,1.184210526
27,ER_3005,education,Thu Oct 06 18:54:55 EDT 2016,84,8,1,Thu,2,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-14.81578947
28,ER_3005,education,Thu Oct 13 12:12:45 EDT 2016,84,18,0,Thu,9,12,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,22.81578947,-4.815789474
29,ER_3005,education,Tue Oct 11 16:02:57 EDT 2016,98,9,1,Tue,7,16,Weekday,Afternoon,0,0,0,0,0,0,1,0,0,1,0,1,hour15_16,22.81578947,-13.81578947
30,ER_3005,education,Tue Oct 18 12:08:45 EDT 2016,96,25,0,Tue,14,12,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,22.81578947,2.184210526
31,ER_3005,education,Wed Oct 12 11:09:13 EDT 2016,92,6,0,Wed,8,11,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,22.81578947,-16.81578947
32,ER_3005,education,Wed Oct 12 13:48:24 EDT 2016,95,2,0,Wed,8,13,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,22.81578947,-20.81578947
33,ER_3005,education,Wed Oct 12 17:12:34 EDT 2016,98,2,1,Wed,8,17,Weekday,Evening,0,1,0,0,0,0,0,0,0,1,0,1,hour17_18,22.81578947,-20.81578947
34,ER_3005,education,Wed Oct 12 19:42:09 EDT 2016,1,100,0,Wed,8,19,Weekday,Evening,0,1,0,0,0,0,0,0,0,1,0,1,hour19_20,22.81578947,77.18421053
35,ER_3005,leisure,Fri Oct 14 17:50:44 EDT 2016,100,1,0,Fri,10,17,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-21.81578947
36,ER_3005,leisure,Tue Oct 18 16:08:48 EDT 2016,99,4,1,Tue,14,16,Weekday,Afternoon,0,1,0,0,1,0,1,0,0,1,0,1,hour15_16,22.81578947,-18.81578947
37,ER_3005,friendshouses,Fri Oct 07 19:04:49 EDT 2016,100,1,1,Fri,3,19,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,22.81578947,-21.81578947
38,ER_3005,friendshouses,Fri Oct 07 20:35:21 EDT 2016,69,6,0,Fri,3,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,22.81578947,-16.81578947
39,ER_3005,friendshouses,Sat Oct 08 20:44:17 EDT 2016,30,68,1,Sat,4,20,Weekend,Evening,0,1,0,0,0,0,0,0,1,1,1,1,hour19_20,22.81578947,45.18421053
40,ER_3005,friendshouses,Sun Oct 09 12:59:19 EDT 2016,99,11,1,Sun,5,12,Weekend,Morning,0,0,0,0,0,0,1,0,0,1,0,1,hour11_12,22.81578947,-11.81578947
41,ER_3005,friendshouses,Sun Oct 09 14:50:45 EDT 2016,94,1,0,Sun,5,14,Weekend,Afternoon,1,0,0,0,0,0,0,0,0,1,0,1,hour13_14,22.81578947,-21.81578947
42,ER_3005,friendshouses,Thu Oct 06 15:27:33 EDT 2016,90,1,1,Thu,2,15,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,22.81578947,-21.81578947
43,ER_3005,friendshouses,Wed Oct 05 16:56:49 EDT 2016,76,31,1,Wed,1,16,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,22.81578947,8.184210526
44,ER_3005,home,Sat Oct 08 17:16:12 EDT 2016,89,14,0,Sat,4,17,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-8.815789474
45,ER_3005,home,Sat Oct 08 18:19:57 EDT 2016,100,1,0,Sat,4,18,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-21.81578947
46,ER_3005,home,Sat Oct 15 20:52:28 EDT 2016,86,7,0,Sat,11,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,22.81578947,-15.81578947
47,ER_3005,home,Sun Oct 09 19:24:36 EDT 2016,65,39,1,Sun,5,19,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,22.81578947,16.18421053
48,ER_3005,home,Sun Oct 16 20:11:50 EDT 2016,99,4,1,Sun,12,20,Weekend,Evening,1,0,0,0,0,0,0,0,0,1,0,1,hour19_20,22.81578947,-18.81578947
49,ER_3005,home,Thu Oct 13 17:41:42 EDT 2016,98,1,1,Thu,9,17,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-21.81578947
50,ER_3005,home,Thu Oct 13 18:56:58 EDT 2016,99,1,0,Thu,9,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,22.81578947,-21.81578947
51,ER_3005,home,Tue Oct 18 19:28:20 EDT 2016,100,1,1,Tue,14,19,Weekday,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour19_20,22.81578947,-21.81578947
52,ER_3005,leisure,Fri Oct 14 20:59:18 EDT 2016,31,84,0,Fri,10,20,Weekend,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour19_20,22.81578947,61.18421053
53,ER_3005,leisure,Mon Oct 17 12:52:15 EDT 2016,96,7,0,Mon,13,12,Weekday,Morning,0,0,0,0,1,0,1,0,0,1,0,1,hour11_12,22.81578947,-15.81578947
54,ER_3005,leisure,Mon Oct 17 15:43:17 EDT 2016,23,71,1,Mon,13,15,Weekday,Afternoon,0,0,1,1,0,0,0,0,0,1,1,0,hour15_16,22.81578947,48.18421053
55,ER_3005,leisure,Sun Oct 09 20:52:10 EDT 2016,9,85,1,Sun,5,20,Weekend,Evening,0,1,1,0,0,0,1,0,0,1,1,1,hour19_20,22.81578947,62.18421053
56,ER_3007,education,Fri Oct 21 13:44:35 EDT 2016,76,3,1,Fri,9,13,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,2.181818182,0.818181818
57,ER_3007,education,Fri Oct 21 15:45:23 EDT 2016,94,6,1,Fri,9,15,Weekday,Afternoon,0,0,0,0,0,0,1,0,0,1,0,1,hour15_16,2.181818182,3.818181818
58,ER_3007,education,Fri Oct 21 18:34:20 EDT 2016,100,2,1,Fri,9,18,Weekend,Evening,0,1,0,0,0,0,1,0,0,1,0,1,hour17_18,2.181818182,-0.181818182
59,ER_3007,education,Fri Oct 21 20:44:39 EDT 2016,100,1,0,Fri,9,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,2.181818182,-1.181818182
60,ER_3007,education,Mon Oct 17 14:45:57 EDT 2016,100,1,0,Mon,5,14,Weekday,Afternoon,0,0,0,0,1,0,0,0,0,1,0,1,hour13_14,2.181818182,-1.181818182
61,ER_3007,education,Mon Oct 17 16:13:10 EDT 2016,83,6,1,Mon,5,16,Weekday,Afternoon,0,0,1,0,0,0,0,0,0,1,1,0,hour15_16,2.181818182,3.818181818
62,ER_3007,education,Tue Oct 25 14:22:11 EDT 2016,100,1,1,Tue,13,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,2.181818182,-1.181818182
63,ER_3007,home,Fri Oct 14 11:23:22 EDT 2016,100,1,0,Fri,2,11,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,2.181818182,-1.181818182
64,ER_3007,home,Mon Oct 17 11:14:01 EDT 2016,62,1,1,Mon,5,11,Weekday,Morning,0,0,0,0,0,0,0,0,1,1,1,0,hour11_12,2.181818182,-1.181818182
65,ER_3007,home,Tue Oct 25 20:24:34 EDT 2016,100,1,0,Tue,13,20,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,2.181818182,-1.181818182
66,ER_3007,leisure,Fri Oct 14 14:50:19 EDT 2016,100,1,0,Fri,2,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,2.181818182,-1.181818182
67,ER_3008,education,Fri Oct 07 20:37:30 EDT 2016,19,66,0,Fri,3,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,43.46666667,22.53333333
68,ER_3008,education,Mon Oct 17 12:58:42 EDT 2016,76,32,1,Mon,13,12,Weekday,Morning,0,0,0,0,0,0,1,0,0,1,0,1,hour11_12,43.46666667,-11.46666667
69,ER_3008,education,Sun Oct 09 15:23:07 EDT 2016,75,27,0,Sun,5,15,Weekend,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,43.46666667,-16.46666667
70,ER_3008,education,Sun Oct 09 18:34:12 EDT 2016,28,76,0,Sun,5,18,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,43.46666667,32.53333333
71,ER_3008,education,Thu Oct 06 19:22:08 EDT 2016,59,55,1,Thu,2,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,43.46666667,11.53333333
72,ER_3008,education,Thu Oct 13 10:32:13 EDT 2016,63,66,0,Thu,9,10,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour9_10,43.46666667,22.53333333
73,ER_3008,education,Tue Oct 18 14:18:38 EDT 2016,69,21,1,Tue,14,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,43.46666667,-22.46666667
74,ER_3008,education,Wed Oct 05 18:13:57 EDT 2016,58,62,0,Wed,1,18,Weekday,Evening,1,0,1,0,0,0,0,1,0,1,1,1,hour17_18,43.46666667,18.53333333
75,ER_3008,education,Wed Oct 12 17:08:41 EDT 2016,38,58,1,Wed,8,17,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,43.46666667,14.53333333
76,ER_3008,home,Mon Oct 17 14:48:06 EDT 2016,73,35,1,Mon,13,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,43.46666667,-8.466666667
77,ER_3008,home,Sat Oct 08 16:13:25 EDT 2016,92,13,0,Sat,4,16,Weekend,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,43.46666667,-30.46666667
78,ER_3008,home,Tue Oct 18 20:32:40 EDT 2016,36,68,1,Tue,14,20,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,43.46666667,24.53333333
79,ER_3008,leisure,Sun Oct 09 11:40:40 EDT 2016,38,21,1,Sun,5,11,Weekend,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,43.46666667,-22.46666667
80,ER_3008,leisure,Sat Oct 08 20:26:28 EDT 2016,77,12,0,Sat,4,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,43.46666667,-31.46666667
81,ER_3008,leisure,Sun Oct 16 13:09:55 EDT 2016,59,40,1,Sun,12,13,Weekend,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,43.46666667,-3.466666667
82,ER_3010,education,Fri Oct 07 10:35:12 EDT 2016,71,32,0,Fri,2,10,Weekday,Morning,1,0,0,0,0,0,1,0,0,1,0,1,hour9_10,37.4516129,-5.451612903
83,ER_3010,education,Fri Oct 07 13:06:45 EDT 2016,65,32,0,Fri,2,13,Weekday,Afternoon,1,1,0,0,0,0,1,0,0,1,0,1,hour13_14,37.4516129,-5.451612903
84,ER_3010,education,Fri Oct 14 10:38:35 EDT 2016,75,31,0,Fri,9,10,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour9_10,37.4516129,-6.451612903
85,ER_3010,education,Fri Oct 14 14:55:42 EDT 2016,36,62,0,Fri,9,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,37.4516129,24.5483871
86,ER_3010,education,Fri Oct 14 18:57:12 EDT 2016,73,30,0,Fri,9,18,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,37.4516129,-7.451612903
87,ER_3010,education,Mon Oct 17 11:01:01 EDT 2016,81,28,0,Mon,12,11,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,37.4516129,-9.451612903
88,ER_3010,education,Sat Oct 15 14:24:20 EDT 2016,79,17,0,Sat,10,14,Weekend,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,37.4516129,-20.4516129
89,ER_3010,education,Thu Oct 06 15:28:34 EDT 2016,61,32,0,Thu,1,15,Weekday,Afternoon,0,1,0,0,0,0,1,1,0,1,0,1,hour15_16,37.4516129,-5.451612903
90,ER_3010,education,Thu Oct 06 16:37:03 EDT 2016,39,61,1,Thu,1,16,Weekday,Afternoon,1,0,0,0,1,0,1,0,0,1,0,1,hour15_16,37.4516129,23.5483871
91,ER_3010,education,Thu Oct 06 18:11:46 EDT 2016,62,36,0,Thu,1,18,Weekday,Evening,0,1,0,0,0,0,1,0,0,1,0,1,hour17_18,37.4516129,-1.451612903
92,ER_3010,education,Thu Oct 06 20:20:30 EDT 2016,39,59,1,Thu,1,20,Weekday,Evening,1,1,0,0,0,0,1,0,0,1,0,1,hour19_20,37.4516129,21.5483871
93,ER_3010,education,Thu Oct 13 10:27:39 EDT 2016,69,27,1,Thu,8,10,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour9_10,37.4516129,-10.4516129
94,ER_3010,education,Thu Oct 13 19:26:42 EDT 2016,88,16,1,Thu,8,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,37.4516129,-21.4516129
95,ER_3010,education,Tue Oct 18 13:17:13 EDT 2016,69,26,1,Tue,13,13,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,37.4516129,-11.4516129
96,ER_3010,education,Wed Oct 12 17:06:37 EDT 2016,36,62,1,Wed,7,17,Weekday,Evening,0,0,0,0,1,0,0,0,0,1,0,1,hour17_18,37.4516129,24.5483871
97,ER_3010,education,Wed Oct 12 18:35:20 EDT 2016,33,71,1,Wed,7,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,37.4516129,33.5483871
98,ER_3010,education,Wed Oct 12 20:47:01 EDT 2016,32,64,1,Wed,7,20,Weekday,Evening,0,0,0,0,1,0,0,0,0,1,0,1,hour19_20,37.4516129,26.5483871
99,ER_3010,education,Wed Oct 19 18:29:28 EDT 2016,21,73,0,Wed,14,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,37.4516129,35.5483871
100,ER_3010,home,Sun Oct 09 10:36:22 EDT 2016,80,17,0,Sun,4,10,Weekend,Morning,0,1,0,0,0,0,1,0,0,1,0,1,hour9_10,37.4516129,-20.4516129
101,ER_3010,home,Sun Oct 09 15:32:33 EDT 2016,92,19,0,Sun,4,15,Weekend,Afternoon,0,1,0,0,0,0,1,0,0,1,0,1,hour15_16,37.4516129,-18.4516129
102,ER_3010,home,Sun Oct 16 20:54:58 EDT 2016,18,78,1,Sun,11,20,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,37.4516129,40.5483871
103,ER_3010,home,Wed Oct 19 11:32:15 EDT 2016,83,15,0,Wed,14,11,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,37.4516129,-22.4516129
104,ER_3010,home,Wed Oct 19 14:32:36 EDT 2016,67,38,0,Wed,14,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,37.4516129,0.548387097
105,ER_3010,leisure,Sat Oct 08 12:48:30 EDT 2016,84,12,0,Sat,3,12,Weekend,Morning,0,0,0,0,0,0,1,0,0,1,0,1,hour11_12,37.4516129,-25.4516129
106,ER_3010,leisure,Sat Oct 15 11:17:28 EDT 2016,79,27,0,Sat,10,11,Weekend,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,37.4516129,-10.4516129
107,ER_3010,leisure,Thu Oct 13 16:14:30 EDT 2016,67,37,1,Thu,8,16,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,37.4516129,-0.451612903
108,ER_3010,leisure,Tue Oct 18 14:15:47 EDT 2016,72,20,1,Tue,13,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,37.4516129,-17.4516129
109,ER_3010,leisure,Tue Oct 18 17:39:04 EDT 2016,31,69,1,Tue,13,17,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,37.4516129,31.5483871
110,ER_3010,leisure,Fri Oct 07 15:50:35 EDT 2016,74,23,0,Fri,2,15,Weekday,Afternoon,0,1,0,0,0,0,1,0,0,1,0,1,hour15_16,37.4516129,-14.4516129
111,ER_3010,leisure,Fri Oct 07 17:19:05 EDT 2016,82,37,0,Fri,2,17,Weekend,Evening,0,1,0,0,1,0,0,0,0,1,0,1,hour17_18,37.4516129,-0.451612903
112,ER_3010,leisure,Fri Oct 07 19:03:55 EDT 2016,95,10,0,Fri,2,19,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,37.4516129,-27.4516129
113,ER_3011,education,Mon Oct 17 15:20:33 EDT 2016,67,22,1,Mon,12,15,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,20.64285714,1.357142857
114,ER_3011,education,Mon Oct 17 17:05:02 EDT 2016,42,38,0,Mon,12,17,Weekday,Evening,0,0,1,0,0,0,0,0,0,1,1,0,hour17_18,20.64285714,17.35714286
115,ER_3011,education,Mon Oct 17 18:26:23 EDT 2016,74,8,0,Mon,12,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,20.64285714,-12.64285714
116,ER_3011,education,Tue Oct 18 12:30:38 EDT 2016,69,22,0,Tue,13,12,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour11_12,20.64285714,1.357142857
117,ER_3011,education,Tue Oct 18 16:59:20 EDT 2016,65,17,1,Tue,13,16,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour15_16,20.64285714,-3.642857143
118,ER_3011,education,Tue Oct 18 18:47:51 EDT 2016,65,20,0,Tue,13,18,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour17_18,20.64285714,-0.642857143
119,ER_3011,education,Tue Oct 18 20:44:13 EDT 2016,67,30,0,Tue,13,20,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,20.64285714,9.357142857
120,ER_3011,education,Wed Oct 19 14:58:55 EDT 2016,68,11,1,Wed,14,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,20.64285714,-9.642857143
121,ER_3011,education,Wed Oct 19 16:26:52 EDT 2016,55,26,0,Wed,14,16,Weekday,Afternoon,0,0,1,0,0,0,0,0,1,1,1,0,hour15_16,20.64285714,5.357142857
122,ER_3011,education,Wed Oct 19 19:50:05 EDT 2016,76,19,1,Wed,14,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,20.64285714,-1.642857143
123,ER_3011,leisure,Thu Oct 06 14:12:02 EDT 2016,35,35,0,Thu,1,14,Weekday,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,hour13_14,20.64285714,14.35714286
124,ER_3011,leisure,Thu Oct 06 19:45:26 EDT 2016,77,5,1,Thu,1,19,Weekday,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,20.64285714,-15.64285714
125,ER_3011,home,Wed Oct 19 10:17:03 EDT 2016,72,19,1,Wed,14,10,Weekday,Morning,0,0,0,0,0,1,0,0,0,0,0,0,hour9_10,20.64285714,-1.642857143
126,ER_3011,home,Wed Oct 19 13:12:20 EDT 2016,60,17,1,Wed,14,13,Weekday,Afternoon,0,0,1,0,0,0,0,0,0,1,1,0,hour13_14,20.64285714,-3.642857143
127,ER_3013,education,Fri Oct 14 11:31:30 EDT 2016,26,67,1,Fri,9,11,Weekday,Morning,0,0,0,1,0,0,0,0,0,1,1,0,hour11_12,69.88235294,-2.882352941
128,ER_3013,education,Mon Oct 10 15:46:02 EDT 2016,16,72,1,Mon,5,15,Weekday,Afternoon,0,0,0,0,1,0,0,0,0,1,0,1,hour15_16,69.88235294,2.117647059
129,ER_3013,education,Mon Oct 10 18:35:41 EDT 2016,30,76,1,Mon,5,18,Weekday,Evening,0,0,0,0,0,0,1,0,0,1,0,1,hour17_18,69.88235294,6.117647059
130,ER_3013,education,Sat Oct 08 16:47:19 EDT 2016,23,69,0,Sat,3,16,Weekend,Afternoon,1,0,0,0,0,0,0,0,0,1,0,1,hour15_16,69.88235294,-0.882352941
131,ER_3013,education,Sun Oct 09 20:22:32 EDT 2016,25,63,0,Sun,4,20,Weekend,Evening,0,0,0,0,1,0,0,0,0,1,0,1,hour19_20,69.88235294,-6.882352941
132,ER_3013,education,Sun Oct 16 17:45:17 EDT 2016,22,78,0,Sun,11,17,Weekend,Evening,1,0,0,0,0,0,0,0,0,1,0,1,hour17_18,69.88235294,8.117647059
133,ER_3013,education,Thu Oct 13 12:52:50 EDT 2016,33,64,0,Thu,8,12,Weekday,Morning,0,1,0,0,0,0,0,0,0,1,0,1,hour11_12,69.88235294,-5.882352941
134,ER_3013,education,Thu Oct 13 15:14:35 EDT 2016,30,66,1,Thu,8,15,Weekday,Afternoon,0,0,0,1,0,0,0,0,0,1,1,0,hour15_16,69.88235294,-3.882352941
135,ER_3013,education,Tue Oct 18 13:05:52 EDT 2016,31,76,0,Tue,13,13,Weekday,Afternoon,1,0,0,1,0,0,0,0,0,1,1,1,hour13_14,69.88235294,6.117647059
136,ER_3013,education,Wed Oct 12 16:46:31 EDT 2016,34,44,1,Wed,7,16,Weekday,Afternoon,1,0,0,0,0,0,0,0,0,1,0,1,hour15_16,69.88235294,-25.88235294
137,ER_3013,education,Wed Oct 19 17:07:34 EDT 2016,9,95,1,Wed,14,17,Weekday,Evening,0,0,0,0,1,0,0,0,1,1,1,1,hour17_18,69.88235294,25.11764706
138,ER_3013,home,Sat Oct 08 14:15:59 EDT 2016,33,65,0,Sat,3,14,Weekend,Afternoon,0,0,0,0,1,0,0,0,0,1,0,1,hour13_14,69.88235294,-4.882352941
139,ER_3013,home,Sat Oct 08 19:17:03 EDT 2016,22,73,1,Sat,3,19,Weekend,Evening,0,0,0,0,0,1,0,0,0,0,0,0,hour19_20,69.88235294,3.117647059
140,ER_3013,home,Sat Oct 08 20:38:00 EDT 2016,26,70,1,Sat,3,20,Weekend,Evening,0,0,0,0,1,0,0,0,0,1,0,1,hour19_20,69.88235294,0.117647059
